,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3031,TROY COMMUNITY HOSPITAL (391305),2015,Critical Access,Voluntary non-profit - Private,25.0,41.792963,-76.794222,PA,,,47.0,15902.0,76.0,13110.0
3032,ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),2015,Critical Access,Voluntary non-profit - Private,25.0,41.83573,-75.836978,PA,,,33.0,15568.0,56.0,12290.0
3033,TYRONE HOSPITAL (391307),2015,Critical Access,Voluntary non-profit - Private,25.0,40.674843,-78.252302,PA,,,41.0,14486.0,58.0,14718.0
3034,CORRY MEMORIAL HOSPITAL (391308),2015,Critical Access,Government - Hospital District or Authority,21.0,41.935379,-79.612891,PA,,,63.0,14155.0,102.0,13806.0
3035,BARNES-KASSON COUNTY HOSPITAL (391309),2015,Critical Access,Voluntary non-profit - Private,83.0,41.947372,-75.594016,PA,,,76.0,14275.0,92.0,15367.0
3036,PENN HIGHLANDS BROOKVILLE (391312),2015,Critical Access,Voluntary non-profit - Private,34.0,41.156473,-79.092884,PA,34.0,20661.0,75.0,15075.0,118.0,13836.0
3037,CHARLES COLE MEMORIAL HOSPITAL (391313),2015,Critical Access,Voluntary non-profit - Other,78.0,41.770667,-77.979741,PA,28.0,21958.0,77.0,14876.0,118.0,13623.0
3038,PRESBYTERIAN COMMUNITY HOSP (400001),2015,Acute Care,Voluntary non-profit - Other,182.0,,,PR,43.0,18271.0,53.0,13817.0,42.0,12186.0
3039,"ASOCIACION HOSPITAL DEL MAESTRO, INC (400004)",2015,Acute Care,Voluntary non-profit - Other,169.0,,,PR,28.0,18111.0,73.0,12451.0,129.0,12520.0
3040,DOCTORS' CENTER HOSPITAL SAN JUAN (400006),2015,Acute Care,Proprietary,130.0,,,PR,,,,,40.0,13381.0
3041,RYDER MEMORIAL HOSPITAL INC (400007),2015,Acute Care,Voluntary non-profit - Private,227.0,,,PR,39.0,18582.0,44.0,13953.0,33.0,11353.0
3042,HOSPITAL MENONITA DE CAYEY (400013),2015,Acute Care,Voluntary non-profit - Private,220.0,,,PR,,,32.0,14142.0,31.0,12899.0
3043,BELLA VISTA HOSPITAL (400014),2015,Acute Care,Voluntary non-profit - Church,182.0,,,PR,,,,,63.0,14057.0
3044,AUXILIO MUTUO HOSPITAL (400016),2015,Acute Care,Voluntary non-profit - Private,514.0,,,PR,83.0,17499.0,201.0,13783.0,223.0,12593.0
3045,HOSPITAL PAVIA SANTURCE (400019),2015,Acute Care,Voluntary non-profit - Private,194.0,,,PR,71.0,16196.0,78.0,13383.0,125.0,13162.0
3046,HOSPITAL DE LA CONCEPCION (400021),2015,Acute Care,Voluntary non-profit - Church,181.0,,,PR,49.0,16638.0,34.0,13487.0,44.0,14577.0
3047,HOSPITAL DAMAS INC (400022),2015,Acute Care,Voluntary non-profit - Private,214.0,,,PR,47.0,18426.0,69.0,12761.0,34.0,12542.0
3048,HOSPITAL HERMANOS MELENDEZ INC (400032),2015,Acute Care,Proprietary,226.0,,,PR,,,65.0,14373.0,63.0,12293.0
3049,SAN LUKE'S MEMORIAL HOSPITAL INC (400044),2015,Acute Care,Voluntary non-profit - Church,336.0,,,PR,94.0,19261.0,106.0,14616.0,86.0,14891.0
3050,HOSPITAL SAN FRANCISCO (400098),2015,Acute Care,Proprietary,137.0,,,PR,,,,,42.0,12914.0
3051,DOCTORS CENTER HOSPITAL BAYAMON (400102),2015,Acute Care,Proprietary,140.0,,,PR,,,32.0,12785.0,,
3052,SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC (400103),2015,Acute Care,Proprietary,192.0,,,PR,25.0,21330.0,,,41.0,14434.0
3053,HOSPITAL MENONITA CAGUAS INC (400104),2015,Acute Care,Voluntary non-profit - Private,175.0,,,PR,,,,,31.0,12810.0
3054, HIMA SAN PABLO BAYAMON (400109),2015,Acute Care,Proprietary,412.0,18.397664,-66.149674,PR,97.0,17683.0,157.0,14028.0,104.0,12990.0
3055,MANATI MEDICAL CENTER DR OTERO LOPEZ (400114),2015,Acute Care,Proprietary,247.0,,,PR,,,45.0,14875.0,44.0,12740.0
3056,"DOCTORS' CENTER HOSPITAL, INC (400118)",2015,Acute Care,Proprietary,255.0,,,PR,,,48.0,13432.0,34.0,12794.0
3057,HIMA SAN PABLO-CAGUAS (400120),2015,Acute Care,Proprietary,418.0,,,PR,42.0,18020.0,72.0,14338.0,80.0,14161.0
3058,CENTRO CARDIOVASCULAR (400124),2015,Acute Care,Government - State,156.0,,,PR,37.0,19002.0,51.0,17999.0,,
3059,"HOSPITAL PAVIA HATO REY, INC (400128)",2015,Acute Care,Voluntary non-profit - Private,161.0,,,PR,,,,,35.0,13378.0
3060,MEMORIAL HOSPITAL OF RHODE ISLAND (410001),2015,Acute Care,Voluntary non-profit - Private,135.0,,,RI,49.0,22962.0,192.0,16532.0,169.0,13988.0
3061,ROGER WILLIAMS MEDICAL CENTER (410004),2015,Acute Care,Voluntary non-profit - Private,163.0,41.834015,-71.43458,RI,116.0,21310.0,113.0,16053.0,162.0,15005.0
3062,OUR LADY OF FATIMA HOSPITAL (410005),2015,Acute Care,Voluntary non-profit - Private,286.0,41.855796,-71.458498,RI,77.0,22076.0,229.0,17140.0,163.0,16290.0
3063,NEWPORT HOSPITAL (410006),2015,Acute Care,Voluntary non-profit - Private,123.0,41.497809,-71.306193,RI,64.0,21519.0,217.0,15818.0,233.0,13991.0
3064,RHODE ISLAND HOSPITAL (410007),2015,Acute Care,Voluntary non-profit - Private,701.0,41.811956,-71.407049,RI,424.0,20266.0,716.0,15217.0,463.0,14727.0
3065,SOUTH COUNTY HOSPITAL INC (410008),2015,Acute Care,Voluntary non-profit - Private,86.0,41.431883,-71.495882,RI,35.0,21115.0,123.0,15156.0,158.0,14025.0
3066,KENT COUNTY MEMORIAL HOSPITAL (410009),2015,Acute Care,Proprietary,334.0,41.704478,-71.477902,RI,213.0,21840.0,439.0,15736.0,511.0,14870.0
3067,"LANDMARK MEDICAL CENTER,  INC (410011)",2015,Acute Care,Voluntary non-profit - Private,141.0,42.00532,-71.49621,RI,141.0,23339.0,270.0,17367.0,173.0,14934.0
3068,MIRIAM HOSPITAL (410012),2015,Acute Care,Voluntary non-profit - Private,247.0,41.851653,-71.397562,RI,365.0,24203.0,578.0,16770.0,477.0,15287.0
3069,WESTERLY HOSPITAL (410013),2015,Acute Care,Voluntary non-profit - Private,82.0,41.362798,-71.825814,RI,68.0,22705.0,227.0,14747.0,210.0,13912.0
3070,PIEDMONT MEDICAL CENTER (420002),2015,Acute Care,Proprietary,289.0,34.955198,-81.05125,SC,336.0,20670.0,387.0,17568.0,650.0,16742.0
3071,MUSC MEDICAL CENTER (420004),2015,Acute Care,Government - State,783.0,32.7854,-79.946559,SC,230.0,23022.0,312.0,15832.0,256.0,15461.0
3072,MCLEOD MEDICAL CENTER - DILLON (420005),2015,Acute Care,Voluntary non-profit - Private,66.0,34.421266,-79.366107,SC,42.0,19889.0,83.0,14137.0,99.0,12144.0
3073,SPARTANBURG REGIONAL MEDICAL CENTER (420007),2015,Acute Care,Government - Hospital District or Authority,557.0,34.967852,-81.939927,SC,539.0,19584.0,772.0,15977.0,888.0,13976.0
3074,GHS OCONEE MEMORIAL  HOSPITAL (420009),2015,Acute Care,Government - Hospital District or Authority,261.0,34.69712,-82.984385,SC,85.0,22991.0,278.0,15519.0,542.0,15645.0
3075,CAROLINA PINES REGIONAL MEDICAL CENTER (420010),2015,Acute Care,Proprietary,116.0,34.348675,-80.105767,SC,33.0,22252.0,158.0,13083.0,179.0,14748.0
3076,CANNON MEMORIAL HOSPITAL (420011),2015,Acute Care,Voluntary non-profit - Private,42.0,34.874944,-82.704631,SC,,,31.0,14670.0,111.0,14505.0
3077,BAPTIST EASLEY HOSPITAL (420015),2015,Acute Care,Voluntary non-profit - Private,80.0,34.839651,-82.607064,SC,45.0,22137.0,206.0,15673.0,236.0,15535.0
3078,SOUTHERN PALMETTO HOSPITAL (420016),2015,Acute Care,Proprietary,27.0,,,SC,,,29.0,15526.0,69.0,12717.0
3079,PALMETTO HEALTH RICHLAND (420018),2015,Acute Care,Voluntary non-profit - Private,671.0,34.026699,-81.035032,SC,351.0,21901.0,580.0,16000.0,315.0,14380.0
3080,CHESTER REGIONAL MEDICAL CENTER (420019),2015,Acute Care,Proprietary,124.0,34.683429,-81.184551,SC,,,66.0,15263.0,73.0,14326.0
3081,GEORGETOWN MEMORIAL HOSPITAL (420020),2015,Acute Care,Voluntary non-profit - Private,121.0,33.379078,-79.285344,SC,110.0,22615.0,166.0,16610.0,173.0,14073.0
3082,ST FRANCIS-DOWNTOWN (420023),2015,Acute Care,Voluntary non-profit - Private,435.0,,,SC,326.0,24869.0,585.0,17195.0,508.0,14862.0
3083,SISTERS OF CHARITY PROVIDENCE HOSPITALS (420026),2015,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,566.0,21311.0,703.0,14697.0,304.0,14750.0
3084,ANMED HEALTH (420027),2015,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,244.0,25240.0,705.0,17835.0,931.0,16273.0
3085,COLLETON MEDICAL CENTER (420030),2015,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,30.0,20214.0,214.0,14198.0,157.0,13517.0
3086,GHS GREER MEMORIAL HOSPITAL (420033),2015,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,,,121.0,14522.0,202.0,15817.0
3087,SPRINGS MEMORIAL HOSPITAL (420036),2015,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,75.0,21050.0,228.0,14026.0,199.0,13797.0
3088,GHS-HILLCREST MEMORIAL HOSPITAL (420037),2015,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,,,50.0,14483.0,127.0,14403.0
3089,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2015,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,32.0,19231.0,124.0,15494.0,168.0,15515.0
3090,WALLACE THOMSON HOSPITAL (420039),2015,Acute Care,Government - Hospital District or Authority,55.0,,,SC,,,82.0,14947.0,95.0,13285.0
3091,NOVANT HEALTH GAFFNEY MEDICAL CENTER (420043),2015,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,,,107.0,13517.0,128.0,12833.0
3092,KERSHAW HEALTH (420048),2015,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,89.0,20157.0,291.0,13925.0,297.0,14663.0
3093,CONWAY MEDICAL CENTER (420049),2015,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,70.0,21435.0,229.0,14018.0,316.0,13714.0
3094,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2015,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,654.0,18819.0,772.0,15411.0,510.0,13651.0
3095,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2015,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,,,70.0,14839.0,121.0,13653.0
3096,MARLBORO PARK HOSPITAL (420054),2015,Acute Care,Proprietary,102.0,,,SC,,,39.0,13354.0,73.0,14090.0
3097,CAROLINAS HOSPITAL SYSTEM MARION (420055),2015,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,110.0,16739.0,129.0,12454.0,108.0,12551.0
3098,CHESTERFIELD GENERAL HOSPITAL (420062),2015,Acute Care,Voluntary non-profit - Private,59.0,,,SC,28.0,22907.0,76.0,13085.0,123.0,12948.0
3099,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2015,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,,,158.0,15762.0,246.0,13804.0
3100,LAKE CITY COMMUNITY HOSPITAL (420066),2015,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,,34.0,13271.0,66.0,13875.0
3101,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2015,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,77.0,22109.0,210.0,13836.0,173.0,13680.0
3102,TRMC OF ORANGEBURG & CALHOUN (420068),2015,Acute Care,Government - Local,285.0,,,SC,124.0,20251.0,285.0,13609.0,154.0,13787.0
3103,CLARENDON MEMORIAL HOSPITAL (420069),2015,Acute Care,Government - Hospital District or Authority,50.0,,,SC,,,77.0,13079.0,118.0,13391.0
3104,TUOMEY HEALTHCARE SYSTEM (420070),2015,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,105.0,20407.0,446.0,13381.0,379.0,12812.0
3105,SELF REGIONAL HEALTHCARE (420071),2015,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,273.0,21469.0,316.0,15030.0,407.0,13973.0
3106,HAMPTON REGIONAL MEDICAL CENTER (420072),2015,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,,39.0,15700.0,81.0,12196.0
3107,LEXINGTON MEDICAL CENTER (420073),2015,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,388.0,22020.0,577.0,15075.0,621.0,14407.0
3108,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2015,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,552.0,23608.0,680.0,16189.0,615.0,15953.0
3109,TRIDENT MEDICAL CENTER (420079),2015,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,325.0,21348.0,658.0,15628.0,637.0,13820.0
3110,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2015,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,114.0,23074.0,239.0,15215.0,330.0,13976.0
3111,AIKEN REGIONAL MEDICAL CENTER (420082),2015,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,125.0,21840.0,330.0,14578.0,277.0,14665.0
3112,MARY BLACK MEMORIAL HOSPITAL (420083),2015,Acute Care,Proprietary,177.0,,,SC,31.0,21079.0,152.0,13810.0,352.0,14025.0
3113,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2015,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,589.0,23037.0,716.0,14345.0,484.0,13692.0
3114,PALMETTO HEALTH BAPTIST (420086),2015,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,39.0,21305.0,204.0,15501.0,245.0,14290.0
3115,ROPER HOSPITAL (420087),2015,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,338.0,22324.0,656.0,16974.0,349.0,14516.0
3116,EAST COOPER MEDICAL CENTER (420089),2015,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,,,67.0,16398.0,140.0,14476.0
3117,CAROLINAS HOSPITAL SYSTEM (420091),2015,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,231.0,20345.0,508.0,13821.0,439.0,12767.0
3118,WACCAMAW COMMUNITY HOSPITAL (420098),2015,Acute Care,Voluntary non-profit - Private,148.0,,,SC,107.0,22250.0,258.0,14907.0,375.0,13091.0
3119,COASTAL CAROLINA HOSPITAL (420101),2015,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,,,92.0,14793.0,138.0,13717.0
3120,VILLAGE HOSPITAL (420103),2015,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,,58.0,15763.0,92.0,13745.0
3121,MOUNT PLEASANT HOSPITAL (420104),2015,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,,59.0,15926.0,64.0,12602.0
3122,MCLEOD LORIS SEACOAST HOSPITAL (420105),2015,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,76.0,23516.0,168.0,15499.0,137.0,12989.0
3123,ALLENDALE COUNTY HOSPITAL (421300),2015,Critical Access,Government - Local,69.0,32.966225,-81.247727,SC,,,,,41.0,15473.0
3124,ABBEVILLE AREA MEDICAL CENTER (421301),2015,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,,31.0,13212.0,79.0,11258.0
3125,FAIRFIELD MEMORIAL HOSPITAL (421302),2015,Critical Access,Voluntary non-profit - Other,25.0,,,SC,,,,,33.0,14265.0
3126,WILLIAMSBURG REGIONAL HOSPITAL (421303),2015,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,,62.0,14226.0,57.0,14358.0
3127,EDGEFIELD COUNTY HOSPITAL (421304),2015,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,,,,38.0,14767.0
3128,PRAIRIE LAKES HOSPITAL (430005),2015,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,70.0,20991.0,133.0,13753.0,206.0,11908.0
3129,BROOKINGS HEALTH SYSTEM (430008),2015,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,37.0,19487.0,64.0,12904.0,135.0,12492.0
3130,AVERA SACRED HEART HOSPITAL (430012),2015,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,44.0,21348.0,117.0,14603.0,263.0,14062.0
3131,AVERA QUEEN OF PEACE (430013),2015,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,33.0,22190.0,118.0,14309.0,279.0,12151.0
3132,AVERA ST LUKES (430014),2015,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,125.0,19245.0,225.0,15611.0,280.0,13553.0
3133,AVERA ST MARY'S HOSPITAL (430015),2015,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,,39.0,13278.0,108.0,12149.0
3134,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2015,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,93.0,21753.0,339.0,14127.0,344.0,13748.0
3135,SANFORD USD MEDICAL CENTER (430027),2015,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,429.0,22118.0,466.0,15457.0,409.0,14811.0
3136,SPEARFISH REGIONAL HOSPITAL (430048),2015,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,,44.0,14932.0,112.0,13104.0
3137,RAPID CITY REGIONAL HOSPITAL (430077),2015,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,386.0,22283.0,491.0,14743.0,442.0,14175.0
3138,PHS INDIAN HOSPITAL AT PINE RIDGE (430081),2015,Acute Care,Government - Federal,45.0,,,SD,,,,,28.0,9807.0
3139,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2015,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,,,,41.0,12045.0
3140,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2015,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,450.0,20620.0,194.0,15493.0,,
3141,SANFORD ABERDEEN MEDICAL CENTER (430097),2015,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,,,52.0,14669.0,80.0,14405.0
3142,MADISON COMMUNITY HOSPITAL - CAH (431300),2015,Critical Access,Voluntary non-profit - Private,23.0,43.993021,-97.119752,SD,,,,,40.0,15878.0
3143,PLATTE HEALTH CENTER - CAH (431306),2015,Critical Access,Voluntary non-profit - Private,65.0,43.384182,-98.836395,SD,,,,,51.0,12744.0
3144,COMMUNITY MEMORIAL HOSPITAL - CAH (431309),2015,Critical Access,Voluntary non-profit - Private,16.0,,,SD,,,,,35.0,16134.0
3145,SANFORD HOSPITAL WEBSTER - CAH (431311),2015,Critical Access,Voluntary non-profit - Private,22.0,45.339079,-97.52149,SD,,,,,46.0,13760.0
3146,MARSHALL COUNTY HEALTHCARE CENTER - CAH (431312),2015,Critical Access,Proprietary,20.0,45.789215,-97.746049,SD,,,,,29.0,12949.0
3147,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH (431315),2015,Critical Access,Voluntary non-profit - Other,20.0,43.079081,-98.300996,SD,,,,,39.0,14360.0
3148,COMMUNITY MEMORIAL HOSPITAL - CAH (431316),2015,Critical Access,Government - Local,24.0,44.871967,-98.520169,SD,,,,,65.0,15777.0
3149,LEAD - DEADWOOD REGIONAL HOSPITAL - CAH (431320),2015,Critical Access,Voluntary non-profit - Private,18.0,44.370048,-103.728348,SD,,,25.0,14427.0,34.0,16077.0
3150,STURGIS REGIONAL HOSPITAL (431321),2015,Critical Access,Voluntary non-profit - Other,109.0,44.402787,-103.509122,SD,,,,,93.0,13780.0
3151,FALL RIVER HOSPITAL - CAH (431322),2015,Critical Access,Government - Local,63.0,43.418312,-103.480783,SD,,,,,43.0,18911.0
3152,CUSTER REGIONAL HOSPITAL - CAH (431323),2015,Critical Access,Voluntary non-profit - Private,87.0,43.772816,-103.591173,SD,,,,,26.0,13342.0
3153,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (431324),2015,Critical Access,Voluntary non-profit - Private,16.0,44.080394,-98.563682,SD,,,,,46.0,12849.0
3154,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2015,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,,35.0,14391.0,76.0,12962.0
3155,MILBANK AREA HOSPITAL/AVERA HEALTH - CAH (431326),2015,Critical Access,Voluntary non-profit - Private,26.0,,,SD,,,,,44.0,13878.0
3156,ST MICHAEL'S HOSPITAL - CAH (431327),2015,Critical Access,Government - Local,25.0,42.991253,-97.867896,SD,,,,,45.0,13633.0
3157,SANFORD CHAMBERLAIN MEDICAL CENTER (431329),2015,Critical Access,Voluntary non-profit - Private,69.0,43.78511,-99.326134,SD,,,,,30.0,13587.0
3158,AVERA ST BENEDICT HEALTH CENTER - CAH (431330),2015,Critical Access,Voluntary non-profit - Private,73.0,43.398945,-97.990061,SD,,,30.0,14457.0,80.0,15037.0
3159,AVERA DELLS AREA HOSPITAL  - CAH (431331),2015,Critical Access,Voluntary non-profit - Private,21.0,43.828588,-96.715344,SD,,,,,33.0,13329.0
3160,AVERA DESMET MEMORIAL HOSPITAL - CAH (431332),2015,Critical Access,Voluntary non-profit - Private,9.0,,,SD,,,,,31.0,17847.0
3161,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH (431333),2015,Critical Access,Voluntary non-profit - Private,14.0,43.304944,-96.557249,SD,,,,,47.0,14127.0
3162,WINNER REGIONAL HEALTHCARE CENTER - CAH (431334),2015,Critical Access,Voluntary non-profit - Private,103.0,43.370947,-99.847617,SD,,,34.0,15430.0,70.0,12063.0
3163,HURON REGIONAL MEDICAL CENTER (431335),2015,Critical Access,Voluntary non-profit - Private,25.0,44.362035,-98.210751,SD,25.0,20820.0,37.0,14720.0,158.0,13890.0
3164,SANFORD VERMILLION HOSPITAL (431336),2015,Critical Access,Voluntary non-profit - Private,25.0,42.778635,-96.919918,SD,,,,,53.0,13131.0
3165,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC (431337),2015,Critical Access,Voluntary non-profit - Private,25.0,44.520623,-98.992044,SD,,,34.0,16051.0,57.0,13624.0
3166,AVERA GREGORY HOSPITAL (431338),2015,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,,37.0,14862.0,139.0,13730.0
3167,UNICOI COUNTY MEMORIAL HOSPITAL (440001),2015,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,,28.0,14545.0,94.0,15375.0
3168,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2015,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,,21583.0,,15920.0,693.0,15032.0
3169,SUMNER REGIONAL MEDICAL CENTER (440003),2015,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,121.0,21246.0,167.0,14690.0,315.0,14487.0
3170,TRISTAR SKYLINE MEDICAL CENTER (440006),2015,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,88.0,21724.0,206.0,15120.0,306.0,15814.0
3171,UNITED REGIONAL MEDICAL CENTER (440007),2015,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,,47.0,13052.0,165.0,11629.0
3172,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2015,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,,58.0,13890.0,88.0,14477.0
3173,CUMBERLAND MEDICAL CENTER (440009),2015,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,108.0,20741.0,330.0,13394.0,247.0,13451.0
3174,WAYNE MEDICAL CENTER (440010),2015,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,,54.0,12746.0,109.0,11580.0
3175,BLOUNT MEMORIAL HOSPITAL (440011),2015,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,149.0,18127.0,330.0,14511.0,696.0,15238.0
3176,WELLMONT BRISTOL REGIONAL MEDICAL CENTER (440012),2015,Acute Care,Government - Hospital District or Authority,293.0,,,TN,371.0,21650.0,448.0,15236.0,654.0,13977.0
3177,THE UNIVERSITY OF TN MEDICAL CENTER (440015),2015,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,296.0,22283.0,384.0,16170.0,361.0,14750.0
3178,BAPTIST MEMORIAL HOSPITAL HUNTINGDON (440016),2015,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,,50.0,16238.0,83.0,16162.0
3179,WELLMONT HOLSTON VALLEY MEDICAL CENTER (440017),2015,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,426.0,20131.0,431.0,14750.0,395.0,14963.0
3180,SYCAMORE SHOALS HOSPITAL (440018),2015,Acute Care,Voluntary non-profit - Private,121.0,36.343941,-82.249623,TN,27.0,21764.0,91.0,15170.0,207.0,14175.0
3181,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI (440020),2015,Acute Care,Proprietary,95.0,35.19129,-87.004322,TN,,,47.0,16380.0,74.0,14662.0
3182,"LAUGHLIN MEMORIAL HOSPITAL, INC (440025)",2015,Acute Care,Voluntary non-profit - Private,230.0,,,TN,50.0,20264.0,186.0,14157.0,365.0,13004.0
3183,WILLIAMSON MEDICAL CENTER (440029),2015,Acute Care,Government - Hospital District or Authority,190.0,35.916684,-86.817047,TN,111.0,20357.0,221.0,14387.0,320.0,13426.0
3184,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION (440030),2015,Acute Care,Government - Local,131.0,36.211948,-83.304345,TN,138.0,18267.0,140.0,13809.0,354.0,14975.0
3185,ROANE MEDICAL CENTER (440031),2015,Acute Care,Government - Hospital District or Authority,50.0,35.888312,-84.554418,TN,,,78.0,15183.0,165.0,13400.0
3186,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL (440032),2015,Acute Care,Voluntary non-profit - Private,37.0,36.399736,-83.012943,TN,,,35.0,13786.0,77.0,13679.0
3187,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER (440033),2015,Acute Care,Voluntary non-profit - Church,142.0,36.387967,-84.111365,TN,,,139.0,14635.0,224.0,13158.0
3188,METHODIST MEDICAL CENTER OF OAK RIDGE (440034),2015,Acute Care,Voluntary non-profit - Private,208.0,36.023397,-84.2439,TN,215.0,21981.0,431.0,16424.0,301.0,13998.0
3189,GATEWAY MEDICAL CENTER (440035),2015,Acute Care,Government - Hospital District or Authority,261.0,36.580414,-87.268485,TN,181.0,23024.0,274.0,16118.0,501.0,14975.0
3190,VANDERBILT UNIVERSITY HOSPITAL (440039),2015,Acute Care,Voluntary non-profit - Private,1019.0,36.142832,-86.800174,TN,384.0,22006.0,532.0,17154.0,334.0,15020.0
