,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2765,PELHAM MEDICAL CENTER (420103),2023,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,,63.0,17459.0,31.0,21099.0,101.0,18637.0
2766,MOUNT PLEASANT HOSPITAL (420104),2023,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,,89.0,18741.0,140.0,20857.0,82.0,19603.0
2767,MCLEOD LORIS  HOSPITAL (420105),2023,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,81.0,28066.0,392.0,18468.0,61.0,21605.0,386.0,21372.0
2768,PRISMA HEALTH BAPTIST PARKRIDGE (420106),2023,Acute Care,Voluntary non-profit - Private,76.0,,,SC,,,111.0,18080.0,57.0,19837.0,152.0,19726.0
2769,MCLEOD HEALTH CHERAW (420107),2023,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,,,57.0,17109.0,,,116.0,19223.0
2770,MCLEOD HEALTH CLARENDON (420109),2023,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,,58.0,18712.0,,,68.0,18159.0
2771,ROPER ST FRANCIS HOSPITAL-BERKELEY INC (420110),2023,Acute Care,Voluntary non-profit - Private,46.0,,,SC,,,87.0,19902.0,,,67.0,19275.0
2772,ABBEVILLE AREA MEDICAL CENTER (421301),2023,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,,,,,,25.0,19727.0
2773,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC (430005)",2023,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,30.0,26105.0,58.0,18013.0,166.0,21806.0,58.0,17509.0
2774,BROOKINGS HEALTH SYSTEM (430008),2023,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,,43.0,17853.0,56.0,19910.0,63.0,16623.0
2775,AVERA SACRED HEART HOSPITAL (430012),2023,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,,,79.0,18609.0,114.0,20582.0,94.0,19657.0
2776,AVERA QUEEN OF PEACE (430013),2023,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,,,45.0,18227.0,65.0,20871.0,54.0,20930.0
2777,AVERA ST LUKES (430014),2023,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,88.0,26917.0,143.0,18821.0,268.0,21814.0,115.0,19858.0
2778,AVERA ST MARY'S HOSPITAL (430015),2023,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,,33.0,16905.0,55.0,18731.0,85.0,19514.0
2779,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2023,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,57.0,24856.0,276.0,18092.0,386.0,20650.0,383.0,20261.0
2780,SANFORD USD MEDICAL CENTER (430027),2023,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,331.0,28825.0,466.0,21478.0,188.0,24228.0,291.0,19646.0
2781,MONUMENT HEALTH SPEARFISH HOSPITAL (430048),2023,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,,31.0,19175.0,31.0,19004.0,33.0,20040.0
2782,MONUMENT HEALTH RAPID CITY HOSPITAL (430077),2023,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,291.0,28276.0,420.0,17391.0,47.0,21946.0,365.0,19558.0
2783,DUNES SURGICAL HOSPITAL (430089),2023,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,,,,207.0,19337.0,,
2784,SIOUX FALLS SPECIALTY HOSPITAL (430090),2023,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,,,,651.0,18742.0,,
2785,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2023,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,,,,814.0,18345.0,,
2786,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2023,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,334.0,28608.0,189.0,20530.0,,,,
2787,SANFORD MEDICAL CENTER ABERDEEN (430097),2023,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,,,53.0,17965.0,,,61.0,18160.0
2788,MADISON REGIONAL HEALTH SYSTEM (431300),2023,Critical Access,Voluntary non-profit - Private,23.0,43.993021,-97.119752,SD,,,,,,,41.0,19764.0
2789,FAULKTON AREA MEDICAL CENTER (431301),2023,Critical Access,Voluntary non-profit - Private,12.0,45.029999,-99.13157,SD,,,,,,,25.0,26522.0
2790,AVERA MISSOURI RIVER HEALTH CENTER (431302),2023,Critical Access,Voluntary non-profit - Church,60.0,45.013551,-99.948128,SD,,,,,,,30.0,22692.0
2791,COMMUNITY MEMORIAL HOSPITAL (431316),2023,Critical Access,Government - Local,24.0,44.871967,-98.520169,SD,,,25.0,18084.0,,,,
2792,HANS P PETERSON MEMORIAL HOSPITAL - CAH (431319),2023,Critical Access,Voluntary non-profit - Private,49.0,,,SD,,,,,,,34.0,18978.0
2793,MONUMENT HEALTH STURGIS HOSPITAL (431321),2023,Critical Access,Voluntary non-profit - Other,109.0,44.402787,-103.509122,SD,,,,,,,52.0,21769.0
2794,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2023,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,,,,,,25.0,20813.0
2795,WINNER REGIONAL HEALTHCARE CENTER - CAH (431334),2023,Critical Access,Voluntary non-profit - Private,103.0,43.370947,-99.847617,SD,,,,,,,30.0,18519.0
2796,HURON REGIONAL MEDICAL CENTER (431335),2023,Critical Access,Voluntary non-profit - Private,25.0,44.362035,-98.210751,SD,,,,,,,68.0,20481.0
2797,AVERA GREGORY HOSPITAL (431338),2023,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,,,,,,38.0,20772.0
2798,COTEAU DES PRAIRIES HEALTH CARE SYSTEM (431339),2023,Critical Access,Voluntary non-profit - Private,25.0,45.658371,-97.050864,SD,,,33.0,19173.0,,,38.0,17329.0
2799,UNICOI COUNTY  HOSPITAL (440001),2023,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,,,,,,37.0,20031.0
2800,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2023,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,705.0,26868.0,989.0,20507.0,121.0,20337.0,872.0,21455.0
2801,SUMNER REGIONAL MEDICAL CENTER (440003),2023,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,61.0,27206.0,165.0,18311.0,,,138.0,20538.0
2802,TRISTAR SKYLINE MEDICAL CENTER (440006),2023,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,65.0,29873.0,186.0,18952.0,44.0,21024.0,312.0,21648.0
2803,UNITY MEDICAL CENTER (440007),2023,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,,,,,,91.0,17239.0
2804,CUMBERLAND MEDICAL CENTER (440009),2023,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,,,204.0,17373.0,88.0,21179.0,166.0,19370.0
2805,WAYNE MEDICAL CENTER (440010),2023,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,,,,,,43.0,20028.0
2806,BLOUNT MEMORIAL HOSPITAL (440011),2023,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,125.0,25216.0,265.0,17716.0,40.0,20328.0,402.0,19707.0
2807,WELLMONT BRISTOL REGIONAL MEDICAL CENTER (440012),2023,Acute Care,Government - Hospital District or Authority,293.0,,,TN,160.0,25917.0,307.0,17905.0,91.0,22593.0,338.0,21214.0
2808,"UNIVERSITY HEALTH SYSTEM, INC (440015)",2023,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,138.0,28223.0,413.0,17189.0,150.0,18910.0,563.0,20479.0
2809,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY (440016),2023,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,,40.0,17914.0,,,69.0,19313.0
2810,WELLMONT HOLSTON VALLEY MEDICAL CENTER (440017),2023,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,212.0,24103.0,281.0,18878.0,146.0,20037.0,319.0,21832.0
2811,SYCAMORE SHOALS HOSPITAL (440018),2023,Acute Care,Voluntary non-profit - Private,121.0,36.343941,-82.249623,TN,,,61.0,21312.0,60.0,23077.0,99.0,21502.0
2812,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI (440020),2023,Acute Care,Proprietary,95.0,35.19129,-87.004322,TN,,,43.0,18367.0,31.0,21340.0,63.0,19017.0
2813,WILLIAMSON MEDICAL CENTER (440029),2023,Acute Care,Government - Hospital District or Authority,190.0,35.916684,-86.817047,TN,127.0,25611.0,240.0,17368.0,427.0,18760.0,270.0,20223.0
2814,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION (440030),2023,Acute Care,Government - Local,131.0,36.211948,-83.304345,TN,57.0,27471.0,131.0,17155.0,,,214.0,17958.0
2815,ROANE MEDICAL CENTER (440031),2023,Acute Care,Government - Hospital District or Authority,50.0,35.888312,-84.554418,TN,,,100.0,16536.0,,,113.0,18547.0
2816,LAFOLLETTE MEDICAL CENTER (440033),2023,Acute Care,Voluntary non-profit - Church,142.0,36.387967,-84.111365,TN,,,27.0,17791.0,,,97.0,21271.0
2817,METHODIST MEDICAL CENTER OF OAK RIDGE (440034),2023,Acute Care,Voluntary non-profit - Private,208.0,36.023397,-84.2439,TN,103.0,27661.0,303.0,17086.0,140.0,19211.0,260.0,18590.0
2818,TENNOVA HEALTHCARE-CLARKSVILLE (440035),2023,Acute Care,Government - Hospital District or Authority,261.0,36.580414,-87.268485,TN,123.0,25954.0,241.0,19206.0,25.0,21971.0,335.0,21835.0
2819,VANDERBILT UNIVERSITY MEDICAL CENTER (440039),2023,Acute Care,Voluntary non-profit - Private,1019.0,36.142832,-86.800174,TN,221.0,29807.0,612.0,19354.0,309.0,18632.0,284.0,19855.0
2820,TRISTAR HORIZON MEDICAL CENTER (440046),2023,Acute Care,Proprietary,119.0,36.07212,-87.374808,TN,73.0,29311.0,181.0,18601.0,46.0,19582.0,172.0,20486.0
2821,BAPTIST MEMORIAL HOSPITAL (440048),2023,Acute Care,Voluntary non-profit - Private,808.0,35.130758,-89.861022,TN,275.0,29117.0,1033.0,20097.0,236.0,20759.0,906.0,20833.0
2822,METHODIST HOSPITALS OF MEMPHIS (440049),2023,Acute Care,Voluntary non-profit - Church,1358.0,35.137088,-90.019145,TN,361.0,28403.0,1002.0,19154.0,739.0,19181.0,653.0,21171.0
2823,GREENEVILLE COMMUNITY HOSPITAL (440050),2023,Acute Care,Voluntary non-profit - Private,121.0,36.175393,-82.790893,TN,,,103.0,16541.0,,,141.0,20494.0
2824,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2023,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,272.0,27707.0,499.0,17162.0,213.0,18593.0,594.0,18663.0
2825,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2023,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,,,68.0,18429.0,,,113.0,20565.0
2826,CLAIBORNE MEDICAL CENTER (440057),2023,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,,,,,50.0,20948.0
2827,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2023,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,46.0,28099.0,70.0,18730.0,53.0,22092.0,132.0,19767.0
2828,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2023,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,302.0,27439.0,555.0,18628.0,120.0,19580.0,723.0,18969.0
2829,WEST TENNESSEE HEALTHCARE MILAN HOSPITAL (440060),2023,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,,,,,45.0,20078.0
2830,VOLUNTEER COMMUNITY HOSPITAL (440061),2023,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,,,34.0,19832.0,,,46.0,20401.0
2831,JOHNSON CITY MEDICAL CENTER (440063),2023,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,264.0,25549.0,288.0,19623.0,162.0,19821.0,333.0,21599.0
2832,TRISTAR NORTHCREST MEDICAL CENTER (440065),2023,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,,,42.0,17178.0,54.0,22014.0,123.0,21634.0
2833,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2023,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,,,44.0,18362.0,,,104.0,18741.0
2834,DYERSBURG REGIONAL MEDICAL CENTER (440072),2023,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,33.0,27488.0,144.0,18829.0,,,191.0,21794.0
2835,MAURY REGIONAL HOSPITAL (440073),2023,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,157.0,27890.0,474.0,18646.0,205.0,21070.0,392.0,19158.0
2836,LECONTE MEDICAL CENTER (440081),2023,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,,,121.0,17176.0,,,109.0,19658.0
2837,ASCENSION SAINT THOMAS HOSPITAL (440082),2023,Acute Care,Voluntary non-profit - Church,478.0,,,TN,582.0,28738.0,978.0,19589.0,352.0,17532.0,553.0,20308.0
2838,SWEETWATER HOSPITAL ASSOCIATION (440084),2023,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,,,36.0,17419.0,,,106.0,18010.0
2839,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2023,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,398.0,26812.0,754.0,17842.0,405.0,17143.0,532.0,20869.0
2840,LINCOLN MEDICAL CENTER (440102),2023,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,29.0,19297.0,,,59.0,18681.0
2841,ERLANGER MEDICAL CENTER (440104),2023,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,194.0,27462.0,351.0,20270.0,239.0,19922.0,325.0,20047.0
2842,HARDIN MEDICAL CENTER (440109),2023,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,,,,,71.0,18519.0
2843,FORT LOUDOUN MEDICAL CENTER (440110),2023,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,68.0,17447.0,,,88.0,19281.0
2844,PHYSICIANS REGIONAL MEDICAL CENTER (440120),2023,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,248.0,27472.0,334.0,18787.0,148.0,19001.0,317.0,20009.0
2845,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2023,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,122.0,26371.0,219.0,18300.0,156.0,18634.0,218.0,19460.0
2846,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2023,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,,,111.0,20295.0,,,83.0,22303.0
2847,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2023,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,46.0,17398.0,,,73.0,20260.0
2848,HENRY COUNTY MEDICAL CENTER (440132),2023,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,,,108.0,19317.0,46.0,18461.0,140.0,20505.0
2849,VANDERBILT BEDFORD HOSPITAL (440137),2023,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,55.0,18650.0,,,48.0,18742.0
2850,VANDERBILT TULLAHOMA-HARTON HOSPITAL (440144),2023,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,47.0,23443.0,149.0,18724.0,26.0,22282.0,128.0,20914.0
2851,DEKALB COMMUNITY HOSPITAL (440148),2023,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,,,,,29.0,20461.0
2852,TRISTAR SUMMIT MEDICAL CENTER (440150),2023,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,96.0,26395.0,268.0,19078.0,81.0,19951.0,307.0,20262.0
2853,SAINT THOMAS RIVER PARK HOSPITAL (440151),2023,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,,,85.0,17808.0,,,123.0,21239.0
2854,REGIONAL ONE HEALTH (440152),2023,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,,,,,31.0,19105.0,,
2855,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER (440153),2023,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,,,46.0,17435.0,,,89.0,16921.0
2856,PARKRIDGE MEDICAL CENTER (440156),2023,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,159.0,25889.0,308.0,19109.0,286.0,19183.0,244.0,20570.0
2857,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2023,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,246.0,27986.0,442.0,20233.0,538.0,18636.0,261.0,21977.0
2858,PARKWEST MEDICAL CENTER (440173),2023,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,292.0,26452.0,394.0,17900.0,577.0,18837.0,343.0,18942.0
2859,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2023,Acute Care,Proprietary,96.0,,,TN,,,60.0,18342.0,,,128.0,19476.0
2860,INDIAN PATH COMMUNITY HOSPITAL (440176),2023,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,,,,,,,71.0,21047.0
2861,ST FRANCIS HOSPITAL (440183),2023,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,75.0,26451.0,191.0,18910.0,144.0,21019.0,130.0,19215.0
2862,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2023,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,,,73.0,18858.0,,,124.0,19872.0
2863,TENNOVA HEALTH CARE-CLEVELAND (440185),2023,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,106.0,25064.0,223.0,18838.0,36.0,19737.0,260.0,19469.0
2864,LIVINGSTON REGIONAL HOSPITAL (440187),2023,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,77.0,18241.0,,,108.0,21173.0
2865,SAINT THOMAS HIGHLANDS HOSPITAL (440192),2023,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,,,,,39.0,19059.0
2866,VANDERBILT WILSON COUNTY HOSPITAL (440193),2023,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,,,101.0,19046.0,91.0,19114.0,172.0,20237.0
2867,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2023,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,100.0,27298.0,150.0,18894.0,47.0,18589.0,211.0,21182.0
2868,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2023,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,,,91.0,19942.0,26.0,20313.0,77.0,22492.0
2869,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY (440218),2023,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,,,73.0,18598.0,,
2870,TRISTAR STONECREST MEDICAL CENTER (440227),2023,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,49.0,25935.0,115.0,18235.0,,,118.0,20264.0
2871,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2023,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,105.0,25981.0,206.0,18195.0,36.0,20157.0,225.0,21977.0
2872,ASCENSION SAINT THOMAS THREE RIVERS (441303),2023,Critical Access,Voluntary non-profit - Private,25.0,36.075057,-87.792741,TN,,,,,,,45.0,18553.0
2873,MACON COMMUNITY HOSPITAL (441305),2023,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,,34.0,18287.0,,,107.0,17275.0
2874,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2023,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,,41.0,19398.0,,,32.0,18522.0
2875,WEST TENNESSEE HEALTHCARE CAMDEN HOSPITAL (441316),2023,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,,,,,,29.0,22624.0
2876,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS (450002),2023,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,,,50.0,18714.0,34.0,22501.0,88.0,21472.0
2877,PETERSON REGIONAL MEDICAL CENTER (450007),2023,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,115.0,30617.0,148.0,19210.0,149.0,21096.0,136.0,20331.0
2878,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2023,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,214.0,25921.0,477.0,20452.0,199.0,24566.0,679.0,22542.0
2879,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL (450011),2023,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,156.0,29802.0,449.0,21840.0,208.0,21135.0,344.0,22073.0
2880,PARKLAND HEALTH & HOSPITAL SYSTEM (450015),2023,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,35.0,27791.0,209.0,16470.0,,,64.0,20456.0
2881,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON (450018),2023,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,216.0,26615.0,778.0,20469.0,30.0,25422.0,291.0,21156.0
2882,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2023,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,39.0,27338.0,517.0,17060.0,124.0,24422.0,424.0,20204.0
2883,CITIZENS MEDICAL CENTER (450023),2023,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,102.0,26403.0,188.0,21998.0,,,192.0,24476.0
2884,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2023,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,42.0,26166.0,58.0,18110.0,,,53.0,20234.0
2885,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2023,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,72.0,26834.0,115.0,21425.0,,,129.0,22859.0
2886,LAREDO MEDICAL CENTER (450029),2023,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,85.0,25071.0,259.0,18700.0,26.0,23713.0,274.0,22318.0
2887,CHRISTUS GOOD SHEPHERD MEDICAL CENTER (450032),2023,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,179.0,30729.0,380.0,18903.0,41.0,21052.0,651.0,20767.0
2888,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2023,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,100.0,26137.0,186.0,18321.0,87.0,23082.0,246.0,21741.0
2889,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2023,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,146.0,28741.0,319.0,19020.0,76.0,23079.0,211.0,22622.0
2890,ST JOSEPH MEDICAL CENTER (450035),2023,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,,,47.0,18352.0,,,44.0,22855.0
2891,JPS HEALTH NETWORK (450039),2023,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,,,134.0,17739.0,,,74.0,21643.0
2892,COVENANT MEDICAL CENTER (450040),2023,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,266.0,25723.0,398.0,20390.0,161.0,22275.0,456.0,22612.0
2893,ASCENSION PROVIDENCE (450042),2023,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,202.0,27316.0,400.0,19383.0,156.0,21368.0,285.0,20605.0
2894,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR. (450044),2023,Acute Care,Government - State,459.0,,,TX,88.0,29665.0,419.0,19973.0,59.0,20852.0,353.0,20712.0
2895,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2023,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,205.0,25366.0,249.0,19441.0,,,265.0,22685.0
2896,METHODIST DALLAS MEDICAL CENTER (450051),2023,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,50.0,27225.0,119.0,19537.0,,,94.0,21817.0
2897,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE (450054),2023,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,173.0,27208.0,443.0,18021.0,239.0,18713.0,418.0,19052.0
2898,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2023,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,,,,,53.0,19349.0
2899,ASCENSION SETON MEDICAL CENTER AUSTIN (450056),2023,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,100.0,30597.0,254.0,21518.0,100.0,21656.0,230.0,23484.0
2900,BAPTIST MEDICAL CENTER (450058),2023,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,324.0,29202.0,632.0,19662.0,428.0,21795.0,488.0,20259.0
2901,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2023,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,,,146.0,19563.0,25.0,21376.0,235.0,20935.0
2902,MEMORIAL HERMANN - TEXAS MEDICAL CENTER (450068),2023,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,168.0,29081.0,284.0,21549.0,60.0,19839.0,221.0,22635.0
2903,CHI ST LUKE'S HEALTH BRAZOSPORT (450072),2023,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,28.0,26227.0,121.0,18198.0,,,79.0,21376.0
2904,BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING (450079),2023,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,86.0,25360.0,207.0,19209.0,,,175.0,19983.0
2905,TITUS REGIONAL MEDICAL CENTER (450080),2023,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,44.0,26568.0,86.0,19804.0,31.0,21159.0,129.0,18213.0
2906,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2023,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,,26.0,17427.0,,,37.0,22505.0
2907,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL (450083),2023,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,350.0,27748.0,440.0,18307.0,253.0,20458.0,423.0,21752.0
2908,GRAHAM REGIONAL MEDICAL CENTER (450085),2023,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,,,45.0,20018.0,40.0,18362.0
2909,MEDICAL CITY NORTH HILLS (450087),2023,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,62.0,27395.0,179.0,20353.0,,,166.0,21025.0
2910,NORTH TEXAS MEDICAL CENTER (450090),2023,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,,,42.0,19642.0,,,92.0,21158.0
