,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3493,SETON NORTHWEST HOSPITAL (450867),2019,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,,,106.0,18380.0,74.0,22528.0,197.0,18268.0
3494,DOCTORS HOSPITAL AT RENAISSANCE (450869),2019,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,174.0,25266.0,402.0,20060.0,253.0,22766.0,387.0,20376.0
3495,ARISE AUSTIN MEDICAL CENTER (450871),2019,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,,,327.0,21165.0,,
3496,USMD HOSPITAL AT ARLINGTON L P (450872),2019,Acute Care,Physician,35.0,32.679151,-97.115971,TX,,,,,30.0,25311.0,,
3497,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS (450874),2019,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,,,240.0,21276.0,,
3498,QUAIL CREEK SURGICAL HOSPITAL (450875),2019,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,,,,,1298.0,20637.0,,
3499,LUBBOCK HEART HOSPITAL LP (450876),2019,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,207.0,25396.0,334.0,16330.0,811.0,20514.0,94.0,19565.0
3500,FOUNDATION SURGICAL HOSPITAL OF EL PASO (450877),2019,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,,,,,97.0,23947.0,,
3501,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH (450880),2019,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,,,,,516.0,25988.0,,
3502,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2019,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,,,,144.0,26910.0,,
3503,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL (450885),2019,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,79.0,24526.0,53.0,18270.0,52.0,27032.0,155.0,22278.0
3504,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2019,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,,,,517.0,24080.0,,
3505,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT (450889),2019,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX,,,,,238.0,22211.0,,
3506,BAYLOR REGIONAL MEDICAL CENTER AT PLANO (450890),2019,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,34.0,25600.0,216.0,18627.0,162.0,23171.0,500.0,17806.0
3507,THE HEART HOSPITAL BAYLOR DENTON (450893),2019,Acute Care,Physician,20.0,33.17697,-97.088199,TX,37.0,27789.0,29.0,16364.0,,,,
3508,PINE CREEK MEDICAL CENTER LLP (450894),2019,Acute Care,Physician,16.0,,,TX,,,,,210.0,26220.0,,
3509,PARMER COUNTY COMMUNITY HOSPITAL (451300),2019,Critical Access,Voluntary non-profit - Private,25.0,34.643634,-102.721088,TX,,,,,,,36.0,19965.0
3510,LIMESTONE MEDICAL CENTER (451303),2019,Critical Access,Government - Hospital District or Authority,16.0,31.531923,-96.529621,TX,,,,,,,49.0,18129.0
3511,BALLINGER MEMORIAL HOSPITAL (451310),2019,Critical Access,Government - Hospital District or Authority,16.0,31.749822,-99.962302,TX,,,,,,,35.0,22118.0
3512,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE (451319),2019,Critical Access,Voluntary non-profit - Private,22.0,31.937954,-95.249429,TX,,,45.0,17891.0,,,111.0,18353.0
3513,ROLLINS BROOK COMMUNITY HOSPITAL (451323),2019,Critical Access,Voluntary non-profit - Church,25.0,31.07233,-98.185644,TX,,,57.0,17063.0,,,92.0,17830.0
3514,MEDINA REGIONAL HOSPITAL (451330),2019,Critical Access,Government - Hospital District or Authority,25.0,29.335247,-99.133416,TX,,,,,,,50.0,16880.0
3515,W J MANGOLD MEMORIAL HOSPITAL (451337),2019,Critical Access,Government - Hospital District or Authority,25.0,34.126621,-101.441788,TX,,,27.0,16962.0,,,85.0,14768.0
3516,HASKELL MEMORIAL HOSPITAL (451341),2019,Critical Access,Government - Hospital District or Authority,25.0,,,TX,,,,,,,31.0,20905.0
3517,MITCHELL COUNTY HOSPITAL DISTRICT (451342),2019,Critical Access,Government - Hospital District or Authority,25.0,32.388145,-100.855736,TX,,,28.0,17192.0,,,63.0,17408.0
3518,ELECTRA MEMORIAL HOSPITAL (451343),2019,Critical Access,Government - Hospital District or Authority,19.0,34.018455,-98.923874,TX,,,,,,,69.0,20348.0
3519,HANSFORD COUNTY HOSPITAL (451344),2019,Critical Access,Government - Hospital District or Authority,21.0,36.190475,-101.200127,TX,,,,,,,35.0,25045.0
3520,YOAKUM COMMUNITY HOSPITAL (451346),2019,Critical Access,Voluntary non-profit - Private,24.0,29.30662,-97.130306,TX,,,61.0,19470.0,,,109.0,18942.0
3521,COLEMAN COUNTY MEDICAL CENTER COMPANY (451347),2019,Critical Access,Government - Hospital District or Authority,25.0,31.828626,-99.425238,TX,,,55.0,17918.0,,,105.0,18279.0
3522,HAMILTON HOSPITAL (451354),2019,Critical Access,Government - Hospital District or Authority,24.0,33.369669,-98.76463,TX,,,,,,,47.0,18999.0
3523,COLLINGSWORTH GENERAL HOSPITAL (451355),2019,Critical Access,Proprietary,14.0,34.84911,-100.212015,TX,,,,,,,33.0,18856.0
3524,MEMORIAL MEDICAL CENTER (451356),2019,Critical Access,Government - Local,25.0,28.619885,-96.63063,TX,,,40.0,15917.0,,,83.0,16417.0
3525,OCHILTREE GENERAL HOSPITAL (451359),2019,Critical Access,Voluntary non-profit - Church,25.0,36.369691,-100.799798,TX,,,35.0,14364.0,,,58.0,14985.0
3526,SABINE COUNTY HOSPITAL (451361),2019,Critical Access,Proprietary,25.0,,,TX,,,,,,,58.0,18212.0
3527,CLAY COUNTY MEMORIAL HOSPITAL (451362),2019,Critical Access,Government - Local,25.0,33.813922,-98.197995,TX,,,,,,,29.0,18254.0
3528,OTTO KAISER MEMORIAL HOSPITAL (451364),2019,Critical Access,Government - Hospital District or Authority,25.0,28.80425,-97.856642,TX,,,,,,,36.0,18382.0
3529,SETON HIGHLAND LAKES (451365),2019,Critical Access,Voluntary non-profit - Private,25.0,,,TX,,,,,80.0,26754.0,88.0,17553.0
3530,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL (451367),2019,Critical Access,Voluntary non-profit - Other,25.0,33.02843,-94.962966,TX,,,56.0,16850.0,,,105.0,20791.0
3531,GOLDEN PLAINS COMMUNITY HOSPITAL (451369),2019,Critical Access,Proprietary,25.0,35.653834,-101.409041,TX,,,35.0,18726.0,,,46.0,17758.0
3532,TMC- BONHAM HOSPITAL (451370),2019,Critical Access,Government - Hospital District or Authority,24.0,33.57813,-96.167479,TX,,,53.0,19266.0,,,138.0,19923.0
3533,SETON EDGAR B DAVIS HOSPITAL (451371),2019,Critical Access,Government - Federal,24.0,29.67253,-97.654254,TX,,,29.0,19083.0,,,67.0,20118.0
3534,MULESHOE AREA MEDICAL CENTER (451372),2019,Critical Access,Proprietary,25.0,34.221029,-102.728458,TX,,,27.0,19338.0,,,46.0,19917.0
3535,WARD MEMORIAL HOSPITAL (451373),2019,Critical Access,Government - Local,24.0,31.59397,-102.884583,TX,,,26.0,17161.0,,,47.0,17844.0
3536,BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR (451374),2019,Critical Access,Voluntary non-profit - Private,25.0,30.591931,-97.415265,TX,,,,,,,39.0,17808.0
3537,LAVACA MEDICAL CENTER (451376),2019,Critical Access,Government - Hospital District or Authority,25.0,29.457145,-96.939877,TX,,,41.0,17301.0,,,168.0,19439.0
3538,REEVES COUNTY HOSPITAL DISTRICT (451377),2019,Critical Access,Government - Local,25.0,31.401575,-103.512831,TX,,,27.0,15561.0,,,80.0,12993.0
3539,BIG BEND REGIONAL MEDICAL CENTER (451378),2019,Critical Access,Proprietary,25.0,30.383811,-103.67214,TX,,,29.0,18982.0,,,60.0,20206.0
3540,CORYELL MEMORIAL HEALTHCARE SYSTEM (451379),2019,Critical Access,Government - Hospital District or Authority,25.0,31.433152,-97.778822,TX,,,,,,,95.0,18738.0
3541,UT HEALTH EAST TEXAS QUITMAN HOSPITAL (451380),2019,Critical Access,Voluntary non-profit - Private,25.0,32.796155,-95.445296,TX,29.0,25135.0,50.0,17370.0,,,135.0,18783.0
3542,COGDELL MEMORIAL HOSPITAL (451384),2019,Critical Access,Government - Hospital District or Authority,25.0,32.688519,-100.916021,TX,,,30.0,17122.0,,,65.0,15107.0
3543,GOODALL WITCHER HOSPITAL (451385),2019,Critical Access,Government - Hospital District or Authority,25.0,31.777153,-97.588431,TX,,,,,,,72.0,15009.0
3544,MEMORIAL HOSPITAL (451386),2019,Critical Access,Government - Hospital District or Authority,20.0,35.864264,-101.971006,TX,,,41.0,17767.0,27.0,24157.0,51.0,19248.0
3545,UVALDE MEMORIAL HOSPITAL (451387),2019,Critical Access,Government - Hospital District or Authority,21.0,29.215126,-99.768668,TX,,,52.0,17309.0,,,61.0,15884.0
3546,UTAH VALLEY HOSPITAL (460001),2019,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,398.0,23454.0,213.0,19071.0,570.0,23133.0,424.0,20749.0
3547,SALT LAKE REGIONAL MEDICAL CENTER (460003),2019,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,32.0,26121.0,40.0,19901.0,257.0,20427.0,40.0,20309.0
3548,MCKAY DEE HOSPITAL (460004),2019,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,189.0,26650.0,247.0,17315.0,782.0,18912.0,345.0,18719.0
3549,OGDEN REGIONAL MEDICAL CENTER (460005),2019,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,78.0,25077.0,96.0,18327.0,253.0,23218.0,196.0,18356.0
3550,LDS HOSPITAL (460006),2019,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,,,48.0,17122.0,462.0,19806.0,137.0,19106.0
3551,CEDAR CITY HOSPITAL (460007),2019,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,,,56.0,15216.0,249.0,16818.0,178.0,16090.0
3552,UNIVERSITY OF UTAH HOSPITALS AND CLINICS (460009),2019,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,233.0,24114.0,395.0,19239.0,531.0,18551.0,226.0,18046.0
3553,INTERMOUNTAIN MEDICAL CENTER (460010),2019,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,445.0,22661.0,605.0,17422.0,331.0,22556.0,450.0,19357.0
3554,CASTLEVIEW HOSPITAL (460011),2019,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,,,50.0,17367.0,151.0,20624.0,137.0,18099.0
3555,MOUNTAIN VIEW HOSPITAL (460013),2019,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,40.0,24027.0,52.0,17349.0,277.0,24188.0,97.0,15802.0
3556,MOUNTAIN WEST MEDICAL CENTER (460014),2019,Acute Care,Proprietary,36.0,,,UT,,,27.0,16361.0,96.0,23885.0,160.0,15015.0
3557,LOGAN REGIONAL HOSPITAL (460015),2019,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,58.0,22795.0,113.0,15580.0,95.0,21178.0,139.0,16906.0
3558,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2019,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,,,,52.0,23364.0,55.0,16203.0
3559,UINTAH BASIN MEDICAL CENTER (460019),2019,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,,40.0,15819.0,42.0,22022.0,73.0,18175.0
3560,DIXIE REGIONAL MEDICAL CENTER (460021),2019,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,497.0,24025.0,429.0,18054.0,1515.0,20245.0,858.0,16705.0
3561,AMERICAN FORK HOSPITAL (460023),2019,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,,,66.0,16284.0,167.0,21218.0,115.0,16202.0
3562,SEVIER VALLEY HOSPITAL (460026),2019,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,,,,132.0,23304.0,90.0,16978.0
3563,ASHLEY REGIONAL MEDICAL CENTER (460030),2019,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,,38.0,14842.0,59.0,20557.0,99.0,15408.0
3564,BEAR RIVER VALLEY HOSPITAL (460039),2019,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,,,,,28.0,15466.0
3565,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2019,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,66.0,26555.0,157.0,18533.0,141.0,23346.0,226.0,18279.0
3566,LAKEVIEW HOSPITAL (460042),2019,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,54.0,24485.0,95.0,17520.0,523.0,19625.0,159.0,19842.0
3567,ALTA VIEW HOSPITAL (460044),2019,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,,,49.0,16733.0,239.0,22753.0,66.0,18876.0
3568,ST MARK'S HOSPITAL (460047),2019,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,127.0,26438.0,262.0,18019.0,758.0,22900.0,431.0,17745.0
3569,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2019,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,,,,645.0,20572.0,,
3570,JORDAN VALLEY MEDICAL CENTER (460051),2019,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,122.0,23933.0,171.0,16954.0,276.0,23670.0,294.0,18787.0
3571,TIMPANOGOS REGIONAL HOSPITAL (460052),2019,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,41.0,25757.0,36.0,17333.0,189.0,23620.0,63.0,17565.0
3572,CACHE VALLEY  HOSPITAL (460054),2019,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,,,,184.0,21161.0,,
3573,PARK CITY HOSPITAL (460057),2019,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,,,,394.0,21600.0,55.0,15592.0
3574,RIVERTON HOSPITAL (460058),2019,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,,,36.0,15911.0,97.0,22017.0,99.0,17619.0
3575,LONE PEAK HOSPITAL (460060),2019,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,,,,,69.0,22625.0,60.0,18616.0
3576,FILLMORE COMMUNITY HOSPITAL (461301),2019,Critical Access,Voluntary non-profit - Private,16.0,38.954161,-112.339455,UT,,,,,,,27.0,18588.0
3577,SANPETE VALLEY HOSPITAL - CAH (461303),2019,Critical Access,Voluntary non-profit - Private,18.0,39.531803,-111.461194,UT,,,,,,,41.0,16247.0
3578,CENTRAL VALLEY MEDICAL CENTER - CAH (461304),2019,Critical Access,Voluntary non-profit - Private,25.0,39.730587,-111.837215,UT,,,31.0,16401.0,114.0,24546.0,135.0,14880.0
3579,HEBER VALLEY HOSPITAL (461307),2019,Critical Access,Voluntary non-profit - Private,19.0,40.489047,-111.409218,UT,,,,,46.0,20243.0,51.0,16813.0
3580,SAN JUAN HOSPITAL (461308),2019,Critical Access,Government - Local,22.0,37.873875,-109.350062,UT,,,,,55.0,21494.0,,
3581,GARFIELD MEMORIAL HOSPITAL (461333),2019,Critical Access,Voluntary non-profit - Other,36.0,37.828772,-112.435476,UT,,,,,,,50.0,11733.0
3582,BEAVER VALLEY HOSPITAL (461335),2019,Critical Access,Government - Local,25.0,38.289258,-112.643204,UT,,,,,,,49.0,16335.0
3583,CENTRAL VERMONT MEDICAL CENTER (470001),2019,Acute Care,Voluntary non-profit - Private,79.0,,,VT,129.0,23811.0,299.0,15896.0,158.0,22028.0,377.0,16524.0
3584,UNIVERSITY OF VERMONT MEDICAL CENTER (470003),2019,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,758.0,24490.0,617.0,17097.0,678.0,21028.0,417.0,16803.0
3585,RUTLAND REGIONAL MEDICAL CENTER (470005),2019,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,105.0,23727.0,299.0,16189.0,695.0,18792.0,423.0,16544.0
3586,BRATTLEBORO MEMORIAL HOSPITAL (470011),2019,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,,88.0,16550.0,223.0,19672.0,143.0,16019.0
3587,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2019,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,47.0,21898.0,252.0,16729.0,122.0,22289.0,493.0,16591.0
3588,NORTHWESTERN MEDICAL CENTER INC (470024),2019,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,71.0,23337.0,172.0,15936.0,127.0,18379.0,245.0,15459.0
3589,GRACE COTTAGE HOSPITAL (471300),2019,Critical Access,Voluntary non-profit - Private,19.0,,,VT,,,,,,,34.0,20224.0
3590,GIFFORD MEDICAL CENTER (471301),2019,Critical Access,Voluntary non-profit - Private,38.0,43.917547,-72.666255,VT,25.0,25400.0,116.0,14963.0,34.0,19445.0,156.0,13183.0
3591,MT ASCUTNEY HOSPITAL (471302),2019,Critical Access,Voluntary non-profit - Private,41.0,43.487522,-72.40091,VT,,,59.0,18336.0,,,85.0,18529.0
3592,NORTHEASTERN VERMONT REGIONAL HOSPITAL (471303),2019,Critical Access,Voluntary non-profit - Private,25.0,44.445262,-72.009516,VT,,,98.0,17222.0,123.0,20723.0,113.0,15012.0
3593,NORTH COUNTRY HOSPITAL AND HEALTH CENTER (471304),2019,Critical Access,Voluntary non-profit - Private,25.0,44.954614,-72.200339,VT,52.0,23372.0,89.0,15086.0,,,196.0,16658.0
3594,COPLEY HOSPITAL (471305),2019,Critical Access,Voluntary non-profit - Private,25.0,44.554186,-72.591214,VT,,,87.0,14039.0,341.0,19615.0,131.0,12789.0
3595,SPRINGFIELD HOSPITAL (471306),2019,Critical Access,Voluntary non-profit - Private,35.0,,,VT,40.0,24308.0,140.0,15644.0,79.0,19929.0,275.0,15586.0
3596,"PORTER HOSPITAL, INC (471307)",2019,Critical Access,Voluntary non-profit - Private,25.0,43.99947,-73.169803,VT,,,79.0,16775.0,146.0,22080.0,220.0,16698.0
3597,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2019,Acute Care,Government - Local,115.0,,,VI,40.0,22195.0,107.0,13193.0,,,77.0,13422.0
3598,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR (480002),2019,Acute Care,Government - State,97.0,,,VI,31.0,22475.0,131.0,13946.0,43.0,17475.0,65.0,14849.0
3599,NORTON COMMUNITY HOSPITAL (490001),2019,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,25.0,23974.0,107.0,16655.0,,,194.0,16818.0
3600,RUSSELL COUNTY HOSPITAL (490002),2019,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,,65.0,15754.0,,,97.0,15477.0
3601,SENTARA RMH MEDICAL CENTER (490004),2019,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,372.0,24422.0,1201.0,16111.0,486.0,19914.0,870.0,16719.0
3602,WINCHESTER MEDICAL CENTER (490005),2019,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,728.0,24243.0,1332.0,16037.0,985.0,20400.0,1077.0,15776.0
3603,SENTARA NORFOLK GENERAL HOSPITAL (490007),2019,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,386.0,23179.0,810.0,16603.0,,,341.0,17085.0
3604,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2019,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,333.0,24266.0,658.0,17284.0,779.0,21272.0,425.0,17613.0
3605,BON SECOURS DEPAUL MEDICAL CENTER (490011),2019,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,98.0,24055.0,223.0,16225.0,62.0,23818.0,211.0,16399.0
3606,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2019,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,86.0,22907.0,283.0,17122.0,208.0,19932.0,275.0,17431.0
3607,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2019,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,206.0,23178.0,414.0,16081.0,312.0,21600.0,382.0,18041.0
3608,AUGUSTA HEALTH (490018),2019,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,407.0,25468.0,665.0,16830.0,950.0,17293.0,632.0,16653.0
3609,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2019,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,38.0,23905.0,240.0,16943.0,244.0,23111.0,337.0,18021.0
3610,JOHN RANDOLPH MEDICAL CENTER (490020),2019,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,59.0,25939.0,183.0,17865.0,140.0,19075.0,190.0,18405.0
3611,"CENTRA  HEALTH, INC (490021)",2019,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,759.0,22459.0,1275.0,18251.0,1188.0,17059.0,1336.0,17764.0
3612,"MARY WASHINGTON HOSPITAL, INC (490022)",2019,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,415.0,25189.0,874.0,17354.0,1116.0,19691.0,1125.0,17137.0
3613,FAUQUIER HOSPITAL (490023),2019,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,62.0,25219.0,223.0,17207.0,310.0,21035.0,457.0,17109.0
3614,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2019,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,832.0,23752.0,1160.0,17802.0,1423.0,20314.0,877.0,19182.0
3615,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2019,Acute Care,Government - Hospital District or Authority,754.0,,,VA,259.0,26101.0,531.0,18771.0,374.0,22941.0,325.0,19764.0
3616,WARREN MEMORIAL HOSPITAL (490033),2019,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,,,146.0,15754.0,29.0,23117.0,198.0,16349.0
3617,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2019,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,65.0,24619.0,163.0,15219.0,,,233.0,17059.0
3618,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2019,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,,92.0,15812.0,76.0,19903.0,153.0,17355.0
3619,INOVA ALEXANDRIA HOSPITAL (490040),2019,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,296.0,23874.0,548.0,17589.0,685.0,18640.0,608.0,17183.0
3620,MARY IMMACULATE HOSPITAL (490041),2019,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,89.0,25723.0,228.0,17331.0,1907.0,18473.0,211.0,18778.0
3621,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2019,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,87.0,26033.0,407.0,16306.0,157.0,19914.0,315.0,17836.0
3622,INOVA LOUDOUN HOSPITAL (490043),2019,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,242.0,22362.0,550.0,16263.0,277.0,21016.0,800.0,17312.0
3623,SENTARA OBICI HOSPITAL (490044),2019,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,81.0,24371.0,639.0,16306.0,306.0,20598.0,462.0,16863.0
3624,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER (490045),2019,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,141.0,25390.0,210.0,18880.0,270.0,20020.0,262.0,18875.0
3625,SENTARA LEIGH HOSPITAL (490046),2019,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,246.0,22798.0,771.0,16808.0,2476.0,21974.0,740.0,18232.0
3626,LEWISGALE MEDICAL CENTER (490048),2019,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,524.0,22335.0,620.0,16663.0,729.0,22349.0,655.0,18545.0
3627,VIRGINIA HOSPITAL CENTER (490050),2019,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,163.0,24785.0,349.0,17055.0,938.0,17532.0,473.0,17601.0
3628,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2019,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,381.0,21564.0,745.0,16523.0,124.0,23207.0,587.0,17561.0
3629,JOHNSTON MEMORIAL HOSPITAL (490053),2019,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,234.0,22884.0,271.0,16270.0,148.0,21318.0,539.0,17790.0
3630,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2019,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,307.0,24245.0,835.0,17097.0,451.0,21033.0,722.0,17986.0
3631,BON SECOURS ST MARYS HOSPITAL (490059),2019,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,264.0,24017.0,620.0,18318.0,1244.0,19698.0,601.0,18716.0
3632,CLINCH VALLEY MEDICAL CENTER (490060),2019,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,73.0,20455.0,153.0,14366.0,,,189.0,15703.0
3633,INOVA FAIRFAX HOSPITAL (490063),2019,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,630.0,27052.0,1131.0,17889.0,571.0,19231.0,1250.0,18084.0
3634,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2019,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,163.0,24405.0,481.0,17206.0,715.0,19318.0,567.0,15432.0
3635,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2019,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,398.0,27297.0,685.0,17754.0,213.0,19417.0,587.0,20089.0
3636,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2019,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,405.0,24443.0,769.0,18246.0,619.0,17635.0,601.0,19336.0
3637,SOVAH HEALTH DANVILLE (490075),2019,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,268.0,23471.0,530.0,16782.0,186.0,22156.0,825.0,18575.0
3638,MARTHA JEFFERSON HOSPITAL (490077),2019,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,286.0,22772.0,638.0,15545.0,886.0,19745.0,830.0,17572.0
3639,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2019,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,39.0,21434.0,133.0,16672.0,323.0,20320.0,153.0,18214.0
3640,BEDFORD MEMORIAL HOSPITAL (490088),2019,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,,124.0,15522.0,,,238.0,17675.0
3641,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2019,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,,126.0,15643.0,,,210.0,16542.0
