,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3410,GIFFORD MEDICAL CENTER (471301),2021,Critical Access,Voluntary non-profit - Private,38.0,43.917547,-72.666255,VT,32.0,26573.0,88.0,14904.0,49.0,17885.0,93.0,14031.0
3411,MT ASCUTNEY HOSPITAL (471302),2021,Critical Access,Voluntary non-profit - Private,41.0,43.487522,-72.40091,VT,,,56.0,18291.0,,,49.0,21549.0
3412,NORTHEASTERN VERMONT REGIONAL HOSPITAL (471303),2021,Critical Access,Voluntary non-profit - Private,25.0,44.445262,-72.009516,VT,,,72.0,16151.0,135.0,18227.0,104.0,16093.0
3413,NORTH COUNTRY HOSPITAL AND HEALTH CENTER (471304),2021,Critical Access,Voluntary non-profit - Private,25.0,44.954614,-72.200339,VT,29.0,25630.0,73.0,17728.0,,,159.0,18528.0
3414,COPLEY HOSPITAL (471305),2021,Critical Access,Voluntary non-profit - Private,25.0,44.554186,-72.591214,VT,,,63.0,15994.0,384.0,18812.0,90.0,13619.0
3415,SPRINGFIELD HOSPITAL (471306),2021,Critical Access,Voluntary non-profit - Private,35.0,,,VT,,,109.0,15776.0,73.0,14711.0,164.0,15527.0
3416,"PORTER HOSPITAL, INC (471307)",2021,Critical Access,Voluntary non-profit - Private,25.0,43.99947,-73.169803,VT,25.0,25654.0,67.0,15833.0,143.0,19994.0,172.0,16418.0
3417,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2021,Acute Care,Government - Local,115.0,,,VI,,,102.0,15073.0,,,41.0,15634.0
3418,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR (480002),2021,Acute Care,Government - State,97.0,,,VI,,,55.0,14881.0,,,39.0,19100.0
3419,NORTON COMMUNITY HOSPITAL (490001),2021,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,,,81.0,17394.0,,,110.0,16747.0
3420,RUSSELL COUNTY HOSPITAL (490002),2021,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,,59.0,18878.0,,,77.0,17668.0
3421,SENTARA RMH MEDICAL CENTER (490004),2021,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,261.0,26791.0,1106.0,16934.0,377.0,19453.0,784.0,16985.0
3422,WINCHESTER MEDICAL CENTER (490005),2021,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,534.0,25260.0,1113.0,16595.0,861.0,20021.0,924.0,16556.0
3423,SENTARA NORFOLK GENERAL HOSPITAL (490007),2021,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,301.0,27690.0,655.0,17625.0,,,254.0,18061.0
3424,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2021,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,259.0,23880.0,629.0,18093.0,732.0,19538.0,390.0,18846.0
3425,BON SECOURS DEPAUL MEDICAL CENTER (490011),2021,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,78.0,26375.0,176.0,16766.0,50.0,22959.0,155.0,17707.0
3426,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2021,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,65.0,24988.0,216.0,17891.0,177.0,20522.0,251.0,18397.0
3427,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2021,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,163.0,24826.0,346.0,16705.0,237.0,19338.0,297.0,19035.0
3428,AUGUSTA HEALTH (490018),2021,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,294.0,25866.0,583.0,17323.0,678.0,17140.0,497.0,16849.0
3429,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2021,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,,,195.0,17244.0,217.0,22959.0,270.0,17202.0
3430,JOHN RANDOLPH MEDICAL CENTER (490020),2021,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,35.0,27978.0,181.0,18093.0,45.0,19179.0,149.0,17701.0
3431,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2021,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,580.0,25900.0,1076.0,19199.0,1056.0,16520.0,1068.0,19108.0
3432,MARY WASHINGTON HOSPITAL (490022),2021,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,360.0,26886.0,924.0,18064.0,1036.0,19154.0,1037.0,18494.0
3433,FAUQUIER HOSPITAL (490023),2021,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,32.0,27317.0,190.0,18425.0,294.0,20596.0,348.0,18069.0
3434,CARILION MEDICAL CENTER (490024),2021,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,556.0,24904.0,1077.0,17676.0,1119.0,18536.0,802.0,19736.0
3435,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2021,Acute Care,Government - Hospital District or Authority,754.0,,,VA,185.0,29389.0,479.0,18076.0,272.0,21087.0,307.0,20370.0
3436,WARREN MEMORIAL HOSPITAL (490033),2021,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,25.0,27213.0,154.0,16880.0,,,149.0,16579.0
3437,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2021,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,50.0,27059.0,152.0,16907.0,,,191.0,18879.0
3438,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2021,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,,66.0,18104.0,82.0,18629.0,127.0,19764.0
3439,INOVA ALEXANDRIA HOSPITAL (490040),2021,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,223.0,25644.0,446.0,18894.0,439.0,19797.0,511.0,18313.0
3440,MARY IMMACULATE HOSPITAL (490041),2021,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,92.0,26215.0,165.0,18402.0,1410.0,18672.0,165.0,17736.0
3441,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2021,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,100.0,24336.0,413.0,16528.0,117.0,19100.0,313.0,17937.0
3442,INOVA LOUDOUN HOSPITAL (490043),2021,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,166.0,24828.0,479.0,17241.0,242.0,20902.0,710.0,18604.0
3443,SENTARA OBICI HOSPITAL (490044),2021,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,77.0,26125.0,541.0,17321.0,300.0,19668.0,356.0,17004.0
3444,NOVANT PRINCE WILLIAM MEDICAL CENTER (490045),2021,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,155.0,26920.0,229.0,19081.0,198.0,18624.0,318.0,19276.0
3445,SENTARA LEIGH HOSPITAL (490046),2021,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,226.0,25250.0,770.0,16426.0,2225.0,20351.0,623.0,17880.0
3446,LEWISGALE MEDICAL CENTER (490048),2021,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,400.0,22733.0,530.0,17316.0,510.0,21457.0,559.0,19611.0
3447,VIRGINIA HOSPITAL CENTER (490050),2021,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,135.0,27207.0,373.0,17539.0,807.0,17488.0,410.0,19513.0
3448,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2021,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,309.0,23390.0,590.0,16919.0,25.0,22318.0,534.0,19312.0
3449,JOHNSTON MEMORIAL HOSPITAL (490053),2021,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,153.0,24914.0,149.0,17935.0,83.0,21782.0,431.0,19585.0
3450,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2021,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,246.0,25975.0,739.0,18028.0,429.0,20070.0,610.0,18904.0
3451,BON SECOURS ST MARYS HOSPITAL (490059),2021,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,219.0,26610.0,540.0,19027.0,1011.0,19657.0,500.0,19155.0
3452,CLINCH VALLEY MEDICAL CENTER (490060),2021,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,71.0,22514.0,113.0,16354.0,,,157.0,17899.0
3453,INOVA FAIRFAX HOSPITAL (490063),2021,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,468.0,27089.0,983.0,17819.0,295.0,19632.0,985.0,18540.0
3454,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2021,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,129.0,26174.0,401.0,16777.0,635.0,19195.0,444.0,16633.0
3455,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2021,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,300.0,25027.0,584.0,18570.0,130.0,19308.0,457.0,21240.0
3456,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2021,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,378.0,27055.0,649.0,18621.0,486.0,17166.0,538.0,19604.0
3457,SOVAH HEALTH MARTINSVILLE (490075),2021,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,246.0,24505.0,664.0,17719.0,154.0,22889.0,1127.0,19837.0
3458,SENTARA MARTHA JEFFERSON HOSPITAL (490077),2021,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,246.0,25742.0,596.0,16292.0,835.0,19571.0,571.0,17609.0
3459,VCU HEALTH TAPPAHANNOCK HOSPITAL (490084),2021,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,,,95.0,16340.0,142.0,22098.0,128.0,20454.0
3460,CENTRA BEDFORD MEMORIAL HOSPITAL (490088),2021,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,,143.0,17125.0,,,163.0,18606.0
3461,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2021,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,,107.0,16072.0,,,200.0,17719.0
3462,"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2021,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,33.0,24899.0,242.0,18012.0,31.0,22348.0,287.0,19478.0
3463,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL (490092),2021,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,,,80.0,17295.0,153.0,16451.0,86.0,17685.0
3464,SENTARA CAREPLEX HOSPITAL (490093),2021,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,111.0,25358.0,460.0,17258.0,496.0,18073.0,359.0,18886.0
3465,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER (490097),2021,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,,,64.0,16970.0,,,110.0,19709.0
3466,COMMUNITY MEMORIAL HOSPITAL (490098),2021,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,,,231.0,17700.0,58.0,22908.0,204.0,18542.0
3467,INOVA FAIR OAKS HOSPITAL (490101),2021,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,34.0,27944.0,270.0,17194.0,647.0,18890.0,382.0,17301.0
3468,RESTON HOSPITAL CENTER (490107),2021,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,107.0,25496.0,273.0,17409.0,858.0,18276.0,262.0,19532.0
3469,LEWISGALE HOSPITAL MONTGOMERY (490110),2021,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,64.0,26337.0,140.0,18347.0,238.0,22911.0,153.0,18047.0
3470,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2021,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,,,142.0,17775.0,89.0,21939.0,141.0,17872.0
3471,CJW MEDICAL CENTER (490112),2021,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,433.0,25700.0,1048.0,18363.0,1278.0,18476.0,665.0,20003.0
3472,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2021,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,122.0,26402.0,461.0,17971.0,240.0,20132.0,318.0,19156.0
3473,LONESOME PINE HOSPITAL (490114),2021,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,,,49.0,18597.0,,,110.0,18870.0
3474,TWIN COUNTY REGIONAL HOSPITAL (490115),2021,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,37.0,25906.0,145.0,17547.0,,,307.0,16803.0
3475,LEWISGALE HOSPITAL PULASKI (490116),2021,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,,,93.0,17626.0,25.0,30563.0,114.0,18470.0
3476,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2021,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,,35.0,17354.0,,,67.0,16119.0
3477,HENRICO DOCTORS' HOSPITAL (490118),2021,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,277.0,25890.0,617.0,17929.0,697.0,17751.0,480.0,18907.0
3478,SENTARA PRINCESS ANNE HOSPITAL (490119),2021,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,83.0,25215.0,566.0,16527.0,182.0,20112.0,507.0,17553.0
3479,CHESAPEAKE GENERAL HOSPITAL (490120),2021,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,318.0,22842.0,641.0,16869.0,248.0,20191.0,614.0,16661.0
3480,INOVA MOUNT VERNON HOSPITAL (490122),2021,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,41.0,26958.0,223.0,17415.0,1351.0,18511.0,291.0,20490.0
3481,LEWISGALE HOSPITAL ALLEGHANY (490126),2021,Acute Care,Voluntary non-profit - Private,109.0,,,VA,,,127.0,17725.0,58.0,20998.0,99.0,17321.0
3482,BUCHANAN GENERAL HOSPITAL (490127),2021,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,,,48.0,17648.0,,,114.0,16994.0
3483,RIVERSIDE WALTER REED HOSPITAL (490130),2021,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,76.0,26322.0,193.0,16669.0,172.0,19381.0,270.0,17949.0
3484,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2021,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,161.0,27741.0,349.0,20051.0,425.0,18165.0,321.0,19338.0
3485,"STAFFORD HOSPITAL, LLC (490140)",2021,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,35.0,25111.0,160.0,15874.0,85.0,20585.0,188.0,17962.0
3486,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2021,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,92.0,29101.0,207.0,17792.0,73.0,20148.0,189.0,18913.0
3487,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2021,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,,,105.0,17948.0,86.0,23638.0,112.0,16833.0
3488,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2021,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,,91.0,19253.0,,,156.0,19377.0
3489,STONESPRINGS HOSPITAL CENTER (490145),2021,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,,49.0,19067.0,,,56.0,19576.0
3490,BATH COMMUNITY HOSPITAL (491300),2021,Critical Access,Voluntary non-profit - Private,19.0,37.99389,-79.830959,VA,,,,,,,44.0,17894.0
3491,CARILION GILES COMMUNITY HOSPITAL (491302),2021,Critical Access,Voluntary non-profit - Private,25.0,37.332697,-80.710747,VA,,,86.0,18315.0,28.0,25011.0,131.0,18881.0
3492,CARILION STONEWALL JACKSON HOSPITAL (491304),2021,Critical Access,Voluntary non-profit - Private,25.0,37.778455,-79.442049,VA,,,116.0,16509.0,,,151.0,18543.0
3493,SHENANDOAH MEMORIAL HOSPITAL (491305),2021,Critical Access,Voluntary non-profit - Private,25.0,38.871586,-78.513936,VA,,,124.0,17114.0,118.0,21007.0,180.0,15457.0
3494,"PAGE MEMORIAL HOSPITAL, INC (491307)",2021,Critical Access,Voluntary non-profit - Private,25.0,38.662482,-78.469864,VA,,,40.0,17387.0,,,52.0,15970.0
3495,RAPPAHANNOCK GENERAL HOSPITAL (491308),2021,Critical Access,Voluntary non-profit - Private,35.0,37.70029,-76.389778,VA,,,46.0,20540.0,,,72.0,20566.0
3496,PROVIDENCE ST MARY MEDICAL CENTER (500002),2021,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,162.0,25347.0,286.0,16940.0,469.0,19816.0,355.0,18658.0
3497,SKAGIT VALLEY HOSPITAL (500003),2021,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,226.0,24163.0,331.0,16617.0,170.0,17618.0,341.0,17597.0
3498,VIRGINIA MASON MEDICAL CENTER (500005),2021,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,183.0,25432.0,305.0,17467.0,780.0,16909.0,305.0,17487.0
3499,ISLAND HOSPITAL (500007),2021,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,26.0,26240.0,100.0,16356.0,335.0,18078.0,134.0,16072.0
3500,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2021,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,95.0,25927.0,207.0,18928.0,27.0,20963.0,179.0,18152.0
3501,HIGHLINE MEDICAL CENTER (500011),2021,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,82.0,26066.0,180.0,17269.0,84.0,20731.0,158.0,18320.0
3502,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2021,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,344.0,24396.0,527.0,16025.0,424.0,18823.0,525.0,16682.0
3503,MULTICARE AUBURN MEDICAL CENTER (500015),2021,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,89.0,23347.0,197.0,15892.0,52.0,20593.0,239.0,17859.0
3504,CENTRAL WASHINGTON HOSPITAL (500016),2021,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,367.0,23915.0,417.0,17266.0,579.0,17651.0,441.0,17449.0
3505,PROVIDENCE CENTRALIA HOSPITAL (500019),2021,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,29.0,25028.0,209.0,15676.0,132.0,19476.0,223.0,16301.0
3506,ST CLARE HOSPITAL (500021),2021,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,41.0,25562.0,187.0,16479.0,238.0,17011.0,256.0,19115.0
3507,PROVIDENCE ST PETER HOSPITAL (500024),2021,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,489.0,25563.0,748.0,16692.0,693.0,18151.0,512.0,18138.0
3508,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2021,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,195.0,26610.0,357.0,18394.0,,,38.0,19996.0
3509,SWEDISH EDMONDS HOSPITAL (500026),2021,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,122.0,26304.0,335.0,18430.0,193.0,17758.0,353.0,18564.0
3510,SWEDISH MEDICAL CENTER (500027),2021,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,25.0,26716.0,310.0,17192.0,1599.0,18415.0,454.0,18039.0
3511,ST JOSEPH HOSPITAL (500030),2021,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,407.0,25090.0,585.0,16316.0,544.0,17501.0,635.0,17835.0
3512,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2021,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,26.0,25200.0,194.0,16403.0,126.0,23401.0,272.0,19731.0
3513,SAMARITAN HOSPITAL (500033),2021,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,,,107.0,16700.0,164.0,18481.0,130.0,16914.0
3514,YAKIMA VALLEY MEMORIAL (500036),2021,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,239.0,26094.0,522.0,17199.0,368.0,18351.0,508.0,17109.0
3515,ASTRIA TOPPENISH HOSPITAL (500037),2021,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,,,,,32.0,16583.0
3516,HARRISON MEDICAL CENTER (500039),2021,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,467.0,26960.0,611.0,17385.0,724.0,18171.0,631.0,18702.0
3517,PEACEHEALTH ST JOHN MEDICAL CENTER (500041),2021,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,114.0,27250.0,286.0,16381.0,232.0,16023.0,306.0,17777.0
3518,DEACONESS MEDICAL CENTER (500044),2021,Acute Care,Voluntary non-profit - Private,285.0,,,WA,207.0,27701.0,281.0,17935.0,183.0,20970.0,277.0,18565.0
3519,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2021,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,289.0,25074.0,515.0,16472.0,508.0,16741.0,467.0,17659.0
3520,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2021,Acute Care,Voluntary non-profit - Other,298.0,,,WA,128.0,23577.0,483.0,16655.0,489.0,18400.0,410.0,17221.0
3521,TRIOS HEALTH (500053),2021,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,117.0,24549.0,228.0,16749.0,196.0,18128.0,292.0,17734.0
3522,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2021,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,568.0,24088.0,566.0,18377.0,823.0,20143.0,513.0,18968.0
3523,KADLEC REGIONAL MEDICAL CENTER (500058),2021,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,359.0,25832.0,741.0,16745.0,362.0,17955.0,591.0,17467.0
3524,CASCADE VALLEY HOSPITAL (500060),2021,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,,28.0,17662.0,,,65.0,18675.0
3525,HARBORVIEW MEDICAL CENTER (500064),2021,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,62.0,26494.0,98.0,19917.0,,,98.0,17814.0
3526,OLYMPIC MEDICAL CENTER (500072),2021,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,49.0,26598.0,289.0,16009.0,263.0,18715.0,415.0,18891.0
3527,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2021,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,39.0,24738.0,246.0,16736.0,373.0,20719.0,429.0,19332.0
3528,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2021,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,259.0,23012.0,812.0,16048.0,318.0,18911.0,887.0,17364.0
3529,EVERGREENHEALTH MONROE (500084),2021,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,28.0,16340.0,46.0,19561.0,46.0,17038.0
3530,VALLEY MEDICAL CENTER (500088),2021,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,200.0,23264.0,541.0,15811.0,792.0,17102.0,469.0,18780.0
3531,ST JOSEPH MEDICAL CENTER (500108),2021,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,178.0,24392.0,305.0,19192.0,182.0,17918.0,264.0,20620.0
3532,MULTICARE VALLEY HOSPITAL (500119),2021,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,,,199.0,17191.0,369.0,20603.0,298.0,17773.0
3533,EVERGREENHEALTH MEDICAL CENTER (500124),2021,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,153.0,24082.0,442.0,17482.0,494.0,19690.0,548.0,17981.0
3534,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2021,Acute Care,Voluntary non-profit - Private,371.0,,,WA,200.0,24545.0,566.0,16153.0,305.0,19312.0,561.0,18159.0
3535,CAPITAL MEDICAL CENTER (500139),2021,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,105.0,27110.0,137.0,15821.0,436.0,17646.0,107.0,17258.0
3536,ST FRANCIS COMMUNITY HOSPITAL (500141),2021,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,74.0,27784.0,285.0,18344.0,74.0,19185.0,240.0,19915.0
3537,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2021,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,199.0,16851.0,,
3538,LEGACY SALMON CREEK MEDICAL CENTER (500150),2021,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,46.0,24745.0,262.0,17060.0,421.0,16859.0,260.0,17293.0
3539,ST ANTHONY HOSPITAL (500151),2021,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,62.0,24904.0,254.0,15778.0,418.0,17478.0,291.0,17247.0
3540,SWEDISH ISSAQUAH (500152),2021,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,72.0,27873.0,184.0,17743.0,208.0,20412.0,198.0,21785.0
3541,MULTICARE COVINGTON MEDICAL CENTER (500154),2021,Acute Care,Voluntary non-profit - Private,47.0,47.358063,-122.104227,WA,,,33.0,17476.0,,,45.0,17461.0
3542,WILLAPA HARBOR HOSPITAL (501303),2021,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,,,,,62.0,18281.0
3543,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2021,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,,,39.0,16786.0,,,38.0,19043.0
3544,LINCOLN HOSPITAL (501305),2021,Critical Access,Government - Hospital District or Authority,30.0,,,WA,,,35.0,17532.0,,,66.0,19203.0
3545,COULEE MEDICAL CENTER (501308),2021,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,,,,,,,36.0,18892.0
3546,PROVIDENCE ST JOSEPH HOSPITAL (501309),2021,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,,,,,,,63.0,18509.0
3547,NEWPORT COMMUNITY HOSPITAL (501310),2021,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,,,,,,,62.0,15052.0
3548,PROSSER MEMORIAL HOSPITAL (501312),2021,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,,,,,25.0,18956.0,58.0,16907.0
3549,OCEAN BEACH HOSPITAL (501314),2021,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,,,,,,,50.0,20146.0
3550,SKYLINE HOSPITAL (501315),2021,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,,,,,,,25.0,21643.0
