,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3216,CUSTER REGIONAL HOSPITAL - CAH (431323),2017,Critical Access,Voluntary non-profit - Private,87.0,43.772816,-103.591173,SD,,,,,,,30.0,15247.0
3217,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (431324),2017,Critical Access,Voluntary non-profit - Private,16.0,44.080394,-98.563682,SD,,,,,,,43.0,17525.0
3218,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2017,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,,31.0,16215.0,,,66.0,14541.0
3219,MILBANK AREA HOSPITAL/AVERA HEALTH (431326),2017,Critical Access,Voluntary non-profit - Private,26.0,,,SD,,,,,,,45.0,16672.0
3220,ST MICHAEL'S HOSPITAL - CAH (431327),2017,Critical Access,Government - Local,25.0,42.991253,-97.867896,SD,,,26.0,20225.0,,,37.0,19903.0
3221,SANFORD CHAMBERLAIN MEDICAL CENTER (431329),2017,Critical Access,Voluntary non-profit - Private,69.0,43.78511,-99.326134,SD,,,,,,,49.0,13761.0
3222,AVERA ST BENEDICT HEALTH CENTER - CAH (431330),2017,Critical Access,Voluntary non-profit - Private,73.0,43.398945,-97.990061,SD,,,30.0,17780.0,,,82.0,18445.0
3223,AVERA DELLS AREA HOSPITAL  - CAH (431331),2017,Critical Access,Voluntary non-profit - Private,21.0,43.828588,-96.715344,SD,,,,,,,34.0,17548.0
3224,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH (431333),2017,Critical Access,Voluntary non-profit - Private,14.0,43.304944,-96.557249,SD,,,,,,,51.0,17585.0
3225,WINNER REGIONAL HEALTHCARE CENTER - CAH (431334),2017,Critical Access,Voluntary non-profit - Private,103.0,43.370947,-99.847617,SD,,,,,,,72.0,15792.0
3226,HURON REGIONAL MEDICAL CENTER (431335),2017,Critical Access,Voluntary non-profit - Private,25.0,44.362035,-98.210751,SD,,,39.0,15205.0,30.0,19652.0,147.0,16283.0
3227,SANFORD VERMILLION HOSPITAL (431336),2017,Critical Access,Voluntary non-profit - Private,25.0,42.778635,-96.919918,SD,,,,,,,50.0,14318.0
3228,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC (431337),2017,Critical Access,Voluntary non-profit - Private,25.0,44.520623,-98.992044,SD,,,33.0,16480.0,,,50.0,16912.0
3229,AVERA GREGORY HOSPITAL (431338),2017,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,,34.0,17183.0,,,109.0,16941.0
3230,UNICOI COUNTY MEMORIAL HOSPITAL (440001),2017,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,,27.0,15499.0,,,89.0,15479.0
3231,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2017,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,,22228.0,,16234.0,860.0,24886.0,,18007.0
3232,SUMNER REGIONAL MEDICAL CENTER (440003),2017,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,133.0,23810.0,218.0,15689.0,175.0,20052.0,433.0,17845.0
3233,TRISTAR SKYLINE MEDICAL CENTER (440006),2017,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,89.0,22771.0,240.0,15605.0,176.0,21271.0,438.0,18918.0
3234,UNITY MEDICAL CENTER (440007),2017,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,,52.0,15702.0,,,195.0,15605.0
3235,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2017,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,,28.0,15186.0,,,87.0,16360.0
3236,CUMBERLAND MEDICAL CENTER (440009),2017,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,98.0,23337.0,306.0,14926.0,251.0,20705.0,587.0,16856.0
3237,WAYNE MEDICAL CENTER (440010),2017,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,,46.0,13885.0,,,135.0,13895.0
3238,BLOUNT MEMORIAL HOSPITAL (440011),2017,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,166.0,21089.0,313.0,15132.0,274.0,21077.0,881.0,17426.0
3239,WELLMONT BRISTOL REGIONAL MEDICAL CENTER (440012),2017,Acute Care,Government - Hospital District or Authority,293.0,,,TN,316.0,22929.0,410.0,15432.0,399.0,23487.0,749.0,16340.0
3240,UNIVERSITY OF TN MEDICAL CENTER (THE) (440015),2017,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,283.0,22859.0,423.0,17361.0,725.0,19915.0,928.0,18038.0
3241,BAPTIST MEMORIAL HOSPITAL HUNTINGDON (440016),2017,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,,55.0,16558.0,,,102.0,17115.0
3242,WELLMONT HOLSTON VALLEY MEDICAL CENTER (440017),2017,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,407.0,20346.0,379.0,16014.0,391.0,19458.0,636.0,17838.0
3243,SYCAMORE SHOALS HOSPITAL (440018),2017,Acute Care,Voluntary non-profit - Private,121.0,36.343941,-82.249623,TN,33.0,23093.0,84.0,16105.0,53.0,24664.0,273.0,17605.0
3244,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI (440020),2017,Acute Care,Proprietary,95.0,35.19129,-87.004322,TN,,,66.0,16041.0,,,185.0,16616.0
3245,"LAUGHLIN MEMORIAL HOSPITAL, INC (440025)",2017,Acute Care,Voluntary non-profit - Private,230.0,,,TN,42.0,21855.0,193.0,15277.0,103.0,19609.0,406.0,16182.0
3246,WILLIAMSON MEDICAL CENTER (440029),2017,Acute Care,Government - Hospital District or Authority,190.0,35.916684,-86.817047,TN,121.0,23506.0,255.0,15176.0,812.0,22946.0,422.0,15040.0
3247,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION (440030),2017,Acute Care,Government - Local,131.0,36.211948,-83.304345,TN,112.0,20382.0,123.0,14078.0,134.0,22032.0,460.0,17069.0
3248,ROANE MEDICAL CENTER (440031),2017,Acute Care,Government - Hospital District or Authority,50.0,35.888312,-84.554418,TN,,,105.0,14492.0,,,222.0,17270.0
3249,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL (440032),2017,Acute Care,Voluntary non-profit - Private,37.0,36.399736,-83.012943,TN,,,36.0,15251.0,,,148.0,16502.0
3250,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER (440033),2017,Acute Care,Voluntary non-profit - Church,142.0,36.387967,-84.111365,TN,,,123.0,15988.0,,,247.0,15890.0
3251,METHODIST MEDICAL CENTER OF OAK RIDGE (440034),2017,Acute Care,Voluntary non-profit - Private,208.0,36.023397,-84.2439,TN,220.0,22345.0,417.0,15773.0,450.0,20944.0,513.0,16508.0
3252,TENNOVA HEALTHCARE-CLARKSVILLE (440035),2017,Acute Care,Government - Hospital District or Authority,261.0,36.580414,-87.268485,TN,155.0,24050.0,276.0,17089.0,283.0,20486.0,557.0,18225.0
3253,VANDERBILT UNIVERSITY MEDICAL CENTER (440039),2017,Acute Care,Voluntary non-profit - Private,1019.0,36.142832,-86.800174,TN,410.0,22951.0,562.0,16673.0,438.0,22716.0,514.0,17775.0
3254,PERRY COMMUNITY HOSPITAL (440040),2017,Acute Care,Proprietary,34.0,35.591854,-87.862909,TN,,,62.0,14216.0,,,166.0,13575.0
3255,TRISTAR HORIZON MEDICAL CENTER (440046),2017,Acute Care,Proprietary,119.0,36.07212,-87.374808,TN,69.0,23766.0,286.0,14913.0,73.0,26874.0,244.0,17283.0
3256,BAPTIST MEMORIAL HOSPITAL (440048),2017,Acute Care,Voluntary non-profit - Private,808.0,35.130758,-89.861022,TN,681.0,22894.0,,18010.0,653.0,19914.0,,17468.0
3257,METHODIST HEALTHCARE MEMPHIS HOSPITALS (440049),2017,Acute Care,Voluntary non-profit - Church,1358.0,35.137088,-90.019145,TN,899.0,23164.0,,16399.0,,21205.0,,17172.0
3258,TAKOMA REGIONAL HOSPITAL (440050),2017,Acute Care,Voluntary non-profit - Private,121.0,36.175393,-82.790893,TN,,,77.0,14851.0,,,138.0,15071.0
3259,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2017,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,280.0,23085.0,485.0,15287.0,561.0,19599.0,829.0,15457.0
3260,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2017,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,,,99.0,15453.0,,,251.0,17333.0
3261,CLAIBORNE MEDICAL CENTER (440057),2017,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,66.0,16277.0,,,172.0,15027.0
3262,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2017,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,91.0,24050.0,174.0,15319.0,96.0,23047.0,452.0,15398.0
3263,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2017,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,580.0,21396.0,601.0,15024.0,540.0,23609.0,,15744.0
3264,MILAN GENERAL HOSPITAL (440060),2017,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,44.0,16451.0,,,133.0,16060.0
3265,TENNOVA HEALTHCARE-VOLUNTEER MARTIN (440061),2017,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,44.0,23729.0,112.0,17782.0,,,199.0,16710.0
3266,JOHNSON CITY MEDICAL CENTER (440063),2017,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,578.0,22442.0,544.0,17038.0,482.0,19274.0,782.0,17692.0
3267,NORTHCREST MEDICAL CENTER (440065),2017,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,65.0,22297.0,97.0,16367.0,77.0,22852.0,246.0,17318.0
3268,LAKEWAY REGIONAL HOSPITAL (440067),2017,Acute Care,Proprietary,135.0,,,TN,26.0,21843.0,43.0,16621.0,52.0,21324.0,166.0,16235.0
3269,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2017,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,30.0,22255.0,114.0,15122.0,,,333.0,15830.0
3270,DECATUR COUNTY GENERAL HOSPITAL (440070),2017,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,64.0,15905.0,,,161.0,16050.0
3271,TENNOVA HEALTHCARE-DYERSBURG REGIONAL (440072),2017,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,94.0,25000.0,251.0,16778.0,,,340.0,17411.0
3272,MAURY REGIONAL HOSPITAL (440073),2017,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,200.0,22798.0,441.0,15769.0,697.0,22355.0,881.0,17827.0
3273,LECONTE MEDICAL CENTER (440081),2017,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,41.0,22256.0,125.0,16069.0,52.0,22899.0,269.0,18352.0
3274,SAINT THOMAS WEST HOSPITAL (440082),2017,Acute Care,Voluntary non-profit - Church,478.0,,,TN,877.0,23371.0,889.0,17336.0,,19777.0,670.0,17026.0
3275,TENNOVA HEALTHCARE - JAMESTOWN (440083),2017,Acute Care,Proprietary,76.0,,,TN,,,170.0,13713.0,,,218.0,14697.0
3276,SWEETWATER HOSPITAL ASSOCIATION (440084),2017,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,,,66.0,14561.0,,,290.0,15565.0
3277,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2017,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,784.0,24836.0,,15805.0,,20766.0,,17247.0
3278,LINCOLN MEDICAL CENTER (440102),2017,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,93.0,15525.0,44.0,24558.0,191.0,16310.0
3279,ERLANGER MEDICAL CENTER (440104),2017,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,338.0,23237.0,335.0,15984.0,315.0,21836.0,601.0,19453.0
3280,HARDIN MEDICAL CENTER (440109),2017,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,49.0,15668.0,,,317.0,15437.0
3281,FORT LOUDON MEDICAL CENTER (440110),2017,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,114.0,14211.0,,,135.0,15564.0
3282,TENNOVA HEALTHCARE (440120),2017,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,465.0,23035.0,604.0,17014.0,,20390.0,910.0,16621.0
3283,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2017,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,204.0,22255.0,266.0,16096.0,305.0,19936.0,490.0,16964.0
3284,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2017,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,,,178.0,17429.0,49.0,23969.0,181.0,16901.0
3285,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2017,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,46.0,15424.0,,,68.0,16461.0
3286,HENRY COUNTY MEDICAL CENTER (440132),2017,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,49.0,21665.0,155.0,16212.0,319.0,24705.0,313.0,17177.0
3287,SAINT THOMAS MIDTOWN HOSPITAL (440133),2017,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,199.0,21604.0,430.0,15965.0,864.0,19623.0,415.0,16208.0
3288,TENNOVA HEALTHCARE-SHELBYVILLE (440137),2017,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,71.0,16334.0,,,165.0,15315.0
3289,TENNOVA HEALTHCARE-HARTON (440144),2017,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,108.0,21564.0,195.0,16141.0,91.0,25974.0,325.0,16144.0
3290,SAINT THOMAS DEKALB HOSPITAL (440148),2017,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,77.0,14624.0,,,127.0,14959.0
3291,TRISTAR SUMMIT MEDICAL CENTER (440150),2017,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,142.0,23265.0,298.0,14830.0,222.0,24808.0,519.0,17505.0
3292,SAINT THOMAS RIVER PARK HOSPITAL (440151),2017,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,,,200.0,16318.0,62.0,23170.0,340.0,16720.0
3293,REGIONAL ONE HEALTH (440152),2017,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,,,,,72.0,20897.0,,
3294,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER (440153),2017,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,,,64.0,15104.0,,,140.0,16495.0
3295,PARKRIDGE MEDICAL CENTER (440156),2017,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,203.0,25004.0,359.0,17570.0,433.0,21912.0,492.0,17186.0
3296,DELTA MEDICAL CENTER (440159),2017,Acute Care,Proprietary,228.0,35.067788,-89.932213,TN,,,31.0,16100.0,,,29.0,18100.0
3297,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2017,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,346.0,24344.0,484.0,16321.0,,20373.0,480.0,16046.0
3298,PARKWEST MEDICAL CENTER (440173),2017,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,344.0,21586.0,536.0,16132.0,,20939.0,647.0,16928.0
3299,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2017,Acute Care,Proprietary,96.0,,,TN,,,105.0,15674.0,,,305.0,15764.0
3300,INDIAN PATH MEDICAL CENTER (440176),2017,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,87.0,22679.0,113.0,16267.0,168.0,20299.0,264.0,18222.0
3301,JELLICO COMMUNITY HOSPITAL (440180),2017,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,66.0,14229.0,,,104.0,14212.0
3302,BOLIVAR GENERAL HOSPITAL (440181),2017,Acute Care,Government - Hospital District or Authority,33.0,,,TN,,,27.0,14473.0,,,51.0,14161.0
3303,MCKENZIE REGIONAL HOSPITAL (440182),2017,Acute Care,Proprietary,30.0,,,TN,,,47.0,15314.0,,,120.0,16155.0
3304,ST FRANCIS HOSPITAL (440183),2017,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,220.0,20370.0,374.0,16313.0,771.0,22271.0,337.0,18048.0
3305,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2017,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,,,90.0,16074.0,,,219.0,16125.0
3306,TENNOVA HEALTHCARE-CLEVELAND (440185),2017,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,92.0,23081.0,320.0,14758.0,172.0,23651.0,484.0,17531.0
3307,LIVINGSTON REGIONAL HOSPITAL (440187),2017,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,105.0,14403.0,,,388.0,15385.0
3308,TENNOVA HEALTHCARE-REGIONAL JACKSON (440189),2017,Acute Care,Proprietary,115.0,,,TN,356.0,20503.0,291.0,15406.0,290.0,24853.0,254.0,18231.0
3309,SAINT THOMAS HIGHLANDS HOSPITAL (440192),2017,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,55.0,15879.0,,,146.0,16901.0
3310,TENNOVA HEALTHCARE-LEBANON (440193),2017,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,47.0,23324.0,148.0,16275.0,130.0,24064.0,352.0,17608.0
3311,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2017,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,91.0,22642.0,149.0,15879.0,110.0,19991.0,219.0,17375.0
3312,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2017,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,85.0,25076.0,147.0,16017.0,75.0,20105.0,146.0,18566.0
3313,SAINT THOMAS STONES RIVER HOSPITAL (440200),2017,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,49.0,14905.0,,,97.0,15929.0
3314,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY (440218),2017,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,,,73.0,18569.0,,
3315,TRISTAR STONECREST MEDICAL CENTER (440227),2017,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,80.0,20967.0,132.0,15242.0,58.0,23560.0,168.0,17638.0
3316,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2017,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,117.0,24774.0,211.0,15983.0,138.0,21785.0,426.0,18907.0
3317,HOUSTON COUNTY COMMUNITY HOSPITAL (440232),2017,Acute Care,Government - Local,25.0,,,TN,,,71.0,16916.0,,,63.0,16888.0
3318,TROUSDALE MEDICAL CENTER (441301),2017,Critical Access,Voluntary non-profit - Other,25.0,36.388136,-86.167692,TN,,,36.0,16228.0,,,29.0,16955.0
3319,THREE RIVERS HOSPITAL (441303),2017,Critical Access,Voluntary non-profit - Private,25.0,36.075057,-87.792741,TN,,,,,,,86.0,15523.0
3320,MACON COUNTY GENERAL HOSPITAL (441305),2017,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,,54.0,15018.0,,,111.0,15207.0
3321,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2017,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,,55.0,15999.0,,,116.0,16374.0
3322,WELLMONT HANCOCK COUNTY HOSPITAL (441313),2017,Critical Access,Voluntary non-profit - Private,10.0,36.430266,-83.462766,TN,,,,,,,28.0,17707.0
3323,CAMDEN GENERAL HOSPITAL (441316),2017,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,,,,,,60.0,18581.0
3324,CUMBERLAND RIVER HOSPITAL (441319),2017,Critical Access,Physician,33.0,,,TN,,,30.0,16232.0,,,80.0,15871.0
3325,PROVIDENCE MEMORIAL HOSPITAL (450002),2017,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,113.0,23165.0,207.0,16072.0,67.0,26274.0,355.0,17255.0
3326,PETERSON REGIONAL MEDICAL CENTER (450007),2017,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,50.0,25801.0,254.0,16445.0,424.0,22381.0,469.0,17913.0
3327,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2017,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,375.0,22255.0,649.0,16890.0,240.0,24456.0,,18466.0
3328,ST JOSEPH REGIONAL HEALTH CENTER (450011),2017,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,291.0,22609.0,631.0,16508.0,439.0,21827.0,622.0,17477.0
3329,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2017,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,63.0,24404.0,274.0,13177.0,43.0,20872.0,181.0,15783.0
3330,UNIVERSITY OF TEXAS MEDICAL BRANCH (450018),2017,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,274.0,23947.0,446.0,15896.0,176.0,26718.0,370.0,15792.0
3331,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2017,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,109.0,21609.0,707.0,17035.0,934.0,23750.0,998.0,16571.0
3332,CITIZENS MEDICAL CENTER (450023),2017,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,230.0,22544.0,349.0,16749.0,229.0,22002.0,391.0,17777.0
3333,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2017,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,60.0,21197.0,88.0,13667.0,,,123.0,15828.0
3334,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2017,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,235.0,22659.0,232.0,17517.0,44.0,22498.0,318.0,20151.0
3335,LAREDO MEDICAL CENTER (450029),2017,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,155.0,22793.0,383.0,17068.0,303.0,22717.0,624.0,19295.0
3336,GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2017,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,,,167.0,15584.0,88.0,25634.0,337.0,18504.0
3337,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2017,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,164.0,23147.0,340.0,16739.0,752.0,25101.0,622.0,18480.0
3338,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2017,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,222.0,24748.0,541.0,17062.0,413.0,24737.0,548.0,18004.0
3339,ST JOSEPH MEDICAL CENTER (450035),2017,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,39.0,23350.0,166.0,17292.0,30.0,25283.0,152.0,20895.0
3340,GOOD SHEPHERD MEDICAL CENTER (450037),2017,Acute Care,Voluntary non-profit - Private,375.0,,,TX,319.0,23448.0,554.0,16306.0,342.0,22202.0,933.0,18273.0
3341,JPS HEALTH NETWORK (450039),2017,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,62.0,23414.0,134.0,13661.0,36.0,20165.0,138.0,20064.0
3342,COVENANT MEDICAL CENTER (450040),2017,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,680.0,23166.0,601.0,16375.0,661.0,23132.0,993.0,17479.0
3343,PROVIDENCE HEALTH CENTER (450042),2017,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,260.0,23496.0,530.0,15784.0,395.0,23478.0,819.0,17749.0
3344,UT SOUTHWESTERN UNIVERSITY HOSPITAL (450044),2017,Acute Care,Government - State,459.0,,,TX,109.0,22736.0,393.0,15594.0,181.0,25423.0,339.0,17005.0
3345,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2017,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,334.0,22324.0,548.0,15723.0,215.0,23413.0,761.0,18386.0
3346,METHODIST DALLAS MEDICAL CENTER (450051),2017,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,128.0,22920.0,228.0,18690.0,195.0,20353.0,302.0,18879.0
3347,SCOTT & WHITE MEDICAL CENTER - TEMPLE (450054),2017,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,303.0,23355.0,653.0,15787.0,712.0,20106.0,868.0,17108.0
3348,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2017,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,71.0,16489.0,,,141.0,15512.0
3349,SETON MEDICAL CENTER AUSTIN (450056),2017,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,145.0,25098.0,485.0,18691.0,,23023.0,540.0,18264.0
3350,BAPTIST MEDICAL CENTER (450058),2017,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,604.0,22328.0,852.0,16833.0,,21827.0,,17747.0
3351,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2017,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,44.0,22810.0,304.0,19327.0,70.0,25989.0,499.0,20029.0
3352,MEMORIAL HERMANN TEXAS MEDICAL CENTER (450068),2017,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,210.0,28277.0,273.0,18034.0,292.0,21575.0,201.0,18564.0
3353,BRAZOSPORT REGIONAL HEALTH SYSTEM (450072),2017,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,54.0,21029.0,179.0,14926.0,71.0,22747.0,306.0,14457.0
3354,ANSON GENERAL HOSPITAL (450078),2017,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX,,,,,,,25.0,13633.0
3355,BAYLOR MEDICAL CENTER AT IRVING (450079),2017,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,161.0,23380.0,299.0,15666.0,124.0,23948.0,468.0,17127.0
3356,TITUS REGIONAL MEDICAL CENTER (450080),2017,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,,,127.0,17507.0,32.0,24431.0,226.0,18042.0
3357,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2017,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,,64.0,15021.0,,,124.0,20071.0
3358,EAST TEXAS MEDICAL CENTER (450083),2017,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,607.0,23351.0,544.0,16367.0,315.0,23666.0,907.0,18405.0
3359,GRAHAM REGIONAL MEDICAL CENTER (450085),2017,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,85.0,13245.0,98.0,20799.0,97.0,13197.0
3360,NORTH HILLS HOSPITAL (450087),2017,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,109.0,24117.0,236.0,17519.0,73.0,26118.0,268.0,16910.0
