,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3619,ST FRANCIS COMMUNITY HOSPITAL (500141),2016,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,119.0,21684.0,246.0,15074.0,201.0,14618.0
3620,LEGACY SALMON CREEK MEDICAL CENTER (500150),2016,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,75.0,20832.0,277.0,14674.0,245.0,15124.0
3621,ST ANTHONY HOSPITAL (500151),2016,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,121.0,22927.0,223.0,14173.0,290.0,13062.0
3622,SWEDISH ISSAQUAH (500152),2016,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,62.0,29193.0,151.0,17528.0,75.0,14896.0
3623,DAYTON GENERAL HOSPITAL (501302),2016,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,,,29.0,15011.0
3624,WILLAPA HARBOR HOSPITAL (501303),2016,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,,,83.0,14119.0
3625,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2016,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,,,26.0,15546.0,42.0,11349.0
3626,LINCOLN HOSPITAL (501305),2016,Critical Access,Government - Hospital District or Authority,30.0,,,WA,,,31.0,18074.0,66.0,17911.0
3627,COULEE COMMUNITY HOSPITAL (501308),2016,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,,,,,46.0,17967.0
3628,PROVIDENCE ST JOSEPH HOSPITAL (501309),2016,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,,,,,67.0,13458.0
3629,NEWPORT COMMUNITY HOSPITAL (501310),2016,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,,,,,74.0,14068.0
3630,PROSSER MEMORIAL HOSPITAL (501312),2016,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,,,30.0,13848.0,,
3631,OCEAN BEACH HOSPITAL (501314),2016,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,,,28.0,16739.0,61.0,15682.0
3632,SKYLINE HOSPITAL (501315),2016,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,,,27.0,16631.0,49.0,15315.0
3633,COLUMBIA BASIN HOSPITAL (501317),2016,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,,,34.0,15887.0
3634,MORTON GENERAL HOSPITAL (501319),2016,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,,,,,27.0,19723.0
3635,NORTH VALLEY HOSPITAL (501321),2016,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,,,,,48.0,17645.0
3636,JEFFERSON HEALTHCARE (501323),2016,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,,,54.0,15755.0,105.0,14382.0
3637,FORKS COMMUNITY HOSPITAL (501325),2016,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,,,,,60.0,13146.0
3638,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2016,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,,,57.0,14246.0,135.0,12686.0
3639,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2016,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,,,47.0,16779.0,108.0,16072.0
3640,MID VALLEY HOSPITAL (501328),2016,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,,,25.0,14408.0,53.0,12027.0
3641,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2016,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,,,34.0,17340.0,73.0,14190.0
3642,SUNNYSIDE COMMUNITY HOSPITAL (501330),2016,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,,,71.0,15937.0,113.0,13708.0
3643,PULLMAN REGIONAL HOSPITAL (501331),2016,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,,,,,59.0,13314.0
3644,TRI-STATE MEMORIAL HOSPITAL (501332),2016,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,,,69.0,17059.0,138.0,15359.0
3645,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2016,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,,,61.0,15470.0,117.0,14818.0
3646,ST ELIZABETH HOSPITAL (501335),2016,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,,,84.0,12583.0,79.0,13351.0
3647,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2016,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,29.0,22634.0,71.0,15944.0,182.0,13836.0
3648,LOURDES MEDICAL CENTER (501337),2016,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,,,,,47.0,13703.0
3649,WHIDBEY GENERAL HOSPITAL (501339),2016,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,,,79.0,14186.0,195.0,12504.0
3650,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2016,Acute Care,Voluntary non-profit - Private,595.0,,,WV,313.0,22400.0,296.0,16566.0,279.0,14774.0
3651,GREENBRIER VALLEY MEDICAL CENTER (510002),2016,Acute Care,Proprietary,97.0,,,WV,60.0,19869.0,172.0,15670.0,394.0,14113.0
3652,UNITED HOSPITAL CENTER (510006),2016,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,382.0,23261.0,433.0,14156.0,588.0,14309.0
3653,ST MARY'S MEDICAL CENTER (510007),2016,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,566.0,21284.0,681.0,15822.0,645.0,13836.0
3654,BERKELEY MEDICAL CENTER (510008),2016,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,202.0,20629.0,280.0,15306.0,304.0,12622.0
3655,PLEASANT VALLEY HOSPITAL (510012),2016,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,32.0,21082.0,114.0,14843.0,197.0,14462.0
3656,REYNOLDS MEMORIAL HOSPITAL (510013),2016,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,69.0,22198.0,102.0,14948.0,140.0,15244.0
3657,CHARLESTON AREA MEDICAL CENTER (510022),2016,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,992.0,23640.0,877.0,16571.0,724.0,14579.0
3658,WEIRTON MEDICAL CENTER (510023),2016,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,89.0,26614.0,261.0,18336.0,418.0,15581.0
3659,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2016,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,342.0,25360.0,281.0,17717.0,150.0,13735.0
3660,THOMAS MEMORIAL HOSPITAL (510029),2016,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,134.0,22395.0,315.0,15167.0,254.0,14443.0
3661,DAVIS MEDICAL CENTER (510030),2016,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,48.0,22446.0,138.0,14929.0,268.0,13909.0
3662,ST FRANCIS HOSPITAL (510031),2016,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,50.0,24685.0,87.0,16268.0,85.0,14552.0
3663,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2016,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,35.0,20879.0,78.0,13488.0,179.0,14392.0
3664,OHIO VALLEY MEDICAL CENTER (510039),2016,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,71.0,23066.0,112.0,17297.0,112.0,15640.0
3665,PRINCETON COMMUNITY HOSPITAL (510046),2016,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,79.0,22650.0,204.0,14292.0,345.0,13762.0
3666,FAIRMONT REGIONAL MEDICAL CENTER (510047),2016,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,117.0,22757.0,248.0,16505.0,187.0,14375.0
3667,LOGAN REGIONAL MEDICAL CENTER (510048),2016,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,37.0,22553.0,157.0,13417.0,223.0,11979.0
3668,WHEELING HOSPITAL (510050),2016,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,287.0,23428.0,277.0,15726.0,380.0,17050.0
3669,CABELL HUNTINGTON HOSPITAL INC (510055),2016,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,88.0,20942.0,121.0,15082.0,193.0,14241.0
3670,CAMDEN CLARK MEDICAL CENTER (510058),2016,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,470.0,22813.0,623.0,16096.0,565.0,14960.0
3671,BECKLEY ARH HOSPITAL (510062),2016,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,32.0,23633.0,168.0,15908.0,182.0,14576.0
3672,RALEIGH GENERAL HOSPITAL (510070),2016,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,249.0,23448.0,337.0,16468.0,377.0,14418.0
3673,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2016,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,117.0,22860.0,160.0,15125.0,139.0,14333.0
3674,WETZEL COUNTY HOSPITAL (510072),2016,Acute Care,Government - Local,44.0,,,WV,,,56.0,17740.0,79.0,13965.0
3675,WILLIAMSON MEMORIAL HOSPITAL (510077),2016,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,,,64.0,14882.0,47.0,14743.0
3676,SUMMERSVILLE REGIONAL MEDICAL CENTER (510082),2016,Acute Care,Government - Local,101.0,,,WV,,,80.0,14549.0,139.0,13371.0
3677,WELCH COMMUNITY HOSPITAL (510086),2016,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,,,,,44.0,13223.0
3678,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2016,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,,,,,30.0,14464.0
3679,MINNIE HAMILTON HEALTH SYSTEM (511303),2016,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,,,,,48.0,14412.0
3680,SISTERSVILLE GENERAL HOSPITAL (511304),2016,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,,,,,30.0,15249.0
3681,ROANE GENERAL HOSPITAL (511306),2016,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,,,,,55.0,14038.0
3682,GRAFTON CITY HOSPITAL (511307),2016,Critical Access,Government - Local,76.0,39.344037,-80.024413,WV,,,,,44.0,13970.0
3683,BRAXTON COUNTY MEMORIAL HOSPITAL (511308),2016,Critical Access,Voluntary non-profit - Private,25.0,38.660126,-80.748334,WV,,,,,68.0,13501.0
3684,WAR MEMORIAL HOSPITAL INC (511309),2016,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,,,,,49.0,16239.0
3685,SUMMERS COUNTY ARH HOSPITAL (511310),2016,Critical Access,Voluntary non-profit - Private,28.0,37.674714,-80.89145,WV,,,49.0,14381.0,60.0,16142.0
3686,HAMPSHIRE MEMORIAL HOSPITAL (511311),2016,Critical Access,Voluntary non-profit - Private,44.0,39.332057,-78.699913,WV,,,,,35.0,14484.0
3687,PRESTON MEMORIAL HOSPITAL (511312),2016,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,,,34.0,15599.0,57.0,14407.0
3688,BOONE MEMORIAL HOSPITAL (511313),2016,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,,,27.0,15589.0,76.0,13819.0
3689,POTOMAC VALLEY HOSPITAL (511315),2016,Critical Access,Voluntary non-profit - Private,25.0,39.408908,-79.003468,WV,,,47.0,14135.0,86.0,14160.0
3690,GRANT MEMORIAL HOSPITAL (511316),2016,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,,,84.0,11945.0,120.0,12777.0
3691,PLATEAU MEDICAL CENTER (511317),2016,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,,,81.0,16473.0,170.0,13969.0
3692,"MONTGOMERY GENERAL HOSPITAL, INC (511318)",2016,Critical Access,Voluntary non-profit - Private,69.0,38.182878,-81.324708,WV,,,,,75.0,15470.0
3693,JEFFERSON MEDICAL CENTER (511319),2016,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,,,44.0,14196.0,59.0,13946.0
3694,JACKSON GENERAL HOSPITAL (511320),2016,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,,,94.0,14732.0,261.0,13593.0
3695,ST JOSEPH HOSPITAL (511321),2016,Critical Access,Voluntary non-profit - Private,51.0,38.991275,-80.236824,WV,,,39.0,14374.0,52.0,13316.0
3696,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT (520002),2016,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,42.0,20689.0,164.0,15129.0,143.0,14440.0
3697,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR (520004),2016,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,117.0,22587.0,250.0,13981.0,261.0,13809.0
3698,WAUKESHA MEMORIAL HOSPITAL (520008),2016,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,238.0,26406.0,614.0,16766.0,362.0,15083.0
3699,ST ELIZABETH HOSPITAL (520009),2016,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,60.0,23453.0,110.0,14377.0,86.0,14147.0
3700,LAKEVIEW MEDICAL CENTER (520011),2016,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,,,104.0,13682.0,124.0,15316.0
3701,SACRED HEART HOSPITAL (520013),2016,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,238.0,21858.0,248.0,16107.0,279.0,14725.0
3702,ST JOSEPHS HOSPITAL (520017),2016,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,,,84.0,15406.0,114.0,13127.0
3703,MINISTRY SAINT MARYS HOSPITAL (520019),2016,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,42.0,21680.0,132.0,14933.0,98.0,14391.0
3704,UNITED HOSPITAL SYSTEM (520021),2016,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,119.0,22598.0,420.0,14657.0,384.0,13348.0
3705,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2016,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,149.0,23858.0,247.0,14852.0,195.0,14878.0
3706,THE MONROE CLINIC (520028),2016,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,62.0,20918.0,183.0,13646.0,249.0,13172.0
3707,ASPIRUS WAUSAU HOSPITAL (520030),2016,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,251.0,23634.0,489.0,15755.0,295.0,14317.0
3708,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC (520033),2016,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,,,97.0,15500.0,103.0,13032.0
3709,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2016,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,33.0,22464.0,82.0,13765.0,78.0,14082.0
3710,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2016,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,55.0,20911.0,154.0,15185.0,177.0,14587.0
3711,MINISTRY SAINT JOSEPHS HOSPITAL (520037),2016,Acute Care,Voluntary non-profit - Church,323.0,,,WI,336.0,23331.0,335.0,14796.0,226.0,13746.0
3712,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2016,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,36.0,21971.0,106.0,15269.0,116.0,13987.0
3713,DIVINE SAVIOR HEALTHCARE (520041),2016,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,,,84.0,15316.0,130.0,15789.0
3714,ST NICHOLAS HOSPITAL (520044),2016,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,26.0,23227.0,79.0,16601.0,103.0,16385.0
3715,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC (520045),2016,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,40.0,21319.0,120.0,14428.0,70.0,13780.0
3716,MERCY MEDICAL CENTER OF OSHKOSH (520048),2016,Acute Care,Voluntary non-profit - Private,124.0,,,WI,44.0,24539.0,86.0,15639.0,99.0,13884.0
3717,BELLIN MEMORIAL HOSPITAL (520049),2016,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,255.0,23087.0,225.0,15401.0,147.0,14426.0
3718,COLUMBIA ST MARYS HOSPITAL MILWAUKEE (520051),2016,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,142.0,23561.0,271.0,17205.0,197.0,15387.0
3719,ST CLARE HOSPITAL (520057),2016,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,,,86.0,15200.0,130.0,12708.0
3720,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2016,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,53.0,22822.0,130.0,16726.0,192.0,14105.0
3721,OCONOMOWOC MEMORIAL HOSPITAL (520062),2016,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,54.0,26001.0,136.0,16514.0,118.0,14711.0
3722,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2016,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,28.0,21974.0,156.0,16920.0,225.0,13294.0
3723,MERCY HEALTH SYSTEM CORP (520066),2016,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,177.0,21688.0,236.0,14553.0,220.0,14348.0
3724,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2016,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,238.0,23311.0,469.0,15749.0,351.0,16032.0
3725,FORT MEMORIAL HOSPITAL (520071),2016,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,,,93.0,13730.0,103.0,14207.0
3726,ST VINCENT HOSPITAL (520075),2016,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,121.0,23649.0,157.0,15333.0,142.0,14744.0
3727,BEAVER DAM COMMUNITY HOSPITAL (520076),2016,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,,,83.0,15120.0,104.0,13944.0
3728,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS (520078),2016,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,103.0,24694.0,257.0,17579.0,164.0,15208.0
3729,ST MARYS HOSPITAL (520083),2016,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,386.0,21843.0,522.0,13601.0,399.0,13200.0
3730,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2016,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,243.0,23090.0,246.0,15575.0,126.0,14373.0
3731,ST AGNES HOSPITAL (520088),2016,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,154.0,22670.0,215.0,16439.0,214.0,15214.0
3732,UNITYPOINT HEALTH - MERITER (520089),2016,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,402.0,22572.0,468.0,16220.0,430.0,15004.0
3733,HOWARD YOUNG MEDICAL CTR (520091),2016,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,,,144.0,15673.0,177.0,14288.0
3734,SAUK PRAIRIE HOSPITAL (520095),2016,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,,,,,36.0,12662.0
3735,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS (520096),2016,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,150.0,26565.0,346.0,15807.0,380.0,15827.0
3736,ST MARYS HOSPITAL MEDICAL CTR (520097),2016,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,66.0,25359.0,125.0,15758.0,73.0,15017.0
3737,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2016,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,309.0,22880.0,403.0,16020.0,299.0,13924.0
3738,BELOIT MEMORIAL HOSPITAL (520100),2016,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,131.0,24097.0,221.0,14629.0,134.0,14567.0
3739,AURORA LAKELAND MEDICAL CENTER (520102),2016,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,35.0,22529.0,122.0,15274.0,258.0,14768.0
3740,COMMUNITY MEMORIAL HOSPITAL (520103),2016,Acute Care,Voluntary non-profit - Private,202.0,,,WI,134.0,24064.0,314.0,16911.0,269.0,14678.0
3741,HOLY FAMILY MEMORIAL (520107),2016,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,67.0,23129.0,148.0,16418.0,81.0,13730.0
3742,MILE BLUFF MEDICAL CENTER (520109),2016,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,,,66.0,14539.0,94.0,11409.0
3743,BAY AREA MEDICAL CENTER (520113),2016,Acute Care,Voluntary non-profit - Private,81.0,,,WI,164.0,21602.0,268.0,16009.0,169.0,15415.0
3744,WATERTOWN REGIONAL MEDICAL CENTER (520116),2016,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,,,105.0,15990.0,110.0,15035.0
3745,WHEATON FRANCISCAN ST JOSEPH (520136),2016,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,238.0,23935.0,509.0,15308.0,275.0,13720.0
3746,AURORA ST LUKES MEDICAL CENTER (520138),2016,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,711.0,23616.0,,16714.0,,14048.0
3747,AURORA WEST ALLIS MEDICAL CENTER (520139),2016,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,113.0,23268.0,278.0,16538.0,381.0,14301.0
3748,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2016,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,171.0,22591.0,216.0,14612.0,177.0,13851.0
3749,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2016,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,196.0,22311.0,450.0,15064.0,298.0,13437.0
3750,AURORA MEDICAL CTR KENOSHA (520189),2016,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,42.0,25400.0,138.0,16009.0,306.0,15394.0
3751,AURORA BAYCARE MEDICAL CTR (520193),2016,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,102.0,24151.0,109.0,16629.0,77.0,14371.0
3752,AURORA MEDICAL CTR OSHKOSH (520198),2016,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,55.0,22959.0,92.0,15830.0,122.0,13151.0
3753,ST CLARES HOSPITAL OF WESTON (520202),2016,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,240.0,23999.0,201.0,16026.0,55.0,15944.0
3754,WHEATON FRANCISCAN HEALTHCARE FRANKLIN (520204),2016,Acute Care,Voluntary non-profit - Private,35.0,,,WI,,,85.0,17530.0,113.0,15086.0
3755,AURORA MEDICAL CENTER (520206),2016,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,38.0,21973.0,107.0,14943.0,88.0,15609.0
3756,AURORA MEDICAL CENTER (520207),2016,Acute Care,Voluntary non-profit - Private,116.0,,,WI,155.0,23983.0,155.0,17232.0,184.0,15248.0
3757,ST MARYS JANESVILLE HOSPITAL (520208),2016,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,,,96.0,16956.0,139.0,16975.0
3758,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2016,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,,,30.0,16227.0,49.0,13401.0
3759,THEDACARE MEDICAL CENTER - WILD ROSE INC (521303),2016,Critical Access,Voluntary non-profit - Private,25.0,44.183143,-89.245704,WI,,,,,44.0,15011.0
3760,ST JOSEPHS HEALTH SERVICES (521304),2016,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,35.0,15622.0,46.0,15360.0
3761,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA (521305),2016,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,,,,,48.0,13787.0
3762,AMERY HOSPITAL & CLINIC (521308),2016,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,,,45.0,15097.0,93.0,14898.0
3763,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS (521309),2016,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,,,,,30.0,16224.0
3764,HSHS ST CLARE MEMORIAL HOSPITAL (521310),2016,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,,,42.0,14789.0,54.0,13887.0
3765,OUR LADY OF VICTORY HOSPITAL (521311),2016,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,40.0,16181.0,33.0,14556.0
3766,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY (521312),2016,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,,,,,51.0,13641.0
3767,MINISTRY SACRED HEART HOSPITAL (521313),2016,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,,,36.0,15096.0,56.0,13846.0
3768,MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY (521314),2016,Critical Access,Voluntary non-profit - Private,38.0,45.102008,-91.500572,WI,,,,,37.0,18581.0
3769,MAYO CLINIC HEALTH SYSTEM  NORTHLAND (521315),2016,Critical Access,Voluntary non-profit - Other,35.0,45.398369,-91.840668,WI,,,51.0,17754.0,67.0,14349.0
3770,TRI COUNTY MEMORIAL HOSPITAL (521316),2016,Critical Access,Voluntary non-profit - Private,63.0,44.364827,-91.318648,WI,,,,,47.0,16257.0
3771,CALUMET MEDICAL CENTER (521317),2016,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,,,25.0,16445.0,,
3772,LADD MEMORIAL HOSPITAL (521318),2016,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,,,32.0,15304.0,,
3773,EDGERTON HOSPITAL AND HEALTH SERVICES (521319),2016,Critical Access,Voluntary non-profit - Private,17.0,42.834872,-89.043024,WI,,,,,37.0,16433.0
3774,TOMAH MEMORIAL HOSPITAL (521320),2016,Critical Access,Voluntary non-profit - Private,25.0,,,WI,25.0,22036.0,53.0,14377.0,108.0,13387.0
3775,RIPON MEDICAL CENTER (521321),2016,Critical Access,Voluntary non-profit - Private,21.0,43.835451,-88.817692,WI,,,31.0,14735.0,,
