,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
423130,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX
423254,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX
423335,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",Acute Care,Proprietary,262.0,25.917931,-97.511998,TX
423381,450028,VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX
423390,450029,LAREDO MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX
423516,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX
423561,450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX
423567,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX
423643,450032,GOOD SHEPHERD MEDICAL CENTER - MARSHALL,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX
423649,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX
423775,450033,VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX
423788,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX
423879,450034,CHRISTUS HOSPITAL,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX
423914,450034,CHRISTUS ST. ELIZABETH HOSPITAL,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX
423926,450035,ST JOSEPH MEDICAL CENTER,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX
424050,450039,JPS HEALTH NETWORK,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX
424174,450039,J.P.S. HEALTH NETWORK,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX
424176,450040,COVENANT MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX
424302,450042,ASCENSION PROVIDENCE DEPAUL,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX
424305,450042,ASCENSION PROVIDENCE,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX
424314,450042,PROVIDENCE HEALTH CENTER,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX
424431,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,Acute Care,Government - State,459.0,,,TX
424479,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,Acute Care,Government - State,459.0,,,TX
424518,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,Acute Care,Government - State,459.0,,,TX
424567,450044,U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ST. PAUL,Acute Care,Government - State,459.0,,,TX
424573,450044,WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,Acute Care,Government - State,459.0,,,TX
424582,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX
424708,450051,METHODIST DALLAS MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX
424834,450054,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX
424858,450054,BAYLOR SCOTT & WHITE PAVILION - TEMPLE,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX
424882,450054,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX
424903,450054,SCOTT & WHITE MEDICAL CENTER - TEMPLE,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX
424923,450054,SCOTT & WHITE MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX
424976,450055,ROLLING PLAINS MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX
425100,450056,ASCENSION SETON MEDICAL CENTER AUSTIN,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX
425151,450056,SETON MEDICAL CENTER AUSTIN,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX
425226,450058,BAPTIST MEDICAL CENTER,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX
425352,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX
425478,450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX
425526,450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX
425628,450072,CHI ST. LUKES' BRAZOSPORT HOSPITAL,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX
425631,450072,CHI ST LUKE'S HEALTH BRAZOSPORT,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX
425674,450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX
425768,450078,ANSON GENERAL HOSPITAL,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX
425849,450078,ANSON  HOSPITAL DISTRICT,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX
425895,450079,BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX
425941,450079,BAYLOR MEDICAL CENTER AT IRVING,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX
426035,450080,TITUS REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX
426161,450080,TITUS REGIONAL MEDICAL HOSPITAL,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX
426163,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX
426287,450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX
426356,450083,EAST TEXAS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX
426415,450085,GRAHAM REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX
426541,450087,MEDICAL CITY NORTH HILLS,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX
426613,450087,NORTH HILLS HOSPITAL,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX
426670,450090,NORTH TEXAS MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX
426794,450092,FORT DUNCAN MEDICAL CENTER,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX
426918,450097,HCA HOUSTON HEALTHCARE SOUTHEAST,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX
426970,450097,BAYSHORE MEDICAL CENTER,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX
427043,450099,PAMPA REGIONAL MEDICAL CENTER,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX
427169,450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX
427241,450101,HILLCREST BAPTIST MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX
427298,450101,BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX
427305,450102,CHRISTUS MOTHER FRANCES HOSPITAL,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX
427380,450102,MOTHER FRANCES HOSPITAL,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX
427431,450102,MOTHER FRANCES HOSPITAL REGIONAL HEALTH CARE CENTER,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX
427437,450104,GUADALUPE REGIONAL MEDICAL CENTER,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX
427563,450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX
427575,450107,LAS PALMAS DEL SOL HEALTHCARE,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX
427587,450107,LAS PALMAS MEDICAL CENTER,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX
427692,450108,CONNALLY MEMORIAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX
427816,450119,SOUTH TEXAS HEALTH SYSTEM,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX
427856,450119,SOUTH TEXAS HEALTH SYSTEM BEHAVIORAL,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX
427941,450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX
428019,450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX
428072,450128,KNAPP MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX
428198,450132,MEDICAL CENTER HOSPITAL,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX
428324,450133,MIDLAND MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX
428450,450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX
428496,450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX
428590,450137,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX
428636,450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX
428683,450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX
428724,450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FORT WORTH,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX
428739,450143,ASCENSION SETON SMITHVILLE,Acute Care,Voluntary non-profit - Church,21.0,,,TX
428741,450143,SETON SMITHVILLE REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Church,21.0,,,TX
428854,450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX
428976,450147,DE TAR HOSPITAL NAVARRO,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX
429024,450147,DETAR HEALTHCARE SYSTEM,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX
429057,450147,DETAR HOSPITAL NAVARRO,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX
429128,450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX
429252,450152,ADVENTHEALTH CENTRAL TEXAS,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX
429303,450152,METROPLEX HOSPITAL,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX
429378,450152,METROPLEX HEALTH SYSTEM,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX
429380,450154,VAL VERDE REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX
429504,450155,HEREFORD REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX
429626,450162,GRACE SURGICAL HOSPITAL,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX
429648,450162,GRACE MEDICAL CENTER,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX
429753,450163,CHRISTUS SPOHN HOSPITAL KLEBERG,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX
429877,450165,METHODIST HOSPITAL ATASCOSA,Acute Care,Proprietary,67.0,,,TX
429889,450165,METHODIST HOSPITAL SOUTH,Acute Care,Proprietary,67.0,,,TX
429947,450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,67.0,,,TX
430006,450176,MISSION REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX
430132,450184,MEMORIAL HERMANN HOSPITAL SYSTEM,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX
430258,450187,SCOTT & WHITE HOSPITAL BRENHAM,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX
430261,450187,BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX
430385,450187,SCOTT & WHITE HOSPITAL - BRENHAM,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX
430394,450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX
430491,450193,ST LUKES EPISCOPAL HOSPITAL,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX
430521,450193,CHI BAYLOR ST LUKES  MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX
430525,450193,ST LUKES  HOSPITAL,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX
430534,450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX
430598,450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX
430659,450196,PARIS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX
430785,450200,WADLEY REGIONAL MEDICAL CENTER,Acute Care,Physician,198.0,33.428482,-94.047188,TX
430911,450203,MEDICAL CITY WEATHERFORD,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX
430983,450203,WEATHERFORD REGIONAL MEDICAL CENTER,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX
431040,450209,NORTHWEST TEXAS HOSPITAL,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX
431166,450210,EAST TEXAS MEDICAL CENTER - CARTHAGE,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX
431169,450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX
431230,450210,ETMC CARTHAGE,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX
431295,450210,E. T. M. C. CARTHAGE,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX
431301,450210,E.T.M.C. CARTHAGE,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX
431310,450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX
431391,450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX
431442,450213,UNIVERSITY HEALTH SYSTEM,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX
431566,450213,UNIVERSITY HOSPITAL,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX
431572,450222,HCA HOUSTON HEALTHCARE CONROE,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX
431629,450222,CONROE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX
431700,450229,HENDRICK MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,405.0,32.471553,-99.73118,TX
431826,450231,BAPTIST ST ANTHONY'S HOSPITAL,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX
431949,450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX
431953,450231,BSA HEALTH SYSTEM,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX
431964,450235,MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,34.0,29.515895,-97.428868,TX
432090,450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX
432175,450236,HOPKINS COUNTY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX
432220,450236,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX
432224,450237,CHRISTUS SANTA ROSA MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX
432296,450237,CHRISTUS SANTA ROSA HOSPITAL,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX
432353,450237,CHRISTUS SANTA ROSA HEALTHCARE,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX
432355,450241,FAITH COMMUNITY HOSPITAL,Acute Care,Government - Hospital District or Authority,16.0,33.230386,-98.166732,TX
432477,450253,BELLVILLE ST JOSEPH HEALTH CENTER,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX
432532,450253,BELLVILLE GENERAL HOSPITAL,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX
432583,450253,ST JOSEPH HEALTH - BELLVILLE HOSPITAL,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX
432590,450253,BELLVILLE ST. JOSEPH HEALTH CENTER,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX
432596,450271,WISE REGIONAL HEALTH SYSTEM,Acute Care,Government - Hospital District or Authority,127.0,33.220263,-97.593107,TX
432722,450272,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX
432764,450272,CENTRAL TEXAS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX
432855,450289,HARRIS HEALTH SYSTEM,Acute Care,Government - Hospital District or Authority,699.0,29.685422,-95.387094,TX
432979,450289,HARRIS COUNTY HOSPITAL DISTRICT,Acute Care,Government - Hospital District or Authority,699.0,29.685422,-95.387094,TX
432981,450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,Acute Care,Voluntary non-profit - Private,61.0,32.591127,-96.317363,TX
433105,450324,TEXOMA MEDICAL CENTER,Acute Care,Proprietary,331.0,33.711133,-96.586956,TX
433231,450330,OAKBEND MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,205.0,29.577713,-95.771297,TX
433355,450346,BAPTIST BEAUMONT HOSPITAL,Acute Care,Voluntary non-profit - Private,392.0,30.068473,-94.120255,TX
433476,450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,Acute Care,Voluntary non-profit - Private,392.0,30.068473,-94.120255,TX
433483,450347,HUNTSVILLE MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,96.0,30.69849,-95.55799,TX
433609,450348,FALLS COMMUNITY HOSPITAL AND CLINIC,Acute Care,Voluntary non-profit - Private,39.0,31.30747,-96.893901,TX
433723,450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,Acute Care,Voluntary non-profit - Private,51.0,32.223163,-98.204871,TX
433849,450352,HUNT REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,172.0,,,TX
433975,450358,HOUSTON METHODIST HOSPITAL,Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX
434058,450358,"METHODIST HOSPITAL,THE",Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX
434104,450358,HOUSTON  METHODIST HOSPITAL,Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX
434108,450358,THE  METHODIST HOSPITAL,Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX
434117,450369,CHILDRESS REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,38.0,,,TX
434243,450370,COLUMBUS COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,40.0,29.694287,-96.542483,TX
434367,450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,Acute Care,Voluntary non-profit - Private,88.0,32.429622,-96.859736,TX
434464,450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,Acute Care,Voluntary non-profit - Private,88.0,32.429622,-96.859736,TX
434494,450379,DALLAS MEDICAL CENTER,Acute Care,Proprietary,119.0,32.914335,-96.873098,TX
434620,450388,METHODIST HOSPITAL,Acute Care,Proprietary,1621.0,29.50684,-98.572976,TX
434746,450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,Acute Care,Voluntary non-profit - Private,126.0,32.171435,-95.844022,TX
434812,450389,EAST TEXAS MEDICAL CENTER ATHENS,Acute Care,Voluntary non-profit - Private,126.0,32.171435,-95.844022,TX
434873,450395,CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,Acute Care,Voluntary non-profit - Private,61.0,30.35777,-95.085743,TX
434915,450395,MEMORIAL MEDICAL CENTER LIVINGSTON,Acute Care,Voluntary non-profit - Private,61.0,30.35777,-95.085743,TX
435006,450399,BROWNFIELD REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,28.0,33.187102,-102.26775,TX
435128,450400,PARKVIEW REGIONAL HOSPITAL,Acute Care,Proprietary,56.0,31.675059,-96.480013,TX
435252,450403,MEDICAL CENTER OF MCKINNEY,Acute Care,Proprietary,231.0,33.159842,-96.635503,TX
435300,450403,MEDICAL CITY MCKINNEY,Acute Care,Proprietary,231.0,33.159842,-96.635503,TX
435388,450411,EASTLAND MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,32.0,32.400439,-98.821636,TX
435512,450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,Acute Care,Voluntary non-profit - Church,31.0,32.881196,-97.533769,TX
435636,450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,Acute Care,Voluntary non-profit - Private,24.0,32.80453,-96.794757,TX
435688,450422,BAYLOR MEDICAL CENTER AT UPTOWN,Acute Care,Voluntary non-profit - Private,24.0,32.80453,-96.794757,TX
435761,450424,HOUSTON METHODIST BAYTOWN HOSPITAL,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX
435785,450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX
435858,450424,SAN JACINTO METHODIST HOSPITAL,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX
435896,450431,ST DAVID'S MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX
436019,450431,ST DAVIDS MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX
436023,450431,ST. DAVIDS MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX
436025,450447,NAVARRO REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Other,96.0,32.085083,-96.503582,TX
436151,450451,GLEN ROSE MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,16.0,32.24203,-97.7454,TX
436273,450460,TYLER COUNTY HOSPITAL,Acute Care,Government - Hospital District or Authority,25.0,30.775287,-94.42822,TX
436397,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX
436445,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX
436545,450465,MATAGORDA REGIONAL MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,57.0,28.982805,-95.99129,TX
436669,450469,WILSON N JONES REGIONAL MEDICAL CENTER,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX
436774,450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX
436795,450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL - W.N.J,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX
436797,450469,WILSON N. JONES REGIONAL MEDICAL CENTER,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX
436801,450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-W.N.J.,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX
436803,450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX
436870,450475,ETMC HENDERSON,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX
436929,450475,E T M C HENDERSON,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX
436931,450484,WOODLAND HEIGHTS MEDICAL CENTER,Acute Care,Proprietary,135.0,31.327737,-94.756139,TX
437057,450489,MEDICAL ARTS HOSPITAL,Acute Care,Government - Hospital District or Authority,22.0,32.750279,-101.96647,TX
437179,450498,STEPHENS MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,30.0,32.754056,-98.887719,TX
437301,450508,NACOGDOCHES MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX
437313,450508,NACOGDOCHES COUNTY HOSPITAL DISTRICT,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX
437346,450508,MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX
437430,450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX
437556,450537,METHODIST RICHARDSON MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX
437682,450539,COVENANT HOSPITAL PLAINVIEW,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX
437808,450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX
437903,450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX
437939,450565,PALO PINTO GENERAL HOSPITAL,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX
438063,450571,SHANNON MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX
