,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
7336,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2018,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,13.1,,8.5,,11.1,17.4
7337,COMMUNITY MEMORIAL HOSPITAL (490098),2018,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,,,8.5,14.0,11.1,19.5
7338,COMMUNITY MEMORIAL HOSPITAL (490098),2018,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,,,8.5,14.0,11.1,19.5
7339,INOVA FAIR OAKS HOSPITAL (490101),2018,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,13.1,,7.7,12.4,10.2,15.8
7340,INOVA FAIR OAKS HOSPITAL (490101),2018,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,13.1,,7.7,12.4,10.2,15.8
7341,RESTON HOSPITAL CENTER (490107),2018,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,11.9,,7.6,14.2,10.8,14.6
7342,RESTON HOSPITAL CENTER (490107),2018,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,11.9,,7.6,14.2,10.8,14.6
7343,RICHMOND VA MEDICAL CENTER (49010F),2018,Acute Care (VA),Government - Federal,,,,,13.0,,,,8.6,12.8
7344,LEWISGALE HOSPITAL MONTGOMERY (490110),2018,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,14.9,,7.5,18.5,12.1,17.1
7345,LEWISGALE HOSPITAL MONTGOMERY (490110),2018,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,14.9,,7.5,18.5,12.1,17.1
7346,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2018,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,13.8,,9.2,14.9,10.9,15.8
7347,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2018,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,13.8,,9.2,14.9,10.9,15.8
7348,CJW MEDICAL CENTER (490112),2018,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,13.6,2.8,8.0,14.6,11.7,19.7
7349,CJW MEDICAL CENTER (490112),2018,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,13.6,2.8,8.0,14.6,11.7,19.7
7350,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2018,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,12.8,,9.9,14.6,10.6,14.3
7351,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2018,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,12.8,,9.9,14.6,10.6,14.3
7352,LONESOME PINE HOSPITAL (490114),2018,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,13.6,,7.2,,15.6,17.1
7353,LONESOME PINE HOSPITAL (490114),2018,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,13.6,,7.2,,15.6,17.1
7354,TWIN COUNTY REGIONAL HOSPITAL (490115),2018,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,14.5,,9.5,14.3,12.1,18.7
7355,TWIN COUNTY REGIONAL HOSPITAL (490115),2018,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,14.5,,9.5,14.3,12.1,18.7
7356,LEWISGALE HOSPITAL PULASKI (490116),2018,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,13.9,,8.9,16.0,11.4,15.6
7357,LEWISGALE HOSPITAL PULASKI (490116),2018,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,13.9,,8.9,16.0,11.4,15.6
7358,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2018,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,,7.4,,12.4,19.1
7359,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2018,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,,7.4,,12.4,19.1
7360,HENRICO DOCTORS' HOSPITAL (490118),2018,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,11.8,2.9,8.8,12.9,10.5,15.9
7361,HENRICO DOCTORS' HOSPITAL (490118),2018,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,11.8,2.9,8.8,12.9,10.5,15.9
7362,SENTARA PRINCESS ANNE HOSPITAL (490119),2018,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,12.0,,7.5,11.4,10.3,13.1
7363,SENTARA PRINCESS ANNE HOSPITAL (490119),2018,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,12.0,,7.5,11.4,10.3,13.1
7364,SALEM VA MEDICAL CENTER (49011F),2018,Acute Care (VA),Government - Federal,,,,,12.8,,,,9.8,18.0
7365,CHESAPEAKE GENERAL HOSPITAL (490120),2018,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,14.7,,6.4,13.6,8.0,12.9
7366,CHESAPEAKE GENERAL HOSPITAL (490120),2018,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,14.7,,6.4,13.6,8.0,12.9
7367,INOVA MOUNT VERNON HOSPITAL (490122),2018,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,13.6,,8.1,13.1,10.1,19.2
7368,INOVA MOUNT VERNON HOSPITAL (490122),2018,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,13.6,,8.1,13.1,10.1,19.2
7369,LEWISGALE HOSPITAL ALLEGHANY (490126),2018,Acute Care,Voluntary non-profit - Private,109.0,,,VA,14.3,,8.5,15.1,12.3,18.3
7370,LEWISGALE HOSPITAL ALLEGHANY (490126),2018,Acute Care,Voluntary non-profit - Private,109.0,,,VA,14.3,,8.5,15.1,12.3,18.3
7371,BUCHANAN GENERAL HOSPITAL (490127),2018,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,,,8.1,,11.4,16.0
7372,BUCHANAN GENERAL HOSPITAL (490127),2018,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,,,8.1,,11.4,16.0
7373,RIVERSIDE WALTER REED HOSPITAL (490130),2018,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,14.3,,9.0,13.5,15.0,18.1
7374,RIVERSIDE WALTER REED HOSPITAL (490130),2018,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,14.3,,9.0,13.5,15.0,18.1
7375,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2018,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,14.1,,7.5,12.8,11.7,13.3
7376,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2018,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,14.1,,7.5,12.8,11.7,13.3
7377,"STAFFORD HOSPITAL, LLC (490140)",2018,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,11.6,,9.3,14.6,9.7,15.0
7378,"STAFFORD HOSPITAL, LLC (490140)",2018,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,11.6,,9.3,14.6,9.7,15.0
7379,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2018,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,14.1,,8.3,14.9,10.8,16.4
7380,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2018,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,14.1,,8.3,14.9,10.8,16.4
7381,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2018,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,13.2,,7.7,14.8,12.7,15.1
7382,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2018,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,13.2,,7.7,14.8,12.7,15.1
7383,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2018,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,,9.7,14.1,11.1,18.5
7384,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2018,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,,9.7,14.1,11.1,18.5
7385,STONESPRINGS HOSPITAL CENTER (490145),2018,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,,,,10.5,
7386,STONESPRINGS HOSPITAL CENTER (490145),2018,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,,,,10.5,
7387,BATH COMMUNITY HOSPITAL (491300),2018,Critical Access,Voluntary non-profit - Private,19.0,37.99389,-79.830959,VA,,,8.1,,10.3,14.1
7388,BATH COMMUNITY HOSPITAL (491300),2018,Critical Access,Voluntary non-profit - Private,19.0,37.99389,-79.830959,VA,,,8.1,,10.3,14.1
7389,CARILION GILES COMMUNITY HOSPITAL (491302),2018,Critical Access,Voluntary non-profit - Private,25.0,37.332697,-80.710747,VA,,,9.4,14.8,11.0,16.1
7390,CARILION GILES COMMUNITY HOSPITAL (491302),2018,Critical Access,Voluntary non-profit - Private,25.0,37.332697,-80.710747,VA,,,9.4,14.8,11.0,16.1
7391,CARILION STONEWALL JACKSON HOSPITAL (491304),2018,Critical Access,Voluntary non-profit - Private,25.0,37.778455,-79.442049,VA,13.2,,7.7,15.1,10.9,16.3
7392,CARILION STONEWALL JACKSON HOSPITAL (491304),2018,Critical Access,Voluntary non-profit - Private,25.0,37.778455,-79.442049,VA,13.2,,7.7,15.1,10.9,16.3
7393,SHENANDOAH MEMORIAL HOSPITAL (491305),2018,Critical Access,Voluntary non-profit - Private,25.0,38.871586,-78.513936,VA,13.8,,9.6,,13.0,15.3
7394,SHENANDOAH MEMORIAL HOSPITAL (491305),2018,Critical Access,Voluntary non-profit - Private,25.0,38.871586,-78.513936,VA,13.8,,9.6,,13.0,15.3
7395,"PAGE MEMORIAL HOSPITAL, INC (491307)",2018,Critical Access,Voluntary non-profit - Private,25.0,38.662482,-78.469864,VA,,,7.4,,12.9,15.4
7396,"PAGE MEMORIAL HOSPITAL, INC (491307)",2018,Critical Access,Voluntary non-profit - Private,25.0,38.662482,-78.469864,VA,,,7.4,,12.9,15.4
7397,RAPPAHANNOCK GENERAL HOSPITAL (491308),2018,Critical Access,Voluntary non-profit - Private,35.0,37.70029,-76.389778,VA,,,10.1,13.7,11.2,19.7
7398,RAPPAHANNOCK GENERAL HOSPITAL (491308),2018,Critical Access,Voluntary non-profit - Private,35.0,37.70029,-76.389778,VA,,,10.1,13.7,11.2,19.7
7399,NORTHWEST HOSPITAL (500001),2018,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,13.4,,7.8,18.7,10.7,17.9
7400,NORTHWEST HOSPITAL (500001),2018,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,13.4,,7.8,18.7,10.7,17.9
7401,PROVIDENCE ST MARY MEDICAL CENTER (500002),2018,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,12.1,,9.2,15.1,10.3,18.0
7402,PROVIDENCE ST MARY MEDICAL CENTER (500002),2018,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,12.1,,9.2,15.1,10.3,18.0
7403,SKAGIT VALLEY HOSPITAL (500003),2018,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,13.2,,10.4,16.6,14.5,16.8
7404,SKAGIT VALLEY HOSPITAL (500003),2018,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,13.2,,10.4,16.6,14.5,16.8
7405,VIRGINIA MASON MEDICAL CENTER (500005),2018,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,11.7,2.1,8.4,15.0,11.4,13.8
7406,VIRGINIA MASON MEDICAL CENTER (500005),2018,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,11.7,2.1,8.4,15.0,11.4,13.8
7407,ISLAND HOSPITAL (500007),2018,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,13.5,,8.6,15.9,13.7,16.9
7408,ISLAND HOSPITAL (500007),2018,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,13.5,,8.6,15.9,13.7,16.9
7409,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2018,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,13.4,2.2,7.7,13.4,10.8,15.5
7410,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2018,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,13.4,2.2,7.7,13.4,10.8,15.5
7411,HIGHLINE MEDICAL CENTER (500011),2018,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,14.8,,8.5,15.9,14.0,16.2
7412,HIGHLINE MEDICAL CENTER (500011),2018,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,14.8,,8.5,15.9,14.0,16.2
7413,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2018,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,11.9,3.5,8.5,15.5,15.9,15.2
7414,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2018,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,11.9,3.5,8.5,15.5,15.9,15.2
7415,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2018,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,13.2,3.1,12.6,12.4,13.2,18.5
7416,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2018,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,13.2,3.1,12.6,12.4,13.2,18.5
7417,MULTICARE AUBURN MEDICAL CENTER (500015),2018,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,15.4,,9.7,15.3,12.8,17.6
7418,MULTICARE AUBURN MEDICAL CENTER (500015),2018,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,15.4,,9.7,15.3,12.8,17.6
7419,CENTRAL WASHINGTON HOSPITAL (500016),2018,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,12.8,3.2,10.0,14.9,14.5,19.1
7420,CENTRAL WASHINGTON HOSPITAL (500016),2018,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,12.8,3.2,10.0,14.9,14.5,19.1
7421,PROVIDENCE CENTRALIA HOSPITAL (500019),2018,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,12.8,,8.2,13.0,14.2,14.9
7422,PROVIDENCE CENTRALIA HOSPITAL (500019),2018,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,12.8,,8.2,13.0,14.2,14.9
7423,ST CLARE HOSPITAL (500021),2018,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,15.6,,9.0,13.1,12.7,19.2
7424,ST CLARE HOSPITAL (500021),2018,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,15.6,,9.0,13.1,12.7,19.2
7425,PROVIDENCE ST PETER HOSPITAL (500024),2018,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,12.9,2.9,12.8,17.7,13.7,18.8
7426,PROVIDENCE ST PETER HOSPITAL (500024),2018,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,12.9,2.9,12.8,17.7,13.7,18.8
7427,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2018,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,12.9,2.0,8.9,14.5,11.2,15.5
7428,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2018,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,12.9,2.0,8.9,14.5,11.2,15.5
7429,SWEDISH EDMONDS HOSPITAL (500026),2018,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,13.2,,7.7,14.9,13.0,20.9
7430,SWEDISH EDMONDS HOSPITAL (500026),2018,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,13.2,,7.7,14.9,13.0,20.9
7431,SWEDISH MEDICAL CENTER (500027),2018,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,13.0,,7.6,12.8,12.5,15.4
7432,SWEDISH MEDICAL CENTER (500027),2018,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,13.0,,7.6,12.8,12.5,15.4
7433,ST JOSEPH MEDICAL CENTER (500030),2018,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,13.6,2.1,9.9,14.7,12.7,16.8
7434,ST JOSEPH MEDICAL CENTER (500030),2018,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,13.6,2.1,9.9,14.7,12.7,16.8
7435,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2018,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,12.1,,9.3,15.0,14.2,19.0
7436,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2018,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,12.1,,9.3,15.0,14.2,19.0
7437,SAMARITAN HOSPITAL (500033),2018,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,13.3,,10.0,13.6,12.5,15.0
7438,SAMARITAN HOSPITAL (500033),2018,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,13.3,,10.0,13.6,12.5,15.0
7439,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2018,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,13.4,,12.8,17.3,13.4,17.0
7440,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2018,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,13.4,,12.8,17.3,13.4,17.0
7441,TOPPENISH COMMUNITY HOSPITAL (500037),2018,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,8.3,,10.5,16.5
7442,TOPPENISH COMMUNITY HOSPITAL (500037),2018,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,8.3,,10.5,16.5
7443,HARRISON MEMORIAL HOSPITAL (500039),2018,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,16.6,2.8,11.4,17.2,15.6,18.0
7444,HARRISON MEMORIAL HOSPITAL (500039),2018,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,16.6,2.8,11.4,17.2,15.6,18.0
7445,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2018,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,15.1,,8.9,13.7,13.5,19.7
7446,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2018,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,15.1,,8.9,13.7,13.5,19.7
7447,MULTICARE DEACONESS HOSPITAL (500044),2018,Acute Care,Voluntary non-profit - Private,285.0,,,WA,15.4,1.9,8.5,12.3,11.5,14.3
7448,MULTICARE DEACONESS HOSPITAL (500044),2018,Acute Care,Voluntary non-profit - Private,285.0,,,WA,15.4,1.9,8.5,12.3,11.5,14.3
7449,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2018,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,14.3,4.1,7.9,15.9,12.6,19.3
7450,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2018,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,14.3,4.1,7.9,15.9,12.6,19.3
7451,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2018,Acute Care,Voluntary non-profit - Other,298.0,,,WA,14.5,3.2,9.6,14.1,10.2,16.1
7452,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2018,Acute Care,Voluntary non-profit - Other,298.0,,,WA,14.5,3.2,9.6,14.1,10.2,16.1
7453,KENNEWICK GENERAL HOSPITAL (500053),2018,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,15.5,,8.5,13.6,10.9,15.0
7454,KENNEWICK GENERAL HOSPITAL (500053),2018,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,15.5,,8.5,13.6,10.9,15.0
7455,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2018,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,12.4,2.0,9.5,16.5,14.6,18.1
7456,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2018,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,12.4,2.0,9.5,16.5,14.6,18.1
7457,KADLEC REGIONAL MEDICAL CENTER (500058),2018,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,14.7,3.9,8.7,14.7,11.8,13.7
7458,KADLEC REGIONAL MEDICAL CENTER (500058),2018,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,14.7,3.9,8.7,14.7,11.8,13.7
7459,CASCADE VALLEY HOSPITAL (500060),2018,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,,8.3,,13.5,17.3
7460,CASCADE VALLEY HOSPITAL (500060),2018,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,,8.3,,13.5,17.3
7461,HARBORVIEW MEDICAL CENTER (500064),2018,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,13.6,,8.0,15.4,10.4,13.6
7462,HARBORVIEW MEDICAL CENTER (500064),2018,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,13.6,,8.0,15.4,10.4,13.6
7463,OLYMPIC MEDICAL CENTER (500072),2018,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,16.0,,8.7,15.2,13.0,17.1
7464,OLYMPIC MEDICAL CENTER (500072),2018,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,16.0,,8.7,15.2,13.0,17.1
7465,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2018,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,12.3,,11.5,13.0,15.9,16.6
7466,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2018,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,12.3,,11.5,13.0,15.9,16.6
7467,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2018,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,15.2,,8.2,13.3,11.2,15.4
7468,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2018,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,15.2,,8.2,13.3,11.2,15.4
7469,EVERGREEN HEALTH MONROE (500084),2018,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,9.4,14.5,12.3,16.1
7470,EVERGREEN HEALTH MONROE (500084),2018,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,9.4,14.5,12.3,16.1
7471,VALLEY MEDICAL CENTER (500088),2018,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,13.0,,9.4,11.6,11.4,15.1
7472,VALLEY MEDICAL CENTER (500088),2018,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,13.0,,9.4,11.6,11.4,15.1
7473,ST JOSEPH MEDICAL CENTER (500108),2018,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,13.7,3.0,10.2,16.3,11.1,15.9
7474,ST JOSEPH MEDICAL CENTER (500108),2018,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,13.7,3.0,10.2,16.3,11.1,15.9
7475,MULTICARE VALLEY HOSPITAL (500119),2018,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,,,7.3,13.8,11.2,16.2
7476,MULTICARE VALLEY HOSPITAL (500119),2018,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,,,7.3,13.8,11.2,16.2
7477,SPOKANE VA MEDICAL CENTER (50011F),2018,Acute Care (VA),Government - Federal,,,,,,,,,10.4,11.7
7478,EVERGREENHEALTH MEDICAL CENTER (500124),2018,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,14.0,,8.8,12.8,10.8,11.9
7479,EVERGREENHEALTH MEDICAL CENTER (500124),2018,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,14.0,,8.8,12.8,10.8,11.9
7480,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2018,Acute Care,Voluntary non-profit - Private,371.0,,,WA,14.2,3.2,8.5,15.5,11.8,15.5
7481,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2018,Acute Care,Voluntary non-profit - Private,371.0,,,WA,14.2,3.2,8.5,15.5,11.8,15.5
7482,CAPITAL MEDICAL CENTER (500139),2018,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,14.2,,10.6,13.1,11.7,16.2
7483,CAPITAL MEDICAL CENTER (500139),2018,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,14.2,,10.6,13.1,11.7,16.2
7484,ST FRANCIS COMMUNITY HOSPITAL (500141),2018,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,14.8,,8.6,14.5,13.7,18.3
7485,ST FRANCIS COMMUNITY HOSPITAL (500141),2018,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,14.8,,8.6,14.5,13.7,18.3
7486,LEGACY SALMON CREEK MEDICAL CENTER (500150),2018,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,13.6,,8.3,14.4,13.1,15.6
7487,LEGACY SALMON CREEK MEDICAL CENTER (500150),2018,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,13.6,,8.3,14.4,13.1,15.6
7488,ST ANTHONY HOSPITAL (500151),2018,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,13.6,,11.6,13.6,11.4,15.5
7489,ST ANTHONY HOSPITAL (500151),2018,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,13.6,,11.6,13.6,11.4,15.5
7490,SWEDISH ISSAQUAH (500152),2018,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,13.6,,8.6,14.0,9.7,15.6
7491,SWEDISH ISSAQUAH (500152),2018,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,13.6,,8.6,14.0,9.7,15.6
7492,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM) (50030F),2018,Acute Care (VA),Government - Federal,,,,,12.7,,,,9.9,10.9
7493,DAYTON GENERAL HOSPITAL (501302),2018,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,,,,18.2
7494,DAYTON GENERAL HOSPITAL (501302),2018,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,,,,18.2
7495,WILLAPA HARBOR HOSPITAL (501303),2018,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,11.2,,,17.5
