,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3682,ST CLARE HOSPITAL (500021),2020,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,12.6,,9.5,13.8,11.8,17.4
3683,PROVIDENCE ST PETER HOSPITAL (500024),2020,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,11.9,1.8,11.0,14.9,14.0,18.2
3684,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2020,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,11.8,1.9,10.0,12.5,11.3,15.1
3685,SWEDISH EDMONDS HOSPITAL (500026),2020,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,14.2,,7.5,14.1,12.6,17.9
3686,SWEDISH MEDICAL CENTER (500027),2020,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,13.0,,7.0,12.5,10.3,13.2
3687,ST JOSEPH HOSPITAL (500030),2020,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,12.8,2.1,8.4,14.5,12.5,17.4
3688,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2020,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,11.9,,10.5,13.0,12.2,20.7
3689,SAMARITAN HOSPITAL (500033),2020,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,12.7,,8.8,14.1,9.1,16.0
3690,VIRGINIA MASON MEMORIAL (500036),2020,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,13.9,,12.6,16.4,13.0,15.3
3691,ASTRIA TOPPENISH HOSPITAL (500037),2020,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,7.5,,12.0,16.3
3692,HARRISON MEDICAL CENTER (500039),2020,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,13.5,2.2,10.8,17.1,13.8,19.5
3693,PEACEHEALTH ST JOHN MEDICAL CENTER (500041),2020,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,14.7,,11.1,13.4,15.4,18.7
3694,DEACONESS MEDICAL CENTER (500044),2020,Acute Care,Voluntary non-profit - Private,285.0,,,WA,12.6,2.0,8.6,13.6,11.9,14.5
3695,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2020,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,13.9,2.8,9.9,14.9,11.5,18.7
3696,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2020,Acute Care,Voluntary non-profit - Other,298.0,,,WA,14.5,2.4,8.3,13.7,10.6,16.8
3697,TRIOS HEALTH (500053),2020,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,12.9,,8.6,15.1,11.2,15.4
3698,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2020,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,11.6,2.1,10.2,18.2,13.4,16.0
3699,KADLEC REGIONAL MEDICAL CENTER (500058),2020,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,13.7,2.2,8.8,13.7,11.7,13.9
3700,CASCADE VALLEY HOSPITAL (500060),2020,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,,8.0,,12.8,15.8
3701,HARBORVIEW MEDICAL CENTER (500064),2020,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,14.4,,8.5,15.9,10.0,13.5
3702,OLYMPIC MEDICAL CENTER (500072),2020,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,14.0,,8.7,12.5,13.6,17.0
3703,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2020,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,13.5,,12.2,12.6,13.3,17.8
3704,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2020,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,14.0,,9.1,12.6,12.2,16.1
3705,EVERGREENHEALTH MONROE (500084),2020,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,8.9,,11.7,17.1
3706,VALLEY MEDICAL CENTER (500088),2020,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,12.8,,8.0,12.8,11.7,14.6
3707,ST JOSEPH MEDICAL CENTER (500108),2020,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,12.6,3.6,8.9,16.8,11.2,15.7
3708,MULTICARE VALLEY HOSPITAL (500119),2020,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,12.9,,8.0,14.8,11.7,15.5
3709,SPOKANE VA MEDICAL CENTER (50011F),2020,Acute Care (VA),Government - Federal,,,,,,,8.0,,9.3,12.1
3710,EVERGREENHEALTH MEDICAL CENTER (500124),2020,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,13.2,,8.3,10.7,11.3,13.7
3711,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2020,Acute Care,Voluntary non-profit - Private,371.0,,,WA,13.3,3.1,8.0,14.5,11.6,14.0
3712,CAPITAL MEDICAL CENTER (500139),2020,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,13.0,,9.9,12.8,9.4,14.7
3713,ST FRANCIS COMMUNITY HOSPITAL (500141),2020,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,13.4,,8.2,14.8,12.0,15.4
3714,LEGACY SALMON CREEK MEDICAL CENTER (500150),2020,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,12.6,,7.8,10.7,11.8,14.9
3715,ST ANTHONY HOSPITAL (500151),2020,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,13.6,,10.2,14.2,9.5,16.9
3716,SWEDISH ISSAQUAH (500152),2020,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,12.4,,8.2,12.5,10.7,14.5
3717,MULTICARE COVINGTON MEDICAL CENTER (500154),2020,Acute Care,Voluntary non-profit - Private,47.0,47.358063,-122.104227,WA,,,,,,14.9
3718,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM) (50030F),2020,Acute Care (VA),Government - Federal,,,,,12.0,,8.7,,8.1,10.2
3719,WILLAPA HARBOR HOSPITAL (501303),2020,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,8.7,,,17.2
3720,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2020,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,,,10.0,,13.3,17.5
3721,LINCOLN HOSPITAL (501305),2020,Critical Access,Government - Hospital District or Authority,30.0,,,WA,,,8.6,13.1,14.1,15.6
3722,COULEE MEDICAL CENTER (501308),2020,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,,,8.1,,11.4,13.4
3723,PROVIDENCE ST JOSEPH HOSPITAL (501309),2020,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,,,7.8,,11.9,14.1
3724,NEWPORT COMMUNITY HOSPITAL (501310),2020,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,,,11.4,13.2,,16.8
3725,PROSSER MEMORIAL HOSPITAL (501312),2020,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,,,9.1,14.6,10.9,17.0
3726,OCEAN BEACH HOSPITAL (501314),2020,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,,,8.5,,,15.3
3727,SKYLINE HOSPITAL (501315),2020,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,,,8.6,,,13.9
3728,KLICKITAT VALLEY HOSPITAL (501316),2020,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,,,,,,13.8
3729,COLUMBIA BASIN HOSPITAL (501317),2020,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,,,,16.1
3730,ARBOR HEALTH MORTON HOSPITAL (501319),2020,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,,,9.4,,,
3731,NORTH VALLEY HOSPITAL (501321),2020,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,,,9.3,,,15.4
3732,JEFFERSON HEALTHCARE (501323),2020,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,,,8.1,16.4,15.8,13.4
3733,THREE RIVERS HOSPITAL (501324),2020,Critical Access,Government - Hospital District or Authority,25.0,48.106824,-119.782686,WA,,,,,,16.0
3734,FORKS COMMUNITY HOSPITAL (501325),2020,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,,,8.6,,,16.5
3735,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2020,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,,,8.8,14.2,13.0,15.1
3736,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2020,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,,,8.9,,12.0,17.3
3737,MID VALLEY HOSPITAL (501328),2020,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,,,10.8,,,15.1
3738,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2020,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,,,9.2,,11.1,18.0
3739,ASTRIA SUNNYSIDE HOSPITAL (501330),2020,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,,,7.6,12.9,11.8,13.8
3740,PULLMAN REGIONAL HOSPITAL (501331),2020,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,,,10.1,14.6,11.9,15.7
3741,TRI-STATE MEMORIAL HOSPITAL (501332),2020,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,,,11.7,14.4,12.3,15.8
3742,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2020,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,,,8.8,13.3,11.3,17.6
3743,LAKE CHELAN COMMUNITY HOSPITAL (501334),2020,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,,,,,,15.6
3744,ST ELIZABETH HOSPITAL (501335),2020,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,,,8.0,15.4,11.0,16.9
3745,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2020,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,12.9,,8.6,15.4,13.7,20.2
3746,LOURDES MEDICAL CENTER (501337),2020,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,,,8.9,14.2,12.7,12.7
3747,WHIDBEYHEALTH MEDICAL CENTER (501339),2020,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,,,10.9,15.1,13.2,17.3
3748,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2020,Acute Care,Voluntary non-profit - Private,595.0,,,WV,13.3,3.1,11.1,16.1,12.9,14.3
3749,GREENBRIER VALLEY MEDICAL CENTER (510002),2020,Acute Care,Proprietary,97.0,,,WV,13.3,,7.4,13.7,14.2,14.7
3750,UNITED HOSPITAL CENTER (510006),2020,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,12.4,,7.6,12.9,10.0,16.0
3751,ST MARY'S MEDICAL CENTER (510007),2020,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,11.9,3.7,9.2,18.7,10.7,13.6
3752,BERKELEY MEDICAL CENTER (510008),2020,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,13.4,,7.5,15.3,13.3,16.7
3753,PLEASANT VALLEY HOSPITAL (510012),2020,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,13.0,,7.9,,12.6,15.7
3754,REYNOLDS MEMORIAL HOSPITAL (510013),2020,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,13.3,,7.4,12.0,13.0,14.6
3755,CHARLESTON AREA MEDICAL CENTER (510022),2020,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,12.3,2.2,9.4,15.9,11.9,17.0
3756,WEIRTON MEDICAL CENTER (510023),2020,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,11.6,,6.5,13.7,9.4,12.7
3757,MON HEALTH MEDICAL CENTER (510024),2020,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,11.9,2.4,9.6,,9.2,16.3
3758,THOMAS MEMORIAL HOSPITAL (510029),2020,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,11.9,,7.9,12.0,12.1,11.6
3759,BECKLEY VA MEDICAL CENTER (51002F),2020,Acute Care (VA),Government - Federal,,,,,,,7.3,,9.9,11.0
3760,DAVIS MEDICAL CENTER (510030),2020,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,12.3,,7.4,14.5,11.4,16.3
3761,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2020,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,12.7,,8.6,,10.0,16.5
3762,OHIO VALLEY MEDICAL CENTER (510039),2020,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,14.0,,9.8,14.6,17.5,17.4
3763,CLARKSBURG VA MEDICAL CENTER (51003F),2020,Acute Care (VA),Government - Federal,,,,,13.2,,7.6,,12.3,16.7
3764,PRINCETON COMMUNITY HOSPITAL (510046),2020,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,13.1,,7.1,12.5,11.9,15.6
3765,FAIRMONT REGIONAL MEDICAL CENTER (510047),2020,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,12.7,,7.6,,10.5,14.5
3766,LOGAN REGIONAL MEDICAL CENTER (510048),2020,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,13.0,,6.0,13.0,9.4,12.2
3767,HUNTINGTON VA MEDICAL CENTER (51004F),2020,Acute Care (VA),Government - Federal,,,,,,,8.6,,7.4,15.1
3768,WHEELING HOSPITAL (510050),2020,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,16.7,4.9,11.0,14.2,13.5,22.3
3769,CABELL HUNTINGTON HOSPITAL INC (510055),2020,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,14.4,,7.3,16.9,13.0,17.2
3770,CAMDEN CLARK MEDICAL CENTER (510058),2020,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,13.5,2.6,8.6,14.5,11.7,16.4
3771,MARTINSBURG VA MEDICAL CENTER (51005F),2020,Acute Care (VA),Government - Federal,,,,,12.0,,7.5,,9.5,9.2
3772,BECKLEY ARH HOSPITAL (510062),2020,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,12.0,,8.3,,10.9,14.4
3773,RALEIGH GENERAL HOSPITAL (510070),2020,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,14.1,,6.6,15.4,11.4,17.3
3774,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2020,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,11.4,,9.4,13.4,13.0,17.6
3775,WETZEL COUNTY HOSPITAL (510072),2020,Acute Care,Government - Local,44.0,,,WV,,,9.2,,,15.4
3776,WILLIAMSON MEMORIAL HOSPITAL (510077),2020,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,,,8.5,,11.2,15.8
3777,WELCH COMMUNITY HOSPITAL (510086),2020,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,,,7.3,,,14.9
3778,MINNIE HAMILTON HEALTH SYSTEM (511303),2020,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,,,8.4,,,17.0
3779,SISTERSVILLE GENERAL HOSPITAL (511304),2020,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,,,,,,13.5
3780,ROANE GENERAL HOSPITAL (511306),2020,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,,,7.9,,,18.0
3781,"GRAFTON CITY HOSPITAL, INC (511307)",2020,Critical Access,Government - Local,76.0,39.344037,-80.024413,WV,,,8.6,,,13.6
3782,"BRAXTON COUNTY MEMORIAL HOSPITAL, INC (511308)",2020,Critical Access,Voluntary non-profit - Private,25.0,38.660126,-80.748334,WV,,,,,,14.4
3783,WAR MEMORIAL HOSPITAL INC (511309),2020,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,,,10.0,,,13.4
3784,SUMMERS COUNTY ARH HOSPITAL (511310),2020,Critical Access,Voluntary non-profit - Private,28.0,37.674714,-80.89145,WV,,,,,9.8,14.6
3785,HAMPSHIRE MEMORIAL HOSPITAL (511311),2020,Critical Access,Voluntary non-profit - Private,44.0,39.332057,-78.699913,WV,,,8.5,,12.0,17.5
3786,PRESTON MEMORIAL HOSPITAL (511312),2020,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,,,8.1,,,14.5
3787,BOONE MEMORIAL HOSPITAL (511313),2020,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,,,8.2,,11.9,14.9
3788,POCAHONTAS MEMORIAL HOSPITAL (511314),2020,Critical Access,Government - Local,25.0,38.201423,-80.108701,WV,,,8.1,,,16.6
3789,POTOMAC VALLEY HOSPITAL (511315),2020,Critical Access,Voluntary non-profit - Private,25.0,39.408908,-79.003468,WV,,,7.7,,10.3,14.6
3790,GRANT MEMORIAL HOSPITAL (511316),2020,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,,,7.6,,11.2,14.7
3791,PLATEAU MEDICAL CENTER (511317),2020,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,,,7.4,,14.0,15.8
3792,"MONTGOMERY GENERAL HOSPITAL, INC (511318)",2020,Critical Access,Voluntary non-profit - Private,69.0,38.182878,-81.324708,WV,,,,,,18.1
3793,JEFFERSON MEDICAL CENTER (511319),2020,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,,,9.3,,13.6,15.3
3794,JACKSON GENERAL HOSPITAL (511320),2020,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,,,8.3,,11.9,15.3
3795,ST JOSEPH'S HOSPITAL (511321),2020,Critical Access,Voluntary non-profit - Private,51.0,38.991275,-80.236824,WV,,,9.0,,,16.5
3796,ST MICHAEL'S HOSPITAL (520002),2020,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,11.9,,7.7,13.5,11.7,13.3
3797,MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC (520004),2020,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,11.3,,9.1,11.4,11.2,12.8
3798,WAUKESHA MEMORIAL HOSPITAL (520008),2020,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,11.6,2.9,9.3,18.3,13.4,15.6
3799,ST ELIZABETH HOSPITAL (520009),2020,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,13.2,3.0,8.8,13.2,13.6,18.9
3800,LAKEVIEW MEDICAL CENTER OF RICE LAKE (520011),2020,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,,,8.5,13.9,9.8,16.0
3801,SACRED HEART HOSPITAL (520013),2020,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,11.9,3.7,8.0,14.9,13.5,17.4
3802,ST JOSEPH'S HOSPITAL (520017),2020,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,,,8.1,,10.7,14.7
3803,MINISTRY SAINT MARYS HOSPITAL (520019),2020,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,13.6,,6.6,14.0,12.4,18.6
3804,UNITED HOSPITAL SYSTEM (520021),2020,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,14.0,2.7,10.3,16.6,13.9,19.1
3805,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2020,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,12.9,2.5,10.3,12.0,12.6,11.7
3806,THE MONROE CLINIC (520028),2020,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,12.7,,7.4,14.6,13.4,14.2
3807,TOMAH VA MEDICAL CENTER (52002F),2020,Acute Care (VA),Government - Federal,,,,,,,8.9,,9.9,11.9
3808,ASPIRUS WAUSAU HOSPITAL (520030),2020,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,11.4,2.8,8.0,14.0,12.8,19.1
3809,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC (520033),2020,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,,,9.7,14.3,16.4,21.8
3810,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2020,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,12.2,,8.3,12.4,11.4,14.7
3811,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2020,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,13.4,,10.0,14.2,13.6,12.5
3812,MARSHFIELD MEDICAL CENTER (520037),2020,Acute Care,Voluntary non-profit - Church,323.0,,,WI,13.9,3.1,8.9,11.9,12.1,15.1
3813,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2020,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,,,8.7,,11.0,14.9
3814,MILWAUKEE VA MEDICAL CENTER (52003F),2020,Acute Care (VA),Government - Federal,,,,,11.2,,6.6,,8.1,11.4
3815,DIVINE SAVIOR HEALTHCARE (520041),2020,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,,,7.6,11.9,13.1,19.0
3816,ST NICHOLAS HOSPITAL (520044),2020,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,,,8.2,14.4,14.9,16.5
3817,THEDACARE REGIONAL MED CTR - NEENAH (520045),2020,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,12.3,,7.5,15.0,14.6,17.2
3818,BELLIN MEMORIAL HOSPITAL (520049),2020,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,10.5,2.4,13.0,14.1,15.3,18.4
3819,MADISON VA MEDICAL CENTER (52004F),2020,Acute Care (VA),Government - Federal,,,,,10.9,,7.8,,8.6,11.2
3820,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE (520051),2020,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,12.7,3.6,7.0,12.1,10.7,14.5
3821,SSM HEALTH ST CLARE HOSPITAL - BARABOO (520057),2020,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,,,8.1,13.2,14.2,17.2
3822,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2020,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,12.7,,8.7,12.4,14.3,16.4
3823,OCONOMOWOC MEMORIAL HOSPITAL (520062),2020,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,12.3,,7.8,12.7,12.2,14.3
3824,ST JOSEPHS COMMUNITY HOSPITAL WEST BEND (520063),2020,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,,,9.0,11.9,12.9,13.6
3825,MERCY HEALTH SYSTEM CORP (520066),2020,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,12.9,4.6,10.3,13.5,12.9,17.8
3826,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2020,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,10.8,3.4,8.6,15.7,10.1,14.3
3827,FORT MEMORIAL HOSPITAL (520071),2020,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,,,7.9,14.0,11.3,13.0
3828,ST VINCENT HOSPITAL (520075),2020,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,12.7,2.6,8.5,12.9,13.2,17.0
3829,BEAVER DAM COMMUNITY HOSPITAL DBA MARSHFIELD MEDICAL CENTER - BEAVER DAM (520076),2020,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,,,9.1,14.3,12.6,22.8
3830,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS (520078),2020,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,13.6,,10.1,14.9,9.6,14.0
3831,SSM HEALTH ST MARY'S HOSPITAL - MADISON (520083),2020,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,11.1,1.8,6.5,14.7,11.2,14.3
3832,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2020,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,14.7,3.3,12.0,16.4,16.2,14.9
3833,ST AGNES HOSPITAL (520088),2020,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,13.9,3.6,9.3,13.6,15.3,16.3
3834,MERITER HOSPITAL (520089),2020,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,10.4,2.9,8.4,11.7,8.4,12.8
3835,HOWARD YOUNG MEDICAL CENTER (520091),2020,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,12.3,,8.1,12.0,9.5,15.1
3836,SAUK PRAIRIE HOSPITAL (520095),2020,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,,,9.6,,12.6,16.5
3837,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS (520096),2020,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,13.5,,10.4,12.1,12.0,16.0
3838,ST MARY'S HOSPITAL MEDICAL CENTER (520097),2020,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,12.9,,9.7,13.6,12.6,14.9
3839,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2020,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,11.8,2.0,7.6,13.9,11.2,14.3
3840,BELOIT HEALTH SYSTEM (520100),2020,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,13.7,2.9,9.5,15.0,12.0,19.4
3841,AURORA LAKELAND MEDICAL CENTER (520102),2020,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,12.6,,8.2,13.4,10.7,14.4
3842,COMMUNITY MEMORIAL HOSPITAL (520103),2020,Acute Care,Voluntary non-profit - Private,202.0,,,WI,12.0,2.7,7.6,12.9,9.1,13.0
3843,HOLY FAMILY MEMORIAL (520107),2020,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,13.5,,7.3,14.8,11.8,17.6
3844,MILE BLUFF MEDICAL CENTER (520109),2020,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,,,9.7,13.3,10.2,14.1
3845,BAY AREA MEDICAL CENTER (520113),2020,Acute Care,Voluntary non-profit - Private,81.0,,,WI,11.6,,8.5,12.8,10.5,15.5
