,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3089,HAHNEMANN UNIVERSITY HOSPITAL (390290),2019,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,12.9,,6.5,15.2,9.2,15.9
3090,ROXBOROUGH MEMORIAL HOSPITAL (390304),2019,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,11.7,,6.8,12.5,9.4,15.5
3091,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2019,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,11.1,,7.6,11.1,11.7,13.3
3092,UPMC EAST (390328),2019,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,11.0,,9.0,15.4,10.2,16.3
3093,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2019,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,11.5,2.9,8.8,15.3,11.2,16.9
3094,ST LUKE'S HOSPITAL - MONROE CAMPUS (390330),2019,Acute Care,Voluntary non-profit - Private,88.0,40.997966,-75.261786,PA,12.9,,9.7,13.3,11.3,12.5
3095,GEISINGER JERSEY SHORE HOSPITAL (391300),2019,Critical Access,Voluntary non-profit - Private,157.0,41.201647,-77.267956,PA,,,8.7,,11.4,13.2
3096,UPMC SUSQUEHANNA MUNCY (391301),2019,Critical Access,Voluntary non-profit - Private,158.0,41.209126,-76.77528,PA,,,10.4,,11.8,13.5
3097,CONEMAUGH MEYERSDALE MEDICAL CENTER (391302),2019,Critical Access,Proprietary,20.0,39.809281,-79.025338,PA,,,,,,15.6
3098,FULTON COUNTY MEDICAL CENTER (391303),2019,Critical Access,Voluntary non-profit - Private,88.0,39.936716,-78.009,PA,,,8.1,,10.5,13.6
3099,TROY COMMUNITY HOSPITAL (391305),2019,Critical Access,Voluntary non-profit - Private,25.0,41.792963,-76.794222,PA,,,9.3,,11.6,14.9
3100,ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),2019,Critical Access,Voluntary non-profit - Private,25.0,41.83573,-75.836978,PA,,,7.7,,12.5,17.7
3101,TYRONE HOSPITAL (391307),2019,Critical Access,Voluntary non-profit - Private,25.0,40.674843,-78.252302,PA,,,,,,14.8
3102,LECOM HEALTH CORRY MEMORIAL HOSPITAL (391308),2019,Critical Access,Government - Hospital District or Authority,21.0,41.935379,-79.612891,PA,,,9.5,,11.6,17.9
3103,BARNES-KASSON COUNTY HOSPITAL (391309),2019,Critical Access,Voluntary non-profit - Private,83.0,41.947372,-75.594016,PA,,,9.7,,14.6,17.5
3104,PENN HIGHLANDS BROOKVILLE (391312),2019,Critical Access,Voluntary non-profit - Private,34.0,41.156473,-79.092884,PA,14.7,,8.4,,11.7,15.0
3105,UPMC COLE (391313),2019,Critical Access,Voluntary non-profit - Other,78.0,41.770667,-77.979741,PA,,,8.9,14.4,13.8,18.9
3106,TITUSVILLE HOSPITAL (391314),2019,Critical Access,Voluntary non-profit - Private,25.0,41.6332,-79.67972,PA,,,10.3,16.0,12.4,14.7
3107,PENN HIGHLANDS ELK (391315),2019,Critical Access,Voluntary non-profit - Private,172.0,41.426857,-78.576794,PA,13.0,,7.6,13.7,10.6,12.6
3108,UPMC SUSQUEHANNA SOLDIERS & SAILORS (391316),2019,Critical Access,Voluntary non-profit - Private,25.0,41.745192,-77.298997,PA,,,8.8,12.9,12.6,13.3
3109,PRESBYTERIAN COMMUNITY HOSP (400001),2019,Acute Care,Voluntary non-profit - Other,182.0,,,PR,14.1,,,,13.1,17.2
3110,"ASOCIACION HOSPITAL DEL MAESTRO, INC (400004)",2019,Acute Care,Voluntary non-profit - Other,169.0,,,PR,,,8.0,,13.8,19.9
3111,DOCTORS' CENTER HOSPITAL SAN JUAN (400006),2019,Acute Care,Proprietary,130.0,,,PR,,,,,11.5,19.8
3112,HOSPITAL MENONITA DE CAYEY (400013),2019,Acute Care,Voluntary non-profit - Private,220.0,,,PR,14.7,,8.5,,,18.3
3113,BELLA VISTA HOSPITAL (400014),2019,Acute Care,Voluntary non-profit - Church,182.0,,,PR,,,,,,16.8
3114,AUXILIO MUTUO HOSPITAL (400016),2019,Acute Care,Voluntary non-profit - Private,514.0,,,PR,12.0,,10.6,13.7,12.7,18.8
3115,HOSPITAL PAVIA SANTURCE (400019),2019,Acute Care,Voluntary non-profit - Private,194.0,,,PR,12.5,,9.5,12.2,13.6,22.5
3116,HOSPITAL DE LA CONCEPCION (400021),2019,Acute Care,Voluntary non-profit - Church,181.0,,,PR,14.0,,,,13.2,16.5
3117,HOSPITAL DAMAS INC (400022),2019,Acute Care,Voluntary non-profit - Private,214.0,,,PR,,,,,11.7,15.5
3118,HOSPITAL HERMANOS MELENDEZ INC (400032),2019,Acute Care,Proprietary,226.0,,,PR,,,,,11.7,16.9
3119,SAN JUAN VA MEDICAL CENTER (40003F),2019,Acute Care (VA),Government - Federal,,,,,11.0,,,,12.3,15.3
3120,SAN LUKE'S MEMORIAL HOSPITAL INC (400044),2019,Acute Care,Voluntary non-profit - Church,336.0,,,PR,13.6,,,,13.2,18.9
3121,HOSPITAL SAN FRANCISCO (400098),2019,Acute Care,Proprietary,137.0,,,PR,,,,,,18.8
3122,DOCTORS CENTER HOSPITAL BAYAMON (400102),2019,Acute Care,Proprietary,140.0,,,PR,,,,,15.1,
3123,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES (400103),2019,Acute Care,Proprietary,192.0,,,PR,13.8,,,,12.2,20.7
3124,HOSPITAL MENONITA CAGUAS INC (400104),2019,Acute Care,Voluntary non-profit - Private,175.0,,,PR,,,,,,18.3
3125,HIMA SAN PABLO BAYAMON (400109),2019,Acute Care,Proprietary,412.0,18.397664,-66.149674,PR,13.1,,11.1,14.2,10.7,19.2
3126,MANATI MEDICAL CENTER DR OTERO LOPEZ (400114),2019,Acute Care,Proprietary,247.0,,,PR,,,8.3,15.6,13.4,18.4
3127,"DOCTORS' CENTER HOSPITAL, INC (400118)",2019,Acute Care,Proprietary,255.0,,,PR,,,,,11.4,18.2
3128,HIMA SAN PABLO-CAGUAS (400120),2019,Acute Care,Proprietary,418.0,,,PR,13.5,,9.2,15.3,11.7,19.2
3129,CENTRO CARDIOVASCULAR (400124),2019,Acute Care,Government - State,156.0,,,PR,12.3,3.1,,,10.6,
3130,"HOSPITAL PAVIA HATO REY, INC (400128)",2019,Acute Care,Voluntary non-profit - Private,161.0,,,PR,,,,,,19.8
3131,ROGER WILLIAMS MEDICAL CENTER (410004),2019,Acute Care,Voluntary non-profit - Private,163.0,41.834015,-71.43458,RI,13.6,,8.3,12.4,11.8,16.5
3132,OUR LADY OF FATIMA HOSPITAL (410005),2019,Acute Care,Voluntary non-profit - Private,286.0,41.855796,-71.458498,RI,11.8,,7.1,12.4,11.0,18.8
3133,NEWPORT HOSPITAL (410006),2019,Acute Care,Voluntary non-profit - Private,123.0,41.497809,-71.306193,RI,12.6,,7.3,12.3,10.9,12.9
3134,RHODE ISLAND HOSPITAL (410007),2019,Acute Care,Voluntary non-profit - Private,701.0,41.811956,-71.407049,RI,11.5,3.4,8.6,15.4,10.3,15.2
3135,SOUTH COUNTY HOSPITAL INC (410008),2019,Acute Care,Voluntary non-profit - Private,86.0,41.431883,-71.495882,RI,11.7,,7.0,13.5,13.7,11.5
3136,KENT COUNTY MEMORIAL HOSPITAL (410009),2019,Acute Care,Proprietary,334.0,41.704478,-71.477902,RI,13.5,,6.8,12.2,10.8,15.6
3137,LANDMARK MEDICAL CENTER (410011),2019,Acute Care,Voluntary non-profit - Private,141.0,42.00532,-71.49621,RI,12.6,,7.1,12.7,11.1,18.7
3138,THE MIRIAM HOSPITAL (410012),2019,Acute Care,Voluntary non-profit - Private,247.0,41.851653,-71.397562,RI,12.5,,7.1,10.8,10.3,12.3
3139,WESTERLY HOSPITAL (410013),2019,Acute Care,Voluntary non-profit - Private,82.0,41.362798,-71.825814,RI,14.7,,7.9,,11.2,14.3
3140,PROVIDENCE VA MEDICAL CENTER (41005F),2019,Acute Care (VA),Government - Federal,,,,,12.1,,,,9.0,14.8
3141,PIEDMONT MEDICAL CENTER (420002),2019,Acute Care,Proprietary,289.0,34.955198,-81.05125,SC,15.3,4.6,11.5,15.9,15.0,20.3
3142,MUSC MEDICAL CENTER (420004),2019,Acute Care,Government - State,783.0,32.7854,-79.946559,SC,12.2,3.2,8.6,18.1,11.0,14.5
3143,MCLEOD MEDICAL CENTER - DILLON (420005),2019,Acute Care,Voluntary non-profit - Private,66.0,34.421266,-79.366107,SC,,,7.8,13.3,11.1,15.7
3144,SPARTANBURG MEDICAL CENTER (420007),2019,Acute Care,Government - Hospital District or Authority,557.0,34.967852,-81.939927,SC,13.7,2.1,10.1,15.5,13.2,18.8
3145,GHS OCONEE MEMORIAL  HOSPITAL (420009),2019,Acute Care,Government - Hospital District or Authority,261.0,34.69712,-82.984385,SC,13.3,,7.3,12.1,10.4,16.6
3146,CAROLINA PINES REGIONAL MEDICAL CENTER (420010),2019,Acute Care,Proprietary,116.0,34.348675,-80.105767,SC,12.1,,8.4,14.2,13.5,14.5
3147,CANNON MEMORIAL HOSPITAL (420011),2019,Acute Care,Voluntary non-profit - Private,42.0,34.874944,-82.704631,SC,,,8.5,,10.8,16.9
3148,GHS BAPTIST EASLEY HOSPITAL (420015),2019,Acute Care,Voluntary non-profit - Private,80.0,34.839651,-82.607064,SC,12.8,,7.7,14.6,11.3,18.1
3149,PALMETTO HEALTH RICHLAND (420018),2019,Acute Care,Voluntary non-profit - Private,671.0,34.026699,-81.035032,SC,13.1,3.4,9.4,14.0,11.2,16.8
3150,MUSC HEALTH CHESTER MEDICAL CENTER (420019),2019,Acute Care,Proprietary,124.0,34.683429,-81.184551,SC,,,8.3,,14.9,16.7
3151,TIDELANDS HEALTH (420020),2019,Acute Care,Voluntary non-profit - Private,121.0,33.379078,-79.285344,SC,12.5,,8.3,14.7,11.1,14.9
3152,ST FRANCIS-DOWNTOWN (420023),2019,Acute Care,Voluntary non-profit - Private,435.0,,,SC,10.6,3.0,10.2,14.3,14.1,19.1
3153,PROVIDENCE HEALTH (420026),2019,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,12.8,2.9,7.5,12.3,13.4,18.7
3154,ANMED HEALTH (420027),2019,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,13.4,2.2,8.2,14.9,13.3,16.2
3155,COLLETON MEDICAL CENTER (420030),2019,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,,,7.6,13.3,12.0,19.6
3156,GHS GREER MEMORIAL HOSPITAL (420033),2019,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,,,7.7,12.8,13.5,16.2
3157,MUSC HEALTH LANCASTER MEDICAL CENTER (420036),2019,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,12.3,,8.1,13.1,11.7,20.1
3158,GHS HILLCREST MEMORIAL HOSPITAL (420037),2019,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,,,7.9,,13.5,19.8
3159,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2019,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,,,8.3,13.0,11.0,19.4
3160,CHEROKEE MEDICAL CENTER (420043),2019,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,,,7.7,13.1,13.1,16.3
3161,KERSHAWHEALTH (420048),2019,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,12.1,,7.5,13.9,12.6,14.9
3162,CONWAY MEDICAL CENTER (420049),2019,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,16.2,,9.2,13.8,12.2,18.9
3163,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2019,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,12.4,2.8,9.4,12.3,11.3,19.6
3164,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2019,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,,,8.6,12.5,12.1,17.7
3165,CAROLINAS HOSPITAL SYSTEM MARION (420055),2019,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,,,7.8,12.4,9.1,16.1
3166,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2019,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,,,7.8,12.9,12.3,14.8
3167,LAKE CITY COMMUNITY HOSPITAL (420066),2019,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,,8.6,,12.8,14.5
3168,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2019,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,13.9,,8.9,15.3,10.3,14.9
3169,TRMC OF ORANGEBURG & CALHOUN (420068),2019,Acute Care,Government - Local,285.0,,,SC,12.1,,10.3,16.0,10.8,17.7
3170,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2019,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,14.8,,7.9,14.0,10.0,19.1
3171,SELF REGIONAL HEALTHCARE (420071),2019,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,14.6,2.7,9.2,14.5,12.8,18.9
3172,HAMPTON REGIONAL MEDICAL CENTER (420072),2019,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,,,,12.6,19.7
3173,LEXINGTON MEDICAL CENTER (420073),2019,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,11.0,2.6,9.6,13.5,11.7,16.7
3174,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2019,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,13.1,3.2,7.4,16.3,14.6,18.1
3175,TRIDENT MEDICAL CENTER (420079),2019,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,15.1,3.9,10.8,15.2,14.9,16.9
3176,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2019,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,12.9,5.1,11.0,13.3,12.5,14.2
3177,AIKEN REGIONAL MEDICAL CENTER (420082),2019,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,16.1,3.5,11.0,15.2,11.9,17.6
3178,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2019,Acute Care,Proprietary,177.0,,,SC,13.8,,7.4,14.8,13.8,15.5
3179,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2019,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,13.6,3.0,9.2,13.4,8.8,15.7
3180,PALMETTO HEALTH BAPTIST (420086),2019,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,13.6,,9.4,13.0,9.2,18.1
3181,ROPER HOSPITAL (420087),2019,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,12.8,3.3,9.2,14.2,12.4,16.6
3182,EAST COOPER MEDICAL CENTER (420089),2019,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,,,9.3,12.3,12.2,16.7
3183,CAROLINAS HOSPITAL SYSTEM (420091),2019,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,12.2,3.6,8.0,11.4,7.8,15.4
3184,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2019,Acute Care,Voluntary non-profit - Private,148.0,,,SC,13.6,,7.9,11.7,11.5,14.0
3185,COASTAL CAROLINA HOSPITAL (420101),2019,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,,,8.8,11.6,11.2,18.8
3186,PELHAM MEDICAL CENTER (420103),2019,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,,7.6,13.9,10.2,14.1
3187,MOUNT PLEASANT HOSPITAL (420104),2019,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,,8.5,12.2,14.0,13.4
3188,MCLEOD LORIS  HOSPITAL (420105),2019,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,13.5,,9.1,12.2,11.3,15.4
3189,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2019,Acute Care,Voluntary non-profit - Private,76.0,,,SC,12.9,,9.2,,12.5,12.9
3190,MCLEOD HEALTH CHERAW (420107),2019,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,,,10.2,13.1,14.6,19.7
3191,UNION MEDICAL CENTER (420108),2019,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,,7.3,,13.0,15.2
3192,MCLEOD HEALTH CLARENDON (420109),2019,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,,8.4,13.9,11.3,15.0
3193,COLUMBIA SC VA MEDICAL CENTER (42011F),2019,Acute Care (VA),Government - Federal,,,,,12.7,,,,10.0,11.5
3194,CHARLESTON VA MEDICAL CENTER (42029F),2019,Acute Care (VA),Government - Federal,,,,,11.6,,,,7.6,14.1
3195,ABBEVILLE AREA MEDICAL CENTER (421301),2019,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,,,,,15.0
3196,WILLIAMSBURG REGIONAL HOSPITAL (421303),2019,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,,,,,16.9
3197,EDGEFIELD COUNTY HEALTHCARE AN AFFILIATE OF SELF R (421304),2019,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,,,,,15.1
3198,PRAIRIE LAKES HOSPITAL (430005),2019,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,11.4,,8.3,14.7,11.3,18.5
3199,BROOKINGS HEALTH SYSTEM (430008),2019,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,,8.2,14.3,13.0,15.9
3200,AVERA SACRED HEART HOSPITAL (430012),2019,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,13.3,,9.2,14.9,11.2,16.6
3201,AVERA QUEEN OF PEACE (430013),2019,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,,,6.7,12.4,12.1,15.1
3202,AVERA ST LUKES (430014),2019,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,12.5,,8.3,13.1,11.2,13.6
3203,AVERA ST MARY'S HOSPITAL (430015),2019,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,,11.4,14.3,10.8,17.8
3204,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2019,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,13.3,,6.7,13.7,11.7,15.6
3205,SANFORD USD MEDICAL CENTER (430027),2019,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,13.7,3.3,10.2,16.5,12.3,14.1
3206,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE (43002F),2019,Acute Care (VA),Government - Federal,,,,,,,,,11.9,14.7
3207,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS (43003F),2019,Acute Care (VA),VA,,,,,,,,,10.7,13.3
3208,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2019,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,,8.7,13.3,11.9,15.1
3209,SIOUX FALLS VA MEDICAL CENTER (43005F),2019,Acute Care (VA),Government - Federal,,,,,,,,,10.0,12.2
3210,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2019,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,12.3,2.6,7.7,15.1,13.0,15.7
3211,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2019,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,,,,,15.3
3212,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2019,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,11.7,2.0,,,11.8,
3213,SANFORD ABERDEEN MEDICAL CENTER (430097),2019,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,12.7,,8.2,,13.1,12.9
3214,MADISON REGIONAL HEALTH SYSTEM (431300),2019,Critical Access,Voluntary non-profit - Private,23.0,43.993021,-97.119752,SD,,,8.6,,,14.9
3215,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH (431305),2019,Critical Access,Voluntary non-profit - Private,11.0,43.324825,-98.344824,SD,,,,,,15.1
3216,PLATTE HEALTH CENTER - CAH (431306),2019,Critical Access,Voluntary non-profit - Private,65.0,43.384182,-98.836395,SD,,,,,,16.0
3217,SANFORD HOSPITAL WEBSTER - CAH (431311),2019,Critical Access,Voluntary non-profit - Private,22.0,45.339079,-97.52149,SD,,,,,,17.4
3218,FREEMAN MEDICAL CENTER - CAH (431313),2019,Critical Access,Voluntary non-profit - Private,78.0,43.347543,-97.431046,SD,,,,,,16.5
3219,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH (431315),2019,Critical Access,Voluntary non-profit - Other,20.0,43.079081,-98.300996,SD,,,8.0,,,
3220,COMMUNITY MEMORIAL HOSPITAL (431316),2019,Critical Access,Government - Local,24.0,44.871967,-98.520169,SD,,,8.8,,,15.4
3221,HANS P PETERSON MEMORIAL HOSPITAL - CAH (431319),2019,Critical Access,Voluntary non-profit - Private,49.0,,,SD,,,,,,14.3
3222,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL (431320),2019,Critical Access,Voluntary non-profit - Private,18.0,44.370048,-103.728348,SD,,,,,,16.2
3223,REGIONAL HEALTH STURGIS HOSPITAL (431321),2019,Critical Access,Voluntary non-profit - Other,109.0,44.402787,-103.509122,SD,,,8.1,,,17.1
3224,FALL RIVER HOSPITAL - CAH (431322),2019,Critical Access,Government - Local,63.0,43.418312,-103.480783,SD,,,8.0,,,16.1
3225,REGIONAL HEALTH CUSTER HOSPITAL (431323),2019,Critical Access,Voluntary non-profit - Private,87.0,43.772816,-103.591173,SD,,,,,,14.6
3226,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (431324),2019,Critical Access,Voluntary non-profit - Private,16.0,44.080394,-98.563682,SD,,,,,,15.1
3227,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2019,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,,8.4,,11.7,16.9
3228,MILBANK AREA HOSPITAL/AVERA HEALTH (431326),2019,Critical Access,Voluntary non-profit - Private,26.0,,,SD,,,,,14.2,16.7
3229,ST MICHAEL'S HOSPITAL - CAH (431327),2019,Critical Access,Government - Local,25.0,42.991253,-97.867896,SD,,,8.1,,,15.5
3230,SANFORD CHAMBERLAIN MEDICAL CENTER (431329),2019,Critical Access,Voluntary non-profit - Private,69.0,43.78511,-99.326134,SD,,,,,,16.6
3231,AVERA ST BENEDICT HEALTH CENTER - CAH (431330),2019,Critical Access,Voluntary non-profit - Private,73.0,43.398945,-97.990061,SD,,,,,10.4,17.2
3232,AVERA DELLS AREA HOSPITAL  - CAH (431331),2019,Critical Access,Voluntary non-profit - Private,21.0,43.828588,-96.715344,SD,,,,,,14.9
3233,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH (431333),2019,Critical Access,Voluntary non-profit - Private,14.0,43.304944,-96.557249,SD,,,,,,16.7
3234,WINNER REGIONAL HEALTHCARE CENTER - CAH (431334),2019,Critical Access,Voluntary non-profit - Private,103.0,43.370947,-99.847617,SD,,,,,,17.2
3235,SANFORD VERMILLION HOSPITAL (431336),2019,Critical Access,Voluntary non-profit - Private,25.0,42.778635,-96.919918,SD,,,,,,15.3
3236,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC (431337),2019,Critical Access,Voluntary non-profit - Private,25.0,44.520623,-98.992044,SD,,,9.6,,11.5,14.9
3237,AVERA GREGORY HOSPITAL (431338),2019,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,,7.8,,11.1,14.0
3238,COTEAU DES PRAIRIES HEALTH CARE SYSTEM (431339),2019,Critical Access,Voluntary non-profit - Private,25.0,45.658371,-97.050864,SD,,,,,11.7,16.4
3239,UNICOI COUNTY  HOSPITAL (440001),2019,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,,7.5,,,16.0
3240,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2019,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,13.4,3.3,11.7,16.4,13.8,20.3
3241,SUMNER REGIONAL MEDICAL CENTER (440003),2019,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,13.2,,7.2,15.5,9.6,17.1
3242,TRISTAR SKYLINE MEDICAL CENTER (440006),2019,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,14.4,,7.6,17.6,11.9,15.9
3243,UNITY MEDICAL CENTER (440007),2019,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,,7.2,,11.2,13.8
3244,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2019,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,,9.3,,11.2,14.9
3245,CUMBERLAND MEDICAL CENTER (440009),2019,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,14.1,,8.8,13.8,11.2,15.8
3246,WAYNE MEDICAL CENTER (440010),2019,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,,8.7,,10.3,13.9
3247,BLOUNT MEMORIAL HOSPITAL (440011),2019,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,13.2,,7.2,12.1,11.9,14.5
3248,BRISTOL REGIONAL MEDICAL CENTER (440012),2019,Acute Care,Government - Hospital District or Authority,293.0,,,TN,13.0,3.1,7.9,16.2,10.0,15.4
3249,UNIVERSITY OF TN MEDICAL CENTER (THE) (440015),2019,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,14.7,3.2,8.2,15.9,12.3,14.6
3250,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY (440016),2019,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,,8.0,,13.3,13.9
3251,HOLSTON VALLEY MEDICAL CENTER (440017),2019,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,12.8,3.8,9.0,14.8,10.8,16.5
3252,SYCAMORE SHOALS HOSPITAL (440018),2019,Acute Care,Voluntary non-profit - Private,121.0,36.343941,-82.249623,TN,13.5,,8.4,13.2,11.1,15.8
3253,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI (440020),2019,Acute Care,Proprietary,95.0,35.19129,-87.004322,TN,,,8.1,,11.3,15.3
3254,"LAUGHLIN MEMORIAL HOSPITAL, INC (440025)",2019,Acute Care,Voluntary non-profit - Private,230.0,,,TN,13.4,,9.4,13.2,14.5,19.9
3255,WILLIAMSON MEDICAL CENTER (440029),2019,Acute Care,Government - Hospital District or Authority,190.0,35.916684,-86.817047,TN,11.6,,10.0,13.7,11.9,16.6
3256,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION (440030),2019,Acute Care,Government - Local,131.0,36.211948,-83.304345,TN,11.1,,10.3,14.0,10.1,17.4
3257,ROANE MEDICAL CENTER (440031),2019,Acute Care,Government - Hospital District or Authority,50.0,35.888312,-84.554418,TN,,,7.5,14.1,13.7,13.4
3258,HAWKINS COUNTY MEMORIAL HOSPITAL (440032),2019,Acute Care,Voluntary non-profit - Private,37.0,36.399736,-83.012943,TN,,,8.7,,12.5,18.1
