,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
2895,UINTAH BASIN MEDICAL CENTER (460019),2020,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,0.0748,,,,-0.2983,-0.1118,No
2896,DIXIE REGIONAL MEDICAL CENTER (460021),2020,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,0.4124,0.1078,-0.9069,-1.4453,0.9796,-1.5258,-0.3964,No
2897,AMERICAN FORK HOSPITAL (460023),2020,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,1.5165,0.9102,-1.4459,-1.4453,-0.5402,-0.8943,-0.3165,No
2898,SEVIER VALLEY HOSPITAL (460026),2020,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,0.189,,,,-0.5165,-0.1638,No
2899,ASHLEY REGIONAL MEDICAL CENTER (460030),2020,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,-1.5329,,,1.5856,-0.3535,-0.1002,No
2900,BEAR RIVER VALLEY HOSPITAL (460039),2020,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,,,,-0.0476,-0.0476,No
2901,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2020,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,-0.4731,1.6735,-0.1491,0.829,-0.7042,-1.2947,-0.0198,No
2902,LAKEVIEW HOSPITAL (460042),2020,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,0.4637,0.3603,0.1493,0.1618,0.2114,-1.5258,-0.0299,No
2903,OREM COMMUNITY HOSPITAL (460043),2020,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,,-1.9626,,,,0.0755,-0.9436,No
2904,ALTA VIEW HOSPITAL (460044),2020,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,,-0.8718,,,0.2869,-0.1677,-0.2509,No
2905,ST MARK'S HOSPITAL (460047),2020,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,-0.3572,0.8381,0.2507,-0.1922,-0.2952,-1.5064,-0.2104,No
2906,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2020,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,-1.9626,,,,-1.4666,-1.7146,No
2907,JORDAN VALLEY MEDICAL CENTER (460051),2020,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,-0.4788,0.6578,-0.885,2.2502,0.2427,0.4184,0.3675,Yes
2908,TIMPANOGOS REGIONAL HOSPITAL (460052),2020,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,-0.0684,-0.1867,-0.9606,0.7263,-0.1515,-0.6603,-0.2169,No
2909,CACHE VALLEY  HOSPITAL (460054),2020,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,0.79,,,,-0.7815,0.0042,No
2910,PARK CITY HOSPITAL (460057),2020,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,1.2768,,,,-0.5444,0.3662,Yes
2911,RIVERTON HOSPITAL (460058),2020,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,-1.5354,-0.1175,,,2.0996,-0.648,-0.0503,No
2912,LONE PEAK HOSPITAL (460060),2020,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,,1.4721,,,,-0.2756,0.5983,Yes
2913,LAYTON HOSPITAL (460061),2020,Acute Care,Voluntary non-profit - Private,36.0,41.054447,-111.96761,UT,,,,,,,,No
2914,CENTRAL VERMONT MEDICAL CENTER (470001),2020,Acute Care,Voluntary non-profit - Private,79.0,,,VT,1.1858,0.5947,-1.4459,-1.4453,-1.5,-0.9783,-0.5982,No
2915,UNIVERSITY OF VERMONT MEDICAL CENTER (470003),2020,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,0.6329,0.5646,0.0479,-0.486,1.0569,-0.7464,0.1783,No
2916,RUTLAND REGIONAL MEDICAL CENTER (470005),2020,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,-1.5354,-0.7967,-0.7756,0.3688,0.9538,-0.2612,-0.3411,No
2917,BRATTLEBORO MEMORIAL HOSPITAL (470011),2020,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,0.2701,,,2.0996,1.1836,1.1844,Yes
2918,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2020,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,0.325,-1.0822,-1.4459,0.1564,0.0511,-0.7939,-0.4649,No
2919,NORTHWESTERN MEDICAL CENTER INC (470024),2020,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,2.1854,-1.0461,,,0.3274,0.4631,0.4825,Yes
2920,NORTON COMMUNITY HOSPITAL (490001),2020,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,-0.8969,-0.9199,-1.4459,0.2343,-1.5,-1.0844,-0.9355,No
2921,RUSSELL COUNTY HOSPITAL (490002),2020,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,0.6037,,,,-0.1205,0.2416,No
2922,SENTARA RMH MEDICAL CENTER (490004),2020,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,1.1383,-0.6554,-0.0576,0.5971,2.0996,-0.1143,0.5013,Yes
2923,WINCHESTER MEDICAL CENTER (490005),2020,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,-0.0531,0.0117,-0.2943,0.3087,0.904,-0.9184,-0.0069,No
2924,SENTARA NORFOLK GENERAL HOSPITAL (490007),2020,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,0.1521,0.0928,-0.0576,0.5423,0.5466,1.154,0.405,Yes
2925,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2020,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,0.5778,1.0664,0.0399,0.5405,0.6572,1.3304,0.702,Yes
2926,BON SECOURS DEPAUL MEDICAL CENTER (490011),2020,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,-0.6308,-1.6711,-1.4459,-0.8471,-0.6674,0.7009,-0.7602,No
2927,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2020,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,-0.6327,0.1048,1.4303,-1.4453,-1.5,1.1862,-0.1428,No
2928,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2020,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,0.9825,-1.7463,-0.9805,0.8538,-0.7005,2.0996,0.0848,No
2929,AUGUSTA HEALTH (490018),2020,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,1.8262,-0.1085,-0.1769,-0.4135,-0.3689,-0.2759,0.0804,No
2930,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2020,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,-1.5354,-0.0184,,,-1.5,-0.2008,-0.8137,No
2931,JOHN RANDOLPH MEDICAL CENTER (490020),2020,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,2.1854,0.3212,-1.4459,-0.4595,0.648,-0.0996,0.1916,No
2932,"CENTRA  HEALTH, INC (490021)",2020,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,1.2923,-0.3189,1.0146,-0.0878,-0.2713,0.226,0.3092,No
2933,"MARY WASHINGTON HOSPITAL, INC (490022)",2020,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,-0.3097,0.0958,0.4039,-0.0595,0.3772,0.1522,0.11,No
2934,FAUQUIER HOSPITAL (490023),2020,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,-1.5354,-0.1746,-0.1272,-1.4453,-0.4629,1.3377,-0.4013,No
2935,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2020,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,1.2296,0.7028,-0.7577,0.0078,0.6388,0.8261,0.4412,Yes
2936,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2020,Acute Care,Government - Hospital District or Authority,754.0,,,VA,-0.5624,1.5953,0.3701,0.4467,-0.5016,2.3463,0.6157,Yes
2937,WARREN MEMORIAL HOSPITAL (490033),2020,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,-0.1558,0.9282,,,,-0.4897,0.0942,No
2938,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2020,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,,-0.2978,,,,-0.6092,-0.4535,No
2939,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2020,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,-1.5354,-0.5202,,,,-0.2868,-0.7808,No
2940,INOVA ALEXANDRIA HOSPITAL (490040),2020,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,0.1635,-1.581,-0.1073,-0.4807,0.0658,-1.2421,-0.5303,No
2941,MARY IMMACULATE HOSPITAL (490041),2020,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,-0.3857,-1.3015,0.5372,0.1246,-0.8313,-0.0115,-0.3114,No
2942,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2020,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,-0.819,-0.1296,-0.8791,-0.8506,-0.7595,0.0451,-0.5654,No
2943,INOVA LOUDOUN HOSPITAL (490043),2020,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,0.2148,-1.7252,1.3706,0.0733,0.2722,-0.7168,-0.0852,No
2944,SENTARA OBICI HOSPITAL (490044),2020,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,0.097,-0.6314,-0.4633,-0.5621,0.3477,-0.9115,-0.3539,No
2945,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER (490045),2020,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,1.7483,-0.5713,0.1931,-0.6896,-0.7005,-0.3604,-0.0634,No
2946,SENTARA LEIGH HOSPITAL (490046),2020,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,-0.3819,-0.3129,-0.5926,-0.1781,0.8267,-1.5258,-0.3608,No
2947,LEWISGALE MEDICAL CENTER (490048),2020,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,0.1331,-0.98,-0.9029,-0.0524,-0.8092,-1.2515,-0.6438,No
2948,VIRGINIA HOSPITAL CENTER (490050),2020,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,0.0628,0.0387,-0.71,1.0131,0.6664,-0.7747,0.0494,No
2949,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2020,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,0.5397,0.787,-0.4037,0.452,-0.3284,-0.4769,0.095,No
2950,JOHNSTON MEMORIAL HOSPITAL (490053),2020,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,-1.1135,0.5616,-0.9586,-0.886,-0.321,-0.1825,-0.4833,No
2951,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2020,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,0.0286,-0.2047,-0.34,-0.3285,1.5138,-0.1116,0.0929,No
2952,BON SECOURS ST MARYS HOSPITAL (490059),2020,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,0.1806,-1.1423,-1.1754,0.5706,0.5282,0.1803,-0.143,No
2953,CLINCH VALLEY MEDICAL CENTER (490060),2020,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,-1.5354,-1.2024,-1.4459,-1.4453,-0.3947,-0.6864,-1.1184,No
2954,INOVA FAIRFAX HOSPITAL (490063),2020,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,0.078,-0.8418,0.3025,-0.6542,0.5043,-0.9095,-0.2535,No
2955,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2020,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,-1.2199,-0.5983,-0.0058,-1.4453,-0.9529,-1.3878,-0.935,No
2956,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2020,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,0.5892,0.0147,0.5988,1.206,-0.3431,0.243,0.3847,Yes
2957,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2020,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,1.9346,-0.6735,0.3582,1.2538,-0.3321,-1.0627,0.2464,No
2958,SOVAH HEALTH DANVILLE (490075),2020,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,1.0319,-0.7817,-1.1118,0.1352,-1.5,-0.3948,-0.4368,No
2959,MARTHA JEFFERSON HOSPITAL (490077),2020,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,0.3459,0.189,-0.6085,-0.309,-0.4389,-1.5258,-0.3912,No
2960,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2020,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,2.1854,-0.3069,,,,0.54,0.8062,Yes
2961,BEDFORD MEMORIAL HOSPITAL (490088),2020,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,-0.2377,,,,-0.0142,-0.126,No
2962,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2020,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,-0.0003,,,,-0.3307,-0.1655,No
2963,"SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2020,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,1.5982,-0.8387,,1.3246,-0.4279,-0.8587,0.1595,No
2964,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2020,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,-1.5354,-1.9626,,,,-0.0206,-1.1729,No
2965,SENTARA CAREPLEX HOSPITAL (490093),2020,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,0.6139,-0.2948,-0.9666,0.2078,-0.531,-1.5258,-0.4161,No
2966,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2020,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,,-0.406,,,,-0.1167,-0.2613,No
2967,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2020,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,,-1.9626,,,,-0.1976,-1.0801,No
2968,COMMUNITY MEMORIAL HOSPITAL (490098),2020,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,-0.6669,-1.0611,-0.3619,-0.1621,2.0996,0.3891,0.0394,No
2969,INOVA FAIR OAKS HOSPITAL (490101),2020,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,2.1854,-1.0551,0.6704,1.3281,-0.5071,-0.7593,0.3104,No
2970,RESTON HOSPITAL CENTER (490107),2020,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,2.1854,-0.4361,1.4999,0.8449,-0.3837,-0.2275,0.5805,Yes
2971,LEWISGALE HOSPITAL MONTGOMERY (490110),2020,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,0.3763,-0.2558,0.4218,-0.3958,-0.9087,-0.673,-0.2392,No
2972,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2020,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,-1.5354,0.1048,,,0.8377,-0.0281,-0.1552,No
2973,CJW MEDICAL CENTER (490112),2020,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,1.0908,-0.1536,0.382,-0.3037,-0.0981,1.372,0.3816,Yes
2974,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2020,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,-0.0075,-0.1115,2.1424,2.2502,0.1174,0.061,0.742,Yes
2975,LONESOME PINE HOSPITAL (490114),2020,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,-0.9938,1.971,-1.4459,,,-0.3844,-0.2133,No
2976,TWIN COUNTY REGIONAL HOSPITAL (490115),2020,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,-1.5354,-0.1686,,,1.8749,-0.8186,-0.1619,No
2977,LEWISGALE HOSPITAL PULASKI (490116),2020,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,-0.0836,-0.0905,,,,0.9691,0.265,No
2978,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2020,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,1.971,,,,-0.0427,0.9641,Yes
2979,HENRICO DOCTORS' HOSPITAL (490118),2020,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,0.6367,-0.1235,0.6784,0.6007,-0.0392,-1.5258,0.0379,No
2980,SENTARA PRINCESS ANNE HOSPITAL (490119),2020,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,0.4599,0.1349,0.2667,0.0361,-0.1184,-0.057,0.1204,No
2981,CHESAPEAKE GENERAL HOSPITAL (490120),2020,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,0.3041,0.7058,-0.1749,0.2662,-0.0944,0.2161,0.2038,No
2982,INOVA MOUNT VERNON HOSPITAL (490122),2020,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,0.3079,-0.4751,0.3383,-0.7462,,-1.5258,-0.4202,No
2983,LEWISGALE HOSPITAL ALLEGHANY (490126),2020,Acute Care,Voluntary non-profit - Private,109.0,,,VA,,0.5015,,,2.0996,0.1764,0.9258,Yes
2984,BUCHANAN GENERAL HOSPITAL (490127),2020,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,-1.5354,-0.9319,,,,-0.2518,-0.9064,No
2985,RIVERSIDE WALTER REED HOSPITAL (490130),2020,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,2.1854,0.6337,-0.1888,,-0.2215,-1.4239,0.197,No
2986,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2020,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,0.2433,-0.9379,-0.0695,0.7901,0.5411,2.1878,0.4591,Yes
2987,"STAFFORD HOSPITAL, LLC (490140)",2020,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,-1.0774,0.0808,-1.4459,,0.3901,-0.0775,-0.426,No
2988,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2020,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,-0.095,-0.4872,2.1941,0.6609,-0.9142,-0.9286,0.0717,No
2989,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2020,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,-1.5354,-0.968,,,,-0.3589,-0.9541,No
2990,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2020,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,0.2186,-0.367,0.2507,,0.6645,-0.483,0.0568,No
2991,STONESPRINGS HOSPITAL CENTER (490145),2020,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,-0.6825,,,0.1414,-0.2082,-0.2498,No
2992,UW MEDICINE/NORTHWEST HOSPITAL (500001),2020,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,1.3379,1.7756,-1.251,0.2945,-0.0576,0.1595,0.3765,Yes
2993,PROVIDENCE ST MARY MEDICAL CENTER (500002),2020,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,-0.9045,-0.8688,-0.8711,2.2502,-1.5,-1.5258,-0.57,No
2994,SKAGIT VALLEY HOSPITAL (500003),2020,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,1.5431,0.4053,0.2806,-0.9267,0.4416,-0.6267,0.1862,No
2995,VIRGINIA MASON MEDICAL CENTER (500005),2020,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,0.1711,0.231,-1.0601,-1.286,1.2393,0.0381,-0.1111,No
2996,ISLAND HOSPITAL (500007),2020,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,0.4865,1.971,-1.4459,,0.2372,-1.0585,0.038,No
2997,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2020,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,0.1198,0.8741,-0.4733,-0.5869,-0.8239,-0.8041,-0.2824,No
2998,HIGHLINE MEDICAL CENTER (500011),2020,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,1.1725,1.4391,0.1394,-0.1303,-0.415,1.1945,0.5667,Yes
2999,ASTRIA REGIONAL MEDICAL CENTER (500012),2020,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,-0.0931,-1.1122,-1.4459,-1.4453,,0.3824,-0.7428,No
3000,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2020,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,-0.1311,0.2761,-0.8452,-0.8471,0.099,0.3357,-0.1854,No
3001,MULTICARE AUBURN MEDICAL CENTER (500015),2020,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,1.6685,-0.6735,-1.4459,0.2715,-1.5,1.4238,-0.0426,No
3002,CENTRAL WASHINGTON HOSPITAL (500016),2020,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,0.6595,-0.6374,-0.7776,-0.4913,-0.3616,-0.2335,-0.307,No
3003,PROVIDENCE CENTRALIA HOSPITAL (500019),2020,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,2.1854,0.2671,1.106,2.2502,1.0735,-0.6209,1.0436,Yes
3004,ST CLARE HOSPITAL (500021),2020,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,-0.9482,1.1746,0.1274,-0.6842,-1.5,1.225,-0.1009,No
3005,PROVIDENCE ST PETER HOSPITAL (500024),2020,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,0.4428,0.9072,0.1374,-0.4825,-0.1976,-1.256,-0.0748,No
3006,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2020,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,0.4979,-0.8297,-1.0342,-0.0241,,-0.5114,-0.3803,No
3007,SWEDISH EDMONDS HOSPITAL (500026),2020,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,-0.2603,0.3693,-0.2465,-1.0471,-1.2274,-1.5258,-0.6563,No
3008,SWEDISH MEDICAL CENTER (500027),2020,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,0.8381,-0.6254,0.1215,-0.9267,0.7511,-0.6315,-0.0788,No
3009,ST JOSEPH HOSPITAL (500030),2020,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,0.7792,-0.1055,-0.7378,-0.7373,-0.9989,0.0891,-0.2852,No
3010,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2020,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,-0.5396,-0.9379,-1.4459,2.2502,2.0996,-0.1502,0.2127,No
3011,SAMARITAN HOSPITAL (500033),2020,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,,1.8327,,,0.0179,0.5612,0.8039,Yes
3012,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2020,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,-1.3815,-0.6194,-1.4459,0.1848,-0.345,-1.5258,-0.8555,No
3013,ASTRIA TOPPENISH HOSPITAL (500037),2020,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,-1.9626,,,,0.1109,-0.9259,No
3014,HARRISON MEMORIAL HOSPITAL (500039),2020,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,0.7488,-0.0604,0.5988,-0.6099,-0.5513,-1.3178,-0.1986,No
3015,PEACEHEALTH ST JOHN MEDICAL CENTER (500041),2020,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,-0.4655,0.6007,-0.523,0.5193,-0.6987,-1.2226,-0.2983,No
3016,MULTICARE DEACONESS HOSPITAL (500044),2020,Acute Care,Voluntary non-profit - Private,285.0,,,WA,-0.3496,0.5075,-0.8751,-0.64,0.0364,0.3966,-0.154,No
3017,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2020,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,0.9578,0.5165,-0.9347,-0.84,-0.2381,0.8943,0.0593,No
3018,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2020,Acute Care,Voluntary non-profit - Other,298.0,,,WA,0.7298,0.1349,-0.2326,-1.4453,-0.275,-1.1704,-0.3764,No
3019,KAISER PERMANENTE CENTRAL HOSPITAL (500052),2020,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,,,,0.0888,0.0888,No
3020,TRIOS (500053),2020,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,1.4443,0.7539,1.9534,-0.3639,-0.8976,0.0374,0.4879,Yes
3021,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2020,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.7602,0.3332,-0.2644,-0.7568,0.1893,-1.0788,-0.1362,No
3022,KADLEC REGIONAL MEDICAL CENTER (500058),2020,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,-0.2356,-0.6735,-0.3738,-0.6347,-0.8258,-1.3398,-0.6805,No
3023,CASCADE VALLEY HOSPITAL (500060),2020,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,0.222,,,-0.2013,-0.1878,-0.0557,No
3024,HARBORVIEW MEDICAL CENTER (500064),2020,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,1.0357,1.9018,0.2746,0.7564,2.0996,-0.0453,1.0038,Yes
3025,OLYMPIC MEDICAL CENTER (500072),2020,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,0.4694,1.3549,-1.4459,-1.4453,-0.0723,-0.7252,-0.3107,No
3026,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2020,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,1.0566,0.1259,-0.165,-0.8524,-0.9861,0.1212,-0.1166,No
3027,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2020,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,0.0286,-0.5953,-0.3002,0.0573,-0.31,1.8772,0.1263,No
3028,EVERGREENHEALTH MONROE (500084),2020,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,-0.8237,,,-1.5,0.6881,-0.5452,No
3029,VALLEY MEDICAL CENTER (500088),2020,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,0.2604,-0.1746,-0.4812,0.6432,-0.5089,-0.9491,-0.2017,No
