,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CDI Score,CLABSI Score,MRSA Score,SSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
2837,NAVARRO REGIONAL HOSPITAL (450447),2016,Acute Care,Voluntary non-profit - Other,96.0,32.085083,-96.503582,TX,4.0,3.0,1.0,1.0,5.0,9.0,9.0,2.8,3.73,No
2838,GLEN ROSE MEDICAL CENTER (450451),2016,Acute Care,Government - Hospital District or Authority,16.0,32.24203,-97.7454,TX,,,,,,5.0,5.0,,5.0,No
2839,TYLER COUNTY HOSPITAL (450460),2016,Acute Care,Government - Hospital District or Authority,25.0,30.775287,-94.42822,TX,,1.0,,,,6.0,6.0,1.0,1.75,No
2840,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS (450462),2016,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX,8.0,7.0,5.0,3.0,6.0,4.0,4.0,5.8,5.53,No
2841,MATAGORDA REGIONAL MEDICAL CENTER (450465),2016,Acute Care,Government - Hospital District or Authority,57.0,28.982805,-95.99129,TX,1.0,7.0,,,,3.0,3.0,4.0,3.85,No
2842,WILSON N JONES REGIONAL MEDICAL CENTER (450469),2016,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX,3.0,6.0,3.0,10.0,3.0,8.0,8.0,5.0,5.45,No
2843,ETMC HENDERSON (450475),2016,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX,,4.0,,,,4.0,4.0,4.0,4.0,No
2844,WOODLAND HEIGHTS MEDICAL CENTER (450484),2016,Acute Care,Proprietary,135.0,31.327737,-94.756139,TX,1.0,1.0,9.0,1.0,8.0,10.0,10.0,4.0,4.9,No
2845,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE (450488),2016,Acute Care,Proprietary,61.0,,,TX,,,,,,7.0,,,,No
2846,MEDICAL ARTS HOSPITAL (450489),2016,Acute Care,Government - Hospital District or Authority,22.0,32.750279,-101.96647,TX,,3.0,,,,8.0,8.0,3.0,3.75,No
2847,STEPHENS MEMORIAL HOSPITAL (450498),2016,Acute Care,Government - Hospital District or Authority,30.0,32.754056,-98.887719,TX,,1.0,,,,8.0,8.0,1.0,2.05,No
2848,MEMORIAL HOSPITAL (450508),2016,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX,5.0,4.0,9.0,6.0,1.0,2.0,2.0,5.0,4.55,No
2849,THE MEDICAL CENTER OF SOUTHEAST TEXAS (450518),2016,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX,4.0,3.0,9.0,9.0,8.0,1.0,1.0,6.6,5.76,No
2850,METHODIST RICHARDSON MEDICAL CENTER (450537),2016,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX,9.0,7.0,6.0,2.0,1.0,7.0,7.0,5.0,5.3,No
2851,COVENANT HOSPITAL PLAINVIEW (450539),2016,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX,,2.0,,,1.0,3.0,3.0,1.5,1.725,No
2852,ABILENE REGIONAL MEDICAL CENTER (450558),2016,Acute Care,Proprietary,202.0,32.374006,-99.742595,TX,4.0,6.0,5.0,10.0,8.0,1.0,1.0,6.6,5.76,No
2853,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE (450563),2016,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX,7.0,6.0,8.0,3.0,8.0,10.0,10.0,6.4,6.94,Yes
2854,PALO PINTO GENERAL HOSPITAL (450565),2016,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX,1.0,,,,,9.0,9.0,1.0,2.2,No
2855,SHANNON MEDICAL CENTER (450571),2016,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX,3.0,3.0,8.0,4.0,8.0,2.0,2.0,5.2,4.72,No
2856,CHRISTUS JASPER MEMORIAL HOSPITAL (450573),2016,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX,,1.0,,,,7.0,7.0,1.0,1.9,No
2857,HEMPHILL COUNTY HOSPITAL (450578),2016,Acute Care,Government - Hospital District or Authority,15.0,35.903792,-100.387399,TX,,,,,,7.0,,,,No
2858,HOUSTON COUNTY MEDICAL CENTER (450580),2016,Acute Care,Government - Hospital District or Authority,42.0,,,TX,,2.0,,,6.0,7.0,7.0,4.0,4.45,No
2859,WILBARGER GENERAL HOSPITAL (450584),2016,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX,,4.0,,,,6.0,6.0,4.0,4.3,No
2860,SEYMOUR HOSPITAL (450586),2016,Acute Care,Government - Hospital District or Authority,27.0,33.589788,-99.247697,TX,,10.0,,,,6.0,6.0,10.0,9.4,Yes
2861,BROWNWOOD REGIONAL MEDICAL CENTER (450587),2016,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.2,2.02,No
2862,LAKE GRANBURY MEDICAL CENTER (450596),2016,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX,1.0,1.0,8.0,10.0,5.0,4.0,4.0,5.0,4.85,No
2863,CUERO COMMUNITY HOSPITAL (450597),2016,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX,,10.0,,,,5.0,5.0,10.0,9.25,Yes
2864,HILL COUNTRY MEMORIAL HOSPITAL INC (450604),2016,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX,5.0,5.0,,,3.0,1.0,1.0,4.3333,3.8333,No
2865,CARE REGIONAL MEDICAL CENTER (450605),2016,Acute Care,Proprietary,73.0,27.915921,-97.161829,TX,,7.0,,,,8.0,8.0,7.0,7.15,Yes
2866,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER (450610),2016,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,4.0,6.0,5.0,5.0,4.0,1.0,1.0,4.8,4.23,No
2867,CLEAR LAKE REGIONAL MEDICAL CENTER (450617),2016,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,4.0,8.0,6.0,5.0,3.0,4.0,4.0,5.2,5.02,No
2868,DIMMIT REGIONAL HOSPITAL (450620),2016,Acute Care,Voluntary non-profit - Private,34.0,,,TX,,1.0,,,,6.0,6.0,1.0,1.75,No
2869,DENTON REGIONAL MEDICAL CENTER (450634),2016,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,3.0,5.0,7.0,9.0,4.0,6.0,6.0,5.6,5.66,No
2870,HOUSTON NORTHWEST MEDICAL CENTER (450638),2016,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,3.0,4.0,3.0,3.0,3.0,7.0,7.0,3.2,3.77,No
2871,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2016,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,8.0,6.0,5.0,2.0,8.0,3.0,3.0,5.8,5.38,No
2872,NOCONA GENERAL HOSPITAL (450641),2016,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX,,1.0,,,,6.0,6.0,1.0,1.75,No
2873,DOCTORS HOSPITAL OF LAREDO (450643),2016,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,7.0,3.0,5.0,9.0,6.0,1.0,1.0,6.0,5.25,No
2874,WEST HOUSTON MEDICAL CENTER (450644),2016,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,3.0,9.0,5.0,8.0,5.0,4.0,4.0,6.0,5.7,No
2875,MEDICAL CITY DALLAS HOSPITAL (450647),2016,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,6.0,9.0,5.0,7.0,4.0,8.0,8.0,6.2,6.47,No
2876,MEDICAL CENTER OF PLANO (450651),2016,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,5.0,8.0,6.0,2.0,6.0,7.0,7.0,5.4,5.64,No
2877,SCENIC MOUNTAIN MEDICAL CENTER (450653),2016,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,1.0,3.0,,,,5.0,5.0,2.0,2.45,No
2878,STARR COUNTY MEMORIAL HOSPITAL (450654),2016,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,,2.0,,,,6.0,6.0,2.0,2.6,No
2879,NACOGDOCHES MEDICAL CENTER (450656),2016,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,1.0,3.0,1.0,1.0,2.0,4.0,4.0,1.6,1.96,No
2880,EAST TEXAS MEDICAL CENTER - FAIRFIELD (450658),2016,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,,1.0,,,,6.0,6.0,1.0,1.75,No
2881,PARK PLAZA HOSPITAL (450659),2016,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX,7.0,5.0,9.0,1.0,1.0,2.0,2.0,4.6,4.21,No
2882,ODESSA REGIONAL MEDICAL CENTER (450661),2016,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,1.0,3.0,6.0,1.0,6.0,4.0,4.0,3.4,3.49,No
2883,VALLEY REGIONAL MEDICAL CENTER (450662),2016,Acute Care,Proprietary,207.0,,,TX,4.0,10.0,9.0,10.0,8.0,3.0,3.0,8.2,7.42,Yes
2884,SIERRA MEDICAL CENTER (450668),2016,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,3.0,7.0,4.0,9.0,3.0,8.0,8.0,5.2,5.62,No
2885,MEDICAL CENTER OF LEWISVILLE (450669),2016,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,1.0,10.0,3.0,8.0,2.0,6.0,6.0,4.8,4.98,No
2886,TOMBALL REGIONAL MEDICAL CENTER (450670),2016,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,7.0,8.0,4.0,5.0,4.0,8.0,8.0,5.6,5.96,No
2887,PLAZA MEDICAL CENTER OF FORT WORTH (450672),2016,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,8.0,7.0,8.0,9.0,10.0,7.0,7.0,8.4,8.19,Yes
2888,"WOMANS HOSPITAL OF TEXAS,THE (450674)",2016,Acute Care,Proprietary,250.0,29.692977,-95.40109,TX,1.0,1.0,5.0,2.0,2.0,7.0,7.0,2.2,2.92,No
2889,MEDICAL CENTER OF ARLINGTON (450675),2016,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,7.0,6.0,6.0,9.0,6.0,3.0,3.0,6.8,6.23,No
2890,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2016,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,2.0,4.0,2.0,1.0,3.0,7.0,7.0,2.4,3.09,No
2891,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK (450678),2016,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,8.0,5.0,8.0,4.0,2.0,7.0,7.0,5.4,5.64,No
2892,MEMORIAL HERMANN NORTHEAST (450684),2016,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,7.0,7.0,4.0,10.0,7.0,1.0,1.0,7.0,6.1,No
2893,UNIVERSITY MEDICAL CENTER (450686),2016,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,6.0,10.0,8.0,8.0,5.0,1.0,1.0,7.4,6.44,No
2894,DALLAS REGIONAL MEDICAL CENTER (450688),2016,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,1.0,9.0,3.0,8.0,5.0,2.0,2.0,5.2,4.72,No
2895,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2016,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,1.0,5.0,10.0,,1.0,4.0,4.0,4.25,4.2125,No
2896,EL CAMPO MEMORIAL HOSPITAL (450694),2016,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,,10.0,,,,5.0,5.0,10.0,9.25,Yes
2897,SOUTHWEST GENERAL HOSPITAL (450697),2016,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,10.0,4.0,10.0,9.0,4.0,4.0,4.0,7.4,6.89,Yes
2898,LAMB HEALTHCARE CENTER (450698),2016,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX,,6.0,,,,6.0,6.0,6.0,6.0,No
2899,LONGVIEW REGIONAL MEDICAL CENTER (450702),2016,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,10.0,2.0,10.0,10.0,3.0,3.0,3.0,7.0,6.4,No
2900,HOUSTON METHODIST ST JOHN HOSPITAL (450709),2016,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,4.0,3.0,7.0,9.0,2.0,8.0,8.0,5.0,5.45,No
2901,RIO GRANDE REGIONAL HOSPITAL (450711),2016,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,9.0,4.0,8.0,3.0,5.0,8.0,8.0,5.8,6.13,No
2902,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2016,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,10.0,7.0,8.0,10.0,8.0,1.0,1.0,8.6,7.46,Yes
2903,CYPRESS FAIRBANKS MEDICAL CENTER (450716),2016,Acute Care,Proprietary,179.0,,,TX,5.0,5.0,6.0,1.0,2.0,3.0,3.0,3.8,3.68,No
2904,ROUND ROCK MEDICAL CENTER (450718),2016,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,5.0,8.0,7.0,6.0,7.0,1.0,1.0,6.6,5.76,No
2905,METHODIST CHARLTON MEDICAL CENTER (450723),2016,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,10.0,6.0,6.0,3.0,8.0,9.0,9.0,6.6,6.96,Yes
2906,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON (450730),2016,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,9.0,8.0,4.0,10.0,2.0,10.0,10.0,6.6,7.11,Yes
2907,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2016,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,3.0,3.0,7.0,3.0,10.0,3.0,3.0,5.2,4.87,No
2908,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2016,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,7.0,10.0,8.0,6.0,7.0,1.0,1.0,7.6,6.61,Yes
2909,KNOX COUNTY HOSPITAL (450746),2016,Acute Care,Government - Hospital District or Authority,28.0,,,TX,,,,,,7.0,,,,No
2910,PALESTINE REGIONAL MEDICAL CENTER (450747),2016,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,6.0,2.0,,9.0,1.0,3.0,3.0,4.5,4.275,No
2911,EAST TEXAS MEDICAL CENTER TRINITY (450749),2016,Acute Care,Voluntary non-profit - Private,40.0,,,TX,,6.0,,,,6.0,6.0,6.0,6.0,No
2912,HAMILTON GENERAL HOSPITAL (450754),2016,Acute Care,Government - Hospital District or Authority,41.0,,,TX,,10.0,,,,7.0,7.0,10.0,9.55,Yes
2913,COVENANT HOSPITAL LEVELLAND (450755),2016,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX,,10.0,,,,6.0,6.0,10.0,9.4,Yes
2914,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY (450766),2016,Acute Care,Government - State,145.0,,,TX,4.0,6.0,3.0,1.0,,3.0,3.0,3.5,3.425,No
2915,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2016,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,6.0,10.0,4.0,4.0,6.0,5.0,5.0,6.0,5.85,No
2916,TOPS SURGICAL SPECIALTY HOSPITAL (450774),2016,Acute Care,Physician,16.0,30.018542,-95.444846,TX,,1.0,,,,5.0,5.0,1.0,1.6,No
2917,KINGWOOD MEDICAL CENTER (450775),2016,Acute Care,Proprietary,420.0,,,TX,7.0,6.0,9.0,10.0,4.0,1.0,1.0,7.2,6.27,No
2918,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2016,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,3.0,9.0,1.0,5.0,3.0,2.0,2.0,4.2,3.87,No
2919,METHODIST AMBULATORY SURGERY HOSPITAL NW (450780),2016,Acute Care,Proprietary,23.0,29.527605,-98.595995,TX,,,,,,3.0,3.0,,3.0,No
2920,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2016,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,9.0,8.0,9.0,10.0,5.0,1.0,1.0,8.2,7.12,Yes
2921,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY (450797),2016,Acute Care,Proprietary,7.0,,,TX,,,,,,6.0,6.0,,6.0,No
2922,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2016,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,2.0,2.0,7.0,9.0,2.0,8.0,8.0,4.4,4.94,No
2923,DOCTORS HOSPITAL TIDWELL (450803),2016,Acute Care,Physician,119.0,29.847222,-95.407991,TX,8.0,,,,,4.0,4.0,8.0,7.4,Yes
2924,TEXAS ORTHOPEDIC HOSPITAL (450804),2016,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,2.0,,,,1.0,1.0,2.0,1.85,No
2925,NORTHWEST HILLS SURGICAL HOSPITAL (450808),2016,Acute Care,Physician,8.0,30.350316,-97.751026,TX,,,,,,5.0,5.0,,5.0,No
2926,NORTH AUSTIN MEDICAL CENTER (450809),2016,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX,9.0,5.0,5.0,7.0,4.0,3.0,3.0,6.0,5.55,No
2927,METHODIST SUGAR LAND HOSPITAL (450820),2016,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX,5.0,10.0,3.0,7.0,2.0,1.0,1.0,5.4,4.74,No
2928,LAS COLINAS MEDICAL CENTER (450822),2016,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX,1.0,2.0,7.0,5.0,4.0,3.0,3.0,3.8,3.68,No
2929,CORNERSTONE REGIONAL HOSPITAL (450825),2016,Acute Care,Proprietary,14.0,26.263096,-98.199164,TX,,1.0,,,,3.0,3.0,1.0,1.3,No
2930,KELL WEST REGIONAL HOSPITAL (450827),2016,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX,,1.0,,,,1.0,1.0,1.0,1.0,No
2931,CHRISTUS SPOHN HOSPITAL ALICE (450828),2016,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX,3.0,1.0,10.0,1.0,7.0,3.0,3.0,4.4,4.19,No
2932,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON (450831),2016,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX,,,,,,6.0,6.0,,6.0,No
2933,ENNIS REGIONAL MEDICAL CENTER (450833),2016,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,,4.0,,,,7.0,7.0,4.0,4.45,No
2934,"PHYSICIANS CENTRE,THE (450834)",2016,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX,,,,,,10.0,10.0,,10.0,Yes
2935,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2016,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,10.0,3.0,1.0,,8.0,3.0,3.0,5.5,5.125,No
2936,METHODIST WILLOWBROOK HOSPITAL (450844),2016,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,4.0,9.0,5.0,3.0,7.0,2.0,2.0,5.6,5.06,No
2937,EL PASO SPECIALTY HOSPITAL (450845),2016,Acute Care,Proprietary,31.0,,,TX,,1.0,,,,3.0,3.0,1.0,1.3,No
2938,MEMORIAL HERMANN KATY HOSPITAL (450847),2016,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,6.0,9.0,5.0,2.0,7.0,1.0,1.0,5.8,5.08,No
2939,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2016,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,1.0,5.0,5.0,9.0,6.0,3.0,3.0,5.2,4.87,No
2940,BAYLOR HEART AND VASCULAR HOSPITAL (450851),2016,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,,4.0,,10.0,,5.0,5.0,7.0,6.7,Yes
2941,BAYLOR MEDICAL CENTER AT FRISCO (450853),2016,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,,1.0,,1.0,1.0,4.0,4.0,1.0,1.45,No
2942,HARLINGEN MEDICAL CENTER (450855),2016,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,10.0,2.0,10.0,3.0,7.0,3.0,3.0,6.4,5.89,No
2943,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL (450856),2016,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX,,2.0,,,,2.0,2.0,2.0,2.0,No
2944,SUGAR LAND SURGICAL HOSPITAL LLP (450860),2016,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX,,,,,,8.0,8.0,,8.0,Yes
2945,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2016,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,6.0,9.0,10.0,5.0,5.0,9.0,9.0,7.0,7.3,Yes
2946,TEXAS SPINE AND JOINT HOSPITAL (450864),2016,Acute Care,Physician,19.0,32.329248,-95.299467,TX,,2.0,,,,1.0,1.0,2.0,1.85,No
2947,SETON SOUTHWEST HOSPITAL (450865),2016,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,,1.0,,,,6.0,6.0,1.0,1.75,No
2948,SETON NORTHWEST HOSPITAL (450867),2016,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,10.0,2.0,9.0,1.0,4.0,2.0,2.0,5.2,4.72,No
2949,DOCTORS HOSPITAL AT RENAISSANCE (450869),2016,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,5.0,3.0,6.0,3.0,2.0,5.0,5.0,3.8,3.98,No
2950,ARISE AUSTIN MEDICAL CENTER (450871),2016,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,,,,2.0,2.0,,2.0,No
2951,USMD HOSPITAL AT ARLINGTON L P (450872),2016,Acute Care,Physician,35.0,32.679151,-97.115971,TX,1.0,2.0,,,8.0,2.0,2.0,3.6667,3.4167,No
2952,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS (450874),2016,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,,,,4.0,4.0,,4.0,No
2953,QUAIL CREEK SURGICAL HOSPITAL (450875),2016,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,,1.0,,,1.0,1.0,1.0,1.0,1.0,No
2954,LUBBOCK HEART HOSPITAL LP (450876),2016,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,9.0,10.0,1.0,10.0,,5.0,5.0,7.5,7.125,Yes
2955,FOUNDATION SURGICAL HOSPITAL OF EL PASO (450877),2016,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,,,,,2.0,3.0,3.0,2.0,2.15,No
2956,BAYLOR SURGICAL HOSPITAL AT FORT WORTH (450880),2016,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,,,,,,2.0,2.0,,2.0,No
2957,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2016,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,1.0,,,,4.0,4.0,1.0,1.45,No
2958,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL (450885),2016,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,9.0,5.0,10.0,1.0,9.0,10.0,10.0,6.8,7.28,Yes
2959,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2016,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,1.0,,,,2.0,2.0,1.0,1.15,No
2960,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT (450889),2016,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX,,,,,,4.0,4.0,,4.0,No
2961,BAYLOR REGIONAL MEDICAL CENTER AT PLANO (450890),2016,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,10.0,10.0,3.0,10.0,9.0,5.0,5.0,8.4,7.89,Yes
2962,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN (450891),2016,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX,,1.0,,,4.0,4.0,4.0,2.5,2.725,No
2963,THE HEART HOSPITAL BAYLOR DENTON (450893),2016,Acute Care,Physician,20.0,33.17697,-97.088199,TX,,9.0,,,,3.0,3.0,9.0,8.1,Yes
2964,PINE CREEK MEDICAL CENTER LLP (450894),2016,Acute Care,Physician,16.0,,,TX,,1.0,,,,7.0,7.0,1.0,1.9,No
2965,UTAH VALLEY HOSPITAL (460001),2016,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,8.0,5.0,1.0,6.0,5.0,9.0,9.0,5.0,5.6,No
2966,SALT LAKE REGIONAL MEDICAL CENTER (460003),2016,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,2.0,10.0,8.0,1.0,9.0,10.0,10.0,6.0,6.6,Yes
2967,MCKAY DEE HOSPITAL (460004),2016,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,9.0,3.0,6.0,5.0,8.0,10.0,10.0,6.2,6.77,Yes
2968,OGDEN REGIONAL MEDICAL CENTER (460005),2016,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,7.0,8.0,7.0,3.0,6.0,1.0,1.0,6.2,5.42,No
2969,LDS HOSPITAL (460006),2016,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,9.0,8.0,9.0,8.0,9.0,6.0,6.0,8.6,8.21,Yes
2970,CEDAR CITY HOSPITAL (460007),2016,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,1.0,3.0,,,4.0,3.0,3.0,2.6667,2.7167,No
2971,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS (460009),2016,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,7.0,8.0,4.0,4.0,10.0,2.0,2.0,6.6,5.91,No
2972,INTERMOUNTAIN MEDICAL CENTER (460010),2016,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,10.0,6.0,6.0,4.0,9.0,10.0,10.0,7.0,7.45,Yes
2973,CASTLEVIEW HOSPITAL (460011),2016,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,,10.0,,,9.0,4.0,4.0,9.5,8.675,Yes
2974,MOUNTAIN VIEW HOSPITAL (460013),2016,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,9.0,6.0,1.0,,6.0,2.0,2.0,5.5,4.975,No
2975,MOUNTAIN WEST MEDICAL CENTER (460014),2016,Acute Care,Proprietary,36.0,,,UT,,10.0,,,,8.0,8.0,10.0,9.7,Yes
2976,LOGAN REGIONAL HOSPITAL (460015),2016,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,3.0,3.0,7.0,4.0,4.0,3.0,3.0,4.2,4.02,No
2977,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2016,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,3.0,,,1.0,6.0,6.0,2.0,2.6,No
2978,UINTAH BASIN MEDICAL CENTER (460019),2016,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,2.0,,,,5.0,5.0,2.0,2.45,No
