,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
2416,JEANES HOSPITAL (390080),2019,Acute Care,Voluntary non-profit - Private,159.0,40.069071,-75.086551,PA,-0.6323,-0.3305,-1.0465,-1.4406,-0.2232,0.0347,0.0347,-0.7346,-0.6192,No
2417,DELAWARE COUNTY MEMORIAL HOSPITAL (390081),2019,Acute Care,Voluntary non-profit - Private,170.0,39.953877,-75.283921,PA,-0.8765,0.468,-0.1471,-0.6063,0.1309,-0.6758,-0.6758,-0.2062,-0.2766,No
2418,SUNBURY COMMUNITY HOSPITAL (390084),2019,Acute Care,Proprietary,82.0,40.862243,-76.778268,PA,,-1.9247,,,,-0.1699,-0.1699,-1.9247,-1.6615,No
2419,PENN HIGHLANDS DUBOIS (390086),2019,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA,-0.976,-0.3636,-1.4878,-0.8939,-1.1645,0.0757,0.0757,-0.9772,-0.8192,No
2420,WEST PENN HOSPITAL (390090),2019,Acute Care,Voluntary non-profit - Private,299.0,40.462419,-79.946435,PA,-0.4579,-0.4438,0.5897,-0.0579,1.6172,-0.833,-0.833,0.2495,0.0871,No
2421,UPMC NORTHWEST (390091),2019,Acute Care,Voluntary non-profit - Other,174.0,41.360026,-79.707926,PA,-1.1277,-1.3279,-0.1656,-0.8136,1.7824,-0.3751,-0.3751,-0.3305,-0.3372,No
2422,CLARION HOSPITAL (390093),2019,Acute Care,Voluntary non-profit - Other,69.0,,,PA,0.8034,0.0674,-1.4878,,0.7126,-0.308,-0.308,0.0239,-0.0259,No
2423,ST JOSEPH MEDICAL CENTER (390096),2019,Acute Care,Voluntary non-profit - Church,178.0,40.376717,-75.977661,PA,1.7157,0.8438,0.4844,-0.9357,-1.1847,1.1059,1.1059,0.1847,0.3229,No
2424,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER (390097),2019,Acute Care,Voluntary non-profit - Church,253.0,40.108944,-75.081101,PA,-1.3423,1.2472,-0.631,-0.0244,0.1878,-1.5577,-1.5577,-0.1125,-0.3293,No
2425,LANCASTER GENERAL HOSPITAL (390100),2019,Acute Care,Voluntary non-profit - Other,612.0,40.046975,-76.305328,PA,0.2504,-0.5985,0.4143,-0.5862,-0.4471,-1.5577,-1.5577,-0.1934,-0.3981,No
2426,MEMORIAL HOSPITAL (390101),2019,Acute Care,Voluntary non-profit - Private,91.0,,,PA,0.1928,-1.0986,1.7272,-1.4406,0.219,0.7143,0.7143,-0.08,0.0391,No
2427,UPMC ST MARGARET (390102),2019,Acute Care,Voluntary non-profit - Private,245.0,40.487472,-79.896038,PA,0.8958,0.8687,0.6082,-0.011,1.6869,-0.2912,-0.2912,0.8097,0.6446,Yes
2428,KANE COMMUNITY HOSPITAL (390104),2019,Acute Care,Voluntary non-profit - Private,31.0,41.673401,-78.731025,PA,,-1.9247,,,,-0.0959,-0.0959,-1.9247,-1.6504,No
2429,UPMC PASSAVANT (390107),2019,Acute Care,Voluntary non-profit - Private,385.0,40.568235,-80.016518,PA,0.4894,0.9046,0.4697,0.3133,0.3346,-1.5577,-1.5577,0.5023,0.1933,No
2430,CONEMAUGH MEMORIAL MEDICAL CENTER (390110),2019,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,-0.0863,0.1144,-0.0123,-0.2786,-0.8856,1.5441,1.5441,-0.2297,0.0364,No
2431,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2019,Acute Care,Voluntary non-profit - Private,808.0,,,PA,0.2766,1.1173,0.4327,-0.0595,-0.1113,-0.282,-0.282,0.3312,0.2392,No
2432,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER (390112),2019,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,,-1.339,,,-1.4966,-0.2812,-0.2812,-1.4178,-1.2473,No
2433,MEADVILLE MEDICAL CENTER (390113),2019,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,1.0458,-0.1702,1.6072,-1.4406,-0.0709,-1.0237,-1.0237,0.1943,0.0116,No
2434,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2019,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,-0.8957,0.6228,-1.0575,-0.1314,-0.2159,0.3578,0.3578,-0.3356,-0.2316,No
2435,ARIA HEALTH (390115),2019,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,-0.252,-0.1398,0.3238,0.3518,-0.4471,1.605,1.605,-0.0327,0.213,No
2436,SUBURBAN COMMUNITY HOSPITAL (390116),2019,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,-1.5202,-1.5573,-0.8175,,1.3713,-0.9478,-0.9478,-0.6309,-0.6784,No
2437,UPMC BEDFORD MEMORIAL (390117),2019,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,-1.5202,-0.6869,,,-1.4966,-0.1753,-0.1753,-1.2346,-1.0757,No
2438,BRADFORD REGIONAL MEDICAL CENTER (390118),2019,Acute Care,Voluntary non-profit - Private,185.0,,,PA,-0.2886,1.9711,,,-1.4966,-0.8793,-0.8793,0.0619,-0.0792,No
2439,MOSES TAYLOR HOSPITAL (390119),2019,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,-0.5643,0.2,-0.4537,-0.5712,-1.4966,2.347,2.347,-0.5771,-0.1385,No
2440,POTTSTOWN HOSPITAL (390123),2019,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,-1.0893,-0.593,-1.4878,-0.2401,2.1365,2.347,2.347,-0.2547,0.1355,No
2441,WAYNE MEMORIAL HOSPITAL (390125),2019,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,-1.5202,0.5924,,1.3767,1.753,-0.7097,-0.7097,0.5505,0.3614,Yes
2442,PHOENIXVILLE HOSPITAL (390127),2019,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,0.9325,1.0593,-0.7251,0.0659,0.0612,-0.2983,-0.2983,0.2787,0.1922,No
2443,CONEMAUGH MINERS MEDICAL CENTER (390130),2019,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,,-1.9247,,,,-0.0304,-0.0304,-1.9247,-1.6406,No
2444,LEHIGH VALLEY HOSPITAL (390133),2019,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,0.4126,-0.3194,0.0597,0.5524,0.1126,0.2318,0.2318,0.1636,0.1738,No
2445,WILKES-BARRE GENERAL HOSPITAL (390137),2019,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,0.362,0.0453,-1.4878,0.0425,1.2521,1.4022,1.4022,0.0428,0.2467,No
2446,WAYNESBORO HOSPITAL (390138),2019,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,-1.5202,-0.3194,,,-1.4966,-0.2564,-0.2564,-1.1121,-0.9837,No
2447,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2019,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,0.212,-0.3775,-0.6254,-1.1229,-0.6269,-1.5577,-1.5577,-0.5081,-0.6656,No
2448,ALBERT EINSTEIN MEDICAL CENTER (390142),2019,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,0.6342,0.2194,0.5361,-0.1398,0.1254,2.347,2.347,0.2751,0.5858,Yes
2449,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2019,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,0.3655,1.0538,0.5989,-0.8939,1.2814,-1.1592,-1.1592,0.4812,0.2351,No
2450,WARREN GENERAL HOSPITAL (390146),2019,Acute Care,Voluntary non-profit - Private,90.0,,,PA,-1.5202,1.9711,,,-0.2305,0.6884,0.6884,0.0734,0.1657,No
2451,MONONGAHELA VALLEY HOSPITAL (390147),2019,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,0.0306,0.2967,-0.5331,-0.2134,-0.6489,0.0435,0.0435,-0.2136,-0.175,No
2452,WASHINGTON HEALTH SYSTEM GREENE (390150),2019,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,,-0.0431,,,,-0.0188,-0.0188,-0.0431,-0.0395,No
2453,CHAMBERSBURG HOSPITAL (390151),2019,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,-0.8504,1.5207,-0.5183,1.4118,0.2667,-1.2199,-1.2199,0.3661,0.1282,No
2454,MAIN LINE HOSPITAL PAOLI (390153),2019,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,0.3149,-1.0157,0.7097,0.2063,-0.4783,-1.0324,-1.0324,-0.0526,-0.1996,No
2455,MERCY FITZGERALD HOSPITAL (390156),2019,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,-0.4299,0.3188,-0.3059,0.1511,-0.6232,1.2789,1.2789,-0.1778,0.0407,No
2456,OHIO VALLEY GENERAL HOSPITAL (390157),2019,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,-1.5202,0.9184,-1.4878,,-0.2929,1.7128,1.7128,-0.5956,-0.2494,No
2457,CANONSBURG GENERAL HOSPITAL (390160),2019,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,0.1911,-0.9107,-1.4878,,2.1365,-0.3471,-0.3471,-0.0177,-0.0671,No
2458,EASTON HOSPITAL (390162),2019,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,-0.9184,-0.0376,-1.4878,-0.3588,1.208,2.347,2.347,-0.3189,0.081,No
2459,ACMH HOSPITAL (390163),2019,Acute Care,Voluntary non-profit - Private,166.0,,,PA,-0.7841,-0.4217,-1.4878,-0.4692,-1.4966,0.1303,0.1303,-0.9319,-0.7725,No
2460,UPMC PRESBYTERIAN SHADYSIDE (390164),2019,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,0.062,1.3771,0.8593,0.2281,-0.2581,1.2648,1.2648,0.4537,0.5753,Yes
2461,BUTLER MEMORIAL HOSPITAL (390168),2019,Acute Care,Voluntary non-profit - Private,299.0,,,PA,-0.1962,-0.5322,-1.0354,0.4655,0.3218,-1.1831,-1.1831,-0.1953,-0.3435,No
2462,INDIANA REGIONAL MEDICAL CENTER (390173),2019,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,1.2465,1.1229,1.2046,0.7715,-0.4434,-0.9602,-0.9602,0.7804,0.5193,Yes
2463,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2019,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,0.2434,0.4597,0.0061,0.2816,-0.0544,2.347,2.347,0.1873,0.5112,Yes
2464,UPMC HORIZON (390178),2019,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,-1.0143,-0.5211,-0.2579,-0.1264,-1.4966,-1.4459,-1.4459,-0.6833,-0.7977,No
2465,CHESTER COUNTY HOSPITAL (390179),2019,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,0.7231,-0.2448,0.1908,-1.1731,-0.2104,-1.4352,-1.4352,-0.1429,-0.3367,No
2466,CROZER CHESTER MEDICAL CENTER (390180),2019,Acute Care,Voluntary non-profit - Other,490.0,,,PA,0.0271,0.9433,0.8685,0.0776,0.1988,0.7735,0.7735,0.4231,0.4756,Yes
2467,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2019,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,2.1658,1.9352,,,,-0.743,-0.743,2.0505,1.6315,Yes
2468,HIGHLANDS HOSPITAL (390184),2019,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,,-1.5849,,,,-0.1162,-0.1162,-1.5849,-1.3646,No
2469,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2019,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,-0.2677,0.9543,-0.4278,1.9369,0.8961,0.3788,0.3788,0.6183,0.5824,Yes
2470,TYLER MEMORIAL HOSPITAL (390192),2019,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,,-1.2367,,,,-0.1192,-0.1192,-1.2367,-1.0691,No
2471,ST LUKE'S HOSPITAL-GNADEN HUETTEN CAMPUS (390194),2019,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,-0.662,-0.0763,,,,1.2947,1.2947,-0.3691,-0.1196,No
2472,MAIN LINE HOSPITAL LANKENAU (390195),2019,Acute Care,Voluntary non-profit - Private,362.0,,,PA,0.1789,-0.1951,0.3348,-0.118,0.7199,-0.4373,-0.4373,0.1841,0.0909,No
2473,SACRED HEART HOSPITAL (390197),2019,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,-1.5202,-1.9247,1.3597,-1.4406,2.1365,-0.6775,-0.6775,-0.2779,-0.3378,No
2474,MILLCREEK COMMUNITY HOSPITAL (390198),2019,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,-1.03,-1.5186,-0.053,-1.4406,,2.347,2.347,-1.0105,-0.5069,No
2475,PUNXSUTAWNEY AREA HOSPITAL (390199),2019,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,-1.5202,0.3382,,,,-0.4395,-0.4395,-0.591,-0.5683,No
2476,LEHIGH VALLEY HOSPITAL - POCONO (390201),2019,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,1.1871,-0.6648,-0.8766,0.2715,-0.4819,-1.1543,-1.1543,-0.1129,-0.2691,No
2477,DOYLESTOWN HOSPITAL (390203),2019,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,0.5365,0.5924,-1.3272,-0.2451,-0.1847,-1.5577,-1.5577,-0.1256,-0.3404,No
2478,NAZARETH HOSPITAL (390204),2019,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,-1.5202,0.6531,1.8251,-0.9507,1.2025,1.875,1.875,0.242,0.4869,Yes
2479,SHARON REGIONAL HEALTH SYSTEM (390211),2019,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,-1.3318,0.4487,-1.0723,-0.2602,-1.4966,0.2469,0.2469,-0.7424,-0.594,No
2480,EXCELA HEALTH FRICK HOSPITAL (390217),2019,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,,1.9711,,,,-0.2762,-0.2762,1.9711,1.634,Yes
2481,EXCELA HEALTH LATROBE HOSPITAL (390219),2019,Acute Care,Voluntary non-profit - Other,121.0,,,PA,-0.0183,0.3962,-0.8803,-1.4406,0.7988,-0.915,-0.915,-0.2288,-0.3317,No
2482,JENNERSVILLE HOSPITAL (390220),2019,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,-1.5202,0.399,,,-1.4966,-0.5775,-0.5775,-0.8726,-0.8284,No
2483,RIDDLE MEMORIAL HOSPITAL (390222),2019,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,0.2103,0.9626,-0.895,-0.5946,-0.803,1.0154,1.0154,-0.224,-0.0381,No
2484,PENN PRESBYTERIAN MEDICAL CENTER (390223),2019,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,-0.2747,0.1558,0.7688,-0.2886,0.2741,-1.5577,-1.5577,0.1271,-0.1256,No
2485,WELLSPAN EPHRATA COMMUNITY HOSPITAL (390225),2019,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,-0.2939,0.5675,-1.4878,-1.4406,-0.6104,0.4336,0.4336,-0.653,-0.49,No
2486,PENNSYLVANIA HOSPITAL (390226),2019,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,0.4876,-0.2973,0.2868,-0.1247,0.9181,1.5935,1.5935,0.2541,0.455,Yes
2487,ST CLAIR HOSPITAL (390228),2019,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,-0.0863,0.399,-0.7972,-1.036,-0.2562,-1.1273,-1.1273,-0.3553,-0.4711,No
2488,ABINGTON MEMORIAL HOSPITAL (390231),2019,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,1.3511,-0.9991,0.0652,-0.5243,0.7273,0.0494,0.0494,0.124,0.1128,No
2489,HANOVER HOSPITAL (390233),2019,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,-0.0026,-0.2338,0.3773,-0.7517,-1.0067,-0.3289,-0.3289,-0.3235,-0.3243,No
2490,GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),2019,Acute Care,Voluntary non-profit - Private,92.0,41.783796,-76.448602,PA,,-1.5987,,,,-0.0697,-0.0697,-1.5987,-1.3694,No
2491,REGIONAL HOSPITAL OF SCRANTON (390237),2019,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,-0.6951,0.6338,0.6451,1.1794,-0.7351,0.9622,0.9622,0.2056,0.3191,No
2492,MILTON S HERSHEY MEDICAL CENTER (390256),2019,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,-0.2398,0.0342,-0.0086,-0.638,-0.2764,-1.5577,-1.5577,-0.2257,-0.4255,No
2493,ST MARY MEDICAL CENTER (390258),2019,Acute Care,Voluntary non-profit - Church,330.0,,,PA,1.8553,0.6062,0.7688,-0.5845,0.5273,1.3643,1.3643,0.6346,0.744,Yes
2494,LEHIGH VALLEY HOSPITAL - MUHLENBERG (390263),2019,Acute Care,Voluntary non-profit - Other,202.0,,,PA,-0.3026,-0.126,-0.9948,-1.0544,-0.1186,0.3712,0.3712,-0.5193,-0.3857,No
2495,JEFFERSON HOSPITAL (390265),2019,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,-0.2171,-0.2559,0.1483,0.9086,1.0777,-1.1732,-1.1732,0.3323,0.1065,No
2496,GROVE CITY MEDICAL CENTER (390266),2019,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,-0.2346,-0.5488,,,,-0.2011,-0.2011,-0.3917,-0.3631,No
2497,FORBES HOSPITAL (390267),2019,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,0.69,0.5509,0.2277,-0.9106,0.1493,0.5795,0.5795,0.1415,0.2072,No
2498,MOUNT NITTANY MEDICAL CENTER (390268),2019,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,-0.9097,0.2,-0.8322,-0.2585,-0.6691,-1.5577,-1.5577,-0.4939,-0.6535,No
2499,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2019,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,0.0131,-1.1483,0.8962,-0.9189,-0.1883,0.2516,0.2516,-0.2692,-0.1911,No
2500,VALLEY FORGE MEDICAL CENTER AND HOSPITAL (390272),2019,Acute Care,Proprietary,52.0,40.15643,-75.368684,PA,,-1.9247,,-1.4406,,0.0259,0.0259,-1.6827,-1.4264,No
2501,EAGLEVILLE HOSPITAL (390278),2019,Acute Care,Voluntary non-profit - Private,82.0,40.15588,-75.41192,PA,,-1.9247,,,,-0.0103,-0.0103,-1.9247,-1.6376,No
2502,HAHNEMANN UNIVERSITY HOSPITAL (390290),2019,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,0.2085,-0.3139,-0.1065,0.3183,0.3658,1.0421,1.0421,0.0945,0.2366,No
2503,BARIX CLINICS OF PENNSYLVANIA (390302),2019,Acute Care,Proprietary,23.0,,,PA,,,,,,0.0318,0.0318,,0.0318,No
2504,ROXBOROUGH MEMORIAL HOSPITAL (390304),2019,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,-0.7666,-0.1398,-1.4878,-0.2234,,-0.2096,-0.2096,-0.6544,-0.5877,No
2505,EDGEWOOD SURGICAL HOSPITAL (390307),2019,Acute Care,Physician,10.0,41.330051,-80.417855,PA,,,,,,-0.0137,-0.0137,,-0.0137,No
2506,CANCER TREATMENT CENTERS OF AMERICA (390312),2019,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,,-1.8474,-0.2838,1.5239,0.8943,1.0475,1.0475,0.0717,0.2181,No
2507,COORDINATED HEALTH ORTHOPEDIC HOSPITAL (390314),2019,Acute Care,Physician,20.0,40.673762,-75.365401,PA,,,,,,-0.9894,-0.9894,,-0.9894,No
2508,SURGICAL INSTITUTE OF READING (390316),2019,Acute Care,Proprietary,15.0,40.357951,-75.987577,PA,,,,,,-0.8426,-0.8426,,-0.8426,No
2509,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2019,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,,,,,-1.3963,-1.3963,,-1.3963,No
2510,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC (390322),2019,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,,,,-1.3473,-1.3473,,-1.3473,No
2511,ADVANCED SURGICAL HOSPITAL (390323),2019,Acute Care,Proprietary,14.0,40.156723,-80.280536,PA,,,,,,-0.3097,-0.3097,,-0.3097,No
2512,PHYSICIAN'S CARE SURGICAL HOSPITAL (390324),2019,Acute Care,Physician,12.0,40.216786,-75.553707,PA,,,,,,-0.8539,-0.8539,,-0.8539,No
2513,OSS ORTHOPAEDIC HOSPITAL (390325),2019,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,-1.9247,,,,-1.5577,-1.5577,-1.9247,-1.8697,No
2514,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2019,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,-1.5202,0.1309,-1.4878,-1.4406,0.43,-0.7627,-0.7627,-0.7775,-0.7753,No
2515,WELLSPAN SURGERY AND REHABILITATION HOSPITAL (390327),2019,Acute Care,Voluntary non-profit - Private,73.0,39.923277,-76.716898,PA,,,,,,-0.7181,-0.7181,,-0.7181,No
2516,UPMC EAST (390328),2019,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,1.1435,-0.2006,-0.0437,0.728,-1.0966,-0.0682,-0.0682,0.1061,0.08,No
2517,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2019,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,2.1658,0.7195,0.3256,2.0054,-0.8728,-1.3752,-1.3752,0.8687,0.5321,Yes
2518,ST LUKE'S HOSPITAL - MONROE CAMPUS (390330),2019,Acute Care,Voluntary non-profit - Private,88.0,40.997966,-75.261786,PA,0.826,0.678,-0.3392,,1.6502,,,0.7038,0.7038,Yes
2519,WILLS EYE HOSPITAL (390331),2019,Acute Care,Voluntary non-profit - Private,4.0,39.948271,-75.1557,PA,,,,,,,,,,No
2520,ROGER WILLIAMS MEDICAL CENTER (410004),2019,Acute Care,Voluntary non-profit - Private,163.0,41.834015,-71.43458,RI,1.5448,1.7943,0.6765,1.8917,-0.414,-0.1073,-0.1073,1.0986,0.9177,Yes
2521,OUR LADY OF FATIMA HOSPITAL (410005),2019,Acute Care,Voluntary non-profit - Private,286.0,41.855796,-71.458498,RI,0.9551,0.8576,1.0329,-0.5177,0.6227,0.7012,0.7012,0.5901,0.6068,Yes
2522,NEWPORT HOSPITAL (410006),2019,Acute Care,Voluntary non-profit - Private,123.0,41.497809,-71.306193,RI,1.2395,0.6145,-0.8655,-0.3187,1.5787,1.3479,1.3479,0.4497,0.5844,Yes
2523,RHODE ISLAND HOSPITAL (410007),2019,Acute Care,Voluntary non-profit - Private,701.0,41.811956,-71.407049,RI,0.2992,0.7941,0.8593,-0.7751,2.1365,1.8685,1.8685,0.6628,0.8436,Yes
2524,SOUTH COUNTY HOSPITAL INC (410008),2019,Acute Care,Voluntary non-profit - Private,86.0,41.431883,-71.495882,RI,2.1658,-0.1122,0.9904,-1.4406,-0.3571,-0.9788,-0.9788,0.2492,0.065,No
2525,KENT COUNTY MEMORIAL HOSPITAL (410009),2019,Acute Care,Proprietary,334.0,41.704478,-71.477902,RI,1.3529,1.5235,-0.7916,-0.3588,2.1365,2.1497,2.1497,0.7725,0.9791,Yes
2526,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND (410010),2019,Acute Care,Voluntary non-profit - Private,247.0,41.8102,-71.411562,RI,,-1.281,0.4733,1.0239,0.5878,-0.6952,-0.6952,0.201,0.0666,No
2527,LANDMARK MEDICAL CENTER (410011),2019,Acute Care,Voluntary non-profit - Private,141.0,42.00532,-71.49621,RI,0.997,0.8438,0.8298,-0.312,-0.5205,-1.1363,-1.1363,0.3676,0.142,No
2528,THE MIRIAM HOSPITAL (410012),2019,Acute Care,Voluntary non-profit - Private,247.0,41.851653,-71.397562,RI,-0.1735,0.8852,0.056,-0.7651,-0.1425,0.1211,0.1211,-0.028,-0.0056,No
2529,WESTERLY HOSPITAL (410013),2019,Acute Care,Voluntary non-profit - Private,82.0,41.362798,-71.825814,RI,-0.5084,0.8659,0.8778,,1.0466,-0.6001,-0.6001,0.5704,0.3949,Yes
2530,PIEDMONT MEDICAL CENTER (420002),2019,Acute Care,Proprietary,289.0,34.955198,-81.05125,SC,-1.1207,0.3299,-0.1785,-0.1849,-1.4966,-0.9566,-0.9566,-0.5302,-0.5942,No
2531,MUSC MEDICAL CENTER (420004),2019,Acute Care,Government - State,783.0,32.7854,-79.946559,SC,-0.013,0.6753,-0.016,-0.2184,0.7603,0.6987,0.6987,0.2376,0.3068,No
2532,MCLEOD MEDICAL CENTER - DILLON (420005),2019,Acute Care,Voluntary non-profit - Private,66.0,34.421266,-79.366107,SC,2.1344,-0.6151,,,-1.4966,-0.4601,-0.4601,0.0076,-0.0626,No
2533,SPARTANBURG MEDICAL CENTER (420007),2019,Acute Care,Government - Hospital District or Authority,557.0,34.967852,-81.939927,SC,-0.2224,-0.2089,-0.4574,0.1027,1.1273,1.2806,1.2806,0.0683,0.2501,No
2534,GHS OCONEE MEMORIAL  HOSPITAL (420009),2019,Acute Care,Government - Hospital District or Authority,261.0,34.69712,-82.984385,SC,0.3934,-0.5432,-0.8396,-0.3003,1.0154,-0.5429,-0.5429,-0.0549,-0.1281,No
2535,CAROLINA PINES REGIONAL MEDICAL CENTER (420010),2019,Acute Care,Proprietary,116.0,34.348675,-80.105767,SC,-0.0636,0.2967,-0.1638,-1.4406,0.3126,0.4091,0.4091,-0.2117,-0.1186,No
2536,CANNON MEMORIAL HOSPITAL (420011),2019,Acute Care,Voluntary non-profit - Private,42.0,34.874944,-82.704631,SC,,-1.4108,,,,-0.1085,-0.1085,-1.4108,-1.2155,No
2537,BAPTIST EASLEY HOSPITAL (420015),2019,Acute Care,Voluntary non-profit - Private,80.0,34.839651,-82.607064,SC,0.3394,0.5095,1.4724,-1.4406,2.1365,1.5254,1.5254,0.6034,0.7417,Yes
2538,PALMETTO HEALTH RICHLAND (420018),2019,Acute Care,Voluntary non-profit - Private,671.0,34.026699,-81.035032,SC,-0.0828,-0.0487,0.586,0.9504,0.1566,2.347,2.347,0.3123,0.6175,Yes
2539,CHESTER REGIONAL MEDICAL CENTER (420019),2019,Acute Care,Proprietary,124.0,34.683429,-81.184551,SC,,-0.0818,,,,-0.2256,-0.2256,-0.0818,-0.1034,No
2540,TIDELANDS HEALTH (420020),2019,Acute Care,Voluntary non-profit - Private,121.0,33.379078,-79.285344,SC,0.7667,-0.2448,-1.4878,2.196,-0.2342,-0.8328,-0.8328,0.1992,0.0444,No
