,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
2739,HOUSTON METHODIST SAN JACINTO HOSPITAL (450424),2021,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX,-0.1681,0.1084,-0.3081,-0.4422,0.0493,-0.1497,-0.1517,No
2740,ST DAVID'S MEDICAL CENTER (450431),2021,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX,0.8052,-0.7979,0.3159,-0.8221,0.5633,-1.2574,-0.1988,No
2741,NAVARRO REGIONAL HOSPITAL (450447),2021,Acute Care,Voluntary non-profit - Other,96.0,32.085083,-96.503582,TX,0.8973,0.6374,,,2.0795,-0.5664,0.7619,Yes
2742,GLEN ROSE MEDICAL CENTER (450451),2021,Acute Care,Government - Hospital District or Authority,16.0,32.24203,-97.7454,TX,,,,,,0.0212,0.0212,No
2743,TYLER COUNTY HOSPITAL (450460),2021,Acute Care,Government - Hospital District or Authority,25.0,30.775287,-94.42822,TX,,,,,,0.0303,0.0303,No
2744,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS (450462),2021,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX,0.5875,0.6535,-0.0065,0.256,1.0718,0.1686,0.4552,Yes
2745,MATAGORDA REGIONAL MEDICAL CENTER (450465),2021,Acute Care,Government - Hospital District or Authority,57.0,28.982805,-95.99129,TX,2.1532,-0.2173,,,,-0.4946,0.4804,Yes
2746,WILSON N JONES REGIONAL MEDICAL CENTER (450469),2021,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX,-0.5658,-0.4237,-0.9008,1.2113,0.1694,1.2933,0.1306,No
2747,UT HEALTH EAST TEXAS HENDERSON HOSPITAL (450475),2021,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX,,-0.9107,,,,-0.1827,-0.5467,No
2748,WOODLAND HEIGHTS MEDICAL CENTER (450484),2021,Acute Care,Proprietary,135.0,31.327737,-94.756139,TX,-0.0802,-1.4558,2.196,-0.4906,-0.4371,-1.37,-0.273,No
2749,MEDICAL ARTS HOSPITAL (450489),2021,Acute Care,Government - Hospital District or Authority,22.0,32.750279,-101.96647,TX,,,,,,0.0408,0.0408,No
2750,STEPHENS MEMORIAL HOSPITAL (450498),2021,Acute Care,Government - Hospital District or Authority,30.0,32.754056,-98.887719,TX,,,,,,0.0556,0.0556,No
2751,NACOGDOCHES COUNTY HOSPITAL DISTRICT (450508),2021,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX,-1.2377,0.6825,0.0018,0.9226,-1.4855,0.3566,-0.1266,No
2752,THE MEDICAL CENTER OF SOUTHEAST TEXAS (450518),2021,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX,-0.2707,-0.6656,0.0122,1.12,-0.8402,-1.5047,-0.3582,No
2753,METHODIST RICHARDSON MEDICAL CENTER (450537),2021,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX,-0.457,0.9567,-0.5119,-0.0512,-0.0155,-0.0176,-0.0161,No
2754,COVENANT HOSPITAL PLAINVIEW (450539),2021,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX,-1.5517,-0.5076,,,,0.8963,-0.3877,No
2755,ABILENE REGIONAL MEDICAL CENTER (450558),2021,Acute Care,Proprietary,202.0,32.374006,-99.742595,TX,-1.1477,-0.5721,-0.6159,-0.5092,-0.5351,0.1267,-0.5422,No
2756,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE (450563),2021,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX,0.0684,-0.2464,-0.5888,-0.4646,0.0881,-0.8564,-0.3333,No
2757,PALO PINTO GENERAL HOSPITAL (450565),2021,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX,,-1.0236,,,,0.4429,-0.2904,No
2758,SHANNON MEDICAL CENTER (450571),2021,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX,0.6126,1.2695,0.7027,0.5391,0.3691,-0.2573,0.5393,Yes
2759,CHRISTUS JASPER MEMORIAL HOSPITAL (450573),2021,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX,,-1.946,,,,-0.1042,-1.0251,No
2760,HEMPHILL COUNTY HOSPITAL (450578),2021,Acute Care,Government - Hospital District or Authority,15.0,35.903792,-100.387399,TX,,,,,,0.0857,0.0857,No
2761,WILBARGER GENERAL HOSPITAL (450584),2021,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX,,-1.946,,,,-0.1401,-1.0431,No
2762,SEYMOUR HOSPITAL (450586),2021,Acute Care,Government - Hospital District or Authority,27.0,33.589788,-99.247697,TX,,,,,,-0.0314,-0.0314,No
2763,BROWNWOOD REGIONAL MEDICAL CENTER (450587),2021,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX,,-1.6332,,,-1.4855,0.1126,-1.002,No
2764,LAKE GRANBURY MEDICAL CENTER (450596),2021,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX,-0.8086,-0.8204,-0.385,0.338,-0.5388,-0.8074,-0.5037,No
2765,CUERO REGIONAL HOSPITAL (450597),2021,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX,-1.5517,-0.098,,,,-0.0379,-0.5625,No
2766,HILL COUNTRY MEMORIAL HOSPITAL INC (450604),2021,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX,-0.5512,-0.2786,,,0.0197,-1.3767,-0.5467,No
2767,CARE REGIONAL MEDICAL CENTER (450605),2021,Acute Care,Proprietary,73.0,27.915921,-97.161829,TX,,,,,,,,No
2768,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL (450610),2021,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,-1.0996,-0.3883,1.31,-0.1815,0.3063,-1.5047,-0.2596,No
2769,HCA HOUSTON HEALTHCARE CLEAR LAKE (450617),2021,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,0.4682,-0.1399,0.8088,-0.0884,-0.0876,1.044,0.3342,No
2770,MEDICAL CITY DENTON (450634),2021,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,-0.727,-0.7366,-0.959,-0.4981,-0.4093,0.3655,-0.4941,No
2771,HCA HOUSTON HEALTHCARE NORTHWEST (450638),2021,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,-0.4967,-1.0881,0.8608,-0.7476,-0.9474,0.7416,-0.2796,No
2772,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2021,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,-0.1932,0.1923,0.9959,0.0661,-0.0007,-0.4207,0.1066,No
2773,NOCONA GENERAL HOSPITAL (450641),2021,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX,,,,,,-0.05,-0.05,No
2774,DOCTORS HOSPITAL OF LAREDO (450643),2021,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,-0.0237,-0.2367,-0.1167,-1.0213,0.898,-0.4668,-0.1612,No
2775,HCA HOUSTON HEALTHCARE WEST (450644),2021,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,0.2066,-0.8462,0.4219,0.0158,-1.4855,-1.0879,-0.4625,No
2776,MEDICAL CITY DALLAS HOSPITAL (450647),2021,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,-0.2142,0.7631,1.2913,0.2207,-0.389,-1.5047,0.0279,No
2777,MEDICAL CITY PLANO (450651),2021,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,-0.2874,-0.4657,-0.7615,-0.6899,-0.4888,-0.1535,-0.4745,No
2778,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H (450653)",2021,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,-1.5517,-1.946,,,,0.8032,-0.8982,No
2779,STARR COUNTY MEMORIAL HOSPITAL (450654),2021,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,,0.9986,,,,-0.2063,0.3961,Yes
2780,NACOGDOCHES MEDICAL CENTER (450656),2021,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,-0.2665,-0.4753,0.476,-0.1424,-0.0488,-0.7618,-0.2031,No
2781,FREESTONE MEDICAL CENTER (450658),2021,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,,,,,,0.0117,0.0117,No
2782,PARK PLAZA HOSPITAL (450659),2021,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX,-0.0195,0.231,2.2542,0.9357,-0.9326,-0.6009,0.3113,No
2783,ODESSA REGIONAL MEDICAL CENTER (450661),2021,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,-1.1289,-0.7592,-1.3958,0.7849,-1.1859,-1.2719,-0.8261,No
2784,VALLEY REGIONAL MEDICAL CENTER (450662),2021,Acute Care,Proprietary,207.0,,,TX,1.9334,-0.5721,1.0396,0.0345,-0.6201,-1.279,0.0894,No
2785,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS (450668),2021,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,-0.9572,-0.1367,-1.0069,0.0047,-1.4855,-0.2111,-0.6321,No
2786,MEDICAL CITY LEWISVILLE (450669),2021,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,-0.1179,-0.2238,-0.2665,-1.4868,0.1066,-0.4737,-0.4103,No
2787,HCA HOUSTON HEALTHCARE TOMBALL (450670),2021,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,0.464,-0.9365,1.3474,0.4813,-1.2118,0.8374,0.1636,No
2788,MEDICAL CITY FORT WORTH (450672),2021,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,-0.2142,-0.8527,-1.2232,-0.5893,-0.376,-0.1538,-0.5682,No
2789,"WOMANS HOSPITAL OF TEXAS,THE (450674)",2021,Acute Care,Proprietary,250.0,29.692977,-95.40109,TX,1.2322,-1.859,0.3679,0.4273,-1.0195,-0.3182,-0.1949,No
2790,MEDICAL CITY ARLINGTON (450675),2021,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,-0.0844,-0.6302,0.0663,1.4142,-0.1042,0.0786,0.1234,No
2791,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2021,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,-0.8505,0.6922,1.1561,-0.6675,-0.8975,-0.3154,-0.1471,No
2792,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK (450678),2021,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,-1.5517,-0.385,-1.3958,-0.4422,-1.4855,-0.4606,-0.9535,No
2793,MEMORIAL HERMANN NORTHEAST HOSPITAL (450684),2021,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,-1.3445,0.3826,0.2701,-0.269,1.1014,-0.9241,-0.1306,No
2794,UNIVERSITY MEDICAL CENTER (450686),2021,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,-0.4339,0.1697,0.3471,-0.6061,0.8055,2.3824,0.4441,Yes
2795,DALLAS REGIONAL MEDICAL CENTER (450688),2021,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,-1.5517,-1.8267,-1.3958,-0.4795,-0.1763,-0.7351,-1.0275,No
2796,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2021,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,,-0.5302,,,,-0.431,-0.4806,No
2797,EL CAMPO MEMORIAL HOSPITAL (450694),2021,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,,2.0113,,,,-0.1527,0.9293,Yes
2798,SOUTHWEST GENERAL HOSPITAL (450697),2021,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,-0.5302,0.0407,0.79,2.2,-0.2854,0.7526,0.4946,Yes
2799,LAMB HEALTHCARE CENTER (450698),2021,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX,,,,,,0.0801,0.0801,No
2800,LONGVIEW REGIONAL MEDICAL CENTER (450702),2021,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,-0.1011,-0.5302,2.2542,0.6955,-1.0343,-1.373,-0.0148,No
2801,HOUSTON METHODIST ST JOHN HOSPITAL (450709),2021,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,0.2003,0.1116,-1.3958,-0.1462,-0.572,-0.5278,-0.3883,No
2802,RIO GRANDE REGIONAL HOSPITAL (450711),2021,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,0.688,-0.2947,0.5821,-0.2095,0.6428,-0.6127,0.1327,No
2803,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2021,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,-0.4758,0.0181,0.0538,1.4887,0.567,-1.5047,0.0245,No
2804,ROUND ROCK MEDICAL CENTER (450718),2021,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,0.3405,0.3471,0.06,0.6098,-1.0399,-0.3001,0.0029,No
2805,METHODIST CHARLTON MEDICAL CENTER (450723),2021,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,-0.3795,1.1566,0.0185,1.4887,-1.4855,0.1139,0.1521,No
2806,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON (450730),2021,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,0.1752,0.0213,1.8944,0.1927,-0.4555,2.2271,0.6759,Yes
2807,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2021,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,-0.5616,0.6793,0.1932,-1.4868,0.567,-0.2332,-0.1404,No
2808,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2021,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,-0.4507,0.331,0.6881,-1.4868,1.547,-0.7208,-0.0154,No
2809,PALESTINE REGIONAL MEDICAL CENTER (450747),2021,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,-1.5517,-0.6753,,-1.4868,-1.4855,1.1192,-0.816,No
2810,COVENANT HOSPITAL LEVELLAND (450755),2021,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX,,-1.946,,,,-0.044,-0.995,No
2811,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2021,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,-0.7019,-0.0948,-0.5452,-1.2354,-0.6183,-1.3359,-0.7552,No
2812,TOPS SURGICAL SPECIALTY HOSPITAL (450774),2021,Acute Care,Physician,16.0,30.018542,-95.444846,TX,,,,,,0.1833,0.1833,No
2813,KINGWOOD MEDICAL CENTER (450775),2021,Acute Care,Proprietary,420.0,,,TX,-0.4674,-0.7076,-0.0959,0.675,-0.4629,-0.2518,-0.2185,No
2814,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2021,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,-0.076,-0.4882,-0.6949,-0.6079,0.0603,-1.5047,-0.5519,No
2815,METHODIST HOSPITAL AMBULATORY SURGERY (450780),2021,Acute Care,Proprietary,23.0,29.527605,-98.595995,TX,,,,,,-0.3538,-0.3538,No
2816,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2021,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,1.2866,-0.0593,0.3325,0.0345,-0.1671,-0.4794,0.158,No
2817,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2021,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,-0.0048,0.4567,-0.229,-0.5446,-0.2632,-0.0476,-0.1054,No
2818,DOCTORS HOSPITAL TIDWELL (450803),2021,Acute Care,Physician,119.0,29.847222,-95.407991,TX,-0.4905,0.002,2.2542,,,-0.2094,0.3891,Yes
2819,TEXAS ORTHOPEDIC HOSPITAL (450804),2021,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,-1.946,,,,-1.5047,-1.7254,No
2820,NORTHWEST HILLS SURGICAL HOSPITAL (450808),2021,Acute Care,Physician,8.0,30.350316,-97.751026,TX,,,,,,-0.5815,-0.5815,No
2821,NORTH AUSTIN MEDICAL CENTER (450809),2021,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX,-0.5512,0.0084,0.137,-0.5241,0.1787,-0.456,-0.2012,No
2822,HOUSTON METHODIST SUGARLAND HOSPITAL (450820),2021,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX,-0.953,-1.0817,-0.6346,-0.1331,-0.3113,-1.5047,-0.7698,No
2823,MEDICAL CITY LAS COLINAS (450822),2021,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX,-0.1765,-0.6785,-1.3958,-1.4868,-0.9474,-0.8086,-0.9156,No
2824,CORNERSTONE REGIONAL HOSPITAL (450825),2021,Acute Care,Proprietary,14.0,26.263096,-98.199164,TX,,,,,,-0.2338,-0.2338,No
2825,KELL WEST REGIONAL HOSPITAL (450827),2021,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX,-0.1074,-1.946,,,,-0.6974,-0.9169,No
2826,CHRISTUS SPOHN HOSPITAL ALICE (450828),2021,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX,-0.1639,-1.3913,,,0.2526,-0.2418,-0.3861,No
2827,SURGERY SPECIALTY HOSPITALS OF AMERICA S E HOUSTON (450831),2021,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX,,,,,,0.0104,0.0104,No
2828,ENNIS REGIONAL MEDICAL CENTER (450833),2021,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,,2.0113,,,,-0.207,0.9022,Yes
2829,"PHYSICIANS CENTRE,THE (450834)",2021,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX,,,,,,-0.1947,-0.1947,No
2830,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2021,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,0.0454,0.6019,-1.3958,,-1.4855,-0.5718,-0.5612,No
2831,HOUSTON METHODIST WILLOWBROOK HOSPITAL (450844),2021,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,0.2108,-0.2367,-1.2502,0.0009,-0.5277,-0.5779,-0.3968,No
2832,MEMORIAL HERMANN KATY HOSPITAL (450847),2021,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,0.9454,-0.2367,0.1661,-1.4868,0.1158,-0.6767,-0.1955,No
2833,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2021,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,-1.1121,-1.2462,2.2542,-1.4868,0.0067,-0.9762,-0.4267,No
2834,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS (450851),2021,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,,-1.3494,,,,-1.5047,-1.4271,No
2835,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO (450853),2021,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,-1.5517,-1.0559,,,-0.6053,0.002,-0.8027,No
2836,HARLINGEN MEDICAL CENTER (450855),2021,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,-1.2147,-1.2365,-0.0273,0.4944,2.0795,-1.5047,-0.2349,No
2837,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL (450856),2021,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX,,,,,,-1.106,-1.106,No
2838,SUGAR LAND SURGICAL HOSPITAL LLP (450860),2021,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX,,,,,,-0.1028,-0.1028,No
2839,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2021,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,-0.5156,-0.0948,-0.5327,-0.5893,-0.9492,-0.9644,-0.6077,No
2840,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL (450864),2021,Acute Care,Physician,19.0,32.329248,-95.299467,TX,-1.5517,0.9244,,,,-1.5047,-0.7107,No
2841,ASCENSION SETON  SOUTHWEST (450865),2021,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,,,,,,-0.0788,-0.0788,No
2842,SETON NORTHWEST HOSPITAL (450867),2021,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,0.9538,-0.0464,0.1516,-0.3268,0.0973,-0.5019,0.0546,No
2843,DOCTORS HOSPITAL AT RENAISSANCE (450869),2021,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,0.4368,-0.8495,0.7485,-1.3565,0.138,2.3824,0.25,No
2844,ARISE AUSTIN MEDICAL CENTER (450871),2021,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,,,,-0.6764,-0.6764,No
2845,U S M D HOSPITAL AT ARLINGTON L P (450872),2021,Acute Care,Physician,35.0,32.679151,-97.115971,TX,-1.5517,-0.514,,,-0.0395,1.5546,-0.1376,No
2846,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS (450874),2021,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,,,,-0.3437,-0.3437,No
2847,QUAIL CREEK SURGICAL HOSPITAL (450875),2021,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,-1.5517,-1.946,,,-1.4855,-1.4323,-1.6039,No
2848,LUBBOCK HEART HOSPITAL LP (450876),2021,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,,2.0113,1.2289,,,-1.0873,0.7176,Yes
2849,FOUNDATION SURGICAL HOSPITAL OF EL PASO (450877),2021,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,,,,,-1.0288,-0.442,-0.7354,No
2850,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH (450880),2021,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,-1.5517,,,,,-1.3633,-1.4575,No
2851,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2021,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,0.7277,,,,-0.8166,-0.0445,No
2852,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL (450885),2021,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,1.2783,1.4953,-0.0793,0.1611,-1.4855,-0.6756,0.1157,No
2853,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2021,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,,,,,-0.2001,-0.2001,No
2854,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT (450889),2021,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX,,,,,,-0.4124,-0.4124,No
2855,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO (450890),2021,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,1.2615,0.3858,1.5554,0.5726,0.0529,-0.3728,0.5759,Yes
2856,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY (450891),2021,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX,,,,,-1.4855,-0.2547,-0.8701,No
2857,THE HEART HOSPITAL BAYLOR DENTON (450893),2021,Acute Care,Physician,20.0,33.17697,-97.088199,TX,,2.0113,,,,-0.9426,0.5343,Yes
2858,UTAH VALLEY HOSPITAL (460001),2021,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,0.3322,0.3987,-0.2956,-0.7197,-0.1449,-1.2495,-0.2798,No
2859,SALT LAKE REGIONAL MEDICAL CENTER (460003),2021,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,-0.9761,1.8371,0.2763,,,-0.4084,0.1823,No
2860,MCKAY DEE HOSPITAL (460004),2021,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,-0.1639,-0.9527,-0.5618,-0.5614,0.3451,-1.5047,-0.5666,No
2861,OGDEN REGIONAL MEDICAL CENTER (460005),2021,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,0.1061,-0.3915,0.8316,-0.7848,1.7319,0.1757,0.2782,No
2862,LDS HOSPITAL (460006),2021,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,0.8722,2.0113,-0.3102,-0.2709,0.1583,-1.5047,0.1593,No
2863,CEDAR CITY HOSPITAL (460007),2021,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,,-1.4268,,,-0.4371,-0.3951,-0.753,No
2864,UNIVERSITY OF UTAH HOSPITALS AND CLINICS (460009),2021,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,0.3719,0.718,-0.2894,-0.2467,0.8998,-1.061,0.0654,No
2865,INTERMOUNTAIN MEDICAL CENTER (460010),2021,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,0.3091,0.1568,-0.15,-0.5111,-0.5498,-0.2333,-0.1631,No
2866,CASTLEVIEW HOSPITAL (460011),2021,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,0.441,-1.3203,,,2.0795,-0.5289,0.1678,No
2867,MOUNTAIN VIEW HOSPITAL (460013),2021,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,-1.5517,-1.6106,-1.3958,,1.4989,-0.6779,-0.7474,No
2868,MOUNTAIN WEST MEDICAL CENTER (460014),2021,Acute Care,Proprietary,36.0,,,UT,,0.1987,,,,-0.2566,-0.029,No
2869,LOGAN REGIONAL HOSPITAL (460015),2021,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,-0.5763,0.2697,0.2056,1.3304,0.4912,0.0767,0.2996,No
2870,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2021,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,-1.946,,,,0.1243,-0.9109,No
2871,UINTAH BASIN MEDICAL CENTER (460019),2021,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,1.3695,,,,-0.2974,0.536,Yes
2872,DIXIE REGIONAL MEDICAL CENTER (460021),2021,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,0.3259,-0.7559,-0.7552,-1.1759,1.4342,-1.5047,-0.4053,No
2873,AMERICAN FORK HOSPITAL (460023),2021,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,0.8073,-0.9462,-1.3958,-1.4868,-0.7015,-0.8884,-0.7686,No
2874,SEVIER VALLEY HOSPITAL (460026),2021,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,0.8567,,,-1.4855,-0.4326,-0.3538,No
2875,ASHLEY REGIONAL MEDICAL CENTER (460030),2021,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,-1.3139,,,0.2582,-0.241,-0.4322,No
2876,BEAR RIVER VALLEY HOSPITAL (460039),2021,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,,,,0.0144,0.0144,No
2877,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2021,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,-0.0739,0.7857,2.1336,2.2,-0.1172,0.1593,0.8479,Yes
2878,LAKEVIEW HOSPITAL (460042),2021,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,-0.1639,-0.6463,-1.3958,0.364,-0.6331,-1.5047,-0.6633,No
