,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample)
6671,PROVIDENCE HEALTH (420026),2018,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,54.0,26.0,,,37.0,379.0,100.0,24.0,99.0,70.0,,,,,50.0,24.0,49.0,2210.0,12.0,17.0,95.0,604.0,,,1.0,67208.0,,,,,,,,,151.0,562.0,165.0,395.0,337.0,574.0,66.0,190.0,,
6672,PROVIDENCE HEALTH (420026),2018,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,38.0,45.0,,,35.0,383.0,100.0,24.0,99.0,70.0,,,,,58.0,24.0,61.0,1342.0,5.0,20.0,95.0,604.0,,,1.0,67208.0,,,,,,,,,160.0,576.0,164.0,398.0,348.0,586.0,66.0,179.0,,
6673,ANMED HEALTH (420027),2018,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,37.0,416.0,,,78.0,410.0,87.0,77.0,83.0,76.0,70.0,43.0,,,,,100.0,3956.0,0.0,17.0,93.0,570.0,,,5.0,78948.0,,,,,,,332.0,13.0,108.0,849.0,210.0,397.0,371.0,849.0,96.0,253.0,1.0,183.0
6674,ANMED HEALTH (420027),2018,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,38.0,599.0,,,74.0,407.0,87.0,77.0,83.0,76.0,70.0,43.0,,,,,100.0,3524.0,0.0,17.0,93.0,570.0,,,5.0,78948.0,,,,,,,337.0,13.0,121.0,836.0,247.0,397.0,369.0,836.0,96.0,219.0,1.0,175.0
6675,COLLETON MEDICAL CENTER (420030),2018,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,67.0,49.0,100.0,99.0,6.0,543.0,9.0,43.0,100.0,31.0,,,,,87.0,15.0,88.0,739.0,,,98.0,497.0,,,1.0,36573.0,5.0,101.0,,,,,153.0,13.0,71.0,861.0,114.0,505.0,220.0,861.0,26.0,116.0,2.0,41.0
6676,COLLETON MEDICAL CENTER (420030),2018,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,64.0,58.0,100.0,94.0,5.0,558.0,9.0,43.0,100.0,31.0,,,,,91.0,11.0,88.0,692.0,,,98.0,497.0,,,1.0,36573.0,5.0,97.0,,,,,148.0,16.0,71.0,882.0,120.0,516.0,224.0,882.0,23.0,117.0,0.0,43.0
6677,GHS GREER MEMORIAL HOSPITAL (420033),2018,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,52.0,151.0,97.0,113.0,26.0,475.0,64.0,115.0,76.0,248.0,,,,,,,98.0,615.0,,,92.0,412.0,,,2.0,35632.0,7.0,113.0,,,38.0,18.0,,,102.0,397.0,162.0,446.0,305.0,397.0,61.0,161.0,0.0,30.0
6678,GHS GREER MEMORIAL HOSPITAL (420033),2018,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,48.0,191.0,96.0,140.0,26.0,475.0,64.0,115.0,76.0,248.0,,,,,62.0,16.0,99.0,797.0,,,92.0,412.0,,,2.0,35632.0,7.0,141.0,,,39.0,23.0,,,102.0,386.0,168.0,451.0,309.0,387.0,54.0,149.0,0.0,33.0
6679,SPRINGS MEMORIAL HOSPITAL (420036),2018,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,66.0,226.0,100.0,72.0,20.0,424.0,100.0,12.0,100.0,41.0,,,,,93.0,14.0,80.0,1181.0,,,100.0,493.0,,,4.0,39769.0,4.0,75.0,,,67.0,21.0,208.0,21.0,79.0,879.0,138.0,382.0,253.0,879.0,52.0,116.0,15.0,41.0
6680,SPRINGS MEMORIAL HOSPITAL (420036),2018,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,64.0,309.0,100.0,74.0,17.0,424.0,100.0,12.0,100.0,41.0,,,,,82.0,11.0,84.0,1053.0,,,100.0,493.0,,,4.0,39769.0,4.0,78.0,,,64.0,20.0,446.0,20.0,81.0,863.0,140.0,384.0,256.0,863.0,51.0,113.0,12.0,42.0
6681,GHS HILLCREST MEMORIAL HOSPITAL (420037),2018,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,53.0,113.0,93.0,70.0,27.0,473.0,78.0,147.0,86.0,182.0,,,,,73.0,11.0,100.0,408.0,,,92.0,343.0,,,2.0,31543.0,5.0,71.0,,,,,,,100.0,487.0,142.0,456.0,296.0,488.0,38.0,131.0,,
6682,GHS HILLCREST MEMORIAL HOSPITAL (420037),2018,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,53.0,150.0,96.0,79.0,27.0,475.0,78.0,147.0,86.0,182.0,,,,,64.0,14.0,100.0,489.0,,,92.0,343.0,,,2.0,31543.0,5.0,80.0,,,,,,,98.0,473.0,150.0,454.0,296.0,474.0,39.0,124.0,,
6683,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2018,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,44.0,227.0,96.0,77.0,28.0,426.0,73.0,66.0,96.0,52.0,,,,,,,100.0,405.0,,,84.0,282.0,,,2.0,31534.0,13.0,79.0,,,,,327.0,15.0,91.0,445.0,149.0,406.0,282.0,445.0,55.0,117.0,0.0,30.0
6684,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2018,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,47.0,300.0,96.0,83.0,24.0,425.0,73.0,66.0,96.0,52.0,,,,,,,99.0,525.0,,,84.0,282.0,,,2.0,31534.0,13.0,86.0,,,,,847.0,11.0,90.0,442.0,137.0,410.0,280.0,442.0,51.0,120.0,0.0,35.0
6685,MARY BLACK HEALTH SYSTEM GAFFNEY (420043),2018,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,52.0,155.0,95.0,56.0,18.0,426.0,98.0,60.0,100.0,42.0,,,,,,,66.0,437.0,,,95.0,282.0,,,5.0,33991.0,6.0,58.0,,,,,142.0,20.0,114.0,507.0,126.0,401.0,287.0,507.0,44.0,86.0,0.0,28.0
6686,MARY BLACK HEALTH SYSTEM GAFFNEY (420043),2018,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,49.0,195.0,92.0,52.0,18.0,429.0,98.0,60.0,100.0,42.0,,,,,,,67.0,434.0,,,95.0,282.0,,,5.0,33991.0,5.0,54.0,,,,,172.0,22.0,119.0,520.0,122.0,402.0,284.0,520.0,44.0,82.0,0.0,20.0
6687,KERSHAWHEALTH (420048),2018,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,74.0,147.0,98.0,65.0,30.0,400.0,100.0,72.0,100.0,70.0,,,,,38.0,16.0,97.0,1101.0,,,97.0,364.0,,,4.0,25331.0,6.0,64.0,,,105.0,15.0,167.0,14.0,65.0,480.0,116.0,374.0,211.0,480.0,45.0,109.0,0.0,40.0
6688,KERSHAWHEALTH (420048),2018,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,71.0,171.0,99.0,74.0,30.0,399.0,100.0,72.0,100.0,70.0,,,,,41.0,17.0,100.0,1176.0,,,97.0,364.0,,,4.0,25331.0,5.0,76.0,,,113.0,13.0,137.0,13.0,66.0,503.0,123.0,377.0,220.0,503.0,44.0,110.0,0.0,47.0
6689,CONWAY MEDICAL CENTER (420049),2018,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,57.0,69.0,99.0,83.0,22.0,405.0,78.0,64.0,88.0,72.0,,,,,90.0,30.0,67.0,1760.0,0.0,12.0,97.0,498.0,,,2.0,59366.0,3.0,85.0,,,49.0,15.0,297.0,17.0,107.0,662.0,133.0,367.0,260.0,663.0,51.0,135.0,3.0,33.0
6690,CONWAY MEDICAL CENTER (420049),2018,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,56.0,91.0,97.0,78.0,21.0,415.0,78.0,64.0,88.0,72.0,,,,,90.0,30.0,65.0,1988.0,8.0,12.0,97.0,498.0,,,2.0,59366.0,3.0,79.0,,,34.0,17.0,254.0,17.0,102.0,666.0,135.0,387.0,254.0,667.0,51.0,138.0,6.0,36.0
6691,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2018,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,51.0,81.0,,,48.0,382.0,94.0,296.0,88.0,280.0,88.0,26.0,,,79.0,29.0,63.0,8032.0,0.0,52.0,98.0,542.0,,,4.0,79560.0,,,,,,,,,106.0,636.0,232.0,365.0,314.0,638.0,88.0,175.0,0.0,56.0
6692,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2018,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,49.0,102.0,,,40.0,383.0,94.0,296.0,88.0,280.0,88.0,26.0,,,86.0,29.0,95.0,8167.0,0.0,53.0,98.0,542.0,,,4.0,79560.0,,,,,,,,,106.0,619.0,214.0,366.0,320.0,621.0,88.0,174.0,0.0,65.0
6693,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2018,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,57.0,47.0,92.0,118.0,24.0,361.0,94.0,109.0,100.0,105.0,,,,,67.0,15.0,98.0,627.0,,,100.0,249.0,,,2.0,20705.0,14.0,120.0,,,,,,,85.0,272.0,125.0,353.0,284.0,306.0,48.0,138.0,0.0,62.0
6694,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2018,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,62.0,55.0,93.0,130.0,21.0,366.0,94.0,109.0,100.0,105.0,,,,,75.0,12.0,98.0,636.0,,,100.0,249.0,,,2.0,20705.0,11.0,130.0,,,52.0,18.0,,,83.0,291.0,119.0,347.0,276.0,327.0,48.0,129.0,0.0,49.0
6695,CAROLINAS HOSPITAL SYSTEM MARION (420055),2018,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,63.0,89.0,99.0,83.0,19.0,428.0,100.0,90.0,,,,,,,73.0,11.0,84.0,532.0,,,99.0,275.0,,,1.0,23560.0,1.0,89.0,,,,,187.0,14.0,70.0,461.0,142.0,395.0,262.0,461.0,29.0,67.0,8.0,24.0
6696,CAROLINAS HOSPITAL SYSTEM MARION (420055),2018,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,65.0,125.0,99.0,95.0,19.0,428.0,100.0,90.0,,,,,,,85.0,13.0,86.0,536.0,,,99.0,275.0,,,1.0,23560.0,2.0,101.0,,,,,276.0,16.0,70.0,459.0,138.0,396.0,256.0,459.0,32.0,67.0,10.0,21.0
6697,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2018,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,,,,,,,,,,,,,,,,67.0,108.0,,,97.0,30.0,,,,,,,,,,,,,,,,,,,,,,
6698,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2018,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,,,,,,,,,,,,,,,,96.0,105.0,,,97.0,30.0,,,,,,,,,,,,,,,,,,,,,,
6699,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2018,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,68.0,112.0,98.0,125.0,32.0,180.0,97.0,67.0,95.0,60.0,85.0,20.0,,,83.0,12.0,94.0,1910.0,0.0,17.0,88.0,547.0,,,3.0,53742.0,10.0,136.0,,,,,222.0,22.0,62.0,560.0,179.0,397.0,264.0,560.0,53.0,154.0,0.0,238.0
6700,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2018,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,71.0,149.0,96.0,114.0,22.0,139.0,97.0,67.0,95.0,60.0,85.0,20.0,,,,,84.0,2254.0,0.0,20.0,88.0,547.0,,,3.0,53742.0,11.0,122.0,,,,,296.0,23.0,59.0,617.0,169.0,403.0,251.0,617.0,48.0,140.0,1.0,225.0
6701,LAKE CITY COMMUNITY HOSPITAL (420066),2018,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,15.0,13.0,73.0,70.0,33.0,539.0,,,,,,,,,,,92.0,399.0,,,88.0,254.0,,,9.0,19293.0,20.0,73.0,,,,,182.0,11.0,60.0,421.0,100.0,509.0,237.0,421.0,69.0,67.0,,
6702,LAKE CITY COMMUNITY HOSPITAL (420066),2018,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,25.0,20.0,71.0,79.0,25.0,548.0,,,,,,,,,,,94.0,425.0,,,88.0,254.0,,,9.0,19293.0,20.0,80.0,,,150.0,13.0,142.0,13.0,56.0,405.0,90.0,516.0,230.0,406.0,53.0,67.0,,
6703,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2018,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,88.0,94.0,100.0,20.0,19.0,503.0,100.0,239.0,98.0,794.0,100.0,25.0,,,86.0,21.0,96.0,2308.0,0.0,20.0,96.0,566.0,,,2.0,55313.0,4.0,24.0,,,,,169.0,13.0,120.0,831.0,147.0,475.0,306.0,831.0,38.0,141.0,2.0,129.0
6704,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2018,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,90.0,127.0,100.0,14.0,18.0,503.0,100.0,239.0,98.0,794.0,100.0,25.0,,,89.0,19.0,94.0,1892.0,0.0,19.0,96.0,566.0,,,2.0,55313.0,4.0,17.0,,,,,231.0,11.0,117.0,832.0,149.0,478.0,305.0,832.0,37.0,132.0,1.0,141.0
6705,TRMC OF ORANGEBURG & CALHOUN (420068),2018,Acute Care,Government - Local,285.0,,,SC,39.0,104.0,98.0,125.0,57.0,388.0,88.0,110.0,100.0,107.0,72.0,29.0,,,89.0,38.0,87.0,2122.0,,,91.0,545.0,,,4.0,64222.0,1.0,130.0,,,,,221.0,13.0,92.0,857.0,196.0,396.0,293.0,857.0,72.0,139.0,0.0,52.0
6706,TRMC OF ORANGEBURG & CALHOUN (420068),2018,Acute Care,Government - Local,285.0,,,SC,43.0,138.0,97.0,119.0,57.0,393.0,88.0,110.0,100.0,107.0,72.0,29.0,,,86.0,43.0,90.0,1890.0,,,91.0,545.0,,,4.0,64222.0,2.0,127.0,,,,,,,94.0,862.0,187.0,403.0,297.0,862.0,70.0,138.0,2.0,52.0
6707,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2018,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,18.0,49.0,98.0,184.0,66.0,378.0,98.0,65.0,85.0,281.0,95.0,20.0,,,81.0,37.0,77.0,2229.0,0.0,13.0,97.0,501.0,,,7.0,64948.0,7.0,198.0,,,32.0,26.0,160.0,13.0,126.0,667.0,169.0,361.0,332.0,667.0,76.0,113.0,0.0,25.0
6708,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2018,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,17.0,63.0,97.0,189.0,64.0,378.0,98.0,65.0,85.0,281.0,95.0,20.0,,,76.0,37.0,87.0,1963.0,,,97.0,501.0,,,7.0,64948.0,6.0,201.0,,,31.0,22.0,102.0,15.0,126.0,674.0,168.0,358.0,330.0,674.0,82.0,107.0,0.0,34.0
6709,SELF REGIONAL HEALTHCARE (420071),2018,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,48.0,324.0,,,58.0,404.0,,,,,,,,,40.0,45.0,100.0,2811.0,5.0,20.0,85.0,569.0,,,2.0,57621.0,,,,,,,316.0,14.0,55.0,709.0,152.0,389.0,270.0,712.0,76.0,217.0,0.0,31.0
6710,SELF REGIONAL HEALTHCARE (420071),2018,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,47.0,418.0,,,56.0,404.0,,,,,,,,,30.0,46.0,99.0,2943.0,9.0,23.0,85.0,569.0,,,2.0,57621.0,,,,,,,307.0,17.0,56.0,660.0,152.0,386.0,276.0,663.0,77.0,211.0,0.0,31.0
6711,HAMPTON REGIONAL MEDICAL CENTER (420072),2018,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,20.0,30.0,96.0,23.0,36.0,342.0,0.0,76.0,84.0,31.0,,,,,,,91.0,259.0,,,90.0,273.0,,,4.0,13179.0,8.0,24.0,,,,,264.0,11.0,63.0,509.0,124.0,356.0,304.0,509.0,56.0,41.0,,
6712,HAMPTON REGIONAL MEDICAL CENTER (420072),2018,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,22.0,50.0,95.0,20.0,36.0,335.0,0.0,76.0,84.0,31.0,,,,,46.0,13.0,94.0,245.0,,,90.0,273.0,,,4.0,13179.0,9.0,21.0,,,,,278.0,14.0,63.0,498.0,130.0,354.0,299.0,498.0,52.0,37.0,,
6713,LEXINGTON MEDICAL CENTER (420073),2018,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,69.0,275.0,86.0,22.0,32.0,375.0,94.0,17.0,100.0,17.0,94.0,62.0,,,,,73.0,4798.0,0.0,24.0,97.0,519.0,,,8.0,93146.0,7.0,24.0,,,,,178.0,21.0,148.0,394.0,206.0,346.0,333.0,399.0,44.0,302.0,1.0,287.0
6714,LEXINGTON MEDICAL CENTER (420073),2018,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,67.0,371.0,90.0,21.0,27.0,373.0,94.0,17.0,100.0,17.0,94.0,62.0,,,,,64.0,5658.0,0.0,23.0,97.0,519.0,,,8.0,93146.0,7.0,25.0,,,,,127.0,22.0,149.0,374.0,205.0,343.0,340.0,381.0,44.0,283.0,1.0,211.0
6715,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2018,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,48.0,258.0,,,47.0,466.0,72.0,303.0,84.0,223.0,78.0,250.0,,,,,99.0,14751.0,6.0,49.0,75.0,583.0,,,5.0,106723.0,,,,,,,451.0,27.0,126.0,578.0,200.0,443.0,312.0,591.0,31.0,501.0,1.0,110.0
6716,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2018,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,42.0,358.0,,,46.0,466.0,72.0,303.0,84.0,223.0,78.0,250.0,,,82.0,11.0,99.0,13365.0,4.0,50.0,75.0,583.0,,,5.0,106723.0,,,,,,,418.0,28.0,129.0,582.0,211.0,441.0,326.0,595.0,30.0,468.0,1.0,87.0
6717,TRIDENT MEDICAL CENTER (420079),2018,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,78.0,139.0,100.0,42.0,6.0,521.0,94.0,100.0,97.0,101.0,100.0,15.0,,,82.0,33.0,94.0,3676.0,0.0,56.0,100.0,691.0,,,0.0,162555.0,4.0,47.0,,,,,228.0,23.0,105.0,968.0,124.0,481.0,261.0,969.0,24.0,362.0,1.0,84.0
6718,TRIDENT MEDICAL CENTER (420079),2018,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,77.0,178.0,100.0,38.0,6.0,521.0,94.0,100.0,97.0,101.0,100.0,15.0,,,81.0,27.0,89.0,4067.0,0.0,51.0,100.0,691.0,,,0.0,162555.0,4.0,43.0,,,,,344.0,24.0,117.0,970.0,123.0,474.0,265.0,971.0,24.0,363.0,0.0,94.0
6719,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2018,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,76.0,70.0,,,11.0,503.0,98.0,50.0,96.0,55.0,,,,,100.0,13.0,99.0,778.0,0.0,11.0,98.0,567.0,,,1.0,24281.0,,,,,,,219.0,25.0,131.0,831.0,170.0,466.0,321.0,841.0,60.0,106.0,0.0,100.0
6720,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2018,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,74.0,88.0,,,12.0,502.0,98.0,50.0,96.0,55.0,,,,,100.0,17.0,99.0,752.0,,,98.0,567.0,,,1.0,24281.0,,,,,,,244.0,23.0,129.0,866.0,167.0,467.0,308.0,883.0,52.0,127.0,0.0,103.0
6721,AIKEN REGIONAL MEDICAL CENTER (420082),2018,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,48.0,88.0,,,31.0,399.0,92.0,72.0,96.0,73.0,,,,,72.0,18.0,97.0,1244.0,0.0,17.0,99.0,528.0,,,1.0,54847.0,,,,,,,332.0,18.0,141.0,823.0,176.0,375.0,327.0,827.0,48.0,129.0,0.0,37.0
6722,AIKEN REGIONAL MEDICAL CENTER (420082),2018,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,42.0,120.0,,,30.0,400.0,92.0,72.0,96.0,73.0,,,,,72.0,18.0,96.0,1340.0,0.0,16.0,99.0,528.0,,,1.0,54847.0,,,,,,,288.0,21.0,127.0,825.0,161.0,375.0,296.0,830.0,50.0,131.0,0.0,37.0
6723,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2018,Acute Care,Proprietary,177.0,,,SC,80.0,172.0,100.0,35.0,18.0,432.0,100.0,112.0,100.0,110.0,,,,,,,79.0,1448.0,0.0,11.0,99.0,559.0,,,3.0,45605.0,8.0,36.0,,,,,,,90.0,642.0,143.0,422.0,316.0,642.0,61.0,136.0,0.0,46.0
6724,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2018,Acute Care,Proprietary,177.0,,,SC,78.0,232.0,98.0,44.0,17.0,432.0,100.0,112.0,100.0,110.0,,,,,,,75.0,1323.0,,,99.0,559.0,,,3.0,45605.0,7.0,47.0,,,,,,,81.0,616.0,135.0,423.0,302.0,616.0,55.0,131.0,0.0,43.0
6725,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2018,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,85.0,52.0,,,7.0,502.0,100.0,95.0,100.0,100.0,,,,,,,89.0,2066.0,0.0,28.0,99.0,699.0,,,0.0,23178.0,,,,,,,235.0,19.0,101.0,1204.0,122.0,463.0,257.0,1204.0,20.0,399.0,0.0,50.0
6726,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2018,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,87.0,61.0,,,7.0,506.0,100.0,95.0,100.0,100.0,,,,,,,89.0,2241.0,0.0,28.0,99.0,699.0,,,0.0,23178.0,,,,,,,366.0,24.0,100.0,1252.0,130.0,460.0,256.0,1252.0,22.0,427.0,0.0,50.0
6727,PALMETTO HEALTH BAPTIST (420086),2018,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,32.0,57.0,,,36.0,518.0,84.0,102.0,84.0,123.0,,,,,,,93.0,4245.0,0.0,26.0,93.0,489.0,,,5.0,49200.0,,,,,,,271.0,54.0,225.0,361.0,203.0,463.0,479.0,361.0,68.0,56.0,3.0,382.0
6728,PALMETTO HEALTH BAPTIST (420086),2018,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,30.0,69.0,,,39.0,517.0,84.0,102.0,84.0,123.0,,,,,,,91.0,3939.0,0.0,26.0,93.0,489.0,,,5.0,49200.0,,,,,,,250.0,53.0,202.0,375.0,215.0,464.0,455.0,375.0,70.0,59.0,3.0,368.0
6729,ROPER HOSPITAL (420087),2018,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,87.0,99.0,90.0,20.0,10.0,173.0,96.0,67.0,98.0,63.0,79.0,29.0,,,73.0,15.0,97.0,3969.0,6.0,17.0,78.0,621.0,,,1.0,76441.0,5.0,23.0,,,,,151.0,13.0,54.0,513.0,106.0,411.0,181.0,517.0,37.0,151.0,,
6730,ROPER HOSPITAL (420087),2018,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,81.0,132.0,77.0,22.0,10.0,134.0,96.0,67.0,98.0,63.0,79.0,29.0,,,75.0,12.0,94.0,2863.0,5.0,19.0,78.0,621.0,,,1.0,76441.0,6.0,26.0,,,,,142.0,11.0,51.0,521.0,103.0,419.0,180.0,522.0,38.0,149.0,,
