,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
4519,DEACONESS MEDICAL CENTER (500044),2017,Acute Care,Voluntary non-profit - Private,285.0,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,WALLA WALLA GENERAL HOSPITAL (500049),2017,Acute Care,Voluntary non-profit - Church,36.0,,,WA,,,,,,0.0,0.0,2.842,4218.0,,,,,,,0.0,0.084,4248.0,,13.0,0.0,0.136,19.0,0.0,0.448,
4521,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2017,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,,,,,,1.643,109.0,66.357,81960.0,,,,,,0.634,3.0,4.734,85771.0,,94.0,0.0,0.706,214.0,1.0,5.515,0.181
4522,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2017,Acute Care,Voluntary non-profit - Other,298.0,,,WA,,,,,,1.096,45.0,41.067,64685.0,,,,,,0.393,1.0,2.547,73508.0,0.998,429.0,3.0,3.005,306.0,8.0,7.349,1.089
4523,GROUP HEALTH CENTRAL HOSPITAL (500052),2017,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,KENNEWICK GENERAL HOSPITAL (500053),2017,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,,,,,,0.928,13.0,14.009,17639.0,,,,,,,1.0,0.743,20485.0,,34.0,0.0,0.251,47.0,0.0,1.187,0.0
4525,TRIOS HEALTH (500053),2017,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2017,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,,,,,,0.906,103.0,113.72,135017.0,,,,,,1.111,10.0,9.0,152390.0,0.611,428.0,2.0,3.273,381.0,7.0,9.462,0.74
4527,KADLEC REGIONAL MEDICAL CENTER (500058),2017,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,,,,,,1.411,61.0,43.223,53943.0,,,,,,1.598,5.0,3.129,62259.0,,63.0,0.0,0.514,150.0,3.0,3.879,0.773
4528,CASCADE VALLEY HOSPITAL (500060),2017,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,,,,,1.266,3.0,2.37,4891.0,,,,,,,0.0,0.142,5350.0,,15.0,0.0,0.123,37.0,0.0,0.978,
4529,HARBORVIEW MEDICAL CENTER (500064),2017,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,,,,,,1.689,144.0,85.243,117079.0,,,,,,1.287,16.0,12.432,114226.0,,23.0,0.0,0.165,171.0,7.0,6.113,1.145
4530,OLYMPIC MEDICAL CENTER (500072),2017,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,,,,,,0.921,11.0,11.947,14648.0,,,,,,,1.0,0.725,15302.0,,33.0,0.0,0.297,64.0,3.0,1.597,1.879
4531,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2017,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,,,,,,1.524,38.0,24.93,36393.0,,,,,,2.217,3.0,1.353,36393.0,,51.0,0.0,0.429,105.0,0.0,2.759,0.0
4532,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2017,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,,,,,,0.898,41.0,45.632,75885.0,,,,,,0.815,3.0,3.679,77733.0,,47.0,0.0,0.401,163.0,2.0,4.015,0.498
4533,EVERGREEN HEALTH MONROE (500084),2017,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,,,,1.742,2.0,1.148,4467.0,,,,,,,0.0,0.092,4467.0,,,,,16.0,0.0,0.379,
4534,VALLEY MEDICAL CENTER (500088),2017,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,,,,,,0.808,28.0,34.673,72082.0,,,,,,0.254,1.0,3.931,83686.0,0.0,159.0,0.0,1.149,160.0,4.0,3.802,1.052
4535,ST JOSEPH MEDICAL CENTER (500108),2017,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,,,,,,1.35,108.0,79.975,100276.0,,,,,,0.345,2.0,5.792,111001.0,,122.0,0.0,0.998,285.0,1.0,7.23,0.138
4536,VALLEY HOSPITAL (500119),2017,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,,,,,,1.022,16.0,15.656,20154.0,,,,,,,0.0,0.789,20154.0,,85.0,1.0,0.674,73.0,0.0,1.723,0.0
4537,EVERGREENHEALTH MEDICAL CENTER (500124),2017,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,,,,,,1.123,53.0,47.187,64769.0,,,,,,0.906,3.0,3.313,77560.0,0.818,171.0,1.0,1.223,133.0,0.0,3.13,0.0
4538,EVERGREEN HOSPITAL MEDICAL CENTER (500124),2017,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2017,Acute Care,Voluntary non-profit - Private,371.0,,,WA,,,,,,1.151,76.0,66.005,84454.0,,,,,,0.227,2.0,8.814,101450.0,,65.0,0.0,0.551,216.0,0.0,5.87,0.0
4540,CAPITAL MEDICAL CENTER (500139),2017,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,,,,,,0.357,3.0,8.394,13940.0,,,,,,,0.0,0.634,15108.0,,40.0,1.0,0.308,52.0,2.0,1.229,1.627
4541,ST FRANCIS COMMUNITY HOSPITAL (500141),2017,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,,,,,,1.299,30.0,23.096,34023.0,,,,,,1.636,2.0,1.222,36178.0,,16.0,0.0,0.127,89.0,0.0,2.144,0.0
4542,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2017,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,,,0.0,0.266,967.0,,,,,,,0.0,0.016,967.0,,108.0,0.0,0.824,,,,
4543,LEGACY SALMON CREEK MEDICAL CENTER (500150),2017,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,,,,,,0.889,36.0,40.503,53443.0,,,,,,0.403,1.0,2.484,56841.0,0.855,149.0,1.0,1.169,135.0,4.0,3.241,1.234
4544,LEGACY SALMON CREEK HOSPITAL (500150),2017,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,ST ANTHONY HOSPITAL (500151),2017,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,,,,,,0.984,18.0,18.293,24387.0,,,,,,,0.0,0.924,24387.0,,70.0,3.0,0.525,80.0,1.0,1.98,0.505
4546,SWEDISH ISSAQUAH (500152),2017,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,,,,,,0.622,8.0,12.858,19378.0,,,,,,,0.0,0.94,23007.0,,113.0,1.0,0.797,102.0,9.0,2.525,3.564
4547,DAYTON GENERAL HOSPITAL (501302),2017,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,,,,,0.0,0.282,1280.0,,,,,,,,,,,,,,,,,
4548,WILLAPA HARBOR HOSPITAL (501303),2017,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2017,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,,,,,,,0.0,0.367,1336.0,,,,,,,,,,,,,,,,,
4550,LINCOLN HOSPITAL (501305),2017,Critical Access,Government - Hospital District or Authority,30.0,,,WA,,,,,,,0.0,0.192,643.0,,,,,,,,,,,7.0,0.0,0.075,3.0,0.0,0.093,
4551,COULEE MEDICAL CENTER (501308),2017,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,,,,,,0.0,0.0,1.693,7665.0,,,,,,,,,,,2.0,0.0,0.017,3.0,0.0,0.088,
4552,PROVIDENCE ST JOSEPH HOSPITAL (501309),2017,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,,,,,,,2.0,0.395,2453.0,,,,,,,0.0,0.037,2453.0,,,,,,,,
4553,NEWPORT COMMUNITY HOSPITAL (501310),2017,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,,,,,,,1.0,0.467,2117.0,,,,,,,,,,,,,,,,,
4554,EAST ADAMS RURAL HOSPITAL (501311),2017,Critical Access,Government - Hospital District or Authority,9.0,47.120959,-118.372258,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,PROSSER MEMORIAL HOSPITAL (501312),2017,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,,,,,,,1.0,0.934,4228.0,,,,,,,,,,,4.0,0.0,0.03,3.0,0.0,0.082,
4556,OCEAN BEACH HOSPITAL (501314),2017,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,,,,,,,0.0,0.338,1534.0,,,,,,,,,,,,,,1.0,0.0,0.0,
4557,SKYLINE HOSPITAL (501315),2017,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,,,,,,,0.0,0.35,1010.0,,,,,,,0.0,0.029,1447.0,,,,,,,,
4558,KLICKITAT VALLEY HOSPITAL (501316),2017,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,,,,,,,0.0,0.314,1423.0,,,,,,,,,,,,,,,,,
4559,COLUMBIA BASIN HOSPITAL (501317),2017,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,OTHELLO COMMUNITY HOSPITAL (501318),2017,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,,,,,,,0.0,0.116,524.0,,,,,,,,,,,2.0,0.0,0.013,,,,
4561,MORTON GENERAL HOSPITAL (501319),2017,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,,,,,,,1.0,0.48,2174.0,,,,,,,0.0,0.035,1679.0,,,,,1.0,0.0,0.027,
4562,QUINCY VALLEY HOSPITAL (501320),2017,Critical Access,Government - Hospital District or Authority,20.0,47.230954,-119.869181,WA,,,,,,,0.0,0.609,2757.0,,,,,,,0.0,0.058,2757.0,,,,,,,,
4563,NORTH VALLEY HOSPITAL (501321),2017,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,,,,,,,0.0,0.98,3759.0,,,,,,,,,,,2.0,0.0,0.014,,,,
4564,FERRY COUNTY MEMORIAL HOSPITAL (501322),2017,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,,,,,,,0.0,0.124,563.0,,,,,,,,,,,,,,,,,
4565,JEFFERSON HEALTHCARE (501323),2017,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,,,,,,2.303,5.0,2.171,4782.0,,,,,,,,,,,,,,16.0,0.0,0.339,
4566,THREE RIVERS HOSPITAL (501324),2017,Critical Access,Government - Hospital District or Authority,25.0,48.106824,-119.782686,WA,,,,,,,0.0,0.218,987.0,,,,,,,,,,,1.0,0.0,0.007,2.0,0.0,0.04,
4567,FORKS COMMUNITY HOSPITAL (501325),2017,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,,,,,,,3.0,0.634,1844.0,,,,,,,,,,,,,,,,,
4568,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2017,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,,,,,,0.679,1.0,1.473,5245.0,,,,,,,0.0,0.109,5245.0,,,,,10.0,0.0,0.252,
4569,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2017,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,,,,,,0.959,1.0,1.042,2630.0,,,,,,,0.0,0.058,2805.0,,,,,1.0,0.0,0.025,
4570,MID VALLEY HOSPITAL (501328),2017,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,,,,,,0.0,0.0,1.244,3120.0,,,,,,,0.0,0.049,2349.0,,9.0,0.0,0.079,13.0,0.0,0.299,
4571,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2017,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,,,,,,,0.0,0.879,3157.0,,,,,,,0.0,0.066,3157.0,,,,,5.0,0.0,0.124,
4572,SUNNYSIDE COMMUNITY HOSPITAL (501330),2017,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,,,,,,,0.0,0.52,2353.0,,,,,,,0.0,0.041,1951.0,,,,,1.0,0.0,0.053,
4573,PULLMAN REGIONAL HOSPITAL (501331),2017,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,,,,,,0.692,1.0,1.446,4237.0,,,,,,,0.0,0.093,4451.0,,65.0,0.0,0.453,1.0,0.0,0.0,
4574,TRI-STATE MEMORIAL HOSPITAL (501332),2017,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,,,,,,2.303,4.0,1.737,3825.0,,,,,,,0.0,0.086,4149.0,,6.0,0.0,0.045,9.0,1.0,0.199,
4575,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2017,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,,,,,,0.0,0.0,4.578,10081.0,,,,,,,0.0,0.218,10489.0,,2.0,0.0,0.015,3.0,0.0,0.073,
4576,LAKE CHELAN COMMUNITY HOSPITAL (501334),2017,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,,,,,,,0.0,0.999,4521.0,,,,,,,,,,,,,,,,,
4577,ST ELIZABETH HOSPITAL (501335),2017,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,,,,,,0.418,1.0,2.393,5269.0,,,,,,,0.0,0.12,5756.0,,19.0,0.0,0.142,18.0,1.0,0.461,
4578,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2017,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,,,,,,1.505,2.0,1.329,4089.0,,,,,,,0.0,0.085,4089.0,,13.0,0.0,0.119,14.0,0.0,0.346,
4579,LOURDES MEDICAL CENTER (501337),2017,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,,,,,,0.921,2.0,2.171,6360.0,,,,,,,0.0,0.132,6360.0,,31.0,0.0,0.306,15.0,1.0,0.382,
4580,SNOQUALMIE VALLEY HOSPITAL (501338),2017,Critical Access,Government - Hospital District or Authority,26.0,47.512309,-121.885917,WA,,,,,,0.0,0.0,1.348,6102.0,,,,,,,0.0,0.129,6189.0,,,,,,,,
4581,WHIDBEY GENERAL HOSPITAL (501339),2017,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,,,,,,1.282,4.0,3.12,6871.0,,,,,,,0.0,0.143,6871.0,,4.0,0.0,0.044,28.0,1.0,0.585,
4582,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2017,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,,,,,,,0.0,0.077,352.0,,,,,,,0.0,0.007,352.0,,,,,,,,
4583,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2017,Acute Care,Voluntary non-profit - Private,595.0,,,WV,,,,,,0.727,72.0,98.998,133097.0,,,,,,0.971,11.0,11.334,148851.0,1.997,163.0,3.0,1.502,214.0,2.0,6.287,0.318
4584,GREENBRIER VALLEY MEDICAL CENTER (510002),2017,Acute Care,Proprietary,97.0,,,WV,,,,,,0.606,11.0,18.161,15289.0,,,,,,,2.0,0.808,16568.0,,35.0,0.0,0.348,29.0,2.0,0.75,
4585,UNITED HOSPITAL CENTER (510006),2017,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,,,,,,0.705,32.0,45.385,58927.0,,,,,,0.339,1.0,2.954,58927.0,,75.0,0.0,0.629,92.0,5.0,2.345,2.132
4586,ST MARY'S MEDICAL CENTER (510007),2017,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,,,,,,1.212,93.0,76.754,92397.0,,,,,,1.697,15.0,8.84,93294.0,3.023,169.0,4.0,1.323,166.0,4.0,4.24,0.943
4587,BERKELEY MEDICAL CENTER (510008),2017,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,,,,,,1.181,47.0,39.797,40103.0,,,,,,0.468,1.0,2.138,43059.0,,28.0,0.0,0.254,94.0,0.0,2.515,0.0
4588,PLEASANT VALLEY HOSPITAL (510012),2017,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,,,,,,0.0,0.0,2.296,6639.0,,,,,,,0.0,0.189,7317.0,,12.0,1.0,0.112,15.0,0.0,0.451,
4589,REYNOLDS MEMORIAL HOSPITAL (510013),2017,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,,,,,,1.533,7.0,4.567,8238.0,,,,,,,0.0,0.257,8238.0,,18.0,0.0,0.164,,,,
4590,CHARLESTON AREA MEDICAL CENTER (510022),2017,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,,,,,,,,,,,,,,,1.217,24.0,19.718,186624.0,0.481,228.0,1.0,2.081,440.0,21.0,12.816,1.639
4591,WEIRTON MEDICAL CENTER (510023),2017,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,,,,,,0.448,11.0,24.56,31217.0,,,,,,0.447,1.0,2.239,32553.0,,89.0,0.0,0.737,93.0,2.0,2.488,0.804
4592,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2017,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,,,,,,1.714,46.0,26.837,39155.0,,,,,,1.453,3.0,2.065,40301.0,,115.0,1.0,0.937,115.0,3.0,2.906,1.032
4593,THOMAS MEMORIAL HOSPITAL (510029),2017,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,,,,,,1.616,24.0,14.85,33015.0,,,,,,0.841,2.0,2.377,37736.0,0.0,161.0,0.0,1.496,58.0,3.0,1.534,1.956
4594,DAVIS MEDICAL CENTER (510030),2017,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,,,,,,0.595,3.0,5.043,10938.0,,,,,,,1.0,0.41,10938.0,,32.0,0.0,0.263,32.0,1.0,0.796,
4595,ST FRANCIS HOSPITAL (510031),2017,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,,,,,,0.482,2.0,4.149,9287.0,,,,,,,0.0,0.419,9287.0,,,,,47.0,2.0,1.367,1.463
4596,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2017,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,,,,,,0.0,0.0,3.25,6557.0,,,,,,,0.0,0.131,6557.0,,3.0,1.0,0.02,18.0,0.0,0.514,
4597,OHIO VALLEY MEDICAL CENTER (510039),2017,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,,,,,,0.47,7.0,14.903,23026.0,,,,,,0.0,0.0,1.027,24153.0,,47.0,2.0,0.455,68.0,3.0,1.888,1.589
4598,PRINCETON COMMUNITY HOSPITAL (510046),2017,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,,,,,,1.244,23.0,18.488,28651.0,,,,,,4.453,6.0,1.347,30549.0,,39.0,0.0,0.375,69.0,2.0,1.706,1.172
4599,FAIRMONT REGIONAL MEDICAL CENTER (510047),2017,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,,,,,,1.864,20.0,10.727,13934.0,,,,,,,1.0,0.629,14325.0,,9.0,0.0,0.087,21.0,0.0,0.561,
4600,LOGAN REGIONAL MEDICAL CENTER (510048),2017,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,,,,,,0.518,5.0,9.648,21899.0,,,,,,0.75,1.0,1.334,22453.0,,23.0,0.0,0.217,4.0,0.0,0.136,
4601,WHEELING HOSPITAL (510050),2017,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,,,,,,1.676,41.0,24.459,46341.0,,,,,,0.525,1.0,1.904,49533.0,,80.0,3.0,0.697,112.0,2.0,3.064,0.653
4602,CABELL HUNTINGTON HOSPITAL INC (510055),2017,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,,,,,,0.765,49.0,64.086,80648.0,,,,,,1.257,11.0,8.754,102347.0,0.545,390.0,2.0,3.67,104.0,6.0,3.013,1.991
4603,CAMDEN CLARK MEDICAL CENTER (510058),2017,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,,,,,,0.756,20.0,26.444,52321.0,,,,,,0.0,0.0,2.918,55332.0,0.0,182.0,0.0,1.561,116.0,2.0,3.033,0.659
4604,BECKLEY ARH HOSPITAL (510062),2017,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,,,,,,0.487,12.0,24.633,26517.0,,,,,,0.0,0.0,1.411,26517.0,,4.0,0.0,0.036,44.0,0.0,1.281,0.0
4605,RALEIGH GENERAL HOSPITAL (510070),2017,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,,,,,,1.439,90.0,62.548,42729.0,,,,,,1.18,3.0,2.542,45782.0,,14.0,1.0,0.101,74.0,5.0,2.05,2.439
4606,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2017,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,,,,,,0.949,10.0,10.541,13123.0,,,,,,,0.0,0.597,13123.0,,2.0,0.0,0.017,34.0,0.0,0.937,
4607,WETZEL COUNTY HOSPITAL (510072),2017,Acute Care,Government - Local,44.0,,,WV,,,,,,,0.0,0.647,1798.0,,,,,,,0.0,0.032,1798.0,,,,,,,,
4608,WILLIAMSON MEMORIAL HOSPITAL (510077),2017,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,,,,,,,1.0,0.837,3150.0,,,,,,,0.0,0.082,3150.0,,,,,,,,
4609,SUMMERSVILLE REGIONAL MEDICAL CENTER (510082),2017,Acute Care,Government - Local,101.0,,,WV,,,,,,3.216,13.0,4.043,10069.0,,,,,,,0.0,0.283,10677.0,,1.0,0.0,0.006,35.0,0.0,1.049,0.0
4610,WELCH COMMUNITY HOSPITAL (510086),2017,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,,,,,,0.0,0.0,2.277,3704.0,,,,,,,0.0,0.182,3767.0,,4.0,0.0,0.04,1.0,0.0,0.025,
4611,CHARLESTON SURGICAL HOSPITAL (510091),2017,Acute Care,Physician,18.0,38.342991,-81.630662,WV,,,,,,,0.0,0.044,295.0,,,,,,,0.0,0.004,295.0,,,,,,,,
4612,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2017,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,MINNIE HAMILTON HEALTH SYSTEM (511303),2017,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,,,,,,,0.0,0.144,647.0,,,,,,,0.0,0.002,103.0,,,,,,,,
4614,SISTERSVILLE GENERAL HOSPITAL (511304),2017,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,,,,,,,0.0,0.132,601.0,,,,,,,0.0,0.012,601.0,,,,,,,,
4615,ROANE GENERAL HOSPITAL (511306),2017,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,,,,,,,0.0,0.276,1253.0,,,,,,,0.0,0.026,1253.0,,,,,,,,
4616,GRAFTON CITY HOSPITAL (511307),2017,Critical Access,Government - Local,76.0,39.344037,-80.024413,WV,,,,,,,0.0,0.329,1494.0,,,,,,,0.0,0.031,1494.0,,,,,,,,
4617,BRAXTON COUNTY MEMORIAL HOSPITAL (511308),2017,Critical Access,Voluntary non-profit - Private,25.0,38.660126,-80.748334,WV,,,,,,,1.0,0.491,1824.0,,,,,,,0.0,0.038,1824.0,,,,,,,,
4618,WAR MEMORIAL HOSPITAL INC (511309),2017,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,,,,,,,0.0,0.19,860.0,,,,,,,0.0,0.018,860.0,,,,,,,,
4619,SUMMERS COUNTY ARH HOSPITAL (511310),2017,Critical Access,Voluntary non-profit - Private,28.0,37.674714,-80.89145,WV,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,HAMPSHIRE MEMORIAL HOSPITAL (511311),2017,Critical Access,Voluntary non-profit - Private,44.0,39.332057,-78.699913,WV,,,,,,,1.0,0.754,3413.0,,,,,,,0.0,0.071,3413.0,,,,,,,,
4621,PRESTON MEMORIAL HOSPITAL (511312),2017,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,,,,,,,1.0,0.773,3497.0,,,,,,,0.0,0.073,3497.0,,9.0,0.0,0.088,4.0,0.0,0.108,
4622,BOONE MEMORIAL HOSPITAL (511313),2017,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,POCAHONTAS MEMORIAL HOSPITAL (511314),2017,Critical Access,Government - Local,25.0,38.201423,-80.108701,WV,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,POTOMAC VALLEY HOSPITAL (511315),2017,Critical Access,Voluntary non-profit - Private,25.0,39.408908,-79.003468,WV,,,,,,,1.0,0.812,2799.0,,,,,,,0.0,0.058,2799.0,,,,,,,,
4625,GRANT MEMORIAL HOSPITAL (511316),2017,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,,,,,,1.372,2.0,1.458,5399.0,,,,,,,0.0,0.039,1875.0,,18.0,0.0,0.153,9.0,0.0,0.221,
4626,PLATEAU MEDICAL CENTER (511317),2017,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,,,,,,0.561,1.0,1.782,4456.0,,,,,,,0.0,0.093,4456.0,,,,,18.0,0.0,0.48,
4627,"MONTGOMERY GENERAL HOSPITAL, INC (511318)",2017,Critical Access,Voluntary non-profit - Private,69.0,38.182878,-81.324708,WV,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,JEFFERSON MEDICAL CENTER (511319),2017,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,,,,,,0.395,1.0,2.533,5579.0,,,,,,,1.0,0.124,5924.0,,9.0,0.0,0.072,12.0,0.0,0.298,
4629,JACKSON GENERAL HOSPITAL (511320),2017,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,,,,,,0.694,1.0,1.442,3579.0,,,,,,,,,,,,,,1.0,0.0,0.034,
4630,ST JOSEPH HOSPITAL (511321),2017,Critical Access,Voluntary non-profit - Private,51.0,38.991275,-80.236824,WV,,,,,,,0.0,0.506,1115.0,,,,,,,0.0,0.027,1292.0,,,,,10.0,1.0,0.295,
