,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3261,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP (370212),2019,Acute Care,Physician,10.0,35.385689,-97.521271,OK,,,,,,,0.0,0.242,1622.0,,,,,,,0.0,0.018,1622.0,,1.0,0.0,0.007,,,,
3262,LINDSAY MUNICIPAL HOSPITAL (370214),2019,Acute Care,Government - Hospital District or Authority,26.0,,,OK,,,0.0,0.022,45.0,0.753,1.0,1.328,6727.0,,6.0,,0.0,0.003,,0.0,0.158,6727.0,,,,,,,,
3263,"OKLAHOMA HEART HOSPITAL, LLC (370215)",2019,Acute Care,Physician,2672.0,35.609035,-97.596201,OK,0.342,,1.0,2.926,4057.0,0.065,1.0,15.282,29929.0,0.236,5824.0,,1.0,4.23,2.988,3.0,1.004,29929.0,,,,,,,,
3264,TULSA SPINE & SPECIALTY HOSPITAL (370216),2019,Acute Care,Proprietary,38.0,36.06376,-96.004542,OK,,,0.0,0.247,746.0,,1.0,0.468,3121.0,,134.0,,0.0,0.078,,0.0,0.035,3121.0,,4.0,0.0,0.022,,,,
3265,"TULSA SPINE & SPECIALTY HOSPITAL, LLC (370216)",2019,Acute Care,Proprietary,38.0,36.06376,-96.004542,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,"SAINT FRANCIS HOSPITAL SOUTH, LLC (370218)",2019,Acute Care,Voluntary non-profit - Private,92.0,36.03189,-95.85692,OK,,,0.0,0.762,1168.0,0.375,3.0,8.001,22082.0,0.0,1590.0,,0.0,1.035,,1.0,0.543,23210.0,,32.0,0.0,0.296,15.0,0.0,0.381,
3267,ONECORE HEALTH (370220),2019,Acute Care,Physician,8.0,35.420729,-97.533868,OK,,,,,,,0.0,0.074,662.0,,,,,,,0.0,0.007,662.0,,,,,,,,
3268,MCBRIDE ORTHOPEDIC HOSPITAL (370222),2019,Acute Care,Physician,68.0,35.567572,-97.512802,OK,,,,,,0.585,1.0,1.709,9743.0,,,,,,,0.0,0.138,9743.0,,,,,,,,
3269,"SUMMIT MEDICAL CENTER, LLC (370225)",2019,Acute Care,Physician,12.0,35.635521,-97.499435,OK,,,0.0,0.092,188.0,,0.0,0.482,1986.0,,89.0,,0.0,0.052,,0.0,0.036,1986.0,,4.0,0.0,0.024,8.0,0.0,0.213,
3270,ST JOHN OWASSO (370227),2019,Acute Care,Voluntary non-profit - Private,33.0,36.298803,-95.835066,OK,,,1.0,0.105,292.0,0.0,0.0,1.136,5355.0,,442.0,,1.0,0.256,,0.0,0.089,6258.0,,50.0,0.0,0.407,,,,
3271,"BAILEY MEDICAL CENTER, LLC (370228)",2019,Acute Care,Proprietary,70.0,36.304717,-95.851684,OK,,,0.0,0.523,1058.0,0.0,0.0,1.094,3255.0,,147.0,,0.0,0.091,,0.0,0.068,3773.0,,14.0,0.0,0.112,14.0,0.0,0.299,
3272,ALLIANCEHEALTH SEMINOLE (370229),2019,Acute Care,Proprietary,32.0,35.246464,-96.699013,OK,,,1.0,0.107,218.0,,0.0,0.554,1848.0,,4.0,,0.0,0.002,,0.0,0.036,1848.0,,,,,,,,
3273,PINNACLE SPECIALTY HOSPITAL (370233),2019,Acute Care,Proprietary,4.0,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,"OKLAHOMA HEART HOSPITAL SOUTH, LLC (370234)",2019,Acute Care,Physician,45.0,35.390255,-97.426999,OK,0.0,,0.0,1.223,2270.0,0.264,3.0,11.344,18427.0,0.48,3221.0,,1.0,2.085,,3.0,0.686,18427.0,,,,,,,,
3275,"ST JOHN BROKEN ARROW, INC (370235)",2019,Acute Care,Voluntary non-profit - Private,51.0,36.076843,-95.801578,OK,,,0.0,0.151,307.0,0.0,0.0,2.124,7097.0,,294.0,,0.0,0.17,,0.0,0.154,7097.0,,,,,,,,
3276,INTEGRIS HEALTH EDMOND (370236),2019,Acute Care,Voluntary non-profit - Private,47.0,35.643593,-97.420038,OK,1.984,,2.0,1.008,1945.0,1.535,7.0,4.561,9661.0,,1433.0,,1.0,0.9,,0.0,0.222,10986.0,,46.0,0.0,0.343,20.0,1.0,0.515,
3277,"SAINT FRANCIS HOSPITAL VINITA, INC (370237)",2019,Acute Care,Voluntary non-profit - Private,55.0,36.653372,-95.155642,OK,,,0.0,0.059,122.0,,0.0,0.57,2689.0,,304.0,,0.0,0.177,,0.0,0.075,2689.0,,,,,,,,
3278,"MERCY HOSPITAL WATONGA, INC (371302)",2019,Critical Access,Voluntary non-profit - Church,25.0,35.849455,-98.419248,OK,,,0.0,0.037,57.0,,3.0,0.224,1014.0,,69.0,,0.0,0.018,,0.0,0.021,1014.0,,,,,,,,
3279,MERCY HOSPITAL TISHOMINGO (371304),2019,Critical Access,Voluntary non-profit - Church,25.0,34.222445,-96.675294,OK,,,0.0,0.19,290.0,,0.0,0.334,1516.0,,214.0,,0.0,0.059,,0.0,0.035,1693.0,,,,,,,,
3280,MERCY HEALTH LOVE COUNTY (371306),2019,Critical Access,Government - Local,25.0,33.942481,-97.13108,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,"MERCY HOSPITAL HEALDTON, INC. (371310)",2019,Critical Access,Voluntary non-profit - Private,24.0,34.222991,-97.492178,OK,,,0.0,0.144,220.0,,0.0,0.522,2365.0,,373.0,,0.0,0.102,,0.0,0.05,2365.0,,,,,,,,
3282,JEFFERSON COUNTY HOSPITAL (371311),2019,Critical Access,Government - Hospital District or Authority,24.0,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,"MERCY HOSPITAL KINGFISHER, INC (371313)",2019,Critical Access,Voluntary non-profit - Private,25.0,,,OK,,,0.0,0.269,133.0,,0.0,0.528,1829.0,,211.0,,0.0,0.059,,0.0,0.037,1829.0,,,,,,,,
3284,"MERCY HOSPITAL LOGAN COUNTY, INC (371317)",2019,Critical Access,Voluntary non-profit - Private,25.0,35.877543,-97.460491,OK,,,1.0,0.12,184.0,,0.0,0.906,2652.0,,276.0,,0.0,0.075,,0.0,0.056,2652.0,,,,,,,,
3285,MARY HURLEY HOSPITAL (371319),2019,Critical Access,Voluntary non-profit - Private,20.0,34.539222,-96.224287,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,CLEVELAND AREA HOSPITAL (371320),2019,Critical Access,Government - Hospital District or Authority,14.0,36.309882,-96.481121,OK,,,0.0,0.126,192.0,,1.0,0.175,792.0,,26.0,,0.0,0.007,,0.0,0.016,792.0,,,,,,,,
3287,BEAVER COUNTY MEMORIAL HOSPITAL (371322),2019,Critical Access,Government - Hospital District or Authority,24.0,36.810195,-100.516424,OK,,,0.0,0.04,62.0,,0.0,0.035,158.0,,,,,,,0.0,0.003,158.0,,,,,,,,
3288,ALLIANCEHEALTH MADILL (371326),2019,Critical Access,Proprietary,22.0,34.081738,-96.77845,OK,,,0.0,0.215,330.0,,0.0,0.363,1646.0,,154.0,,0.0,0.043,,0.0,0.034,1646.0,,,,,,,,
3289,OKEENE MUNICIPAL HOSPITAL (371327),2019,Critical Access,Government - Hospital District or Authority,17.0,36.117098,-98.315726,OK,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY (371329),2019,Critical Access,Government - Hospital District or Authority,25.0,36.275208,-98.474399,OK,,,0.0,0.044,67.0,,0.0,0.035,155.0,,,,,,,0.0,0.004,155.0,,,,,,,,
3291,SEILING MUNICIPAL HOSPITAL (371332),2019,Critical Access,Government - Local,18.0,36.157459,-98.920715,OK,,,,,,,0.0,0.025,112.0,,,,,,,0.0,0.002,130.0,,,,,,,,
3292,NEWMAN MEMORIAL HOSPITAL (371336),2019,Critical Access,Government - Local,25.0,36.268132,-99.881538,OK,,,0.0,0.111,170.0,,0.0,0.07,319.0,,,,,,,0.0,0.007,319.0,,,,,,,,
3293,EASTERN OKLAHOMA MEDICAL CENTER (371337),2019,Critical Access,Government - Hospital District or Authority,32.0,35.043979,-94.612834,OK,0.0,,0.0,2.289,937.0,1.974,2.0,1.013,4591.0,,236.0,,0.0,0.064,,1.0,0.096,4591.0,,4.0,0.0,0.025,,,,
3294,HARMON MEMORIAL HOSPITAL (371338),2019,Critical Access,Voluntary non-profit - Other,22.0,34.691537,-99.914366,OK,,,0.0,0.028,52.0,,0.0,0.0,0.0,,54.0,,0.0,0.031,,0.0,0.0,0.0,,,,,,,,
3295,MEMORIAL HOSPITAL OF TEXAS COUNTY (371340),2019,Critical Access,Government - Hospital District or Authority,22.0,36.690729,-101.475312,OK,,,0.0,0.527,216.0,,0.0,0.408,1209.0,,,,,,,0.0,0.032,1547.0,,,,,,,,
3296,MID-COLUMBIA MEDICAL CENTER (380001),2019,Acute Care,Voluntary non-profit - Other,49.0,45.587948,-121.16547,OR,,,0.0,0.447,819.0,0.0,0.0,2.389,6734.0,,445.0,,0.0,0.269,,0.0,0.158,7218.0,,3.0,0.0,0.019,21.0,0.0,0.475,
3297,ASANTE THREE RIVERS MEDICAL CENTER (380002),2019,Acute Care,Voluntary non-profit - Other,114.0,42.420437,-123.341495,OR,1.117,,4.0,3.581,3491.0,0.535,9.0,16.828,29308.0,0.745,3042.0,,2.0,2.684,2.5,3.0,1.2,30815.0,,17.0,0.0,0.144,132.0,1.0,3.17,0.315
3298,PROVIDENCE ST VINCENT MEDICAL CENTER (380004),2019,Acute Care,Voluntary non-profit - Other,499.0,45.50882,-122.770657,OR,0.881,,9.0,10.221,8292.0,0.43,38.0,88.385,124504.0,0.434,9197.0,,4.0,9.218,1.034,6.0,5.802,139706.0,1.397,277.0,3.0,2.147,272.0,10.0,7.187,1.391
3299,ASANTE ASHLAND COMMUNITY HOSPITAL (380005),2019,Acute Care,Government - Local,38.0,42.206445,-122.725129,OR,,,0.0,0.262,519.0,0.0,0.0,1.622,4285.0,,235.0,,0.0,0.142,,0.0,0.142,4742.0,,4.0,0.0,0.031,20.0,0.0,0.439,
3300,LEGACY EMANUEL MEDICAL CENTER (380007),2019,Acute Care,Voluntary non-profit - Private,445.0,45.54405,-122.669445,OR,2.074,,25.0,12.052,9390.0,0.336,21.0,62.576,95523.0,0.478,15158.0,,8.0,16.743,0.789,6.0,7.606,109398.0,,23.0,0.0,0.212,63.0,2.0,2.187,0.914
3301,OHSU HOSPITAL AND CLINICS (380009),2019,Acute Care,Voluntary non-profit - Other,549.0,45.499201,-122.687974,OR,0.725,,29.0,40.011,24013.0,0.773,83.0,107.305,157997.0,0.687,31078.0,,23.0,33.462,0.913,17.0,18.616,171033.0,0.453,275.0,1.0,2.206,400.0,9.0,10.949,0.822
3302,GOOD SAMARITAN REGIONAL MEDICAL CENTER (380014),2019,Acute Care,Voluntary non-profit - Private,179.0,44.604624,-123.251104,OR,1.066,,5.0,4.689,4662.0,0.782,17.0,21.747,40665.0,1.123,3903.0,,4.0,3.562,1.232,3.0,2.435,42717.0,,61.0,0.0,0.513,106.0,2.0,2.969,0.674
3303,LEGACY GOOD SAMARITAN MEDICAL CENTER (380017),2019,Acute Care,Voluntary non-profit - Private,214.0,45.530551,-122.696589,OR,1.621,,6.0,3.701,3849.0,0.621,16.0,25.761,41047.0,0.0,3091.0,,0.0,2.527,0.473,1.0,2.112,41047.0,0.0,147.0,0.0,1.307,233.0,3.0,6.379,0.47
3304,ASANTE ROGUE REGIONAL MEDICAL CENTER (380018),2019,Acute Care,Voluntary non-profit - Private,334.0,42.316483,-122.830443,OR,0.262,,2.0,7.644,7702.0,0.397,18.0,45.366,68916.0,0.0,7831.0,,0.0,7.559,0.574,3.0,5.227,78115.0,,125.0,1.0,0.915,204.0,4.0,5.122,0.781
3305,MCKENZIE-WILLAMETTE MEDICAL CENTER (380020),2019,Acute Care,Voluntary non-profit - Private,113.0,44.0524,-123.002589,OR,1.503,,8.0,5.322,7609.0,1.063,20.0,18.817,27071.0,0.0,2890.0,,0.0,2.03,0.0,0.0,1.401,28774.0,,36.0,0.0,0.395,47.0,0.0,1.321,0.0
3306,TUALITY COMMUNITY HOSPITAL (380021),2019,Acute Care,Voluntary non-profit - Private,184.0,45.519623,-122.97731,OR,0.0,,0.0,1.24,1818.0,1.027,7.0,6.815,16489.0,,1336.0,,1.0,0.94,,0.0,0.729,16489.0,,13.0,0.0,0.106,51.0,0.0,1.374,0.0
3307,SAMARITAN ALBANY GENERAL HOSPITAL (380022),2019,Acute Care,Voluntary non-profit - Church,69.0,44.632067,-123.116771,OR,0.0,,0.0,1.063,1815.0,0.326,1.0,3.066,9577.0,,1339.0,,0.0,0.976,,0.0,0.349,10931.0,,30.0,0.0,0.265,35.0,0.0,0.957,
3308,LEGACY MOUNT HOOD MEDICAL CENTER (380025),2019,Acute Care,Voluntary non-profit - Private,98.0,45.519053,-122.408279,OR,1.439,,2.0,1.39,1998.0,0.328,4.0,12.184,23568.0,0.664,2225.0,,1.0,1.505,0.0,0.0,1.078,25038.0,,43.0,1.0,0.341,85.0,1.0,2.265,0.442
3309,MERCY MEDICAL CENTER (380027),2019,Acute Care,Government - Hospital District or Authority,136.0,43.236824,-123.371604,OR,0.0,,0.0,4.096,5749.0,1.09,24.0,22.018,26050.0,0.0,1919.0,,0.0,1.328,0.0,0.0,1.545,27539.0,,13.0,0.0,0.119,67.0,1.0,1.7,0.588
3310,LEGACY SILVERTON MEDICAL CENTER (380029),2019,Acute Care,Voluntary non-profit - Private,40.0,45.004564,-122.790746,OR,,,0.0,0.675,1353.0,0.0,0.0,1.968,7777.0,,248.0,,0.0,0.15,,0.0,0.183,7777.0,,17.0,0.0,0.127,24.0,0.0,0.582,
3311,SACRED HEART UNIVERSITY DISTRICT (380033),2019,Acute Care,Voluntary non-profit - Private,92.0,44.046056,-123.082105,OR,,,1.0,0.596,824.0,0.687,2.0,2.912,10027.0,,461.0,,2.0,0.301,,1.0,0.333,10027.0,,,,,,,,
3312,PROVIDENCE NEWBERG MEDICAL CENTER (380037),2019,Acute Care,Voluntary non-profit - Church,41.0,45.308552,-122.933913,OR,,,1.0,0.731,1441.0,1.045,3.0,2.872,9504.0,,1032.0,,2.0,0.622,,0.0,0.266,10547.0,,4.0,0.0,0.031,39.0,1.0,1.052,0.951
3313,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER (380038),2019,Acute Care,Voluntary non-profit - Private,106.0,45.356647,-122.588371,OR,0.0,,0.0,1.057,1571.0,0.351,3.0,8.554,19135.0,,1120.0,,0.0,0.748,,0.0,0.691,20884.0,,14.0,0.0,0.132,40.0,0.0,1.11,0.0
3314,PORTLAND VA MEDICAL CENTER (38003F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,ST CHARLES REDMOND (380040),2019,Acute Care,Voluntary non-profit - Private,45.0,44.288703,-121.168558,OR,,,3.0,0.576,1138.0,1.111,5.0,4.502,9044.0,,669.0,,0.0,0.398,,0.0,0.22,9865.0,,21.0,0.0,0.184,56.0,3.0,1.353,2.217
3316,ST CHARLES BEND (380047),2019,Acute Care,Voluntary non-profit - Private,268.0,44.065757,-121.266661,OR,1.366,,8.0,5.856,6781.0,1.187,45.0,37.917,61900.0,0.416,5935.0,,2.0,4.808,0.367,1.0,2.723,67919.0,1.361,195.0,2.0,1.469,185.0,8.0,4.682,1.709
3317,VA ROSEBURG HEALTHCARE SYSTEM (38004F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,SKY LAKES MEDICAL CENTER (380050),2019,Acute Care,Voluntary non-profit - Private,99.0,42.252655,-121.787391,OR,0.0,,0.0,3.501,3456.0,0.779,9.0,11.554,18082.0,0.0,1986.0,,0.0,1.816,,0.0,0.807,18204.0,,8.0,0.0,0.064,58.0,0.0,1.46,0.0
3319,SALEM HOSPITAL (380051),2019,Acute Care,Voluntary non-profit - Other,442.0,44.932887,-123.033146,OR,1.009,,12.0,11.895,13625.0,1.004,92.0,91.628,107237.0,0.382,9446.0,,3.0,7.858,1.126,9.0,7.996,111889.0,0.747,158.0,1.0,1.338,343.0,13.0,9.668,1.345
3320,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC (380052)",2019,Acute Care,Voluntary non-profit - Church,44.0,44.025448,-116.975133,OR,0.0,,0.0,1.492,2020.0,0.0,0.0,2.663,5890.0,,482.0,,0.0,0.386,,0.0,0.266,6700.0,,48.0,0.0,0.378,16.0,0.0,0.378,
3321,SANTIAM HOSPITAL (380056),2019,Acute Care,Voluntary non-profit - Private,40.0,44.80524,-122.784124,OR,,,0.0,0.274,555.0,1.368,2.0,1.462,3077.0,,272.0,,0.0,0.16,,0.0,0.084,3369.0,,3.0,0.0,0.024,17.0,0.0,0.41,
3322,ADVENTIST HEALTH PORTLAND (380060),2019,Acute Care,Voluntary non-profit - Church,212.0,45.511537,-122.559093,OR,0.315,,1.0,3.176,4475.0,0.647,12.0,18.537,30106.0,0.0,4113.0,,0.0,2.875,0.0,0.0,1.372,32055.0,,95.0,0.0,0.736,85.0,0.0,2.079,0.0
3323,PROVIDENCE PORTLAND MEDICAL CENTER (380061),2019,Acute Care,Voluntary non-profit - Church,399.0,45.526518,-122.614058,OR,1.228,,14.0,11.403,9243.0,0.757,63.0,83.237,109708.0,0.662,14968.0,,10.0,15.112,0.605,5.0,8.268,118523.0,0.445,259.0,1.0,2.248,324.0,4.0,9.018,0.444
3324,WILLAMETTE VALLEY MEDICAL CENTER (380071),2019,Acute Care,Voluntary non-profit - Private,78.0,45.20031,-123.16523,OR,0.87,,1.0,1.149,1643.0,0.418,2.0,4.79,13383.0,0.0,1542.0,,0.0,1.133,,0.0,0.624,14215.0,,10.0,0.0,0.074,26.0,2.0,0.678,
3325,PROVIDENCE MEDFORD MEDICAL CENTER (380075),2019,Acute Care,Voluntary non-profit - Church,130.0,42.339971,-122.861,OR,0.0,,0.0,2.937,4329.0,0.925,16.0,17.301,29724.0,0.0,2318.0,,0.0,1.627,3.839,4.0,1.042,30862.0,0.867,149.0,1.0,1.153,86.0,1.0,2.219,0.451
3326,PROVIDENCE MILWAUKIE HOSPITAL (380082),2019,Acute Care,Voluntary non-profit - Church,57.0,45.449714,-122.629791,OR,0.929,,1.0,1.076,1465.0,0.456,4.0,8.767,16499.0,,933.0,,0.0,0.73,,0.0,0.511,16499.0,,33.0,0.0,0.304,40.0,1.0,1.076,0.929
3327,LEGACY MERIDIAN PARK MEDICAL CENTER (380089),2019,Acute Care,Voluntary non-profit - Private,116.0,45.377481,-122.743931,OR,1.77,,4.0,2.26,3224.0,0.694,11.0,15.843,33627.0,1.155,2518.0,,2.0,1.731,,0.0,0.947,33627.0,,48.0,0.0,0.408,113.0,4.0,2.793,1.432
3328,BAY AREA HOSPITAL (380090),2019,Acute Care,Government - Hospital District or Authority,146.0,43.385854,-124.232463,OR,1.587,,4.0,2.52,3446.0,1.039,19.0,18.286,26789.0,1.421,1986.0,,2.0,1.407,0.0,0.0,1.295,28539.0,,5.0,0.0,0.046,74.0,0.0,1.874,0.0
3329,KAISER SUNNYSIDE MEDICAL CENTER (380091),2019,Acute Care,Voluntary non-profit - Other,295.0,45.433462,-122.558525,OR,0.666,,5.0,7.507,7674.0,0.657,32.0,48.708,70837.0,0.0,6358.0,,0.0,6.012,0.627,3.0,4.782,78348.0,,137.0,1.0,0.977,190.0,4.0,4.541,0.881
3330,SACRED HEART MEDICAL CENTER - RIVERBEND (380102),2019,Acute Care,Voluntary non-profit - Private,382.0,44.081312,-123.028655,OR,0.665,,8.0,12.033,12215.0,0.835,59.0,70.67,103087.0,0.81,13442.0,,9.0,11.11,0.793,7.0,8.822,112188.0,0.326,349.0,1.0,3.063,461.0,4.0,12.075,0.331
3331,KAISER FOUNDATION HOSPITAL - WESTSIDE (380103),2019,Acute Care,Voluntary non-profit - Private,112.0,45.539713,-122.875667,OR,1.471,,3.0,2.04,2739.0,1.914,14.0,7.314,23960.0,,1141.0,,0.0,0.863,,0.0,0.628,26358.0,,67.0,0.0,0.564,136.0,3.0,3.543,0.847
3332,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER (381301),2019,Critical Access,Voluntary non-profit - Private,14.0,43.803837,-123.038676,OR,,,0.0,0.25,102.0,,0.0,0.697,1782.0,,159.0,,0.0,0.043,,0.0,0.038,1782.0,,,,,,,,
3333,SAMARITAN NORTH LINCOLN HOSPITAL (381302),2019,Critical Access,Voluntary non-profit - Private,24.0,44.985179,-123.995454,OR,,,0.0,0.303,463.0,0.0,0.0,1.651,4120.0,,292.0,,1.0,0.079,,0.0,0.091,4329.0,,7.0,0.0,0.054,8.0,0.0,0.207,
3334,PROVIDENCE SEASIDE HOSPITAL (381303),2019,Critical Access,Voluntary non-profit - Church,32.0,45.989367,-123.914805,OR,,,0.0,0.588,285.0,0.82,1.0,1.22,3603.0,,339.0,,0.0,0.092,,0.0,0.079,3807.0,,5.0,0.0,0.041,6.0,1.0,0.148,
3335,SOUTHERN COOS HOSPITAL & HEALTH CENTER (381304),2019,Critical Access,Government - Hospital District or Authority,19.0,43.113244,-124.402426,OR,,,0.0,0.382,156.0,,0.0,0.424,1614.0,,,,,,,0.0,0.033,1614.0,,,,,,,,
3336,BLUE MOUNTAIN HOSPITAL (381305),2019,Critical Access,Government - Hospital District or Authority,20.0,44.417651,-118.95922,OR,,,,,,,0.0,0.228,1033.0,,,,,,,0.0,0.022,1053.0,,,,,,,,
3337,WALLOWA MEMORIAL HOSPITAL (381306),2019,Critical Access,Government - Hospital District or Authority,32.0,45.431755,-117.281385,OR,,,0.0,0.142,218.0,0.912,1.0,1.097,3202.0,,172.0,,0.0,0.046,,0.0,0.067,3279.0,,,,,,,,
3338,HARNEY DISTRICT HOSPITAL (381307),2019,Critical Access,Government - Hospital District or Authority,20.0,43.588723,-119.06057,OR,,,0.0,0.108,165.0,,0.0,0.393,1421.0,,140.0,,0.0,0.038,,0.0,0.031,1496.0,,,,,,,,
3339,SALEM HEALTH WEST VALLEY (381308),2019,Critical Access,Voluntary non-profit - Private,18.0,44.919404,-123.310383,OR,,,0.0,0.112,172.0,,0.0,0.456,1128.0,,148.0,,0.0,0.04,,0.0,0.023,1128.0,,,,,,,,
3340,LAKE DISTRICT HOSPITAL (381309),2019,Critical Access,Government - Hospital District or Authority,43.0,42.181583,-120.351437,OR,,,0.0,0.293,450.0,,0.0,0.712,2509.0,,121.0,,0.0,0.033,,0.0,0.054,2587.0,,,,,,,,
3341,PIONEER MEMORIAL HOSPITAL (381310),2019,Critical Access,Government - Hospital District or Authority,21.0,45.356268,-119.54763,OR,,,0.0,0.007,10.0,,0.0,0.039,176.0,,,,,,,0.0,0.004,176.0,,,,,,,,
3342,LOWER UMPQUA HOSPITAL DISTRICT (381311),2019,Critical Access,Government - Hospital District or Authority,17.0,43.695324,-124.135571,OR,,,1.0,0.21,322.0,,0.0,0.413,1869.0,,,,,,,0.0,0.039,1869.0,,,,,,,,
3343,COQUILLE VALLEY HOSPITAL DISTRICT (381312),2019,Critical Access,Government - Hospital District or Authority,21.0,43.178982,-124.179143,OR,,,,,,,0.0,0.458,2076.0,,,,,,,0.0,0.044,2076.0,,,,,,,,
3344,ST CHARLES PRINEVILLE (381313),2019,Critical Access,Voluntary non-profit - Private,19.0,44.298093,-120.826968,OR,,,1.0,0.216,330.0,1.464,2.0,1.366,3010.0,,530.0,,0.0,0.145,,0.0,0.062,3010.0,,,,,6.0,0.0,0.165,
3345,SAMARITAN PACIFIC COMMUNITY HOSPITAL (381314),2019,Critical Access,Voluntary non-profit - Private,25.0,44.629858,-124.059164,OR,0.0,,0.0,1.437,718.0,1.599,2.0,1.251,3770.0,,663.0,,0.0,0.18,,0.0,0.103,4894.0,,1.0,0.0,0.015,9.0,0.0,0.212,
3346,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC (381315)",2019,Critical Access,Voluntary non-profit - Church,43.0,44.79612,-117.846285,OR,,,1.0,0.286,437.0,,0.0,0.431,1952.0,,,,,,,0.0,0.041,1952.0,,,,,,,,
3347,PEACE HARBOR MEDICAL CENTER (381316),2019,Critical Access,Voluntary non-profit - Church,34.0,43.974589,-124.117464,OR,,,1.0,0.278,425.0,0.0,0.0,1.679,4190.0,,181.0,,0.0,0.049,,0.0,0.09,4330.0,,3.0,0.0,0.024,13.0,0.0,0.32,
3348,ADVENTIST HEALTH TILLAMOOK (381317),2019,Critical Access,Voluntary non-profit - Church,33.0,45.456322,-123.854951,OR,,,2.0,0.524,801.0,1.384,3.0,2.168,5502.0,,345.0,,0.0,0.094,,0.0,0.12,5774.0,,5.0,0.0,0.037,9.0,0.0,0.227,
3349,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL (381318),2019,Critical Access,Voluntary non-profit - Church,25.0,45.704561,-121.523224,OR,,,0.0,0.303,464.0,0.0,0.0,1.611,4745.0,,278.0,,0.0,0.075,,0.0,0.115,5538.0,,13.0,1.0,0.097,24.0,0.0,0.577,
3350,ST ANTHONY HOSPITAL (381319),2019,Critical Access,Voluntary non-profit - Church,24.0,,,OR,0.0,,0.0,2.276,932.0,0.652,1.0,1.533,4502.0,,380.0,,0.0,0.104,,0.0,0.106,5113.0,,3.0,0.0,0.049,11.0,0.0,0.295,
3351,COLUMBIA MEMORIAL HOSPITAL (381320),2019,Critical Access,Proprietary,25.0,46.188503,-123.818502,OR,0.613,,2.0,3.261,1335.0,0.0,0.0,1.006,4557.0,,271.0,,1.0,0.074,,0.0,0.044,2086.0,,4.0,0.0,0.031,3.0,0.0,0.075,
3352,GRANDE RONDE HOSPITAL (381321),2019,Critical Access,Voluntary non-profit - Private,25.0,45.319464,-118.104828,OR,,,1.0,0.549,840.0,0.467,1.0,2.142,4717.0,,304.0,,0.0,0.083,,0.0,0.11,5251.0,,2.0,0.0,0.016,9.0,0.0,0.233,
3353,CURRY GENERAL HOSPITAL (381322),2019,Critical Access,Government - Hospital District or Authority,18.0,42.411659,-124.418658,OR,,,0.0,0.941,385.0,,0.0,0.285,628.0,,11.0,,0.0,0.003,,0.0,0.013,628.0,,,,,,,,
3354,SAMARITAN LEBANON COMMUNITY HOSPITAL (381323),2019,Critical Access,Voluntary non-profit - Church,25.0,44.550528,-122.908414,OR,0.985,,1.0,1.015,1553.0,0.917,2.0,2.18,6531.0,,980.0,,0.0,0.267,,0.0,0.147,7047.0,,11.0,0.0,0.092,26.0,0.0,0.807,
3355,ST CHARLES MADRAS (381324),2019,Critical Access,Voluntary non-profit - Private,25.0,44.637362,-121.121358,OR,,,0.0,0.156,239.0,0.0,0.0,1.005,2953.0,,401.0,,0.0,0.109,,0.0,0.064,3043.0,,,,,2.0,0.0,0.044,
3356,GOOD SHEPHERD MEDICAL CENTER (381325),2019,Critical Access,Voluntary non-profit - Private,25.0,45.846135,-119.31095,OR,0.0,,0.0,2.062,844.0,0.0,0.0,2.125,5405.0,,286.0,,0.0,0.079,,0.0,0.113,5405.0,,,,,,,,
