,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3364,CONEMAUGH VALLEY MEMORIAL HOSPITAL (390110),2014,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,0.461,,4.0,8.677,6674.0,0.817,57.0,69.735,87609.0,0.718,5394.0,,6.0,8.362,1.035,7.0,6.764,91943.0,1.291,168.0,2.0,1.549,188.0,5.0,6.181,0.809
3365,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2014,Acute Care,Voluntary non-profit - Private,808.0,,,PA,1.881,,110.0,58.49,23567.0,1.357,194.0,143.013,176022.0,0.431,28849.0,,26.0,60.262,0.777,12.0,15.448,189954.0,2.084,272.0,5.0,2.399,402.0,15.0,13.578,1.105
3366,WINDBER HOSPITAL (390112),2014,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,,,1.0,0.423,325.0,0.0,0.0,2.224,5100.0,,39.0,,0.0,0.06,,0.0,0.188,5241.0,,15.0,0.0,0.185,47.0,0.0,1.578,0.0
3367,MEADVILLE MEDICAL CENTER (390113),2014,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,1.276,,4.0,3.134,1567.0,0.556,9.0,16.196,28441.0,2.834,928.0,,5.0,1.764,2.02,3.0,1.485,28441.0,,61.0,1.0,0.601,65.0,0.0,2.118,0.0
3368,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2014,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,1.189,,6.0,5.046,2523.0,0.97,32.0,32.993,49260.0,0.85,5352.0,,10.0,11.771,1.249,4.0,3.203,83843.0,0.53,981.0,5.0,9.439,84.0,4.0,2.802,1.428
3369,ARIA HEALTH (390115),2014,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,2.222,,33.0,14.85,11736.0,1.072,75.0,69.982,80437.0,0.377,7147.0,,4.0,10.615,0.36,3.0,8.33,80437.0,,62.0,0.0,0.585,251.0,1.0,8.226,0.122
3370,MERCY SUBURBAN HOSPITAL (390116),2014,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,0.308,,1.0,3.246,2497.0,0.0,0.0,9.403,17560.0,0.0,1776.0,,0.0,2.665,1.771,3.0,1.694,17560.0,,59.0,4.0,0.547,56.0,1.0,1.751,0.571
3371,UPMC BEDFORD MEMORIAL (390117),2014,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,,,0.0,0.336,258.0,2.107,6.0,2.847,5186.0,,46.0,,0.0,0.07,,0.0,0.28,5601.0,,53.0,0.0,0.419,8.0,0.0,0.218,
3372,BRADFORD REGIONAL MEDICAL CENTER (390118),2014,Acute Care,Voluntary non-profit - Private,185.0,,,PA,,,0.0,0.619,476.0,0.66,3.0,4.543,9051.0,,119.0,,0.0,0.18,,0.0,0.637,9647.0,,33.0,0.0,0.312,15.0,0.0,0.476,
3373,MOSES TAYLOR HOSPITAL (390119),2014,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,0.0,,0.0,2.306,1774.0,0.702,12.0,17.104,28601.0,1.047,1204.0,,2.0,1.91,0.593,1.0,1.687,35918.0,0.0,110.0,0.0,1.045,93.0,1.0,2.917,0.343
3374,TITUSVILLE HOSPITAL (390122),2014,Acute Care,Voluntary non-profit - Private,63.0,,,PA,,,1.0,0.268,206.0,0.0,0.0,2.351,4888.0,,85.0,,0.0,0.129,,0.0,0.233,5139.0,,26.0,0.0,0.237,16.0,2.0,0.507,
3375,POTTSTOWN MEMORIAL MEDICAL CENTER (390123),2014,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,1.708,,6.0,3.512,2927.0,0.778,13.0,16.712,31975.0,0.386,1728.0,,1.0,2.594,0.581,1.0,1.721,32890.0,,27.0,0.0,0.225,50.0,0.0,1.585,0.0
3376,WAYNE MEMORIAL HOSPITAL (390125),2014,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,,,1.0,0.911,701.0,0.63,4.0,6.35,12757.0,,340.0,,4.0,0.51,,0.0,0.857,13404.0,,28.0,2.0,0.283,51.0,2.0,1.597,1.252
3377,PHOENIXVILLE HOSPITAL (390127),2014,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,0.861,,2.0,2.324,1937.0,0.8,12.0,14.998,21744.0,1.166,1714.0,,3.0,2.572,,2.0,0.922,23628.0,,105.0,1.0,0.871,83.0,0.0,2.468,0.0
3378,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR (39012F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,MINERS MEDICAL CENTER (390130),2014,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,,,0.0,0.196,151.0,1.957,2.0,1.022,2227.0,,43.0,,0.0,0.065,,0.0,0.08,2227.0,,,,,2.0,0.0,0.054,
3380,ST JOSEPH'S HOSPITAL (390132),2014,Acute Care,Voluntary non-profit - Private,170.0,,,PA,4.021,,9.0,2.238,1721.0,0.709,12.0,16.922,34785.0,3.401,1763.0,,9.0,2.646,3.21,4.0,1.246,34785.0,,12.0,0.0,0.14,11.0,0.0,0.401,
3381,LEHIGH VALLEY HOSPITAL (390133),2014,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,1.634,,88.0,53.867,18949.0,0.847,117.0,138.132,151167.0,0.886,20276.0,,44.0,49.644,1.073,15.0,13.983,166350.0,0.513,526.0,3.0,5.851,492.0,13.0,16.445,0.791
3382,WILKES-BARRE GENERAL HOSPITAL (390137),2014,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,1.184,,13.0,10.98,6641.0,0.63,34.0,53.975,63702.0,0.0,3444.0,,0.0,5.811,1.618,8.0,4.944,65617.0,1.99,113.0,2.0,1.005,271.0,11.0,8.738,1.259
3383,WAYNESBORO HOSPITAL (390138),2014,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,,,0.0,0.676,520.0,0.343,1.0,2.914,7007.0,,369.0,,0.0,0.554,,0.0,0.398,7563.0,,14.0,1.0,0.163,13.0,1.0,0.396,
3384,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2014,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,1.201,,13.0,10.827,6382.0,1.153,49.0,42.515,47852.0,0.217,5654.0,,2.0,9.197,3.625,8.0,2.207,52260.0,,72.0,0.0,0.625,106.0,1.0,3.176,0.315
3385,WILKES BARRE VA MEDICAL CENTER (39013F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,ALBERT EINSTEIN MEDICAL CENTER (390142),2014,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,0.471,,10.0,21.221,10027.0,1.142,76.0,66.573,82791.0,0.737,7852.0,,12.0,16.278,3.03,15.0,4.95,91971.0,0.929,100.0,1.0,1.077,126.0,2.0,4.087,0.489
3387,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2014,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,0.606,,6.0,9.896,6115.0,0.999,38.0,38.021,57903.0,1.181,4447.0,,9.0,7.62,0.0,0.0,2.892,61578.0,,69.0,0.0,0.6,131.0,8.0,4.234,1.889
3388,WARREN GENERAL HOSPITAL (390146),2014,Acute Care,Voluntary non-profit - Private,90.0,,,PA,,,0.0,0.661,508.0,0.735,4.0,5.442,11665.0,,158.0,,0.0,0.238,,0.0,0.455,11665.0,,52.0,0.0,0.508,18.0,2.0,0.551,
3389,MONONGAHELA VALLEY HOSPITAL (390147),2014,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,1.302,,4.0,3.072,1876.0,0.885,20.0,22.609,38038.0,0.47,1207.0,,1.0,2.128,0.0,0.0,1.704,38038.0,,16.0,0.0,0.172,70.0,4.0,2.238,1.787
3390,SOUTHWEST REGIONAL MEDICAL CENTER (390150),2014,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,,,0.0,0.695,534.0,0.0,0.0,4.285,9135.0,,168.0,,0.0,0.253,,0.0,0.548,9135.0,,1.0,0.0,0.011,35.0,0.0,1.207,0.0
3391,CHAMBERSBURG HOSPITAL (390151),2014,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,1.256,,4.0,3.184,2653.0,0.517,12.0,23.202,28457.0,0.821,1624.0,,2.0,2.437,1.617,4.0,2.473,44579.0,,32.0,0.0,0.298,96.0,5.0,3.138,1.593
3392,MAIN LINE HOSPITAL PAOLI (390153),2014,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,1.722,,7.0,4.066,3389.0,0.702,18.0,25.636,37504.0,0.588,2266.0,,2.0,3.399,1.389,3.0,2.16,42437.0,,97.0,1.0,0.753,159.0,4.0,4.702,0.851
3393,PENN HIGHLANDS ELK (390154),2014,Acute Care,Voluntary non-profit - Private,216.0,,,PA,0.0,,0.0,1.216,608.0,0.646,3.0,4.647,10306.0,,122.0,,0.0,0.232,,0.0,0.58,10708.0,,25.0,0.0,0.234,17.0,0.0,0.518,
3394,MERCY FITZGERALD HOSPITAL (390156),2014,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,1.01,,12.0,11.884,5529.0,0.547,22.0,40.208,63293.0,0.461,4910.0,,5.0,10.855,0.458,3.0,6.548,63293.0,,71.0,0.0,0.831,129.0,6.0,4.407,1.361
3395,OHIO VALLEY GENERAL HOSPITAL (390157),2014,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,,,1.0,0.874,672.0,1.478,12.0,8.121,16327.0,,607.0,,0.0,0.911,,0.0,0.8,14512.0,,11.0,0.0,0.089,45.0,1.0,1.408,0.71
3396,CANONSBURG GENERAL HOSPITAL (390160),2014,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,0.0,,0.0,1.219,937.0,0.762,6.0,7.877,11029.0,,354.0,,1.0,0.533,,0.0,0.619,11029.0,,2.0,0.0,0.026,45.0,0.0,1.547,0.0
3397,EASTON HOSPITAL (390162),2014,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,0.41,,2.0,4.883,2623.0,0.993,21.0,21.149,24887.0,0.0,2265.0,,0.0,4.001,0.582,1.0,1.719,29361.0,0.943,101.0,1.0,1.061,95.0,1.0,3.134,0.319
3398,ACMH HOSPITAL (390163),2014,Acute Care,Voluntary non-profit - Private,166.0,,,PA,0.617,,1.0,1.62,1350.0,0.473,7.0,14.8,22341.0,1.401,951.0,,2.0,1.428,,1.0,0.985,23282.0,,16.0,0.0,0.175,51.0,2.0,1.537,1.301
3399,UPMC PRESBYTERIAN SHADYSIDE (390164),2014,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,1.645,,243.0,147.745,54146.0,1.182,278.0,235.23,269771.0,0.372,57119.0,,51.0,137.219,1.134,32.0,28.215,270305.0,,90.0,1.0,0.954,955.0,38.0,33.396,1.138
3400,BUTLER MEMORIAL HOSPITAL (390168),2014,Acute Care,Voluntary non-profit - Private,299.0,,,PA,1.352,,8.0,5.919,4932.0,0.805,30.0,37.262,47223.0,0.352,3782.0,,2.0,5.675,0.789,2.0,2.534,48430.0,,95.0,2.0,0.984,75.0,7.0,2.36,2.966
3401,INDIANA REGIONAL MEDICAL CENTER (390173),2014,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,1.887,,2.0,1.06,815.0,0.854,16.0,18.738,27428.0,,376.0,,0.0,0.565,0.0,0.0,1.199,28325.0,,53.0,0.0,0.591,58.0,0.0,1.946,0.0
3402,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2014,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,0.726,,61.0,84.006,27933.0,0.973,126.0,129.538,156133.0,0.485,21823.0,,24.0,49.448,1.219,17.0,13.951,164351.0,1.603,278.0,4.0,2.495,413.0,16.0,13.526,1.183
3403,UPMC HORIZON (390178),2014,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,0.593,,2.0,3.374,2595.0,0.614,8.0,13.023,23463.0,0.507,1315.0,,1.0,1.974,,2.0,0.968,24620.0,,47.0,0.0,0.453,60.0,1.0,1.93,0.518
3404,CHESTER COUNTY HOSPITAL (390179),2014,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,1.195,,7.0,5.86,3834.0,1.123,36.0,32.043,40889.0,0.382,4745.0,,3.0,7.854,1.05,2.0,1.905,46264.0,1.931,238.0,4.0,2.071,171.0,2.0,5.379,0.372
3405,CROZER CHESTER MEDICAL CENTER (390180),2014,Acute Care,Voluntary non-profit - Other,490.0,,,PA,1.083,,28.0,25.863,9368.0,1.422,79.0,55.546,79616.0,0.314,8938.0,,9.0,28.707,1.741,11.0,6.319,84930.0,0.543,186.0,1.0,1.842,219.0,3.0,7.071,0.424
3406,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2014,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,,,0.0,0.455,350.0,0.279,1.0,3.579,5229.0,,62.0,,0.0,0.093,,0.0,0.187,5229.0,,3.0,0.0,0.024,14.0,0.0,0.382,
3407,HIGHLANDS HOSPITAL (390184),2014,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,,,0.0,0.468,360.0,0.734,3.0,4.088,8506.0,,154.0,,0.0,0.232,,0.0,0.355,8506.0,,2.0,0.0,0.036,12.0,1.0,0.403,
3408,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2014,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,0.0,,0.0,2.929,2253.0,2.187,37.0,16.919,24570.0,3.159,1055.0,,5.0,1.583,1.467,2.0,1.363,25425.0,,28.0,0.0,0.226,88.0,1.0,2.717,0.368
3409,TYLER MEMORIAL HOSPITAL (390192),2014,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,,,0.0,0.306,235.0,0.535,1.0,1.87,3488.0,,61.0,,0.0,0.092,,0.0,0.338,3488.0,,,,,3.0,0.0,0.095,
3410,GNADEN HUETTEN MEMORIAL HOSPITAL (390194),2014,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,,,1.0,0.716,551.0,1.366,8.0,5.857,13164.0,,186.0,,0.0,0.28,,0.0,0.629,13164.0,,4.0,0.0,0.043,14.0,1.0,0.439,
3411,MAIN LINE HOSPITAL LANKENAU (390195),2014,Acute Care,Voluntary non-profit - Private,362.0,,,PA,0.48,,5.0,10.41,7387.0,0.722,25.0,34.62,56955.0,0.49,7832.0,,6.0,12.253,0.297,1.0,3.366,65982.0,1.75,318.0,5.0,2.857,245.0,4.0,7.769,0.515
3412,SACRED HEART HOSPITAL (390197),2014,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,0.998,,1.0,1.002,771.0,0.496,11.0,22.156,32472.0,,537.0,,0.0,0.806,0.0,0.0,1.264,33632.0,0.775,138.0,1.0,1.291,28.0,0.0,0.837,
3413,MILLCREEK COMMUNITY HOSPITAL (390198),2014,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,0.0,,0.0,1.723,749.0,0.278,3.0,10.8,18522.0,,247.0,,0.0,0.519,,0.0,0.998,18792.0,,34.0,0.0,0.399,8.0,0.0,0.264,
3414,PUNXSUTAWNEY AREA HOSPITAL (390199),2014,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,,,0.0,0.524,403.0,1.175,4.0,3.403,5543.0,,96.0,,0.0,0.145,,0.0,0.206,5749.0,,35.0,0.0,0.318,19.0,0.0,0.631,
3415,POCONO MEDICAL CENTER (390201),2014,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,0.975,,5.0,5.128,3486.0,0.533,15.0,28.134,38120.0,1.535,2619.0,,6.0,3.909,1.705,5.0,2.932,40633.0,,110.0,0.0,0.916,127.0,3.0,4.075,0.736
3416,DOYLESTOWN HOSPITAL (390203),2014,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,0.697,,3.0,4.302,2998.0,1.757,51.0,29.031,37788.0,0.0,2887.0,,0.0,4.313,0.478,1.0,2.091,40661.0,,44.0,0.0,0.333,95.0,1.0,2.72,0.368
3417,NAZARETH HOSPITAL (390204),2014,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,0.0,,0.0,3.097,2581.0,0.943,16.0,16.961,32117.0,2.264,1766.0,,6.0,2.65,0.0,0.0,2.087,32117.0,,10.0,0.0,0.093,83.0,0.0,2.592,0.0
3418,SHARON REGIONAL HEALTH SYSTEM (390211),2014,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,0.301,,1.0,3.319,2080.0,1.011,16.0,15.829,30284.0,0.0,1355.0,,0.0,2.222,0.722,1.0,1.385,32203.0,,21.0,0.0,0.229,54.0,2.0,1.769,1.131
3419,EXCELA HEALTH FRICK HOSPITAL (390217),2014,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,1.99,,2.0,1.005,772.0,0.631,3.0,4.755,9669.0,,435.0,,1.0,0.653,,0.0,0.483,9669.0,,,,,27.0,0.0,0.776,
3420,EXCELA HEALTH LATROBE HOSPITAL (390219),2014,Acute Care,Voluntary non-profit - Other,121.0,,,PA,0.766,,3.0,3.917,1703.0,0.288,4.0,13.91,19785.0,0.997,956.0,,2.0,2.007,0.792,1.0,1.262,19785.0,0.0,135.0,0.0,1.105,87.0,3.0,2.598,1.155
3421,JENNERSVILLE REGIONAL HOSPITAL (390220),2014,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,0.0,,0.0,1.29,993.0,1.225,5.0,4.081,8772.0,,511.0,,2.0,0.768,,1.0,0.395,9140.0,,3.0,0.0,0.029,40.0,1.0,1.193,0.838
3422,RIDDLE MEMORIAL HOSPITAL (390222),2014,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,1.19,,5.0,4.2,3231.0,1.917,42.0,21.91,37818.0,0.866,2308.0,,3.0,3.463,2.565,5.0,1.949,39933.0,,87.0,0.0,0.675,100.0,2.0,2.962,0.675
3423,PENN PRESBYTERIAN MEDICAL CENTER (390223),2014,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,0.801,,12.0,14.988,6223.0,0.777,37.0,47.612,54526.0,0.916,5155.0,,11.0,12.006,0.984,5.0,5.079,54526.0,,7.0,0.0,0.081,101.0,1.0,3.343,0.299
3424,EPHRATA COMMUNITY HOSPITAL (390225),2014,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,1.552,,3.0,1.933,1487.0,0.981,11.0,11.214,16757.0,1.656,804.0,,2.0,1.208,1.984,2.0,1.008,18710.0,0.0,164.0,0.0,1.648,89.0,1.0,2.886,0.347
3425,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS (390226),2014,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,0.634,,11.0,17.358,6500.0,0.635,30.0,47.212,68668.0,0.939,6285.0,,13.0,13.842,0.259,2.0,7.709,85116.0,0.0,309.0,0.0,2.357,242.0,12.0,7.466,1.607
3426,ST CLAIR MEMORIAL HOSPITAL (390228),2014,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,0.689,,4.0,5.809,4006.0,0.826,38.0,46.027,59391.0,0.399,3283.0,,2.0,5.009,2.539,8.0,3.151,61866.0,,105.0,0.0,0.873,133.0,11.0,3.975,2.767
3427,ABINGTON MEMORIAL HOSPITAL (390231),2014,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,1.27,,25.0,19.692,9241.0,0.745,61.0,81.908,82129.0,0.418,7347.0,,7.0,16.758,0.332,3.0,9.033,102202.0,2.13,386.0,7.0,3.287,266.0,9.0,7.893,1.14
3428,HANOVER HOSPITAL (390233),2014,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,1.124,,2.0,1.779,1369.0,1.419,20.0,14.091,19214.0,1.603,831.0,,2.0,1.248,0.775,1.0,1.291,20119.0,,54.0,0.0,0.481,45.0,2.0,1.4,1.429
3429,"MEMORIAL HOSPITAL, INC  TOWANDA (390236)",2014,Acute Care,Voluntary non-profit - Private,92.0,41.783796,-76.448602,PA,,,0.0,0.566,435.0,1.2,3.0,2.5,3711.0,,35.0,,0.0,0.054,,0.0,0.143,3987.0,,11.0,0.0,0.116,5.0,0.0,0.17,
3430,REGIONAL HOSPITAL OF SCRANTON (390237),2014,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,0.872,,7.0,8.03,3447.0,1.29,28.0,21.709,34956.0,0.653,2106.0,,3.0,4.597,0.442,1.0,2.26,34956.0,,62.0,0.0,0.544,92.0,0.0,2.897,0.0
3431,MILTON S HERSHEY MEDICAL CENTER (390256),2014,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,0.848,,32.0,37.744,15325.0,1.144,108.0,94.409,103033.0,0.615,22434.0,,33.0,53.649,1.209,13.0,10.751,112255.0,0.483,423.0,2.0,4.143,394.0,4.0,13.346,0.3
3432,ST MARY MEDICAL CENTER (390258),2014,Acute Care,Voluntary non-profit - Church,330.0,,,PA,2.734,,30.0,10.974,7231.0,1.268,73.0,57.549,73342.0,0.766,5661.0,,7.0,9.137,0.853,3.0,3.516,83318.0,0.657,169.0,1.0,1.521,95.0,2.0,2.898,0.69
3433,LEHIGH VALLEY HOSPITAL - MUHLENBERG (390263),2014,Acute Care,Voluntary non-profit - Other,202.0,,,PA,2.181,,9.0,4.126,3438.0,0.817,24.0,29.388,38684.0,0.82,3252.0,,4.0,4.879,1.728,4.0,2.315,38684.0,0.0,180.0,0.0,1.814,116.0,0.0,3.651,0.0
3434,JEFFERSON REGIONAL MEDICAL CENTER (390265),2014,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,0.148,,1.0,6.745,4955.0,1.26,56.0,44.457,58695.0,0.0,3903.0,,0.0,5.669,0.342,1.0,2.922,58695.0,,14.0,0.0,0.155,316.0,11.0,10.003,1.1
3435,GROVE CITY MEDICAL CENTER (390266),2014,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,,,0.0,0.692,532.0,0.0,0.0,3.872,5742.0,,151.0,,0.0,0.227,,0.0,0.433,5990.0,,2.0,0.0,0.029,10.0,1.0,0.298,
3436,FORBES REGIONAL HOSPITAL (390267),2014,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,1.508,,7.0,4.642,3801.0,0.894,46.0,51.454,55562.0,0.0,3178.0,,0.0,4.769,0.874,3.0,3.434,61052.0,,76.0,0.0,0.752,160.0,5.0,5.142,0.972
3437,MOUNT NITTANY MEDICAL CENTER (390268),2014,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,0.672,,2.0,2.978,2290.0,1.613,52.0,32.247,36298.0,0.0,1148.0,,0.0,1.722,0.654,1.0,1.529,38609.0,,113.0,0.0,0.982,97.0,1.0,3.023,0.331
3438,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2014,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,2.675,,20.0,7.476,6051.0,0.969,55.0,56.781,51516.0,0.0,5184.0,,0.0,7.719,7.718,32.0,4.146,55308.0,,89.0,7.0,0.919,182.0,14.0,5.998,2.334
3439,VALLEY FORGE MEDICAL CENTER AND HOSPITAL (390272),2014,Acute Care,Proprietary,52.0,40.15643,-75.368684,PA,,,,,,0.0,0.0,5.101,11699.0,,,,,,,0.0,0.419,11699.0,,,,,,,,
3440,EAGLEVILLE HOSPITAL (390278),2014,Acute Care,Voluntary non-profit - Private,82.0,40.15588,-75.41192,PA,,,,,,0.0,0.0,4.902,12924.0,,,,,,,0.0,0.463,12924.0,,,,,,,,
3441,HAHNEMANN UNIVERSITY HOSPITAL (390290),2014,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,0.432,,13.0,30.11,11357.0,1.301,84.0,64.578,77842.0,0.224,12411.0,,7.0,31.186,0.962,8.0,8.312,84326.0,1.843,182.0,3.0,1.628,153.0,6.0,5.194,1.155
3442,BARIX CLINICS OF PENNSYLVANIA (390302),2014,Acute Care,Proprietary,23.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,ROXBOROUGH MEMORIAL HOSPITAL (390304),2014,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,0.0,,0.0,1.875,1442.0,1.014,9.0,8.876,18242.0,0.923,722.0,,1.0,1.084,,2.0,0.948,18242.0,,,,,9.0,0.0,0.282,
3444,EDGEWOOD SURGICAL HOSPITAL (390307),2014,Acute Care,Physician,10.0,41.330051,-80.417855,PA,,,,,,,0.0,0.151,276.0,,,,,,,0.0,0.01,276.0,,,,,,,,
3445,CANCER TREATMENT CENTERS OF AMERICA (390312),2014,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,1.897,,4.0,2.109,1622.0,0.974,5.0,5.133,11771.0,0.335,1987.0,,1.0,2.982,,1.0,0.422,11771.0,,11.0,0.0,0.173,53.0,12.0,2.112,5.682
3446,COORDINATED HEALTH ORTHOPEDIC HOSPITAL (390314),2014,Acute Care,Physician,20.0,40.673762,-75.365401,PA,,,,,,0.783,1.0,1.277,2341.0,,,,,,,0.0,0.083,2341.0,,,,,,,,
3447,SURGICAL INSTITUTE OF READING (390316),2014,Acute Care,Proprietary,15.0,40.357951,-75.987577,PA,,,,,,,0.0,0.524,1411.0,,,,,,,0.0,0.051,1411.0,,5.0,0.0,0.031,11.0,1.0,0.296,
3448,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2014,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,,,,,,0.0,0.8,1467.0,,,,,,,0.0,0.053,1467.0,,,,,,,,
3449,BUCKS COUNTY SPECIALTY HOSPITAL (390322),2014,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,,,,,0.0,0.497,1140.0,,,,,,,0.0,0.041,1140.0,,,,,,,,
3450,ADVANCED SURGICAL HOSPITAL (390323),2014,Acute Care,Proprietary,14.0,40.156723,-80.280536,PA,,,,,,,0.0,0.539,988.0,,,,,,,0.0,0.036,988.0,,,,,,,,
3451,PHYSICIAN'S CARE SURGICAL HOSPITAL (390324),2014,Acute Care,Physician,12.0,40.216786,-75.553707,PA,,,,,,,0.0,0.318,730.0,,,,,,,0.0,0.027,730.0,,14.0,0.0,0.095,12.0,0.0,0.344,
3452,OSS ORTHOPAEDIC HOSPITAL (390325),2014,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,,,,,0.0,0.0,1.578,2890.0,,,,,,,0.0,0.104,2890.0,,,,,,,,
