,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
4286,ST VINCENT HOSPITAL (520075),2023,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,1.023,,12.0,11.725,9185.0,0.353,8.0,22.661,49118.0,0.826,10089.0,,9.0,10.897,0.857,3.0,3.5,56350.0,,79.0,1.0,0.649,161.0,4.0,4.169,0.959
4287,MARSHFIELD MEDICAL CENTER - BEAVER DAM (MMC-BD) (520076),2023,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,,,0.0,0.526,1040.0,2.124,7.0,3.295,4898.0,,358.0,,0.0,0.22,,0.0,0.129,5200.0,,24.0,0.0,0.208,14.0,0.0,0.368,
4288,ASCENSION ST FRANCIS HOSPITAL (520078),2023,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,0.345,,1.0,2.901,2741.0,0.63,10.0,15.867,21093.0,0.766,2898.0,,2.0,2.611,0.0,0.0,1.043,22062.0,,7.0,0.0,0.069,21.0,0.0,0.614,
4289,SSM HEALTH ST MARY'S HOSPITAL - MADISON (520083),2023,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,0.344,,5.0,14.542,13665.0,0.523,28.0,53.547,89834.0,0.359,14840.0,,5.0,13.924,0.413,2.0,4.845,99346.0,0.581,217.0,1.0,1.721,273.0,6.0,7.004,0.857
4290,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2023,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,1.068,,8.0,7.492,5891.0,0.489,22.0,44.99,71544.0,1.591,4008.0,,7.0,4.399,0.665,3.0,4.513,78460.0,,99.0,1.0,0.802,205.0,7.0,5.488,1.276
4291,ST. AGNES HOSPITAL HOSPICE (520088),2023,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,1.6,,5.0,3.125,4474.0,0.847,15.0,17.706,34742.0,1.969,4377.0,,6.0,3.047,0.712,1.0,1.404,36219.0,,77.0,0.0,0.682,62.0,3.0,1.678,1.788
4292,MERITER HOSPITAL (520089),2023,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,0.508,,3.0,5.9,4663.0,0.489,25.0,51.142,46161.0,0.473,5807.0,,3.0,6.346,0.0,0.0,3.717,76972.0,0.0,130.0,0.0,1.293,147.0,5.0,3.971,1.259
4293,HOWARD YOUNG MEDICAL CENTER (520091),2023,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,,,1.0,0.32,652.0,0.0,0.0,2.735,5162.0,,237.0,,0.0,0.137,,0.0,0.174,5162.0,,,,,1.0,0.0,0.027,
4294,SAUK PRAIRIE HOSPITAL (520095),2023,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,,,0.0,0.41,566.0,0.884,1.0,1.131,3609.0,,102.0,,0.0,0.083,,0.0,0.105,4151.0,,69.0,0.0,0.503,21.0,0.0,0.51,
4295,ASCENSION ALL SAINTS HOSPITAL (520096),2023,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,0.601,,6.0,9.99,8154.0,0.626,19.0,30.352,45117.0,0.152,7228.0,,1.0,6.566,0.939,3.0,3.196,50096.0,,101.0,0.0,0.883,65.0,1.0,1.716,0.583
4296,ST MARY'S HOSPITAL MEDICAL CENTER (520097),2023,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,3.531,,6.0,1.699,2889.0,0.808,5.0,6.189,17616.0,1.189,2350.0,,2.0,1.682,,0.0,0.924,17616.0,,4.0,0.0,0.025,24.0,2.0,0.672,
4297,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2023,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,0.866,,25.0,28.878,18081.0,0.695,101.0,145.415,193251.0,1.104,29783.0,,35.0,31.702,0.155,2.0,12.907,198624.0,1.34,278.0,3.0,2.239,558.0,16.0,15.11,1.059
4298,BELOIT HEALTH SYSTEM (520100),2023,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,0.0,,0.0,3.913,5263.0,0.0,0.0,7.596,18087.0,0.5,2887.0,,1.0,2.001,,0.0,0.961,18777.0,,68.0,0.0,0.66,61.0,0.0,1.764,0.0
4299,AURORA LAKELAND MEDICAL CENTER (520102),2023,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,1.382,,2.0,1.447,1821.0,0.746,4.0,5.363,13400.0,3.384,1448.0,,4.0,1.182,,2.0,0.591,14477.0,,16.0,0.0,0.153,32.0,0.0,0.94,
4300,COMMUNITY MEMORIAL HOSPITAL (520103),2023,Acute Care,Voluntary non-profit - Private,202.0,,,WI,0.615,,3.0,4.882,4750.0,0.229,4.0,17.476,44909.0,1.245,3545.0,,4.0,3.214,0.935,2.0,2.14,46724.0,,39.0,0.0,0.337,80.0,2.0,2.161,0.925
4301,HOLY FAMILY MEMORIAL (520107),2023,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,1.686,,2.0,1.186,1905.0,0.0,0.0,3.974,10107.0,,922.0,,2.0,0.675,,0.0,0.484,10326.0,,12.0,1.0,0.102,13.0,0.0,0.363,
4302,MILE BLUFF MEDICAL CENTER (520109),2023,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,,,0.0,0.174,356.0,0.656,1.0,1.524,3569.0,,,,,,,0.0,0.103,3802.0,,1.0,0.0,0.011,25.0,0.0,0.561,
4303,BAY AREA MEDICAL CENTER (520113),2023,Acute Care,Voluntary non-profit - Private,81.0,,,WI,0.0,,0.0,1.745,3392.0,0.261,2.0,7.672,19485.0,0.0,1931.0,,0.0,1.164,,2.0,0.897,19833.0,,4.0,0.0,0.027,26.0,0.0,0.672,
4304,WATERTOWN MEMORIAL HOSPITAL (520116),2023,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,,,0.0,0.477,957.0,1.53,5.0,3.268,7524.0,,553.0,,0.0,0.334,,0.0,0.196,7871.0,,,,,15.0,0.0,0.348,
4305,ASCENSION SE WISCONSIN HOSPITAL (520136),2023,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,0.616,,5.0,8.113,9281.0,0.711,25.0,35.185,58506.0,0.114,9594.0,,1.0,8.76,0.0,0.0,3.21,68220.0,,101.0,2.0,0.969,204.0,3.0,5.693,0.527
4306,AURORA ST LUKES MEDICAL CENTER (520138),2023,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,0.789,,37.0,46.901,32084.0,0.563,74.0,131.511,269042.0,0.565,51224.0,,30.0,53.064,0.431,9.0,20.865,280197.0,3.168,456.0,13.0,4.104,440.0,27.0,12.112,2.229
4307,WEST ALLIS MEMORIAL HOSPITAL (520139),2023,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,1.63,,11.0,6.747,5358.0,0.573,14.0,24.447,51669.0,0.779,5966.0,,5.0,6.419,0.867,3.0,3.46,64036.0,,111.0,0.0,0.923,91.0,6.0,2.528,2.373
4308,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2023,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,0.822,,5.0,6.084,5939.0,0.727,9.0,12.375,32135.0,0.647,5227.0,,3.0,4.64,0.506,1.0,1.975,33557.0,,13.0,0.0,0.102,143.0,2.0,3.732,0.536
4309,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2023,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,0.18,,8.0,44.503,28809.0,0.683,85.0,124.372,235646.0,1.042,32816.0,,36.0,34.542,0.495,11.0,22.231,241330.0,1.688,308.0,5.0,2.962,540.0,10.0,17.799,0.562
4310,AURORA MEDICAL CENTER KENOSHA (520189),2023,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,1.361,,7.0,5.144,5289.0,0.58,7.0,12.062,31146.0,0.656,5229.0,,3.0,4.573,1.481,2.0,1.35,34160.0,,93.0,1.0,0.762,100.0,0.0,2.608,0.0
4311,AURORA BAYCARE MEDICAL CTR (520193),2023,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,1.618,,11.0,6.8,9530.0,0.512,10.0,19.547,45491.0,0.488,8355.0,,3.0,6.15,0.0,0.0,2.556,51913.0,,70.0,0.0,0.635,102.0,2.0,2.947,0.679
4312,ORTHOPAEDIC HOSPITAL OF WISCONSIN (520194),2023,Acute Care,Voluntary non-profit - Other,30.0,43.09827,-87.913579,WI,,,0.0,0.033,99.0,,0.0,0.448,3002.0,,23.0,,0.0,0.013,,0.0,0.035,3002.0,,,,,,,,
4313,ORTHOPAEDIC HOSPITAL OF WI (520194),2023,Acute Care,Voluntary non-profit - Other,30.0,43.09827,-87.913579,WI,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,OAKLEAF SURGICAL HOSPITAL (520196),2023,Acute Care,Proprietary,13.0,44.815002,-91.451764,WI,,,0.0,0.097,214.0,,0.0,0.391,2525.0,,94.0,,0.0,0.069,,0.0,0.037,2525.0,,27.0,0.0,0.199,13.0,0.0,0.309,
4315,AURORA MEDICAL CTR OSHKOSH (520198),2023,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,2.09,,4.0,1.914,3432.0,0.377,3.0,7.959,20579.0,1.509,3258.0,,3.0,1.988,,0.0,0.657,22245.0,,9.0,0.0,0.071,45.0,1.0,1.107,0.903
4316,MARSHFIELD MEDICAL CENTER - WESTON (520202),2023,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,1.183,,3.0,2.535,3604.0,0.822,13.0,15.823,18202.0,1.335,3267.0,,3.0,2.247,,1.0,0.722,18946.0,,16.0,1.0,0.116,55.0,0.0,1.373,0.0
4317,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL (520205),2023,Acute Care,Voluntary non-profit - Private,16.0,42.860129,-87.951723,WI,,,0.0,0.128,265.0,,0.0,0.544,3532.0,,66.0,,0.0,0.051,,0.0,0.058,3532.0,,,,,,,,
4318,AURORA MEDICAL CENTER - SUMMIT (520206),2023,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,1.443,,6.0,4.157,4106.0,0.397,4.0,10.082,25230.0,0.228,4881.0,,1.0,4.382,0.933,1.0,1.072,26855.0,,14.0,0.0,0.126,51.0,2.0,1.28,1.563
4319,AURORA MEDICAL CENTER (520207),2023,Acute Care,Voluntary non-profit - Private,116.0,,,WI,1.744,,7.0,4.014,3931.0,0.414,6.0,14.478,37346.0,0.96,5734.0,,5.0,5.206,1.13,2.0,1.77,40914.0,,53.0,0.0,0.434,121.0,0.0,3.107,0.0
4320,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE (520208),2023,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,,,0.0,0.685,1349.0,1.895,6.0,3.166,11332.0,,890.0,,0.0,0.543,,0.0,0.282,12137.0,,31.0,1.0,0.24,41.0,1.0,0.963,
4321,MARSHFIELD MEDICAL CENTER - EAU CLAIRE (520210),2023,Acute Care,Voluntary non-profit - Private,46.0,44.793318,-91.519083,WI,0.844,,1.0,1.185,2244.0,1.037,10.0,9.642,13928.0,1.869,1759.0,,2.0,1.07,,1.0,0.512,14743.0,,19.0,0.0,0.193,68.0,1.0,1.909,0.524
4322,MARSHFIELD MEDICAL CENTER - MINOCQUA (520212),2023,Acute Care,Voluntary non-profit - Private,19.0,,,WI,,,1.0,0.451,919.0,3.185,5.0,1.57,4263.0,,615.0,,0.0,0.357,,0.0,0.098,4468.0,,13.0,0.0,0.091,41.0,0.0,0.925,
4323,FROEDTERT COMMUNITY HOSPITAL (520213),2023,Acute Care,Voluntary non-profit - Private,24.0,,,WI,,,0.0,0.007,12.0,,0.0,0.224,958.0,,25.0,,0.0,0.014,,0.0,0.013,958.0,,,,,,,,
4324,ASCENSION WISCONSIN HOSP MENOMONEE FALLS CAMPUS (520214),2023,Acute Care,Proprietary,24.0,,,WI,,,0.0,0.029,53.0,,1.0,0.444,1533.0,,39.0,,0.0,0.022,,0.0,0.029,1533.0,,,,,,,,
4325,MARSHFIELD MEDICAL CENTER - RIVER REGION (520215),2023,Acute Care,Voluntary non-profit - Private,5.0,,,WI,,,0.0,0.008,18.0,,0.0,0.063,259.0,,17.0,,0.0,0.01,,,,259.0,,,,,,,,
4326,ASCENSION EAGLE RIVER HOSPITAL (521300),2023,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,,,0.0,0.355,302.0,,0.0,0.535,2421.0,,109.0,,0.0,0.029,,0.0,0.051,2421.0,,,,,,,,
4327,MAYO CLINIC HEALTH SYSTEM OAKRIDGE (521302),2023,Critical Access,Voluntary non-profit - Other,26.0,44.577911,-91.216351,WI,,,0.0,0.326,498.0,0.0,0.0,1.181,4289.0,,715.0,,0.0,0.194,,0.0,0.09,4289.0,,,,,,,,
4328,THEDACARE MEDICAL CENTER - WILD ROSE (521303),2023,Critical Access,Voluntary non-profit - Private,25.0,44.183143,-89.245704,WI,,,0.0,0.154,236.0,,1.0,0.424,1566.0,,174.0,,0.0,0.047,,0.0,0.032,1566.0,,,,,,,,
4329,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS (521304),2023,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,0.0,0.088,135.0,,0.0,0.373,1691.0,,,,,,,0.0,0.035,1691.0,,,,,,,,
4330,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA (521305),2023,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,,,1.0,0.168,257.0,,0.0,0.867,3923.0,,914.0,,0.0,0.25,,0.0,0.082,3923.0,,,,,,,,
4331,AMERY HOSPITAL & CLINIC (521308),2023,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,,,0.0,0.153,235.0,0.903,1.0,1.107,2932.0,,272.0,,0.0,0.074,,0.0,0.063,3057.0,,,,,4.0,0.0,0.095,
4332,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS (521309),2023,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,,,0.0,0.259,106.0,,0.0,0.367,1665.0,,26.0,,0.0,0.008,,0.0,0.035,1665.0,,,,,,,,
4333,HSHS ST CLARE MEMORIAL HOSPITAL (521310),2023,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,,,2.0,0.481,736.0,,0.0,0.934,4228.0,,895.0,,0.0,0.244,,0.0,0.089,4228.0,,,,,2.0,0.0,0.047,
4334,ASPIRUS STANLEY HOSPITAL (521311),2023,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,0.0,0.113,171.0,,1.0,0.407,1459.0,,273.0,,0.0,0.074,,0.0,0.031,1459.0,,,,,,,,
4335,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY (521312),2023,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,,,0.0,0.521,214.0,,0.0,0.316,1431.0,,,,,,,0.0,0.029,1431.0,,,,,,,,
4336,ASPIRUS TOMAHAWK HOSPITAL (521313),2023,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,,,0.0,0.313,128.0,,0.0,0.44,1552.0,,24.0,,0.0,0.007,,0.0,0.033,1552.0,,,,,,,,
4337,MAYO CLINIC HEALTH SYSTEM CHIPPEWA VALLEY (521314),2023,Critical Access,Voluntary non-profit - Private,38.0,45.102008,-91.500572,WI,,,1.0,0.425,651.0,0.0,0.0,1.72,5235.0,,987.0,,0.0,0.269,,0.0,0.11,5235.0,,,,,,,,
4338,MAYO CLINIC HEALTH SYSTEM-NORTHLAND (521315),2023,Critical Access,Voluntary non-profit - Other,35.0,45.398369,-91.840668,WI,,,0.0,0.41,628.0,1.074,2.0,1.862,5469.0,,975.0,,0.0,0.266,,0.0,0.119,5692.0,,,,,,,,
4339,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS (521316),2023,Critical Access,Voluntary non-profit - Private,63.0,44.364827,-91.318648,WI,,,0.0,0.15,230.0,,0.0,0.813,2946.0,,95.0,,0.0,0.026,,0.0,0.06,2946.0,,,,,,,,
4340,ASCENSION CALUMET HOSPITAL (521317),2023,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,,,0.0,0.032,48.0,,1.0,0.72,2200.0,,178.0,,0.0,0.048,,0.0,0.046,2200.0,,,,,3.0,0.0,0.068,
4341,LADD MEMORIAL HOSPITAL (521318),2023,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,,,0.0,0.135,208.0,,1.0,0.666,2132.0,,43.0,,0.0,0.013,,0.0,0.047,2265.0,,,,,,,,
4342,EDGERTON HOSPITAL AND HEALTH SERVICES (521319),2023,Critical Access,Voluntary non-profit - Private,17.0,42.834872,-89.043024,WI,,,0.0,0.167,256.0,,1.0,0.754,2609.0,,228.0,,0.0,0.063,,0.0,0.054,2609.0,,,,,,,,
4343,TOMAH MEMORIAL HOSPITAL (521320),2023,Critical Access,Voluntary non-profit - Private,25.0,,,WI,,,1.0,0.655,268.0,0.0,0.0,1.17,3029.0,,139.0,,0.0,0.039,,0.0,0.069,3355.0,,2.0,0.0,0.014,1.0,0.0,0.024,
4344,RIPON MEDICAL CENTER (521321),2023,Critical Access,Voluntary non-profit - Private,21.0,43.835451,-88.817692,WI,,,0.0,0.798,327.0,,1.0,0.949,2780.0,,202.0,,0.0,0.055,,1.0,0.058,2780.0,,11.0,0.0,0.092,4.0,0.0,0.085,
4345,GRANT REGIONAL HEALTH CENTER (521322),2023,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,,,1.0,0.22,338.0,1.866,2.0,1.072,3203.0,,189.0,,0.0,0.052,,0.0,0.072,3457.0,,,,,5.0,0.0,0.122,
4346,MARSHFIELD MEDICAL CENTER - NEILLSVILLE (521323),2023,Critical Access,Voluntary non-profit - Church,24.0,44.557046,-90.606909,WI,,,1.0,0.169,259.0,,2.0,0.478,1716.0,,248.0,,0.0,0.068,,0.0,0.036,1716.0,,,,,,,,
4347,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC (521324)",2023,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,,,1.0,0.429,657.0,,0.0,0.908,4110.0,,370.0,,0.0,0.101,,0.0,0.091,4415.0,,6.0,0.0,0.05,8.0,0.0,0.168,
4348,FLAMBEAU HOSPITAL (521325),2023,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,,,0.0,0.344,328.0,,1.0,0.765,2282.0,,93.0,,0.0,0.025,,0.0,0.048,2282.0,,,,,,,,
4349,THEDACARE MEDICAL CENTER - NEW LONDON (521326),2023,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,0.0,,0.0,1.246,601.0,1.58,2.0,1.266,3849.0,,640.0,,0.0,0.175,,0.0,0.08,3849.0,,,,,2.0,0.0,0.041,
4350,WAUPUN MEMORIAL HOSPITAL (521327),2023,Critical Access,Voluntary non-profit - Church,25.0,43.630968,-88.745912,WI,,,1.0,0.933,382.0,0.0,0.0,1.445,4186.0,,304.0,,0.0,0.083,,0.0,0.093,4489.0,,,,,20.0,0.0,0.558,
4351,MARSHFIELD MEDICAL CENTER - LADYSMITH (521328),2023,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,,,0.0,0.513,210.0,,0.0,0.41,1855.0,,190.0,,0.0,0.052,,0.0,0.038,1855.0,,,,,,,,
4352,ST MARYS HOSPITAL SUPERIOR (521329),2023,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,,,0.0,0.234,358.0,0.0,0.0,1.235,4352.0,,571.0,,0.0,0.156,,0.0,0.09,4352.0,,,,,,,,
4353,CROSSING RIVERS HEALTH MEDICAL CENTER (521330),2023,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,0.0,,0.0,1.325,543.0,,1.0,0.796,2329.0,,247.0,,0.0,0.067,,0.0,0.054,2606.0,,,,,4.0,1.0,0.099,
4354,BURNETT MEDICAL CENTER (521331),2023,Critical Access,Voluntary non-profit - Private,75.0,45.775546,-92.687182,WI,,,0.0,0.175,72.0,,0.0,0.357,1324.0,,31.0,,0.0,0.008,,0.0,0.029,1324.0,,1.0,0.0,0.011,,,,
4355,SPOONER HEALTH SYSTEM (521332),2023,Critical Access,Voluntary non-profit - Private,22.0,,,WI,,,0.0,0.178,273.0,,4.0,0.584,2168.0,,169.0,,0.0,0.046,,0.0,0.045,2168.0,,,,,,,,
4356,BLACK RIVER MEMORIAL HOSPITAL (521333),2023,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,,,0.0,0.402,617.0,1.179,2.0,1.696,4293.0,,55.0,,0.0,0.015,,0.0,0.094,4448.0,,15.0,0.0,0.127,5.0,0.0,0.143,
4357,THEDACARE MEDICAL CENTER-WAUPACA (521334),2023,Critical Access,Voluntary non-profit - Private,25.0,44.345333,-89.075825,WI,,,0.0,0.9,460.0,0.0,0.0,1.82,4674.0,,535.0,,0.0,0.146,,0.0,0.101,4848.0,,,,,1.0,0.0,0.032,
4358,HUDSON HOSPITAL (521335),2023,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,,,0.0,0.726,297.0,0.597,1.0,1.676,5857.0,,342.0,,0.0,0.094,,0.0,0.141,6746.0,,6.0,0.0,0.041,2.0,0.0,0.047,
4359,HAYWARD AREA MEMORIAL HOSPITAL (521336),2023,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,,,0.0,0.289,444.0,,0.0,0.848,2600.0,,150.0,,0.0,0.041,,1.0,0.078,3712.0,,1.0,0.0,0.007,,,,
4360,ST CROIX REGIONAL MEDICAL CENTER (521337),2023,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,COLUMBUS COMMUNITY HOSPITAL (521338),2023,Critical Access,Voluntary non-profit - Private,25.0,43.323798,-89.036162,WI,,,0.0,0.953,492.0,0.871,1.0,1.148,4120.0,,278.0,,0.0,0.076,,0.0,0.086,4120.0,,5.0,0.0,0.031,18.0,0.0,0.432,
4362,ASCENSION GOOD SAMARITAN HOSPITAL (521339),2023,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,,,0.0,0.52,213.0,,0.0,0.636,2877.0,,137.0,,0.0,0.038,,0.0,0.06,2877.0,,,,,,,,
4363,MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC (521340),2023,Critical Access,Voluntary non-profit - Private,25.0,44.882566,-91.900468,WI,,,1.0,0.388,594.0,0.0,0.0,2.156,6361.0,,479.0,,0.0,0.13,,0.0,0.14,6774.0,,1.0,0.0,0.004,,,,
4364,RICHLAND HOSPITAL (521341),2023,Critical Access,Voluntary non-profit - Private,25.0,43.339118,-90.382826,WI,,,1.0,0.413,633.0,0.0,0.0,1.419,4192.0,,55.0,,0.0,0.014,,0.0,0.092,4416.0,,,,,8.0,0.0,0.201,
4365,INDIANHEAD MEDICAL CTR (521342),2023,Critical Access,Proprietary,25.0,45.742102,-91.92578,WI,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,STOUGHTON HOSPITAL ASSOCIATION (521343),2023,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,0.0,,0.0,1.575,645.0,,1.0,0.775,3509.0,,238.0,,0.0,0.064,,0.0,0.073,3509.0,,,,,4.0,0.0,0.108,
4367,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS (521344),2023,Critical Access,Voluntary non-profit - Private,25.0,43.132926,-90.707744,WI,,,0.0,0.128,196.0,,0.0,0.307,1023.0,,,,,,,0.0,0.021,1023.0,,,,,,,,
4368,WESTFIELDS HOSPITAL AND CLINIC (521345),2023,Critical Access,Voluntary non-profit - Private,25.0,45.11746,-92.553214,WI,,,0.0,0.185,282.0,,0.0,0.923,4174.0,,354.0,,0.0,0.096,,0.0,0.09,4336.0,,1.0,0.0,0.013,8.0,1.0,0.185,
4369,THEDACARE MEDICAL CENTER - SHAWANO (521346),2023,Critical Access,Voluntary non-profit - Private,25.0,44.761606,-88.606614,WI,,,0.0,0.561,860.0,0.595,1.0,1.682,5998.0,,491.0,,0.0,0.134,,0.0,0.133,6384.0,,4.0,0.0,0.035,21.0,0.0,0.495,
4370,WESTERN WISCONSIN HEALTH (521347),2023,Critical Access,Voluntary non-profit - Private,25.0,44.941282,-92.376028,WI,,,0.0,0.056,87.0,,0.0,0.028,127.0,,,,,,,,,,,,,,,,,
4371,VERNON MEMORIAL HOSPITAL (521348),2023,Critical Access,Voluntary non-profit - Private,28.0,43.55146,-90.888946,WI,0.0,,0.0,1.407,576.0,0.552,1.0,1.813,5511.0,,58.0,,0.0,0.016,,0.0,0.119,5693.0,,,,,6.0,0.0,0.132,
4372,RIVER FALLS AREA HOSPITAL (521349),2023,Critical Access,Voluntary non-profit - Private,24.0,44.862859,-92.602829,WI,,,0.0,0.26,262.0,,0.0,0.673,3047.0,,278.0,,0.0,0.076,,0.0,0.064,3047.0,,1.0,0.0,0.011,3.0,0.0,0.07,
4373,LANGLADE HOSPITAL (521350),2023,Critical Access,Voluntary non-profit - Church,25.0,45.140319,-89.140292,WI,,,1.0,0.426,651.0,0.622,1.0,1.608,4741.0,,284.0,,0.0,0.077,,0.0,0.105,5037.0,,1.0,0.0,0.007,4.0,0.0,0.124,
4374,REEDSBURG AREA MEDICAL CENTER (521351),2023,Critical Access,Voluntary non-profit - Private,25.0,43.549287,-89.994548,WI,0.0,,0.0,1.441,590.0,0.66,1.0,1.515,3337.0,,134.0,,0.0,0.036,,0.0,0.075,3598.0,,19.0,0.0,0.187,7.0,0.0,0.175,
4375,UPLAND HILLS HEALTH (521352),2023,Critical Access,Voluntary non-profit - Private,69.0,42.952635,-90.130254,WI,,,1.0,0.286,436.0,0.0,0.0,1.24,3290.0,,281.0,,0.0,0.077,,0.0,0.077,3663.0,,25.0,2.0,0.238,8.0,0.0,0.205,
4376,CUMBERLAND MEMORIAL HOSPITAL (521353),2023,Critical Access,Voluntary non-profit - Other,57.0,45.530939,-92.029592,WI,,,0.0,0.029,44.0,,0.0,0.227,1030.0,,12.0,,0.0,0.003,,0.0,0.021,1030.0,,,,,,,,
4377,SOUTHWEST HEALTH CENTER (521354),2023,Critical Access,Voluntary non-profit - Other,108.0,42.719781,-90.455783,WI,,,0.0,0.15,229.0,,1.0,0.819,2408.0,,111.0,,0.0,0.03,,0.0,0.057,2722.0,,4.0,0.0,0.034,3.0,0.0,0.092,
4378,BERLIN MEMORIAL HOSPITAL (521355),2023,Critical Access,Voluntary non-profit - Private,69.0,43.977616,-88.941843,WI,0.0,,0.0,1.624,780.0,0.0,0.0,1.697,5041.0,,567.0,,0.0,0.156,,0.0,0.108,5202.0,,4.0,0.0,0.03,61.0,1.0,1.49,0.671
