,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
6302,CONWAY MEDICAL CENTER (420049),2018,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,0.0,0.0,3.694,5180.0,0.387,7.0,18.098,36650.0,0.0,3553.0,0.0,2.421,0.0,0.0,1.852,40506.0,0.0,129.0,0.0,1.174,70.0,0.0,1.926,0.0
6303,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2018,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,1.157,32.0,27.651,21317.0,0.878,83.0,94.565,121050.0,0.554,24001.0,14.0,25.284,1.597,18.0,11.268,135167.0,0.789,150.0,1.0,1.267,294.0,6.0,8.511,0.705
6304,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2018,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,1.24,34.0,27.42,21110.0,0.92,87.0,94.611,120469.0,0.629,24229.0,16.0,25.438,1.17,14.0,11.963,134704.0,1.554,152.0,2.0,1.287,293.0,3.0,8.408,0.357
6305,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2018,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,,1.0,0.954,1405.0,0.352,1.0,2.843,7105.0,,496.0,0.0,0.302,,0.0,0.221,7573.0,,,,,28.0,0.0,0.723,
6306,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2018,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,,1.0,0.902,1331.0,0.353,1.0,2.835,6799.0,,412.0,0.0,0.249,,0.0,0.216,7221.0,,,,,21.0,0.0,0.515,
6307,CAROLINAS HOSPITAL SYSTEM MARION (420055),2018,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,,1.0,0.85,1642.0,0.0,0.0,3.811,7494.0,,447.0,1.0,0.273,,0.0,0.2,8011.0,,8.0,0.0,0.066,28.0,1.0,0.748,
6308,CAROLINAS HOSPITAL SYSTEM MARION (420055),2018,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,,0.0,0.733,1417.0,0.0,0.0,3.73,7005.0,,420.0,1.0,0.257,,0.0,0.207,7505.0,,10.0,0.0,0.091,30.0,1.0,0.801,
6309,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2018,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,,,,0.298,1.0,3.361,7329.0,,,,,,0.0,0.19,7329.0,,,,,,,,
6310,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2018,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,,,,0.9,2.0,2.221,7095.0,,,,,,0.0,0.184,7095.0,,,,,,,,
6311,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2018,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,1.249,3.0,2.401,3442.0,0.994,27.0,27.163,40045.0,0.723,1979.0,1.0,1.383,0.382,1.0,2.621,42088.0,0.596,178.0,1.0,1.677,62.0,0.0,1.668,0.0
6312,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2018,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,0.914,2.0,2.187,3045.0,1.046,29.0,27.714,39738.0,0.838,1633.0,1.0,1.194,1.243,3.0,2.413,41856.0,0.583,184.0,1.0,1.714,67.0,0.0,1.784,0.0
6313,LAKE CITY COMMUNITY HOSPITAL (420066),2018,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,0.0,0.218,401.0,,0.0,0.8,2845.0,,41.0,0.0,0.024,,0.0,0.051,2845.0,,9.0,0.0,0.068,,,,
6314,LAKE CITY COMMUNITY HOSPITAL (420066),2018,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,0.0,0.196,361.0,,0.0,0.691,2644.0,,22.0,0.0,0.013,,0.0,0.047,2644.0,,8.0,0.0,0.063,,,,
6315,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2018,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,1.386,4.0,2.887,4159.0,0.173,7.0,40.488,33558.0,0.0,4796.0,0.0,3.241,0.725,1.0,1.379,35557.0,,67.0,0.0,0.559,74.0,0.0,1.942,0.0
6316,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2018,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,1.874,5.0,2.668,3840.0,0.274,5.0,18.249,33400.0,0.0,4159.0,0.0,2.81,0.727,1.0,1.376,35465.0,,66.0,0.0,0.533,73.0,0.0,1.924,0.0
6317,TRMC OF ORANGEBURG & CALHOUN (420068),2018,Acute Care,Government - Local,285.0,,,SC,3.32,18.0,5.421,6354.0,1.172,47.0,40.097,43006.0,1.163,6213.0,5.0,4.3,1.944,4.0,2.058,44939.0,,68.0,0.0,0.576,83.0,5.0,2.266,2.207
6318,TRMC OF ORANGEBURG & CALHOUN (420068),2018,Acute Care,Government - Local,285.0,,,SC,3.163,17.0,5.375,6296.0,0.945,43.0,45.498,42185.0,1.646,6154.0,7.0,4.252,2.976,6.0,2.016,44086.0,,64.0,0.0,0.564,86.0,7.0,2.273,3.08
6319,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2018,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,0.652,3.0,4.604,5401.0,0.562,11.0,19.588,49629.0,3.227,5474.0,14.0,4.339,1.508,4.0,2.653,53051.0,2.653,122.0,3.0,1.131,82.0,0.0,2.181,0.0
6320,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2018,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,0.568,3.0,5.281,6248.0,0.612,12.0,19.606,48487.0,2.294,4919.0,9.0,3.924,0.376,1.0,2.658,51860.0,0.8,130.0,1.0,1.25,70.0,0.0,1.886,0.0
6321,SELF REGIONAL HEALTHCARE (420071),2018,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,1.085,7.0,6.454,6113.0,0.671,23.0,34.266,47706.0,1.379,6528.0,9.0,6.527,0.567,2.0,3.527,53122.0,0.0,185.0,0.0,1.509,112.0,1.0,2.779,0.36
6322,SELF REGIONAL HEALTHCARE (420071),2018,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,1.084,7.0,6.455,6106.0,0.678,23.0,33.913,47125.0,1.431,6985.0,10.0,6.986,0.855,3.0,3.509,52896.0,0.0,172.0,0.0,1.411,114.0,2.0,2.879,0.695
6323,HAMPTON REGIONAL MEDICAL CENTER (420072),2018,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,0.0,0.3,596.0,0.0,0.0,1.018,3596.0,,203.0,0.0,0.123,,0.0,0.108,3596.0,,,,,,,,
6324,HAMPTON REGIONAL MEDICAL CENTER (420072),2018,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,0.0,0.356,709.0,,0.0,0.937,3244.0,,166.0,0.0,0.102,,0.0,0.078,3244.0,,,,,,,,
6325,LEXINGTON MEDICAL CENTER (420073),2018,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,0.778,16.0,20.567,15077.0,0.884,91.0,102.903,130787.0,1.285,14262.0,19.0,14.781,0.842,9.0,10.688,139863.0,0.423,574.0,2.0,4.732,301.0,6.0,7.985,0.751
6326,LEXINGTON MEDICAL CENTER (420073),2018,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,1.058,21.0,19.843,14524.0,0.904,90.0,99.536,131391.0,1.266,13716.0,18.0,14.215,0.821,9.0,10.962,140683.0,0.452,541.0,2.0,4.427,278.0,6.0,7.292,0.823
6327,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2018,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,0.687,25.0,36.404,22807.0,0.819,119.0,145.282,187336.0,1.046,26689.0,34.0,32.498,1.019,21.0,20.614,213075.0,0.769,292.0,2.0,2.6,337.0,5.0,9.599,0.521
6328,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2018,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,0.589,23.0,39.079,23905.0,0.769,116.0,150.83,188973.0,1.091,27591.0,37.0,33.925,0.993,20.0,20.136,218010.0,0.81,274.0,2.0,2.468,373.0,4.0,10.821,0.37
6329,TRIDENT MEDICAL CENTER (420079),2018,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,1.815,22.0,12.124,13021.0,0.77,34.0,44.15,100693.0,0.87,10160.0,8.0,9.193,2.012,12.0,5.963,105212.0,0.261,471.0,1.0,3.827,206.0,11.0,5.446,2.02
6330,TRIDENT MEDICAL CENTER (420079),2018,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,1.71,21.0,12.284,13182.0,0.807,36.0,44.609,102093.0,0.993,11140.0,10.0,10.073,1.972,12.0,6.085,106611.0,0.245,502.0,1.0,4.083,205.0,14.0,5.447,2.57
6331,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2018,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,1.796,3.0,1.67,2422.0,0.778,9.0,11.562,21256.0,0.945,1680.0,1.0,1.058,,0.0,0.793,22123.0,,28.0,0.0,0.211,73.0,1.0,1.633,0.612
6332,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2018,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,1.767,3.0,1.698,2462.0,0.629,7.0,11.12,21394.0,0.975,1627.0,1.0,1.026,,0.0,0.799,22293.0,,27.0,0.0,0.187,68.0,1.0,1.519,0.658
6333,AIKEN REGIONAL MEDICAL CENTER (420082),2018,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,1.222,8.0,6.547,9181.0,1.106,38.0,34.362,40525.0,1.338,5251.0,5.0,3.736,0.0,0.0,1.786,42305.0,,102.0,0.0,0.971,122.0,3.0,3.42,0.877
6334,AIKEN REGIONAL MEDICAL CENTER (420082),2018,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,1.261,8.0,6.342,8900.0,1.085,31.0,28.582,40148.0,0.796,5307.0,3.0,3.769,0.0,0.0,1.937,42151.0,,99.0,0.0,0.917,127.0,3.0,3.536,0.848
6335,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2018,Acute Care,Proprietary,177.0,,,SC,1.376,2.0,1.454,2078.0,1.1,15.0,13.634,21272.0,,1347.0,0.0,0.954,,2.0,0.8,21599.0,,39.0,0.0,0.319,58.0,2.0,1.542,1.297
6336,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2018,Acute Care,Proprietary,177.0,,,SC,0.698,1.0,1.432,2044.0,0.95,13.0,13.679,20167.0,,1229.0,0.0,0.873,,2.0,0.784,20595.0,,45.0,0.0,0.369,65.0,2.0,1.688,1.185
6337,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2018,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,0.846,20.0,23.65,14364.0,0.736,30.0,40.771,85877.0,0.712,10603.0,8.0,11.231,0.53,4.0,7.549,88131.0,,103.0,0.0,0.822,247.0,5.0,7.252,0.689
6338,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2018,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,0.745,16.0,21.477,13060.0,0.588,24.0,40.851,86379.0,0.762,9962.0,8.0,10.503,0.574,4.0,6.971,88629.0,,105.0,0.0,0.866,243.0,8.0,7.1,1.127
6339,PALMETTO HEALTH BAPTIST (420086),2018,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,1.923,9.0,4.68,5463.0,1.279,70.0,54.712,88445.0,1.019,7698.0,7.0,6.868,0.89,4.0,4.495,101003.0,0.58,440.0,2.0,3.451,246.0,9.0,6.313,1.426
6340,PALMETTO HEALTH BAPTIST (420086),2018,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,1.3,6.0,4.614,5388.0,1.029,54.0,52.472,83604.0,1.049,7521.0,7.0,6.67,1.171,5.0,4.27,95742.0,1.415,452.0,5.0,3.534,252.0,9.0,6.561,1.372
6341,ROPER HOSPITAL (420087),2018,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,1.356,7.0,5.162,5747.0,0.991,45.0,45.409,57551.0,0.207,5846.0,1.0,4.824,1.116,5.0,4.481,57551.0,0.55,226.0,1.0,1.817,371.0,16.0,9.335,1.714
6342,ROPER HOSPITAL (420087),2018,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,1.956,10.0,5.112,5537.0,1.129,49.0,43.414,57251.0,0.197,5915.0,1.0,5.072,0.961,4.0,4.162,58391.0,0.593,210.0,1.0,1.685,369.0,10.0,9.313,1.074
6343,EAST COOPER MEDICAL CENTER (420089),2018,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,0.708,1.0,1.413,1409.0,0.687,6.0,8.735,14326.0,,854.0,0.0,0.784,,1.0,0.807,18296.0,,45.0,0.0,0.337,43.0,1.0,1.179,0.848
6344,EAST COOPER MEDICAL CENTER (420089),2018,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,0.0,0.0,1.425,1415.0,0.772,6.0,7.767,13667.0,,862.0,0.0,0.792,,0.0,0.767,17435.0,,37.0,0.0,0.264,48.0,1.0,1.245,0.803
6345,CAROLINAS HOSPITAL SYSTEM (420091),2018,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,1.45,9.0,6.209,7994.0,0.432,16.0,37.048,54530.0,0.674,6348.0,3.0,4.453,1.061,5.0,4.712,54530.0,,80.0,1.0,0.708,117.0,1.0,3.32,0.301
6346,CAROLINAS HOSPITAL SYSTEM (420091),2018,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,1.266,8.0,6.319,8114.0,0.362,14.0,38.65,52123.0,0.659,6478.0,3.0,4.554,0.992,4.0,4.032,52123.0,,89.0,1.0,0.806,116.0,2.0,3.226,0.62
6347,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2018,Acute Care,Voluntary non-profit - Private,148.0,,,SC,0.725,2.0,2.76,3976.0,1.355,24.0,17.716,24791.0,0.631,2313.0,1.0,1.584,0.889,1.0,1.125,24962.0,,22.0,0.0,0.183,42.0,1.0,1.052,0.951
6348,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2018,Acute Care,Voluntary non-profit - Private,148.0,,,SC,0.364,1.0,2.748,3959.0,2.064,29.0,14.047,24575.0,0.641,2272.0,1.0,1.559,0.892,1.0,1.121,24880.0,,27.0,0.0,0.225,34.0,1.0,0.866,
6349,COASTAL CAROLINA HOSPITAL (420101),2018,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,,0.0,0.677,1318.0,0.574,2.0,3.483,9804.0,,716.0,0.0,0.436,,0.0,0.173,9804.0,,20.0,0.0,0.162,39.0,0.0,0.939,
6350,COASTAL CAROLINA HOSPITAL (420101),2018,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,,2.0,0.692,1349.0,0.554,2.0,3.61,9950.0,,730.0,0.0,0.447,,0.0,0.175,9950.0,,22.0,0.0,0.18,38.0,0.0,0.912,
6351,GHS PATEWOOD MEMORIAL HOSPITAL (420102),2018,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,0.0,0.0,1.035,1452.0,,0.0,0.607,2666.0,,29.0,0.0,0.022,,0.0,0.061,2666.0,,10.0,0.0,0.075,,,,
6352,GHS PATEWOOD MEMORIAL HOSPITAL (420102),2018,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,0.0,0.0,1.044,1464.0,,0.0,0.87,3818.0,,34.0,0.0,0.026,,0.0,0.096,4172.0,,11.0,0.0,0.094,,,,
6353,PELHAM MEDICAL CENTER (420103),2018,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,2.0,0.586,1702.0,1.435,4.0,2.787,13370.0,,955.0,0.0,0.581,,0.0,0.193,13370.0,,16.0,0.0,0.144,37.0,0.0,0.954,
6354,PELHAM MEDICAL CENTER (420103),2018,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,2.0,0.562,1635.0,1.811,5.0,2.761,13361.0,,963.0,0.0,0.584,,0.0,0.189,13361.0,,17.0,0.0,0.151,43.0,0.0,1.123,0.0
6355,MOUNT PLEASANT HOSPITAL (420104),2018,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,1.0,0.558,1067.0,1.462,7.0,4.788,7920.0,,573.0,0.0,0.359,,0.0,0.359,7920.0,,82.0,0.0,0.616,28.0,2.0,0.671,
6356,MOUNT PLEASANT HOSPITAL (420104),2018,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,1.0,0.558,1068.0,1.101,5.0,4.541,8195.0,,604.0,0.0,0.381,,0.0,0.34,8195.0,,86.0,0.0,0.683,35.0,1.0,0.852,
6357,MCLEOD LORIS  HOSPITAL (420105),2018,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,1.756,5.0,2.848,4815.0,0.509,5.0,9.82,23328.0,0.0,2164.0,0.0,1.434,,0.0,0.928,23907.0,,65.0,1.0,0.487,68.0,0.0,1.688,0.0
6358,MCLEOD LORIS  HOSPITAL (420105),2018,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,2.144,6.0,2.799,4928.0,0.78,11.0,14.097,24149.0,0.0,2239.0,0.0,1.463,,0.0,0.989,24779.0,,66.0,1.0,0.505,78.0,0.0,1.969,0.0
6359,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2018,Acute Care,Voluntary non-profit - Private,76.0,,,SC,1.527,2.0,1.31,2517.0,1.374,21.0,15.285,19045.0,0.0,1806.0,0.0,1.122,,1.0,0.744,20738.0,,105.0,0.0,0.81,31.0,1.0,0.787,
6360,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2018,Acute Care,Voluntary non-profit - Private,76.0,,,SC,0.752,1.0,1.33,2552.0,1.482,19.0,12.821,19238.0,1.709,1882.0,2.0,1.17,,1.0,0.749,20875.0,,99.0,0.0,0.768,36.0,2.0,0.934,
6361,MCLEOD HEALTH CHERAW (420107),2018,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,1.705,2.0,1.173,2283.0,0.751,3.0,3.996,10193.0,,667.0,0.0,0.405,,0.0,0.239,10193.0,,23.0,0.0,0.189,21.0,0.0,0.588,
6362,MCLEOD HEALTH CHERAW (420107),2018,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,1.732,2.0,1.155,2259.0,0.499,2.0,4.005,10260.0,,702.0,0.0,0.425,,0.0,0.241,10260.0,,27.0,0.0,0.223,23.0,0.0,0.637,
6363,UNION MEDICAL CENTER (420108),2018,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,0.0,0.15,276.0,,0.0,0.746,3642.0,,162.0,0.0,0.094,,0.0,0.077,3642.0,,,,,,,,
6364,UNION MEDICAL CENTER (420108),2018,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,0.0,0.079,146.0,,0.0,0.701,3037.0,,182.0,0.0,0.106,,0.0,0.071,3037.0,,,,,,,,
6365,MCLEOD HEALTH CLARENDON (420109),2018,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,0.0,0.498,866.0,0.787,2.0,2.542,7662.0,,399.0,0.0,0.275,,0.0,0.182,8075.0,,23.0,0.0,0.18,13.0,0.0,0.35,
6366,MCLEOD HEALTH CLARENDON (420109),2018,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,0.0,0.459,827.0,0.828,2.0,2.415,7562.0,,496.0,0.0,0.323,,0.0,0.174,8123.0,,24.0,0.0,0.182,17.0,0.0,0.47,
6367,ALLENDALE COUNTY HOSPITAL (421300),2018,Critical Access,Government - Local,69.0,32.966225,-81.247727,SC,,0.0,0.035,53.0,,0.0,0.04,180.0,,8.0,0.0,0.003,,0.0,0.004,180.0,,,,,,,,
6368,ALLENDALE COUNTY HOSPITAL (421300),2018,Critical Access,Government - Local,69.0,32.966225,-81.247727,SC,,0.0,0.043,66.0,,,,,,6.0,0.0,0.002,,,,,,,,,,,,
6369,ABBEVILLE AREA MEDICAL CENTER (421301),2018,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,0.0,0.409,626.0,0.0,0.0,1.429,3689.0,,552.0,1.0,0.15,,0.0,0.076,3689.0,,,,,13.0,1.0,0.31,
6370,ABBEVILLE AREA MEDICAL CENTER (421301),2018,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,0.0,0.416,637.0,0.0,0.0,1.254,3806.0,,616.0,1.0,0.168,,0.0,0.078,3806.0,,,,,10.0,1.0,0.23,
6371,WILLIAMSBURG REGIONAL HOSPITAL (421303),2018,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,0.0,0.219,335.0,,,,,,93.0,0.0,0.025,,,,,,,,,,,,
6372,WILLIAMSBURG REGIONAL HOSPITAL (421303),2018,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,0.0,0.3,459.0,,,,,,124.0,0.0,0.034,,,,,,,,,,,,
6373,EDGEFIELD COUNTY HOSPITAL (421304),2018,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,0.0,0.073,112.0,,0.0,0.979,4430.0,,159.0,0.0,0.043,,0.0,0.092,4430.0,,,,,,,,
6374,EDGEFIELD COUNTY HOSPITAL (421304),2018,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,0.0,0.048,74.0,0.0,0.0,1.035,4685.0,,147.0,0.0,0.04,,0.0,0.098,4685.0,,,,,,,,
6375,PRAIRIE LAKES HOSPITAL (430005),2018,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,,2.0,0.938,1852.0,0.67,4.0,5.966,9446.0,,1095.0,1.0,0.662,,0.0,0.269,9446.0,,19.0,2.0,0.165,65.0,1.0,1.514,0.661
6376,PRAIRIE LAKES HOSPITAL (430005),2018,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,,2.0,0.864,1709.0,0.404,2.0,4.95,8838.0,,1020.0,1.0,0.615,,0.0,0.251,8838.0,,10.0,2.0,0.078,51.0,1.0,1.193,0.838
6377,BROOKINGS HEALTH SYSTEM (430008),2018,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,0.0,0.257,519.0,,0.0,0.54,3290.0,,199.0,0.0,0.117,,0.0,0.069,3909.0,,8.0,0.0,0.077,4.0,0.0,0.103,
6378,BROOKINGS HEALTH SYSTEM (430008),2018,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,0.0,0.253,513.0,,1.0,0.515,3137.0,,137.0,0.0,0.081,,0.0,0.068,3804.0,,7.0,0.0,0.055,10.0,0.0,0.273,
6379,AVERA SACRED HEART HOSPITAL (430012),2018,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,0.0,0.0,1.344,1314.0,0.483,6.0,12.42,12436.0,,753.0,1.0,0.642,,0.0,0.571,13989.0,,21.0,0.0,0.225,27.0,0.0,0.742,
6380,AVERA SACRED HEART HOSPITAL (430012),2018,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,0.0,0.0,1.373,1347.0,0.337,5.0,14.855,12810.0,,874.0,0.0,0.711,,0.0,0.544,14189.0,,26.0,0.0,0.276,26.0,0.0,0.732,
6381,AVERA QUEEN OF PEACE (430013),2018,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,,0.0,0.548,1060.0,0.605,3.0,4.959,9256.0,,410.0,0.0,0.251,,0.0,0.454,10382.0,,18.0,0.0,0.181,27.0,0.0,0.702,
6382,AVERA QUEEN OF PEACE (430013),2018,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,,0.0,0.524,1012.0,0.215,1.0,4.644,8742.0,,369.0,0.0,0.226,,0.0,0.384,9850.0,,14.0,0.0,0.121,28.0,1.0,0.754,
6383,AVERA ST LUKES (430014),2018,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,1.534,2.0,1.304,2110.0,0.522,4.0,7.664,12859.0,,1422.0,0.0,0.938,,0.0,0.477,13856.0,,15.0,0.0,0.138,68.0,1.0,1.68,0.595
6384,AVERA ST LUKES (430014),2018,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,2.653,3.0,1.131,1945.0,0.261,2.0,7.665,12724.0,,1445.0,0.0,0.923,,0.0,0.489,13728.0,,11.0,0.0,0.102,82.0,1.0,2.027,0.493
6385,AVERA ST MARY'S HOSPITAL (430015),2018,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,0.0,0.425,823.0,0.638,2.0,3.136,4772.0,,168.0,0.0,0.099,,0.0,0.11,5591.0,,2.0,0.0,0.02,13.0,0.0,0.404,
6386,AVERA ST MARY'S HOSPITAL (430015),2018,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,0.0,0.396,766.0,0.0,0.0,2.254,4585.0,,177.0,0.0,0.105,,0.0,0.116,5357.0,,4.0,0.0,0.045,11.0,0.0,0.344,
6387,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2018,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,0.838,9.0,10.742,11027.0,0.662,60.0,90.627,109893.0,0.523,9894.0,5.0,9.567,0.429,4.0,9.327,118788.0,0.0,300.0,0.0,2.52,245.0,15.0,6.588,2.277
6388,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2018,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,0.757,8.0,10.564,10825.0,0.608,55.0,90.523,110452.0,0.317,9758.0,3.0,9.477,0.457,4.0,8.748,120268.0,0.0,277.0,0.0,2.333,259.0,16.0,7.018,2.28
6389,SANFORD USD MEDICAL CENTER (430027),2018,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,0.846,12.0,14.186,11092.0,0.934,83.0,88.818,96558.0,0.694,20085.0,15.0,21.61,0.632,5.0,7.907,117550.0,1.866,502.0,8.0,4.288,273.0,16.0,7.482,2.138
6390,SANFORD USD MEDICAL CENTER (430027),2018,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,1.414,20.0,14.147,11067.0,0.877,72.0,82.086,96195.0,0.703,19807.0,15.0,21.325,0.802,6.0,7.481,116810.0,1.434,495.0,6.0,4.184,266.0,13.0,7.17,1.813
6391,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2018,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,0.0,0.14,281.0,1.504,2.0,1.33,3392.0,,120.0,0.0,0.071,,0.0,0.076,4326.0,,14.0,0.0,0.131,21.0,0.0,0.501,
