,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3398,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2015,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,0.444,,4.0,9.006,5659.0,1.018,63.0,61.863,72324.0,0.291,4082.0,,2.0,6.869,0.285,1.0,3.504,77086.0,,58.0,0.0,0.534,111.0,5.0,3.62,1.381
3399,WARREN GENERAL HOSPITAL (390146),2015,Acute Care,Voluntary non-profit - Private,90.0,,,PA,,,0.0,0.813,625.0,0.733,5.0,6.824,14785.0,,333.0,,0.0,0.501,,0.0,0.663,14885.0,,56.0,3.0,0.505,25.0,5.0,0.766,
3400,MONONGAHELA VALLEY HOSPITAL (390147),2015,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,1.694,,5.0,2.951,1783.0,0.698,22.0,31.519,48548.0,0.424,1343.0,,1.0,2.361,0.449,1.0,2.228,48548.0,,11.0,0.0,0.101,70.0,4.0,2.284,1.751
3401,SOUTHWEST REGIONAL MEDICAL CENTER (390150),2015,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,,,0.0,0.053,41.0,0.2,1.0,5.012,10413.0,,11.0,,0.0,0.017,,0.0,0.998,10413.0,,,,,1.0,0.0,0.027,
3402,CHAMBERSBURG HOSPITAL (390151),2015,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,0.684,,2.0,2.925,2438.0,0.696,28.0,40.24,52529.0,1.846,1444.0,,4.0,2.167,0.806,2.0,2.483,54940.0,,15.0,0.0,0.147,84.0,4.0,2.66,1.504
3403,MAIN LINE HOSPITAL PAOLI (390153),2015,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,2.835,,11.0,3.88,3234.0,1.226,42.0,34.267,49504.0,1.097,1823.0,,3.0,2.735,1.953,5.0,2.56,55839.0,0.0,165.0,0.0,1.278,144.0,0.0,4.364,0.0
3404,PENN HIGHLANDS ELK (390154),2015,Acute Care,Voluntary non-profit - Private,216.0,,,PA,,,0.0,0.938,469.0,0.905,5.0,5.522,10925.0,,83.0,,0.0,0.158,,0.0,0.853,11442.0,,23.0,0.0,0.224,15.0,0.0,0.38,
3405,MERCY FITZGERALD HOSPITAL (390156),2015,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,0.806,,8.0,9.92,4637.0,0.45,25.0,55.513,81681.0,0.458,3911.0,,4.0,8.734,1.145,7.0,6.116,81681.0,,60.0,0.0,0.614,97.0,3.0,3.36,0.893
3406,OHIO VALLEY GENERAL HOSPITAL (390157),2015,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,,,0.0,0.868,667.0,0.491,5.0,10.183,21210.0,,656.0,,0.0,0.985,,0.0,0.817,21210.0,,4.0,0.0,0.052,30.0,0.0,1.001,0.0
3407,CANONSBURG GENERAL HOSPITAL (390160),2015,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,0.0,,0.0,1.11,853.0,1.562,17.0,10.883,13356.0,,378.0,,0.0,0.568,,0.0,0.747,13356.0,,4.0,0.0,0.061,34.0,1.0,1.187,0.842
3408,EASTON HOSPITAL (390162),2015,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,1.984,,8.0,4.033,2149.0,0.945,23.0,24.346,33174.0,0.0,1748.0,,0.0,3.051,0.0,0.0,2.108,35058.0,,90.0,0.0,0.884,71.0,5.0,2.4,2.083
3409,ACMH HOSPITAL (390163),2015,Acute Care,Voluntary non-profit - Private,166.0,,,PA,0.791,,1.0,1.264,1054.0,0.177,3.0,16.975,26154.0,0.0,779.0,,0.0,1.169,,1.0,0.975,27201.0,,13.0,0.0,0.138,47.0,4.0,1.415,2.827
3410,UPMC PRESBYTERIAN SHADYSIDE (390164),2015,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,1.153,,164.0,142.237,52177.0,1.056,396.0,374.871,363734.0,0.243,55483.0,,32.0,131.819,1.189,51.0,42.884,363734.0,,67.0,0.0,0.751,894.0,40.0,31.137,1.285
3411,BUTLER MEMORIAL HOSPITAL (390168),2015,Acute Care,Voluntary non-profit - Private,299.0,,,PA,1.881,,10.0,5.315,4430.0,0.614,28.0,45.614,57908.0,0.242,2751.0,,1.0,4.127,0.0,0.0,2.95,59488.0,,53.0,0.0,0.536,103.0,6.0,3.172,1.892
3412,INDIANA REGIONAL MEDICAL CENTER (390173),2015,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,0.0,,0.0,1.304,1003.0,0.972,25.0,25.727,37724.0,,335.0,,0.0,0.503,0.0,0.0,1.706,38997.0,,48.0,0.0,0.605,76.0,0.0,2.622,0.0
3413,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2015,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,0.986,,73.0,74.034,24317.0,1.1,182.0,165.408,226881.0,0.549,19389.0,,24.0,43.746,0.995,20.0,20.091,233890.0,3.893,270.0,10.0,2.569,400.0,10.0,13.055,0.766
3414,UPMC HORIZON (390178),2015,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,0.316,,1.0,3.161,2432.0,1.316,17.0,12.917,29071.0,0.566,1177.0,,1.0,1.767,0.928,2.0,2.155,32242.0,,58.0,0.0,0.482,69.0,0.0,2.193,0.0
3415,CHESTER COUNTY HOSPITAL (390179),2015,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,0.687,,3.0,4.364,2969.0,0.93,42.0,45.177,52339.0,0.148,3960.0,,1.0,6.745,1.03,3.0,2.912,60163.0,1.182,179.0,2.0,1.692,190.0,2.0,5.688,0.352
3416,CROZER CHESTER MEDICAL CENTER (390180),2015,Acute Care,Voluntary non-profit - Other,490.0,,,PA,0.973,,22.0,22.608,8333.0,1.005,87.0,86.537,95018.0,0.335,7763.0,,8.0,23.852,1.04,7.0,6.731,102163.0,0.778,143.0,1.0,1.285,184.0,4.0,5.892,0.679
3417,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2015,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,,,0.0,0.477,368.0,0.749,3.0,4.004,7115.0,,91.0,,0.0,0.138,,0.0,0.255,7115.0,,1.0,0.0,0.009,11.0,0.0,0.328,
3418,HIGHLANDS HOSPITAL (390184),2015,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,,,,,,0.467,3.0,6.428,11657.0,,,,,,,0.0,0.68,11657.0,,2.0,0.0,0.027,27.0,0.0,0.97,
3419,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2015,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,0.0,,0.0,2.637,2028.0,2.958,62.0,20.96,30523.0,2.377,1121.0,,4.0,1.683,0.837,1.0,1.195,31610.0,,36.0,0.0,0.389,76.0,0.0,2.515,0.0
3420,TYLER MEMORIAL HOSPITAL (390192),2015,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,,,0.0,0.141,109.0,1.003,2.0,1.995,3592.0,,15.0,,0.0,0.024,,0.0,0.161,3592.0,,,,,13.0,0.0,0.462,
3421,GNADEN HUETTEN MEMORIAL HOSPITAL (390194),2015,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,,,1.0,0.866,666.0,0.362,3.0,8.284,18468.0,,150.0,,0.0,0.227,,1.0,0.708,18468.0,,13.0,0.0,0.123,10.0,2.0,0.321,
3422,MAIN LINE HOSPITAL LANKENAU (390195),2015,Acute Care,Voluntary non-profit - Private,362.0,,,PA,1.249,,14.0,11.206,8137.0,0.696,39.0,56.032,77634.0,0.297,8719.0,,4.0,13.447,0.491,2.0,4.076,89660.0,0.886,267.0,2.0,2.257,269.0,7.0,8.362,0.837
3423,SACRED HEART HOSPITAL (390197),2015,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,,,1.0,0.877,675.0,0.229,6.0,26.212,38527.0,,341.0,,1.0,0.512,0.0,0.0,1.527,39592.0,0.887,139.0,1.0,1.127,15.0,0.0,0.429,
3424,MILLCREEK COMMUNITY HOSPITAL (390198),2015,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,0.518,,1.0,1.93,839.0,0.392,7.0,17.837,29481.0,,364.0,,1.0,0.765,0.0,0.0,1.476,29767.0,,28.0,0.0,0.345,5.0,0.0,0.155,
3425,PUNXSUTAWNEY AREA HOSPITAL (390199),2015,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,,,0.0,0.454,349.0,1.001,5.0,4.994,7800.0,,79.0,,0.0,0.119,,0.0,0.428,8098.0,,26.0,2.0,0.27,10.0,0.0,0.332,
3426,POCONO MEDICAL CENTER (390201),2015,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,0.182,,1.0,5.484,3753.0,0.631,20.0,31.712,45944.0,1.329,2016.0,,4.0,3.009,0.0,0.0,2.436,48722.0,,99.0,0.0,0.739,137.0,8.0,4.16,1.923
3427,DOYLESTOWN HOSPITAL (390203),2015,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,1.198,,5.0,4.174,2990.0,1.804,68.0,37.696,48776.0,0.0,3128.0,,0.0,4.581,0.38,1.0,2.629,52716.0,,42.0,0.0,0.299,123.0,3.0,3.542,0.847
3428,NAZARETH HOSPITAL (390204),2015,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,2.67,,9.0,3.371,2810.0,1.657,37.0,22.333,40740.0,1.824,1827.0,,5.0,2.741,1.12,3.0,2.678,40740.0,,18.0,0.0,0.216,78.0,1.0,2.491,0.401
3429,SHARON REGIONAL HEALTH SYSTEM (390211),2015,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,0.351,,1.0,2.853,1772.0,1.013,19.0,18.756,35353.0,0.0,1244.0,,0.0,2.031,0.605,1.0,1.654,36168.0,,20.0,0.0,0.203,54.0,5.0,1.68,2.976
3430,EXCELA HEALTH FRICK HOSPITAL (390217),2015,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,0.824,,1.0,1.214,933.0,1.796,14.0,7.793,11523.0,0.0,702.0,,0.0,1.055,,0.0,0.917,11523.0,,,,,42.0,1.0,1.33,0.752
3431,EXCELA HEALTH LATROBE HOSPITAL (390219),2015,Acute Care,Voluntary non-profit - Other,121.0,,,PA,0.507,,2.0,3.943,1714.0,0.86,19.0,22.105,24187.0,0.0,1006.0,,0.0,2.113,0.0,0.0,1.979,24187.0,,88.0,2.0,0.798,139.0,3.0,4.227,0.71
3432,JENNERSVILLE REGIONAL HOSPITAL (390220),2015,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,0.0,,0.0,1.319,1014.0,0.358,2.0,5.58,11163.0,,379.0,,0.0,0.569,,0.0,0.562,11869.0,,1.0,0.0,0.005,31.0,1.0,0.945,
3433,RIDDLE MEMORIAL HOSPITAL (390222),2015,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,0.861,,3.0,3.485,2680.0,0.817,22.0,26.938,47475.0,0.306,2178.0,,1.0,3.268,1.556,4.0,2.57,50836.0,,82.0,0.0,0.685,96.0,1.0,2.9,0.345
3434,PENN PRESBYTERIAN MEDICAL CENTER (390223),2015,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,0.494,,8.0,16.19,6736.0,0.804,44.0,54.736,75114.0,0.604,5693.0,,8.0,13.252,0.402,3.0,7.464,75114.0,,5.0,0.0,0.039,114.0,5.0,3.836,1.303
3435,EPHRATA COMMUNITY HOSPITAL (390225),2015,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,0.0,,0.0,1.724,1326.0,1.05,14.0,13.329,22404.0,0.0,723.0,,0.0,1.087,0.0,0.0,1.063,25004.0,0.706,148.0,1.0,1.417,67.0,4.0,2.004,1.996
3436,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS (390226),2015,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,0.705,,13.0,18.429,6794.0,0.768,51.0,66.399,94088.0,0.632,6330.0,,9.0,14.242,0.434,4.0,9.224,113755.0,1.134,467.0,4.0,3.526,214.0,6.0,6.443,0.931
3437,ST CLAIR MEMORIAL HOSPITAL (390228),2015,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,0.165,,1.0,6.059,4072.0,0.741,48.0,64.772,79856.0,0.0,3232.0,,0.0,4.963,0.543,2.0,3.683,83029.0,,74.0,0.0,0.59,170.0,6.0,5.137,1.168
3438,ABINGTON MEMORIAL HOSPITAL (390231),2015,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,1.882,,30.0,15.94,9269.0,0.8,80.0,99.981,111233.0,0.547,6691.0,,7.0,12.801,0.545,5.0,9.168,134420.0,0.284,420.0,1.0,3.527,393.0,6.0,11.989,0.5
3439,HANOVER HOSPITAL (390233),2015,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,2.564,,4.0,1.56,1200.0,1.091,19.0,17.408,25164.0,,625.0,,0.0,0.939,,1.0,0.978,26271.0,,71.0,0.0,0.551,64.0,1.0,1.903,0.525
3440,"MEMORIAL HOSPITAL, INC  TOWANDA (390236)",2015,Acute Care,Voluntary non-profit - Private,92.0,41.783796,-76.448602,PA,,,0.0,0.477,368.0,1.46,4.0,2.739,4578.0,,31.0,,0.0,0.048,,0.0,0.164,4578.0,,2.0,0.0,0.008,3.0,0.0,0.086,
3441,REGIONAL HOSPITAL OF SCRANTON (390237),2015,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,0.517,,4.0,7.73,3310.0,1.72,44.0,25.586,44141.0,0.0,1771.0,,0.0,3.879,0.328,1.0,3.053,44141.0,,50.0,0.0,0.444,92.0,0.0,3.011,0.0
3442,MILTON S HERSHEY MEDICAL CENTER (390256),2015,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,0.625,,19.0,30.396,12316.0,0.768,100.0,130.198,143249.0,0.249,22038.0,,13.0,52.118,0.809,13.0,16.079,156875.0,0.535,368.0,2.0,3.737,379.0,4.0,13.341,0.3
3443,ST MARY MEDICAL CENTER (390258),2015,Acute Care,Voluntary non-profit - Church,330.0,,,PA,2.165,,19.0,8.775,5808.0,1.289,94.0,72.928,99721.0,0.405,4586.0,,3.0,7.405,0.78,4.0,5.126,108056.0,0.0,133.0,0.0,1.088,100.0,4.0,2.963,1.35
3444,LEHIGH VALLEY HOSPITAL - MUHLENBERG (390263),2015,Acute Care,Voluntary non-profit - Other,202.0,,,PA,1.161,,8.0,6.889,2995.0,0.589,23.0,39.033,47364.0,0.169,2821.0,,1.0,5.925,0.559,2.0,3.575,47364.0,0.499,194.0,1.0,2.004,120.0,3.0,4.01,0.748
3445,JEFFERSON REGIONAL MEDICAL CENTER (390265),2015,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,0.307,,2.0,6.518,4888.0,1.286,70.0,54.415,69659.0,0.0,3749.0,,0.0,5.47,0.9,3.0,3.334,69659.0,,11.0,2.0,0.13,291.0,14.0,9.11,1.537
3446,GROVE CITY MEDICAL CENTER (390266),2015,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,,,0.0,0.623,479.0,0.418,2.0,4.785,7428.0,,207.0,,0.0,0.311,,0.0,0.417,7719.0,,4.0,0.0,0.026,6.0,0.0,0.181,
3447,FORBES HOSPITAL (390267),2015,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,1.277,,7.0,5.482,4494.0,1.096,73.0,66.622,80081.0,0.175,3810.0,,1.0,5.717,0.742,3.0,4.044,82171.0,,84.0,0.0,0.739,165.0,4.0,5.543,0.722
3448,MOUNT NITTANY MEDICAL CENTER (390268),2015,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,0.761,,2.0,2.627,2021.0,1.174,51.0,43.435,51256.0,0.0,961.0,,0.0,1.442,0.443,1.0,2.256,54359.0,,79.0,0.0,0.753,117.0,1.0,3.765,0.266
3449,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2015,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,2.731,,17.0,6.225,5021.0,,,,67902.0,0.257,5219.0,,2.0,7.767,1.599,10.0,6.255,73923.0,8.287,114.0,9.0,1.086,172.0,10.0,5.924,1.688
3450,VALLEY FORGE MEDICAL CENTER AND HOSPITAL (390272),2015,Acute Care,Proprietary,52.0,40.15643,-75.368684,PA,,,,,,0.0,0.0,6.694,15350.0,,,,,,,0.0,0.55,15350.0,,,,,,,,
3451,EAGLEVILLE HOSPITAL (390278),2015,Acute Care,Voluntary non-profit - Private,82.0,40.15588,-75.41192,PA,,,,,,0.416,3.0,7.207,19407.0,,,,,,,0.0,0.695,19407.0,,,,,,,,
3452,HAHNEMANN UNIVERSITY HOSPITAL (390290),2015,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,1.393,,34.0,24.404,9111.0,1.519,115.0,75.728,105098.0,0.195,9881.0,,5.0,25.616,1.071,12.0,11.2,112684.0,1.254,168.0,2.0,1.595,161.0,8.0,5.601,1.428
3453,BARIX CLINICS OF PENNSYLVANIA (390302),2015,Acute Care,Proprietary,23.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,ROXBOROUGH MEMORIAL HOSPITAL (390304),2015,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,0.0,,0.0,1.677,1290.0,1.034,11.0,10.641,22742.0,0.0,784.0,,0.0,1.178,,0.0,0.861,22742.0,,,,,14.0,0.0,0.395,
3455,EDGEWOOD SURGICAL HOSPITAL (390307),2015,Acute Care,Physician,10.0,41.330051,-80.417855,PA,,,,,,,0.0,0.195,357.0,,,,,,,0.0,0.013,357.0,,,,,,,,
3456,CANCER TREATMENT CENTERS OF AMERICA (390312),2015,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,0.634,,1.0,1.577,1213.0,0.831,5.0,6.015,13794.0,0.0,1464.0,,0.0,2.197,,1.0,0.494,13794.0,,34.0,1.0,0.506,59.0,7.0,2.354,2.974
3457,COORDINATED HEALTH ORTHOPEDIC HOSPITAL (390314),2015,Acute Care,Physician,20.0,40.673762,-75.365401,PA,,,,,,0.0,0.0,1.511,2899.0,,,,,,,0.0,0.104,2899.0,,,,,,,,
3458,SURGICAL INSTITUTE OF READING (390316),2015,Acute Care,Proprietary,15.0,40.357951,-75.987577,PA,,,,,,,0.0,0.655,1765.0,,,,,,,0.0,0.063,1765.0,,5.0,1.0,0.037,6.0,0.0,0.153,
3459,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2015,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,,,,,,0.0,0.964,1860.0,,,,,,,0.0,0.067,1860.0,,,,,,,,
3460,"Rothman Orthopaedic Specialty Hospital, LLC (390322)",2015,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,,,,,0.0,0.654,1500.0,,,,,,,0.0,0.054,1500.0,,,,,,,,
3461,BUCKS COUNTY SPECIALTY HOSPITAL (390322),2015,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,ADVANCED SURGICAL HOSPITAL (390323),2015,Acute Care,Proprietary,14.0,40.156723,-80.280536,PA,,,,,,,0.0,0.747,1485.0,,,,,,,0.0,0.053,1485.0,,,,,,,,
3463,PHYSICIAN'S CARE SURGICAL HOSPITAL (390324),2015,Acute Care,Physician,12.0,40.216786,-75.553707,PA,,,,,,,0.0,0.669,1534.0,,,,,,,0.0,0.055,1534.0,,14.0,0.0,0.114,,,,
3464,OSS ORTHOPAEDIC HOSPITAL (390325),2015,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,,,,,0.467,1.0,2.14,3921.0,,,,,,,0.0,0.141,3921.0,,,,,,,,
3465,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2015,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,1.405,,2.0,1.423,1095.0,1.117,15.0,13.431,21253.0,0.0,791.0,,0.0,1.188,,1.0,0.84,21253.0,,3.0,0.0,0.023,30.0,1.0,0.893,
3466,WELLSPAN SURGERY AND REHABILITATION HOSPITAL (390327),2015,Acute Care,Voluntary non-profit - Private,73.0,39.923277,-76.716898,PA,,,,,,0.633,5.0,7.902,13078.0,,,,,,,1.0,0.604,16863.0,,,,,,,,
3467,UPMC EAST (390328),2015,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,0.902,,3.0,3.327,2772.0,0.652,15.0,22.993,37990.0,0.886,2257.0,,3.0,3.386,0.0,0.0,1.641,39141.0,,1.0,0.0,0.006,58.0,0.0,1.751,0.0
3468,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2015,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,1.148,,3.0,2.614,2178.0,0.867,18.0,20.755,33247.0,0.995,2623.0,,4.0,4.019,2.265,4.0,1.766,40740.0,1.792,130.0,2.0,1.116,81.0,1.0,2.594,0.386
3469,JERSEY SHORE HOSPITAL (391300),2015,Critical Access,Voluntary non-profit - Private,157.0,41.201647,-77.267956,PA,,,0.0,0.1,50.0,0.73,1.0,1.37,3147.0,,10.0,,0.0,0.02,,0.0,0.113,3147.0,,1.0,1.0,0.011,12.0,1.0,0.351,
3470,MUNCY VALLEY HOSPITAL (391301),2015,Critical Access,Voluntary non-profit - Private,158.0,41.209126,-76.77528,PA,,,,,,0.392,1.0,2.548,4204.0,,,,,,,0.0,0.151,4204.0,,,,,,,,
3471,MEYERSDALE MEDICAL CENTER (391302),2015,Critical Access,Proprietary,20.0,39.809281,-79.025338,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,FULTON COUNTY MEDICAL CENTER (391303),2015,Critical Access,Voluntary non-profit - Private,88.0,39.936716,-78.009,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,BUCKTAIL MEDICAL CENTER (391304),2015,Critical Access,Voluntary non-profit - Private,62.0,41.326938,-77.737445,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,TROY COMMUNITY HOSPITAL (391305),2015,Critical Access,Voluntary non-profit - Private,25.0,41.792963,-76.794222,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),2015,Critical Access,Voluntary non-profit - Private,25.0,41.83573,-75.836978,PA,,,0.0,0.007,5.0,0.0,0.0,1.026,2148.0,,,,,,,0.0,0.077,2148.0,,1.0,0.0,0.014,,,,
3476,TYRONE HOSPITAL (391307),2015,Critical Access,Voluntary non-profit - Private,25.0,40.674843,-78.252302,PA,,,0.0,0.113,87.0,,0.0,0.904,2335.0,,1.0,,0.0,0.002,,0.0,0.084,2335.0,,5.0,0.0,0.029,5.0,0.0,0.123,
3477,CORRY MEMORIAL HOSPITAL (391308),2015,Critical Access,Government - Hospital District or Authority,21.0,41.935379,-79.612891,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,BARNES-KASSON COUNTY HOSPITAL (391309),2015,Critical Access,Voluntary non-profit - Private,83.0,41.947372,-75.594016,PA,,,0.0,0.052,40.0,,,,,,4.0,,0.0,0.006,,,,,,,,,3.0,0.0,0.105,
3479,PENN HIGHLANDS BROOKVILLE (391312),2015,Critical Access,Voluntary non-profit - Private,34.0,41.156473,-79.092884,PA,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.09,
3480,CHARLES COLE MEMORIAL HOSPITAL (391313),2015,Critical Access,Voluntary non-profit - Other,78.0,41.770667,-77.979741,PA,,,0.0,0.354,272.0,1.186,6.0,5.06,10115.0,,176.0,,0.0,0.265,,2.0,0.458,10619.0,,17.0,0.0,0.155,12.0,2.0,0.376,
3481,CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC (393302),2015,Childrens,Voluntary non-profit - Other,308.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,CHILDREN'S HOSPITAL OF PHILADELPHIA (393303),2015,Childrens,Voluntary non-profit - Private,545.0,39.948669,-75.192906,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,PRESBYTERIAN COMMUNITY HOSP (400001),2015,Acute Care,Voluntary non-profit - Other,182.0,,,PR,1.052,,4.0,3.802,1901.0,,,,,0.437,1203.0,,1.0,2.287,,,,,,,,,,,,
3484,"ASOCIACION HOSPITAL DEL MAESTRO, INC (400004)",2015,Acute Care,Voluntary non-profit - Other,169.0,,,PR,0.0,,0.0,1.615,702.0,,,,,,351.0,,1.0,0.737,,,,,,,,,,,,
3485,DOCTORS' CENTER HOSPITAL SAN JUAN (400006),2015,Acute Care,Proprietary,130.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,RYDER MEMORIAL HOSPITAL INC (400007),2015,Acute Care,Voluntary non-profit - Private,227.0,,,PR,0.0,,0.0,2.7,2251.0,,,,,0.0,814.0,,0.0,1.222,,,,,,,,,,,,
3487,HOSPITAL MENONITA DE CAYEY (400013),2015,Acute Care,Voluntary non-profit - Private,220.0,,,PR,,,0.0,0.644,495.0,,,,,,495.0,,0.0,0.743,,,,,,,,,,,,
3488,BELLA VISTA HOSPITAL (400014),2015,Acute Care,Voluntary non-profit - Church,182.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,SAN JUAN MUNICIPAL HOSPITAL (400015),2015,Acute Care,Voluntary non-profit - Other,171.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,AUXILIO MUTUO HOSPITAL (400016),2015,Acute Care,Voluntary non-profit - Private,514.0,,,PR,1.127,,12.0,10.65,5864.0,,,,,0.731,6054.0,,8.0,10.944,0.314,3.0,9.567,128632.0,,,,,,,,
3491,HOSPITAL PAVIA SANTURCE (400019),2015,Acute Care,Voluntary non-profit - Private,194.0,,,PR,0.316,,3.0,9.48,4740.0,,,,,0.344,4443.0,,3.0,8.714,,,,,,,,,,,,
3492,HOSPITAL DE LA CONCEPCION (400021),2015,Acute Care,Voluntary non-profit - Church,181.0,,,PR,0.0,,0.0,6.595,3213.0,0.185,5.0,27.013,46794.0,,,,,,,,,,,,,,,,,
3493,HOSPITAL DAMAS INC (400022),2015,Acute Care,Voluntary non-profit - Private,214.0,,,PR,0.165,,1.0,6.057,3791.0,,,,,1.194,2367.0,,5.0,4.186,,,,,,,,,,,,
3494,HOSPITAL HERMANOS MELENDEZ INC (400032),2015,Acute Care,Proprietary,226.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,SAN JUAN VA MEDICAL CENTER (40003F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,SAN LUKE'S MEMORIAL HOSPITAL INC (400044),2015,Acute Care,Voluntary non-profit - Church,336.0,,,PR,0.993,,9.0,9.067,6321.0,0.277,16.0,57.846,95022.0,0.712,4581.0,,5.0,7.02,,,,,,,,,,,,
