,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3711,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2021,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,0.0,,0.0,1.445,2838.0,0.079,1.0,12.679,24454.0,,895.0,,0.0,0.551,,0.0,0.993,24454.0,,2.0,0.0,0.014,23.0,1.0,0.661,
3712,CLAIBORNE MEDICAL CENTER (440057),2021,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,0.0,0.614,1123.0,0.0,0.0,1.852,4586.0,,347.0,,0.0,0.213,,0.0,0.152,4586.0,,,,,7.0,0.0,0.177,
3713,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2021,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,0.0,,0.0,1.547,2279.0,0.478,5.0,10.465,16951.0,,574.0,,0.0,0.401,,0.0,0.708,18031.0,,,,,25.0,0.0,0.689,
3714,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2021,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,0.892,,17.0,19.063,22193.0,0.441,13.0,29.506,64582.0,0.727,10194.0,,6.0,8.251,1.036,5.0,4.828,68203.0,,2.0,0.0,0.018,73.0,1.0,1.931,0.518
3715,MILAN GENERAL HOSPITAL (440060),2021,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,0.0,0.279,561.0,,0.0,0.636,2554.0,,282.0,,0.0,0.167,,1.0,0.05,2554.0,,,,,36.0,1.0,0.95,
3716,VOLUNTEER COMMUNITY HOSPITAL (440061),2021,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,,,0.0,0.553,1074.0,0.0,0.0,1.255,3774.0,,276.0,,0.0,0.173,,0.0,0.102,4087.0,,,,,2.0,0.0,0.048,
3717,JOHNSON CITY MEDICAL CENTER (440063),2021,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,0.778,,10.0,12.861,8481.0,0.516,35.0,67.782,114257.0,1.308,9710.0,,15.0,11.469,1.443,16.0,11.087,128191.0,,22.0,0.0,0.175,105.0,3.0,2.827,1.061
3718,NORTHCREST MEDICAL CENTER (440065),2021,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,0.0,,0.0,1.944,2714.0,1.013,7.0,6.907,14960.0,,1272.0,,1.0,0.88,,0.0,0.713,16659.0,,26.0,0.0,0.223,15.0,0.0,0.414,
3719,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2021,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,0.0,,0.0,1.447,1951.0,0.556,2.0,3.598,11347.0,,577.0,,0.0,0.463,,1.0,0.631,12105.0,,20.0,0.0,0.179,40.0,0.0,1.108,0.0
3720,DECATUR COUNTY GENERAL HOSPITAL (440070),2021,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,DYERSBURG REGIONAL MEDICAL CENTER (440072),2021,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,0.433,,2.0,4.622,5824.0,0.225,2.0,8.894,16310.0,1.291,2062.0,,2.0,1.549,,2.0,0.812,17256.0,,6.0,0.0,0.067,57.0,1.0,1.519,0.658
3722,MAURY REGIONAL HOSPITAL (440073),2021,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,0.555,,4.0,7.21,8135.0,0.151,4.0,26.43,61217.0,0.969,6205.0,,5.0,5.159,0.0,0.0,3.24,63052.0,0.942,116.0,1.0,1.062,197.0,2.0,5.602,0.357
3723,LECONTE MEDICAL CENTER (440081),2021,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,0.853,,1.0,1.172,2249.0,0.113,1.0,8.877,17615.0,0.977,1629.0,,1.0,1.024,,2.0,0.938,19385.0,,42.0,0.0,0.348,43.0,0.0,1.136,0.0
3724,SAINT THOMAS WEST HOSPITAL (440082),2021,Acute Care,Voluntary non-profit - Church,478.0,,,TN,0.597,,23.0,38.537,25672.0,0.494,37.0,74.958,148312.0,0.677,35082.0,,25.0,36.946,0.731,12.0,16.412,160592.0,0.517,420.0,2.0,3.865,364.0,11.0,10.159,1.083
3725,SWEETWATER HOSPITAL ASSOCIATION (440084),2021,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,0.694,,1.0,1.441,2357.0,0.0,0.0,3.542,9978.0,,330.0,,0.0,0.244,,1.0,0.652,10420.0,,7.0,0.0,0.035,27.0,0.0,0.551,
3726,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2021,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,1.074,,14.0,13.039,14715.0,0.339,18.0,53.151,82878.0,0.923,16083.0,,12.0,13.002,1.149,7.0,6.093,82878.0,,68.0,0.0,0.555,360.0,9.0,9.344,0.963
3727,LINCOLN MEDICAL CENTER (440102),2021,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,0.0,0.38,732.0,0.0,0.0,2.546,4732.0,,409.0,,0.0,0.258,,0.0,0.14,5196.0,,2.0,0.0,0.019,2.0,0.0,0.056,
3728,ERLANGER MEDICAL CENTER (440104),2021,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,1.494,,41.0,27.451,20789.0,0.295,24.0,81.413,170650.0,0.861,26095.0,,24.0,27.86,1.538,25.0,16.258,195899.0,1.079,774.0,7.0,6.489,417.0,6.0,12.683,0.473
3729,HARDIN MEDICAL CENTER (440109),2021,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,0.0,0.279,570.0,0.0,0.0,1.068,5211.0,,73.0,,0.0,0.042,,0.0,0.137,5211.0,,2.0,0.0,0.015,1.0,0.0,0.022,
3730,FORT LOUDOUN MEDICAL CENTER (440110),2021,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,3.0,0.494,968.0,0.396,2.0,5.046,9900.0,,1255.0,,1.0,0.759,,1.0,0.272,9900.0,,,,,47.0,2.0,1.27,1.575
3731,METRO NASHVILLE GENERAL HOSPITAL (440111),2021,Acute Care,Government - Hospital District or Authority,115.0,36.166135,-86.806327,TN,0.678,,1.0,1.475,1437.0,0.306,3.0,9.819,14239.0,4.337,1761.0,,7.0,1.614,,5.0,0.935,15299.0,,18.0,0.0,0.172,23.0,2.0,0.697,
3732,PHYSICIANS REGIONAL MEDICAL CENTER (440120),2021,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,0.128,,1.0,7.787,10972.0,0.154,6.0,39.04,68305.0,0.424,9969.0,,3.0,7.069,1.178,5.0,4.244,68407.0,,118.0,0.0,0.97,219.0,3.0,5.575,0.538
3733,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2021,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,0.995,,10.0,10.047,10100.0,0.299,15.0,50.112,82561.0,1.603,8628.0,,11.0,6.864,1.891,10.0,5.287,82561.0,0.0,300.0,0.0,2.523,287.0,3.0,7.734,0.388
3734,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2021,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,0.0,,0.0,1.215,2211.0,0.0,0.0,4.241,10173.0,,753.0,,1.0,0.465,,1.0,0.445,11003.0,,36.0,0.0,0.371,7.0,0.0,0.199,
3735,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2021,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,0.0,0.222,443.0,,1.0,0.585,2390.0,,211.0,,0.0,0.128,,0.0,0.072,2650.0,,5.0,0.0,0.045,,,,
3736,HENRY COUNTY MEDICAL CENTER (440132),2021,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,0.0,,0.0,1.92,2799.0,0.207,1.0,4.82,10890.0,,1034.0,,0.0,0.772,,0.0,0.675,12634.0,,13.0,0.0,0.098,22.0,1.0,0.591,
3737,SAINT THOMAS MIDTOWN HOSPITAL (440133),2021,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,TENNOVA HEALTHCARE-SHELBYVILLE (440137),2021,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,0.0,0.288,547.0,,1.0,0.756,2662.0,,348.0,,0.0,0.221,,0.0,0.095,2662.0,,,,,7.0,0.0,0.248,
3739,MEMPHIS VA MEDICAL CENTER (44013F),2021,Acute Care (VA),Government - Federal,,,,,0.409,,1.0,2.447,2407.0,,,,,2.003,1857.0,,4.0,1.997,,,,,,,,,,,,
3740,VANDERBILT TULLAHOMA-HARTON HOSPITAL (440144),2021,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,0.0,,0.0,1.255,1689.0,0.697,3.0,4.303,11140.0,,1216.0,,2.0,0.937,,2.0,0.488,11140.0,,32.0,0.0,0.266,42.0,0.0,1.097,0.0
3741,TENNOVA HEALTHCARE-HARTON (440144),2021,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,DEKALB COMMUNITY HOSPITAL (440148),2021,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,0.0,0.118,239.0,,0.0,0.412,1375.0,,99.0,,0.0,0.059,,0.0,0.046,1375.0,,,,,,,,
3743,TRISTAR SUMMIT MEDICAL CENTER (440150),2021,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,0.574,,3.0,5.228,5567.0,0.103,3.0,29.165,57719.0,0.444,5523.0,,2.0,4.5,0.342,1.0,2.923,62576.0,,107.0,0.0,0.886,111.0,2.0,2.739,0.73
3744,SAINT THOMAS RIVER PARK HOSPITAL (440151),2021,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,,,0.0,0.997,1654.0,0.0,0.0,2.035,6795.0,,578.0,,0.0,0.387,,0.0,0.415,7568.0,,6.0,0.0,0.051,2.0,0.0,0.04,
3745,REGIONAL ONE HEALTH (440152),2021,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,1.879,,50.0,26.608,12314.0,0.702,27.0,38.475,60744.0,0.651,14541.0,,16.0,24.573,5.945,38.0,6.392,80880.0,,62.0,1.0,0.578,166.0,11.0,6.569,1.675
3746,NEWPORT MEDICAL CENTER (440153),2021,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,0.0,,0.0,1.508,2750.0,0.441,2.0,4.536,8970.0,,1535.0,,0.0,0.931,,2.0,0.463,9439.0,,4.0,0.0,0.04,1.0,0.0,0.023,
3747,PARKRIDGE MEDICAL CENTER (440156),2021,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,0.657,,4.0,6.092,6880.0,0.055,2.0,36.418,98395.0,0.227,5205.0,,1.0,4.41,0.404,2.0,4.953,106450.0,0.349,359.0,1.0,2.863,98.0,3.0,2.626,1.142
3748,DELTA SPECIALTY HOSPITAL (440159),2021,Acute Care,Proprietary,228.0,35.067788,-89.932213,TN,,,,,,0.0,0.0,2.545,16374.0,,50.0,,0.0,0.033,,0.0,0.248,16374.0,,,,,,,,
3749,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2021,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,0.12,,2.0,16.688,13252.0,0.067,5.0,74.239,127652.0,0.693,23111.0,,17.0,24.533,1.076,16.0,14.87,151674.0,0.829,1117.0,8.0,9.646,357.0,10.0,9.934,1.007
3750,MOUNTAIN HOME VA MEDICAL CENTER (44016F),2021,Acute Care (VA),Government - Federal,,,,,,,0.0,0.852,1366.0,,,,,,870.0,,0.0,0.696,,,,,,,,,,,,
3751,PARKWEST MEDICAL CENTER (440173),2021,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,1.498,,11.0,7.345,8547.0,0.254,14.0,55.183,82233.0,0.748,10077.0,,6.0,8.025,1.654,9.0,5.44,85010.0,2.342,268.0,5.0,2.135,208.0,4.0,5.076,0.788
3752,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2021,Acute Care,Proprietary,96.0,,,TN,,,0.0,0.747,1437.0,0.23,1.0,4.348,5804.0,,527.0,,0.0,0.32,,0.0,0.189,6426.0,,33.0,1.0,0.315,,,,
3753,INDIAN PATH COMMUNITY HOSPITAL (440176),2021,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,,,0.0,0.778,1287.0,0.313,2.0,6.392,12636.0,,671.0,,0.0,0.489,,0.0,0.624,14105.0,,8.0,0.0,0.063,50.0,3.0,1.214,2.471
3754,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO (44017F),2021,Acute Care (VA),VA,,,,,,,0.0,0.2,408.0,,,,,,92.0,,0.0,0.061,,,,,,,,,,,,
3755,"JELLICO REGIONAL HOSPITAL, LLC (440180)",2021,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,0.0,0.064,129.0,,0.0,0.179,790.0,,71.0,,0.0,0.04,,0.0,0.015,790.0,,,,,,,,
3756,"JELLICO MEDICAL CENTER, INC (440180)",2021,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,ST FRANCIS HOSPITAL (440183),2021,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,0.0,,0.0,3.887,3804.0,0.305,12.0,39.321,62542.0,0.0,4251.0,,0.0,4.281,0.985,4.0,4.062,66055.0,0.0,134.0,0.0,1.186,124.0,1.0,3.469,0.288
3758,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2021,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,0.0,,0.0,1.06,2063.0,0.678,8.0,11.799,21610.0,,616.0,,0.0,0.382,0.0,0.0,1.134,24223.0,,83.0,0.0,0.667,149.0,5.0,3.983,1.255
3759,TENNOVA HEALTH CARE-CLEVELAND (440185),2021,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,0.998,,5.0,5.009,6230.0,0.55,11.0,19.982,46127.0,0.818,1707.0,,1.0,1.222,1.933,6.0,3.104,48249.0,,26.0,0.0,0.24,86.0,0.0,2.319,0.0
3760,LIVINGSTON REGIONAL HOSPITAL (440187),2021,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,3.0,0.998,1517.0,0.598,3.0,5.02,5966.0,,126.0,,0.0,0.078,,0.0,0.2,6053.0,,7.0,0.0,0.057,1.0,0.0,0.031,
3761,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM (44018F),2021,Acute Care (VA),Government - Federal,,,,,0.392,,1.0,2.548,2312.0,,,,,0.404,2423.0,,1.0,2.477,,,,,,,,,,,,
3762,SAINT THOMAS HIGHLANDS HOSPITAL (440192),2021,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,0.0,0.16,326.0,,0.0,0.182,991.0,,55.0,,0.0,0.032,,0.0,0.036,991.0,,6.0,0.0,0.045,1.0,0.0,0.026,
3763,VANDERBILT WILSON COUNTY HOSPITAL (440193),2021,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,0.329,,1.0,3.036,4336.0,1.133,10.0,8.824,17248.0,0.0,2483.0,,0.0,1.754,,0.0,0.936,18208.0,,44.0,0.0,0.347,33.0,0.0,0.835,
3764,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2021,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,0.492,,1.0,2.032,2941.0,0.157,2.0,12.719,24765.0,0.0,3025.0,,0.0,2.13,0.0,0.0,1.118,28082.0,2.836,124.0,3.0,1.058,94.0,0.0,2.459,0.0
3765,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2021,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,0.365,,1.0,2.738,3155.0,0.0,0.0,10.062,23867.0,0.44,3004.0,,1.0,2.275,0.703,1.0,1.422,23867.0,,39.0,0.0,0.312,52.0,3.0,1.455,2.062
3766,STONES RIVER HOSPITAL (440200),2021,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,0.0,0.017,34.0,,0.0,0.409,2230.0,,1.0,,0.0,0.001,,0.0,0.063,2230.0,,,,,,,,
3767,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY (440218),2021,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,,,,,0.0,0.29,2591.0,,,,,,,0.0,0.029,2591.0,,,,,,,,
3768,TRISTAR STONECREST MEDICAL CENTER (440227),2021,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,0.0,,0.0,1.698,2396.0,0.0,0.0,12.061,24530.0,0.0,3028.0,,0.0,2.13,0.0,0.0,1.301,27454.0,,78.0,1.0,0.741,93.0,2.0,2.68,0.746
3769,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2021,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,0.0,,0.0,3.761,5300.0,0.438,10.0,22.837,37795.0,0.246,5697.0,,1.0,4.069,0.814,2.0,2.456,38996.0,,72.0,0.0,0.596,75.0,1.0,2.022,0.495
3770,TRUSTPOINT HOSPITAL (440231),2021,Acute Care,Proprietary,140.0,35.863421,-86.428977,TN,,,0.0,0.015,17.0,0.0,0.0,2.524,7001.0,,8.0,,0.0,0.005,,0.0,0.285,7001.0,,,,,,,,
3771,BIG SOUTH FORK MEDICAL CENTER (440235),2021,Acute Care,Proprietary,25.0,36.504212,-84.515194,TN,,,0.0,0.074,152.0,,0.0,0.357,1370.0,,43.0,,0.0,0.025,,0.0,0.028,1370.0,,,,,,,,
3772,SAINT THOMAS HICKMAN HOSPITAL (441300),2021,Critical Access,Voluntary non-profit - Private,65.0,35.779539,-87.460242,TN,,,,,,,0.0,0.268,1023.0,,,,,,,0.0,0.021,1023.0,,,,,,,,
3773,TROUSDALE MEDICAL CENTER (441301),2021,Critical Access,Voluntary non-profit - Other,25.0,36.388136,-86.167692,TN,,,0.0,0.372,152.0,,0.0,0.248,1125.0,,107.0,,0.0,0.029,,0.0,0.024,1125.0,,,,,,,,
3774,THREE RIVERS HOSPITAL (441303),2021,Critical Access,Voluntary non-profit - Private,25.0,36.075057,-87.792741,TN,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,MACON COMMUNITY HOSPITAL (441305),2021,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,,0.0,0.083,127.0,,,,,,25.0,,0.0,0.007,,,,,,,,,,,,
3776,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2021,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,,0.0,0.45,689.0,,4.0,0.984,2967.0,,87.0,,0.0,0.024,,0.0,0.063,3082.0,,,,,4.0,0.0,0.131,
3777,TRISTAR ASHLAND CITY MEDICAL CENTER (441311),2021,Critical Access,Proprietary,12.0,36.276974,-87.065976,TN,,,,,,,0.0,0.246,1115.0,,277.0,,0.0,0.076,,0.0,0.023,1115.0,,,,,,,,
3778,HANCOCK COUNTY HOSPITAL (441313),2021,Critical Access,Voluntary non-profit - Private,10.0,36.430266,-83.462766,TN,,,0.0,0.044,18.0,,0.0,0.038,169.0,,6.0,,0.0,0.002,,0.0,0.004,169.0,,,,,,,,
3779,CAMDEN GENERAL HOSPITAL (441316),2021,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,,0.0,0.032,49.0,,0.0,0.248,1121.0,,70.0,,0.0,0.018,,0.0,0.023,1121.0,,,,,,,,
3780,HOUSTON COUNTY COMMUNITY HOSPITAL (441322),2021,Critical Access,Government - Local,25.0,36.319516,-87.689193,TN,,,0.0,0.01,15.0,,,,,,,,,,,,,,,,,,,,,
3781,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS (450002),2021,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,0.922,,5.0,5.425,6125.0,0.374,13.0,34.723,51121.0,0.817,6264.0,,5.0,6.121,0.334,1.0,2.991,60283.0,,123.0,0.0,0.899,111.0,0.0,3.018,0.0
3782,PETERSON REGIONAL MEDICAL CENTER (450007),2021,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,0.338,,1.0,2.961,4371.0,0.112,1.0,8.927,17102.0,0.862,1672.0,,1.0,1.16,,0.0,0.492,17925.0,,32.0,0.0,0.231,44.0,1.0,1.112,0.899
3783,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2021,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,0.62,,7.0,11.297,10839.0,0.708,37.0,52.231,72562.0,0.816,10426.0,,7.0,8.577,0.289,1.0,3.456,75238.0,2.0,119.0,2.0,1.0,153.0,3.0,3.495,0.858
3784,ST JOSEPH REGIONAL HEALTH CENTER (450011),2021,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,0.298,,3.0,10.058,8003.0,0.492,21.0,42.648,57020.0,0.161,5772.0,,1.0,6.198,0.0,0.0,2.906,63277.0,,101.0,0.0,0.808,126.0,3.0,3.522,0.852
3785,PARKLAND HEALTH & HOSPITAL SYSTEM (450015),2021,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,1.148,,45.0,39.192,24450.0,0.759,122.0,160.771,202601.0,1.418,35550.0,,58.0,40.916,1.721,23.0,13.361,226077.0,0.71,450.0,3.0,4.228,359.0,19.0,12.145,1.564
3786,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON (450018),2021,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,1.023,,31.0,30.3,19974.0,0.552,59.0,106.813,152124.0,1.404,23763.0,,38.0,27.072,2.458,38.0,15.461,176617.0,4.446,352.0,14.0,3.149,213.0,2.0,6.325,0.316
3787,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2021,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,0.222,,9.0,40.58,22950.0,0.513,95.0,185.034,227662.0,0.713,27871.0,,23.0,32.275,1.342,31.0,23.099,250214.0,0.899,619.0,5.0,5.562,735.0,24.0,21.2,1.132
3788,CITIZENS MEDICAL CENTER (450023),2021,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,1.076,,6.0,5.574,7973.0,1.982,41.0,20.681,29208.0,1.477,3930.0,,4.0,2.709,0.696,1.0,1.437,31449.0,0.0,176.0,0.0,1.541,123.0,1.0,3.245,0.308
3789,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2021,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,2.039,,30.0,14.71,9975.0,0.488,19.0,38.939,88146.0,3.471,9636.0,,37.0,10.659,2.203,12.0,5.448,91629.0,0.0,165.0,0.0,1.381,101.0,0.0,3.246,0.0
3790,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2021,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,0.713,,6.0,8.415,7471.0,0.297,8.0,26.936,46577.0,2.33,6487.0,,15.0,6.437,0.908,2.0,2.203,53101.0,0.0,136.0,0.0,1.318,65.0,0.0,1.839,0.0
3791,LAREDO MEDICAL CENTER (450029),2021,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,1.501,,24.0,15.988,15781.0,0.21,7.0,33.325,69250.0,0.532,15417.0,,8.0,15.049,0.151,1.0,6.634,78651.0,,64.0,0.0,0.497,111.0,1.0,3.027,0.33
3792,CHRISTUS GOOD SHEPHERD MEDICAL CENTER (450032),2021,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,0.418,,4.0,9.559,8949.0,0.266,10.0,37.57,59119.0,2.075,4889.0,,10.0,4.82,2.411,10.0,4.148,61382.0,,37.0,0.0,0.313,132.0,1.0,3.627,0.276
3793,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2021,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,1.202,,17.0,14.139,8179.0,0.293,15.0,51.122,81497.0,1.234,10359.0,,14.0,11.341,0.915,6.0,6.557,86832.0,0.832,120.0,1.0,1.202,130.0,5.0,3.808,1.313
3794,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2021,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,2.348,,24.0,10.22,10131.0,0.141,4.0,28.429,65898.0,2.715,8454.0,,19.0,6.999,2.686,10.0,3.723,74987.0,0.409,318.0,1.0,2.444,198.0,3.0,5.276,0.569
3795,ST JOSEPH MEDICAL CENTER (450035),2021,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,0.113,,1.0,8.825,7063.0,0.156,4.0,25.717,43214.0,0.302,9460.0,,3.0,9.923,0.469,2.0,4.26,55179.0,,68.0,0.0,0.566,52.0,0.0,1.465,0.0
3796,JPS HEALTH NETWORK (450039),2021,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,1.464,,20.0,13.664,10975.0,0.504,44.0,87.284,187337.0,1.529,16208.0,,27.0,17.659,0.407,5.0,12.287,194754.0,0.96,211.0,2.0,2.083,252.0,12.0,8.549,1.404
3797,COVENANT MEDICAL CENTER (450040),2021,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,0.532,,12.0,22.556,14868.0,0.359,18.0,50.114,96468.0,1.045,14066.0,,16.0,15.316,0.476,5.0,10.5,96468.0,,67.0,1.0,0.506,272.0,0.0,7.416,0.0
3798,PROVIDENCE HEALTH CENTER (450042),2021,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,0.48,,5.0,10.41,8456.0,0.633,30.0,47.386,61002.0,0.792,7226.0,,6.0,7.571,1.477,7.0,4.739,63911.0,,38.0,0.0,0.358,180.0,3.0,4.995,0.601
3799,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR. (450044),2021,Acute Care,Government - State,459.0,,,TX,0.686,,22.0,32.065,21398.0,0.332,25.0,75.393,162073.0,1.134,24996.0,,30.0,26.466,0.885,12.0,13.566,171072.0,3.692,276.0,8.0,2.167,370.0,22.0,10.332,2.129
3800,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2021,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,1.245,,33.0,26.503,20602.0,0.123,8.0,65.013,106963.0,2.841,19238.0,,52.0,18.303,2.608,25.0,9.585,115086.0,1.693,141.0,2.0,1.181,179.0,4.0,5.434,0.736
3801,METHODIST DALLAS MEDICAL CENTER (450051),2021,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,1.174,,13.0,11.075,8799.0,0.345,24.0,69.538,93010.0,1.294,11840.0,,17.0,13.142,1.811,14.0,7.732,104659.0,1.878,119.0,2.0,1.065,188.0,5.0,5.357,0.933
