,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
3510,ST ANTHONY HOSPITAL (500151),2017,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,4.9,36.8,10.8,6.6,0.6,0.0
3511,SWEDISH ISSAQUAH (500152),2017,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,4.0,28.6,13.0,5.4,0.3,0.5
3512,WILLAPA HARBOR HOSPITAL (501303),2017,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,4.9,,16.9,,0.0,0.9
3513,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2017,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,4.8,,6.6,,0.9,1.9
3514,COULEE MEDICAL CENTER (501308),2017,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,6.4,,6.1,,,3.8
3515,PROVIDENCE ST JOSEPH HOSPITAL (501309),2017,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,3.7,,11.2,,,0.0
3516,NEWPORT COMMUNITY HOSPITAL (501310),2017,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,3.5,,11.9,,0.6,0.0
3517,SKYLINE HOSPITAL (501315),2017,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,7.6,,17.0,,,
3518,KLICKITAT VALLEY HOSPITAL (501316),2017,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,1.3,,16.2,,,1.1
3519,COLUMBIA BASIN HOSPITAL (501317),2017,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,14.8,,,
3520,OTHELLO COMMUNITY HOSPITAL (501318),2017,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,4.2,,8.0,,,
3521,MORTON GENERAL HOSPITAL (501319),2017,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,12.3,,4.0,,0.0,4.4
3522,NORTH VALLEY HOSPITAL (501321),2017,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,20.6,,18.9,,0.7,9.0
3523,FERRY COUNTY MEMORIAL HOSPITAL (501322),2017,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,3.7,,,,,
3524,JEFFERSON HEALTHCARE (501323),2017,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,8.7,,8.9,,1.5,0.5
3525,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2017,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,7.5,54.9,17.7,3.3,0.8,0.0
3526,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2017,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,7.4,,6.7,,,0.0
3527,MID VALLEY HOSPITAL (501328),2017,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,12.7,57.7,10.7,4.8,,0.3
3528,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2017,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,5.3,,8.2,,0.5,0.7
3529,SUNNYSIDE COMMUNITY HOSPITAL (501330),2017,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,10.7,,2.1,2.0,1.1,13.8
3530,TRI-STATE MEMORIAL HOSPITAL (501332),2017,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,6.6,44.4,10.2,,,0.0
3531,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2017,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,3.2,,10.9,1.6,0.7,0.0
3532,LAKE CHELAN COMMUNITY HOSPITAL (501334),2017,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,2.5,,3.7,,,0.0
3533,ST ELIZABETH HOSPITAL (501335),2017,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,3.1,,11.1,,0.4,1.5
3534,WHIDBEY GENERAL HOSPITAL (501339),2017,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,4.5,,6.3,3.4,1.2,0.0
3535,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2017,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,8.0,,3.4,,,4.8
3536,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2017,Acute Care,Voluntary non-profit - Private,595.0,,,WV,9.7,,13.0,4.8,1.3,2.7
3537,GREENBRIER VALLEY MEDICAL CENTER (510002),2017,Acute Care,Proprietary,97.0,,,WV,7.2,29.3,15.5,5.0,1.8,0.2
3538,UNITED HOSPITAL CENTER (510006),2017,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,20.1,27.2,5.9,2.8,0.9,0.4
3539,ST MARY'S MEDICAL CENTER (510007),2017,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,2.3,40.7,8.6,2.1,1.6,0.1
3540,BERKELEY MEDICAL CENTER (510008),2017,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,4.9,41.8,7.9,8.1,1.5,4.9
3541,PLEASANT VALLEY HOSPITAL (510012),2017,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,2.1,42.3,5.4,5.7,,1.0
3542,REYNOLDS MEMORIAL HOSPITAL (510013),2017,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,8.1,,10.4,2.0,1.2,0.0
3543,CHARLESTON AREA MEDICAL CENTER (510022),2017,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,7.6,40.3,7.5,4.9,1.0,0.5
3544,WEIRTON MEDICAL CENTER (510023),2017,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,7.5,35.1,16.6,8.5,1.9,1.0
3545,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2017,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,32.8,43.5,8.6,3.9,1.5,0.3
3546,THOMAS MEMORIAL HOSPITAL (510029),2017,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,12.3,41.3,14.2,2.5,1.0,6.5
3547,DAVIS MEDICAL CENTER (510030),2017,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,10.8,,5.2,4.1,,0.6
3548,ST FRANCIS HOSPITAL (510031),2017,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,7.1,,10.9,,,2.6
3549,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2017,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,4.6,,12.8,3.1,0.0,1.8
3550,OHIO VALLEY MEDICAL CENTER (510039),2017,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,26.2,47.2,16.9,,,0.0
3551,PRINCETON COMMUNITY HOSPITAL (510046),2017,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,59.7,48.1,7.0,4.7,1.3,1.0
3552,FAIRMONT REGIONAL MEDICAL CENTER (510047),2017,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,25.1,,5.2,4.7,1.5,2.3
3553,LOGAN REGIONAL MEDICAL CENTER (510048),2017,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,1.5,40.0,13.6,5.0,3.1,0.1
3554,WHEELING HOSPITAL (510050),2017,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,5.0,37.5,8.9,6.0,1.0,0.8
3555,CABELL HUNTINGTON HOSPITAL INC (510055),2017,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,4.5,34.7,9.8,5.9,2.5,0.3
3556,CAMDEN CLARK MEDICAL CENTER (510058),2017,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,11.6,41.0,6.0,4.4,1.2,7.6
3557,BECKLEY ARH HOSPITAL (510062),2017,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,11.7,,5.1,5.7,2.4,10.9
3558,RALEIGH GENERAL HOSPITAL (510070),2017,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,9.8,33.9,5.0,4.8,0.9,2.3
3559,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2017,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,5.0,45.7,1.9,3.0,0.8,6.8
3560,WETZEL COUNTY HOSPITAL (510072),2017,Acute Care,Government - Local,44.0,,,WV,5.7,,12.6,,,0.0
3561,WILLIAMSON MEMORIAL HOSPITAL (510077),2017,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,3.6,,8.0,,6.2,
3562,SUMMERSVILLE REGIONAL MEDICAL CENTER (510082),2017,Acute Care,Government - Local,101.0,,,WV,15.8,43.5,6.1,3.4,1.2,23.7
3563,WELCH COMMUNITY HOSPITAL (510086),2017,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,1.0,,,,0.9,
3564,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2017,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,9.6,,4.0,,,0.0
3565,MINNIE HAMILTON HEALTH SYSTEM (511303),2017,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,3.2,,6.6,,,0.0
3566,SISTERSVILLE GENERAL HOSPITAL (511304),2017,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,7.2,,10.0,,,
3567,ROANE GENERAL HOSPITAL (511306),2017,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,31.3,,3.7,3.2,0.5,0.0
3568,WAR MEMORIAL HOSPITAL INC (511309),2017,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,10.6,,6.9,,,3.9
3569,PRESTON MEMORIAL HOSPITAL (511312),2017,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,4.6,,4.0,2.2,,1.5
3570,BOONE MEMORIAL HOSPITAL (511313),2017,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,2.3,,13.2,8.2,4.4,1.4
3571,GRANT MEMORIAL HOSPITAL (511316),2017,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,5.7,51.2,15.4,,,5.4
3572,PLATEAU MEDICAL CENTER (511317),2017,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,0.7,,9.3,,0.4,0.0
3573,JEFFERSON MEDICAL CENTER (511319),2017,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,0.5,,3.4,,1.9,1.4
3574,JACKSON GENERAL HOSPITAL (511320),2017,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,4.8,,8.2,9.6,,5.6
3575,ST JOSEPH HOSPITAL (511321),2017,Critical Access,Voluntary non-profit - Private,51.0,38.991275,-80.236824,WV,24.4,,8.0,6.1,1.0,0.0
3576,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT (520002),2017,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,3.9,42.9,5.9,3.2,1.2,0.3
3577,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR (520004),2017,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,6.1,35.5,5.3,5.9,2.0,0.2
3578,WAUKESHA MEMORIAL HOSPITAL (520008),2017,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,3.9,47.5,3.8,4.6,1.3,0.9
3579,ST ELIZABETH HOSPITAL (520009),2017,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,5.5,,6.5,6.0,0.4,0.0
3580,LAKEVIEW MEDICAL CENTER (520011),2017,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,4.7,36.4,5.8,8.3,,0.2
3581,SACRED HEART HOSPITAL (520013),2017,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,4.8,,10.9,3.2,1.0,0.3
3582,ST JOSEPHS HOSPITAL (520017),2017,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,3.2,,7.5,,,0.0
3583,MINISTRY SAINT MARYS HOSPITAL (520019),2017,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,4.4,35.3,7.2,5.5,,0.0
3584,UNITED HOSPITAL SYSTEM (520021),2017,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,5.0,39.6,4.0,7.3,1.8,0.0
3585,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2017,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,5.8,,9.7,5.9,0.9,1.4
3586,THE MONROE CLINIC (520028),2017,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,1.7,44.1,8.3,4.0,1.1,0.0
3587,ASPIRUS WAUSAU HOSPITAL (520030),2017,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,4.9,29.5,9.0,3.7,0.0,0.0
3588,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC (520033),2017,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,1.0,,6.2,4.8,0.9,0.0
3589,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2017,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,7.5,,,4.9,,0.5
3590,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2017,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,2.9,,,,0.3,1.4
3591,MINISTRY SAINT JOSEPHS HOSPITAL (520037),2017,Acute Care,Voluntary non-profit - Church,323.0,,,WI,0.0,,,4.0,1.0,
3592,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2017,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,11.4,,,5.9,,0.0
3593,DIVINE SAVIOR HEALTHCARE (520041),2017,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,3.1,,15.0,5.4,0.4,1.2
3594,ST NICHOLAS HOSPITAL (520044),2017,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,3.3,,5.6,,0.5,0.0
3595,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC (520045),2017,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,3.2,,4.8,5.4,,0.0
3596,MERCY MEDICAL CENTER OF OSHKOSH (520048),2017,Acute Care,Voluntary non-profit - Private,124.0,,,WI,2.9,,5.4,1.2,0.6,0.5
3597,BELLIN MEMORIAL HOSPITAL (520049),2017,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,7.8,42.2,3.0,6.6,,0.0
3598,COLUMBIA ST MARYS HOSPITAL MILWAUKEE (520051),2017,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,4.1,27.9,11.1,3.4,1.7,3.2
3599,SSM HEALTH ST CLARE HOSPITAL - BARABOO (520057),2017,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,3.7,,7.7,6.5,,0.0
3600,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2017,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,4.8,37.3,6.4,5.2,1.2,0.9
3601,OCONOMOWOC MEMORIAL HOSPITAL (520062),2017,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,4.4,36.4,4.0,2.8,0.4,1.7
3602,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2017,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,5.6,35.4,7.6,7.0,0.7,3.9
3603,MERCY HEALTH SYSTEM CORP (520066),2017,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,2.0,25.4,7.4,3.2,1.0,0.2
3604,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE (520070),2017,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,7.6,32.6,,4.2,1.4,0.1
3605,FORT MEMORIAL HOSPITAL (520071),2017,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,3.2,,8.7,4.6,0.7,0.0
3606,ST VINCENT HOSPITAL (520075),2017,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,7.2,39.1,,5.3,,0.0
3607,BEAVER DAM COMMUNITY HOSPITAL (520076),2017,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,2.4,,12.4,4.0,0.9,4.0
3608,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL (520078),2017,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,4.2,,13.0,5.3,1.3,0.0
3609,SSM HEALTH ST MARY'S HOSPITAL - MADISON (520083),2017,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,0.5,,,3.8,2.2,0.0
3610,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2017,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,3.5,30.5,6.5,4.6,1.0,0.2
3611,ST AGNES HOSPITAL (520088),2017,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,9.1,32.9,6.1,4.1,0.7,3.8
3612,UNITYPOINT HEALTH - MERITER (520089),2017,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,4.0,,6.5,5.9,,0.9
3613,HOWARD YOUNG MEDICAL CTR (520091),2017,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,1.9,,11.0,,,1.2
3614,SAUK PRAIRIE HOSPITAL (520095),2017,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,8.1,42.0,8.5,4.1,,1.5
3615,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS (520096),2017,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,4.7,37.5,5.4,7.0,1.5,0.0
3616,ST MARYS HOSPITAL MEDICAL CTR (520097),2017,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,4.4,43.9,6.2,9.7,,0.0
3617,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2017,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,3.6,43.7,6.3,6.7,1.3,0.1
3618,BELOIT MEMORIAL HOSPITAL (520100),2017,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,42.3,41.2,3.6,5.1,,1.0
3619,AURORA LAKELAND MEDICAL CENTER (520102),2017,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,8.9,,7.0,4.7,0.8,1.0
3620,COMMUNITY MEMORIAL HOSPITAL (520103),2017,Acute Care,Voluntary non-profit - Private,202.0,,,WI,3.1,50.0,7.0,4.5,1.8,4.3
3621,HOLY FAMILY MEMORIAL (520107),2017,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,6.8,,12.8,5.3,0.6,0.6
3622,MILE BLUFF MEDICAL CENTER (520109),2017,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,3.7,,11.9,5.6,,2.2
3623,BAY AREA MEDICAL CENTER (520113),2017,Acute Care,Voluntary non-profit - Private,81.0,,,WI,7.3,50.0,4.8,7.4,0.5,0.0
3624,WATERTOWN REGIONAL MEDICAL CENTER (520116),2017,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,4.5,,6.6,4.5,1.2,0.5
3625,WHEATON FRANCISCAN - ST JOSEPH (520136),2017,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,5.5,40.0,8.8,6.4,3.1,0.3
3626,AURORA ST LUKES MEDICAL CENTER (520138),2017,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,7.2,23.4,9.9,4.3,1.5,0.2
3627,AURORA WEST ALLIS MEDICAL CENTER (520139),2017,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,5.5,51.4,5.8,6.3,1.9,0.0
3628,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2017,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,3.4,,,2.9,1.0,0.5
3629,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2017,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,6.2,34.8,8.0,5.9,2.1,0.1
3630,AURORA MEDICAL CTR KENOSHA (520189),2017,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,9.6,40.0,5.8,6.0,2.2,0.3
3631,AURORA BAYCARE MEDICAL CTR (520193),2017,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,11.6,37.7,5.3,4.3,0.0,0.2
3632,AURORA MEDICAL CTR OSHKOSH (520198),2017,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,4.9,,3.7,3.9,,0.0
3633,ST CLARES HOSPITAL OF WESTON (520202),2017,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,0.0,,,,,0.0
3634,WHEATON FRANCISCAN HEALTHCARE FRANKLIN (520204),2017,Acute Care,Voluntary non-profit - Private,35.0,,,WI,7.3,35.8,8.3,4.5,,0.0
3635,AURORA MEDICAL CENTER (520206),2017,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,13.2,39.6,6.9,3.1,0.0,0.0
3636,AURORA MEDICAL CENTER (520207),2017,Acute Care,Voluntary non-profit - Private,116.0,,,WI,8.5,,4.1,3.5,0.3,0.3
3637,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE (520208),2017,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,0.0,,,,0.0,
3638,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2017,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,4.0,,6.0,,,0.0
3639,MAYO CLINIC HEALTH SYSTEM OAKRIDGE (521302),2017,Critical Access,Voluntary non-profit - Other,26.0,44.577911,-91.216351,WI,0.0,,8.6,,0.0,0.0
3640,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS (521304),2017,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,6.3,,,
3641,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA (521305),2017,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,3.6,,9.1,,,0.0
3642,AMERY HOSPITAL & CLINIC (521308),2017,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,4.7,,5.6,,0.0,1.2
3643,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS (521309),2017,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,7.8,,15.8,,,1.6
3644,HSHS ST CLARE MEMORIAL HOSPITAL (521310),2017,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,5.6,,5.1,,,0.0
3645,OUR LADY OF VICTORY HOSPITAL (521311),2017,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,9.8,,,
3646,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY (521312),2017,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,5.5,,10.6,,0.0,
3647,MINISTRY SACRED HEART HOSPITAL (521313),2017,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,6.2,,7.8,,,0.0
3648,MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY (521314),2017,Critical Access,Voluntary non-profit - Private,38.0,45.102008,-91.500572,WI,1.0,,7.3,,,0.0
3649,MAYO CLINIC HEALTH SYSTEM  NORTHLAND (521315),2017,Critical Access,Voluntary non-profit - Other,35.0,45.398369,-91.840668,WI,7.0,,8.9,,0.5,0.0
3650,GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS (521316),2017,Critical Access,Voluntary non-profit - Private,63.0,44.364827,-91.318648,WI,,,4.0,,,
3651,CALUMET MEDICAL CENTER (521317),2017,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,,,6.8,,0.0,
3652,LADD MEMORIAL HOSPITAL (521318),2017,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,3.1,,7.4,,,
3653,TOMAH MEMORIAL HOSPITAL (521320),2017,Critical Access,Voluntary non-profit - Private,25.0,,,WI,3.4,,,,1.1,1.5
3654,MEMORIAL MEDICAL CENTER (521323),2017,Critical Access,Voluntary non-profit - Church,24.0,44.557046,-90.606909,WI,,,10.8,,,
3655,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC (521324)",2017,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,7.5,,13.8,,,0.8
3656,RUSK COUNTY MEMORIAL HOSPITAL (521328),2017,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,8.2,,9.7,,,3.3
3657,ST MARYS HOSPITAL OF SUPERIOR (521329),2017,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,2.0,,3.5,,,0.0
3658,CROSSING RIVERS HEALTH MEDICAL CENTER (521330),2017,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,6.5,,8.0,,,2.0
3659,SPOONER HEALTH SYSTEM (521332),2017,Critical Access,Voluntary non-profit - Private,22.0,,,WI,4.9,,8.1,,,0.0
3660,BLACK RIVER MEMORIAL HOSPITAL (521333),2017,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,6.4,,,,0.0,5.4
3661,HUDSON HOSPITAL (521335),2017,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,4.1,,8.0,2.7,,0.0
3662,HAYWARD AREA MEMORIAL HOSPITAL (521336),2017,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,2.3,45.7,4.6,,0.5,0.5
3663,ST CROIX REGIONAL MEDICAL CENTER (521337),2017,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,9.9,39.0,6.5,4.2,,0.4
3664,GOOD SAMARITAN HEALTH CENTER (521339),2017,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,3.6,,8.3,,,0.0
3665,MAYO CLINIC HEALTH SYSTEM  RED CEDAR (521340),2017,Critical Access,Voluntary non-profit - Private,25.0,44.882566,-91.900468,WI,0.4,42.5,9.2,,0.4,0.0
3666,RICHLAND HOSPITAL (521341),2017,Critical Access,Voluntary non-profit - Private,25.0,43.339118,-90.382826,WI,7.4,,8.6,7.8,1.0,5.9
3667,STOUGHTON HOSPITAL (521343),2017,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,1.5,,7.3,,0.0,0.0
3668,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS (521344),2017,Critical Access,Voluntary non-profit - Private,25.0,43.132926,-90.707744,WI,1.6,,5.5,,,
3669,WESTFIELDS HOSPITAL AND CLINIC (521345),2017,Critical Access,Voluntary non-profit - Private,25.0,45.11746,-92.553214,WI,2.8,,7.5,,,0.8
