,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
3387,VALLEY VIEW MEDICAL CENTER (460007),2014,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,3.6,47.0,4.6,5.2,9.2,2.5
3388,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS (460009),2014,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,3.1,36.1,7.4,6.4,2.0,0.1
3389,INTERMOUNTAIN MEDICAL CENTER (460010),2014,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,3.8,45.0,8.0,3.3,2.7,0.7
3390,CASTLEVIEW HOSPITAL (460011),2014,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,2.3,48.4,13.2,4.7,,0.7
3391,MOUNTAIN VIEW HOSPITAL (460013),2014,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,9.2,50.0,17.6,3.4,,0.0
3392,MOUNTAIN WEST MEDICAL CENTER (460014),2014,Acute Care,Proprietary,36.0,,,UT,6.7,,4.7,3.4,,
3393,LOGAN REGIONAL HOSPITAL (460015),2014,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,6.8,38.8,7.0,3.2,,1.9
3394,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2014,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,38.7,33.9,9.7,9.0,,0.0
3395,UINTAH BASIN MEDICAL CENTER (460019),2014,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,1.3,,5.3,3.4,,
3396,DIXIE REGIONAL MEDICAL CENTER (460021),2014,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,8.4,41.4,6.0,5.4,3.6,0.5
3397,AMERICAN FORK HOSPITAL (460023),2014,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,7.0,46.8,7.8,2.2,,0.0
3398,SEVIER VALLEY MEDICAL CENTER (460026),2014,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,5.8,,8.7,3.0,,3.2
3399,ASHLEY REGIONAL MEDICAL CENTER (460030),2014,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,2.8,,6.7,1.6,,
3400,GARFIELD MEMORIAL HOSPITAL (460033),2014,Acute Care,Voluntary non-profit - Other,41.0,,,UT,0.0,,6.9,,9.4,
3401,BEAVER VALLEY HOSPITAL (460035),2014,Acute Care,Government - Local,49.0,,,UT,1.4,,,,16.7,
3402,BEAR RIVER VALLEY HOSPITAL (460039),2014,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,1.4,,10.6,,,0.0
3403,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2014,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,1.3,53.3,9.4,6.6,,0.0
3404,LAKEVIEW HOSPITAL (460042),2014,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,3.8,41.7,31.2,5.6,5.0,7.2
3405,OREM COMMUNITY HOSPITAL (460043),2014,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,12.6,,6.8,,,
3406,ALTA VIEW HOSPITAL (460044),2014,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,4.1,46.9,6.5,5.3,0.9,1.9
3407,ST MARKS HOSPITAL (460047),2014,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,3.3,51.1,6.0,4.7,3.1,0.4
3408,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2014,Acute Care,Voluntary non-profit - Private,38.0,,,UT,8.9,47.3,,,,0.0
3409,JORDAN VALLEY MEDICAL CENTER (460051),2014,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,2.7,50.7,9.0,2.7,1.2,0.0
3410,TIMPANOGOS REGIONAL HOSPITAL (460052),2014,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,9.4,,22.4,9.4,,
3411,CACHE VALLEY SPECIALITY HOSPITAL (460054),2014,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,4.3,39.7,13.3,,,
3412,PARK CITY MEDICAL CENTER (460057),2014,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,6.3,,5.1,6.7,,1.4
3413,RIVERTON HOSPITAL (460058),2014,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,5.8,39.5,9.1,4.4,,0.0
3414,DELTA COMMUNITY MEDICAL CENTER (461300),2014,Critical Access,Voluntary non-profit - Private,18.0,39.350294,-112.560023,UT,,,7.6,,,
3415,FILLMORE COMMUNITY MEDICAL CENTER (461301),2014,Critical Access,Voluntary non-profit - Private,16.0,38.954161,-112.339455,UT,,,,,0.0,
3416,SANPETE VALLEY HOSPITAL - CAH (461303),2014,Critical Access,Voluntary non-profit - Private,18.0,39.531803,-111.461194,UT,5.2,,6.1,,,
3417,CENTRAL VALLEY MEDICAL CENTER - CAH (461304),2014,Critical Access,Voluntary non-profit - Private,25.0,39.730587,-111.837215,UT,1.6,,24.4,,,0.0
3418,HEBER VALLEY MEDICAL CENTER (461307),2014,Critical Access,Voluntary non-profit - Private,19.0,40.489047,-111.409218,UT,4.9,,5.7,,,
3419,SAN JUAN HOSPITAL (461308),2014,Critical Access,Government - Local,22.0,37.873875,-109.350062,UT,,,4.4,,0.0,
3420,CENTRAL VERMONT MEDICAL CENTER (470001),2014,Acute Care,Voluntary non-profit - Private,79.0,,,VT,4.6,43.8,8.7,4.9,2.4,0.0
3421,FLETCHER ALLEN HOSPITAL OF VERMONT (470003),2014,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,4.5,21.1,9.8,3.5,1.5,0.3
3422,RUTLAND REGIONAL MEDICAL CENTER (470005),2014,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,5.7,32.0,4.9,6.4,2.7,3.1
3423,BRATTLEBORO MEMORIAL HOSPITAL (470011),2014,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,3.6,,8.8,4.1,4.8,0.5
3424,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2014,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,7.3,40.9,9.0,6.2,2.3,0.0
3425,NORTHWESTERN MEDICAL CENTER INC (470024),2014,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,7.7,42.4,9.3,5.3,0.7,0.0
3426,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2014,Acute Care,Government - Local,115.0,,,VI,4.8,,3.2,,,0.6
3427,NORTON COMMUNITY HOSPITAL (490001),2014,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,6.4,40.3,5.9,8.2,1.6,2.3
3428,RUSSELL COUNTY MEDICAL CENTER (490002),2014,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,1.1,59.1,3.8,0.0,0.7,0.0
3429,ROCKINGHAM MEMORIAL HOSPITAL (490004),2014,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,8.3,37.2,6.9,4.5,1.9,0.0
3430,WINCHESTER MEDICAL CENTER (490005),2014,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,4.0,37.8,3.9,3.9,1.5,0.3
3431,SENTARA NORFOLK GENERAL HOSPITAL (490007),2014,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,7.1,35.2,8.2,4.8,1.5,0.0
3432,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2014,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,3.3,,12.1,7.5,1.7,0.0
3433,BON SECOURS DEPAUL MEDICAL CENTER (490011),2014,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,6.8,39.0,7.6,6.9,1.5,0.0
3434,HALIFAX REGIONAL HOSPITAL (490013),2014,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,9.2,53.8,6.6,4.9,1.0,0.3
3435,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2014,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,8.9,31.9,6.2,3.6,2.6,2.3
3436,AUGUSTA HEALTH (490018),2014,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,13.3,40.2,14.0,3.7,1.6,0.4
3437,CULPEPER REGIONAL HOSPITAL (490019),2014,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,2.6,26.9,10.5,3.8,1.5,0.0
3438,JOHN RANDOLPH MEDICAL CENTER (490020),2014,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,32.4,30.4,4.1,12.2,1.5,1.8
3439,"CENTRA  HEALTH, INC (490021)",2014,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,8.2,42.8,,4.5,1.8,1.9
3440,"MARY WASHINGTON HOSPITAL, INC (490022)",2014,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,1.3,,,6.4,1.2,0.0
3441,FAUQUIER HOSPITAL (490023),2014,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,3.3,36.6,10.6,5.9,3.8,0.0
3442,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2014,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,5.6,30.3,4.8,4.8,2.4,0.9
3443,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2014,Acute Care,Government - Hospital District or Authority,754.0,,,VA,4.7,32.5,5.1,4.8,1.1,0.1
3444,WARREN MEMORIAL HOSPITAL (490033),2014,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,2.3,,10.1,4.1,1.0,0.5
3445,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2014,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,13.7,,5.5,5.3,1.6,6.6
3446,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2014,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,7.7,,4.2,6.8,1.5,0.0
3447,INOVA ALEXANDRIA HOSPITAL (490040),2014,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,7.8,36.6,8.0,8.2,3.1,3.8
3448,MARY IMMACULATE HOSPITAL (490041),2014,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,3.5,,7.0,6.3,1.8,0.0
3449,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2014,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,5.3,33.1,5.3,8.3,2.0,2.4
3450,INOVA LOUDOUN HOSPITAL (490043),2014,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,4.9,33.0,15.8,,2.9,0.0
3451,SENTARA OBICI HOSPITAL (490044),2014,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,4.5,36.4,9.0,5.5,3.8,0.5
3452,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER (490045),2014,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,3.5,34.8,9.7,6.6,2.4,0.3
3453,SENTARA LEIGH HOSPITAL (490046),2014,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,8.4,34.3,6.4,5.1,3.0,0.1
3454,LEWISGALE MEDICAL CENTER (490048),2014,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,2.6,43.0,4.8,4.1,3.2,0.8
3455,VIRGINIA HOSPITAL CENTER (490050),2014,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,7.4,33.4,8.0,5.7,2.2,0.1
3456,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2014,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,7.3,32.6,9.1,4.2,2.0,0.1
3457,JOHNSTON MEMORIAL HOSPITAL (490053),2014,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,8.3,46.9,3.7,3.6,2.6,4.1
3458,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2014,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,8.2,32.1,7.7,5.7,3.8,1.3
3459,BON SECOURS ST MARYS HOSPITAL (490059),2014,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,6.8,37.8,10.0,5.9,1.1,0.5
3460,CLINCH VALLEY MEDICAL CENTER (490060),2014,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,45.3,28.7,8.2,6.3,,1.3
3461,INOVA FAIRFAX HOSPITAL (490063),2014,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,1.3,,4.4,5.1,2.9,0.2
3462,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2014,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,7.9,27.7,8.7,6.4,1.5,1.9
3463,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2014,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,17.5,34.2,9.1,3.6,3.1,16.7
3464,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2014,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,6.5,30.2,6.5,7.3,2.7,0.6
3465,DANVILLE REGIONAL MEDICAL CENTER (490075),2014,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,7.8,,21.4,6.5,0.2,0.0
3466,MARTHA JEFFERSON HOSPITAL (490077),2014,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,5.4,37.1,9.2,3.9,2.2,0.0
3467,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY (490079),2014,Acute Care,Proprietary,220.0,,,VA,5.9,49.6,3.3,5.6,2.5,4.5
3468,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2014,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,9.7,36.2,2.3,3.6,1.7,0.0
3469,BEDFORD MEMORIAL HOSPITAL (490088),2014,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,1.7,35.3,7.3,5.6,0.6,0.0
3470,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2014,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,2.6,37.7,3.9,7.2,2.0,5.1
3471,"SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2014,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,5.4,37.7,12.6,4.1,1.3,4.3
3472,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2014,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,12.1,,5.6,3.6,,2.4
3473,SENTARA CAREPLEX HOSPITAL (490093),2014,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,5.5,27.8,10.7,7.1,1.0,0.4
3474,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2014,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,3.6,,9.2,,,
3475,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2014,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,9.5,,4.9,2.9,,0.0
3476,"COMMUNITY MEMORIAL HEALTHCENTER, INC (490098)",2014,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,21.9,25.4,5.4,4.3,1.6,7.8
3477,INOVA FAIR OAKS HOSPITAL (490101),2014,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,3.2,34.8,9.4,,3.4,1.3
3478,RESTON HOSPITAL CENTER (490107),2014,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,7.1,,10.4,4.8,4.6,1.7
3479,LEWISGALE HOSPITAL MONTGOMERY (490110),2014,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,11.1,36.6,10.6,5.9,,1.6
3480,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2014,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,36.1,34.8,12.1,,2.3,0.0
3481,CJW MEDICAL CENTER (490112),2014,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,30.3,28.9,4.5,4.2,3.1,1.2
3482,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2014,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,6.0,33.3,11.0,6.1,2.5,1.1
3483,WELLMONT LONESOME PINE HOSPITAL (490114),2014,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,32.4,32.3,7.0,3.8,,14.6
3484,TWIN COUNTY REGIONAL HOSPITAL (490115),2014,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,5.7,39.5,2.5,,2.3,0.4
3485,LEWISGALE HOSPITAL PULASKI (490116),2014,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,1.8,35.3,5.2,,,0.0
3486,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2014,Acute Care,Voluntary non-profit - Other,48.0,,,VA,7.8,,9.0,,,
3487,HENRICO DOCTORS' HOSPITAL (490118),2014,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,8.7,29.1,6.5,4.3,2.9,1.5
3488,SENTARA PRINCESS ANNE HOSPITAL (490119),2014,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,6.1,34.2,9.2,4.5,3.3,0.5
3489,CHESAPEAKE GENERAL HOSPITAL (490120),2014,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,8.0,28.2,12.2,4.7,1.2,0.4
3490,INOVA MOUNT VERNON HOSPITAL (490122),2014,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,16.3,33.6,8.8,2.1,,14.8
3491,RAPPAHANNOCK GENERAL HOSPITAL (490123),2014,Acute Care,Voluntary non-profit - Private,75.0,,,VA,8.4,38.7,9.6,6.0,0.9,1.2
3492,LEWISGALE HOSPITAL ALLEGHANY (490126),2014,Acute Care,Voluntary non-profit - Private,109.0,,,VA,5.8,34.6,6.7,4.2,,3.1
3493,BUCHANAN GENERAL HOSPITAL (490127),2014,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,8.0,40.6,13.0,2.8,,5.1
3494,RIVERSIDE WALTER REED HOSPITAL (490130),2014,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,3.9,34.6,7.4,4.3,2.7,0.2
3495,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2014,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,4.5,33.4,7.4,5.2,2.3,0.5
3496,"STAFFORD HOSPITAL, LLC (490140)",2014,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,2.1,,16.0,6.1,1.1,0.0
3497,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2014,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,4.1,,14.0,6.0,,1.2
3498,CARILION GILES COMMUNITY HOSPITAL (491302),2014,Critical Access,Voluntary non-profit - Private,25.0,37.332697,-80.710747,VA,10.7,,6.5,,1.6,16.5
3499,CARILION STONEWALL JACKSON HOSPITAL (491304),2014,Critical Access,Voluntary non-profit - Private,25.0,37.778455,-79.442049,VA,4.2,40.4,3.3,2.1,,0.0
3500,SHENANDOAH MEMORIAL HOSPITAL (491305),2014,Critical Access,Voluntary non-profit - Private,25.0,38.871586,-78.513936,VA,5.9,40.0,5.9,3.9,,0.4
3501,"PAGE MEMORIAL HOSPITAL, INC (491307)",2014,Critical Access,Voluntary non-profit - Private,25.0,38.662482,-78.469864,VA,0.0,,12.0,4.0,1.0,1.4
3502,NORTHWEST HOSPITAL (500001),2014,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,11.0,42.0,4.1,3.6,3.6,0.2
3503,PROVIDENCE ST MARY MEDICAL CENTER (500002),2014,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,7.5,39.3,8.4,4.4,0.3,1.2
3504,SKAGIT VALLEY HOSPITAL (500003),2014,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,7.6,26.8,,3.8,1.2,0.3
3505,VIRGINIA MASON MEDICAL CENTER (500005),2014,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,15.2,28.0,8.4,7.8,,0.7
3506,ISLAND HOSPITAL (500007),2014,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,9.6,38.4,7.7,7.4,1.3,0.0
3507,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2014,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,9.0,31.8,7.5,4.9,0.5,0.1
3508,HIGHLINE MEDICAL CENTER (500011),2014,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,6.5,42.5,,,0.7,0.0
3509,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2014,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,1.7,36.8,8.3,4.3,2.3,0.0
3510,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2014,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,2.4,37.3,7.4,5.6,2.8,0.5
3511,MULTICARE AUBURN MEDICAL CENTER (500015),2014,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,2.6,,13.6,3.6,,0.0
3512,CENTRAL WASHINGTON HOSPITAL (500016),2014,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,3.5,37.8,6.4,4.6,0.2,0.0
3513,PROVIDENCE CENTRALIA HOSPITAL (500019),2014,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,6.6,44.0,3.3,4.5,2.2,0.8
3514,ST CLARE HOSPITAL (500021),2014,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,6.1,39.7,,,,0.5
3515,PROVIDENCE ST PETER HOSPITAL (500024),2014,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,4.5,32.3,,3.7,1.9,0.0
3516,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2014,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,4.6,32.0,,4.1,1.1,1.8
3517,SWEDISH EDMONDS HOSPITAL (500026),2014,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,3.2,,8.6,4.2,1.8,0.9
3518,SWEDISH MEDICAL CENTER (500027),2014,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,7.6,45.4,10.6,,4.3,0.3
3519,PEACEHEALTH ST JOSEPH MEDICAL CENTER (500030),2014,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,0.8,,,3.1,2.1,1.0
3520,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2014,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,10.3,,,3.2,2.9,0.3
3521,SAMARITAN HOSPITAL (500033),2014,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,5.5,,9.4,,,9.6
3522,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2014,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,1.9,35.0,8.4,3.1,1.3,0.0
3523,TOPPENISH COMMUNITY HOSPITAL (500037),2014,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,0.0,,10.1,,,0.0
3524,HARRISON MEMORIAL CENTER (500039),2014,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,3.7,,,2.8,1.6,0.0
3525,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2014,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,4.8,34.0,5.6,4.3,1.8,0.0
3526,DEACONESS HOSPITAL (500044),2014,Acute Care,Voluntary non-profit - Private,285.0,,,WA,0.6,,11.2,3.2,6.7,0.0
3527,WALLA WALLA GENERAL HOSPITAL (500049),2014,Acute Care,Voluntary non-profit - Church,36.0,,,WA,3.3,48.7,6.3,4.8,,2.9
3528,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2014,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,5.8,34.8,7.8,6.2,2.8,0.4
3529,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2014,Acute Care,Voluntary non-profit - Other,298.0,,,WA,8.5,35.3,9.7,4.5,2.1,0.6
3530,GROUP HEALTH CENTRAL HOSPITAL (500052),2014,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,13.9,,,
3531,KENNEWICK GENERAL HOSPITAL (500053),2014,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,5.3,38.1,6.4,2.5,4.8,2.7
3532,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2014,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.2,,,4.2,4.2,0.0
3533,KADLEC REGIONAL MEDICAL CENTER (500058),2014,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,9.1,31.3,9.3,4.3,1.4,1.3
3534,CASCADE VALLEY HOSPITAL (500060),2014,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,3.2,,10.4,6.3,,0.0
3535,HARBORVIEW MEDICAL CENTER (500064),2014,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,8.6,43.8,,4.5,0.4,0.0
3536,OLYMPIC MEDICAL CENTER (500072),2014,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,1.8,26.7,10.9,5.2,1.9,0.1
3537,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2014,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,0.3,,,6.3,6.1,0.0
3538,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2014,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,1.6,,,8.7,2.6,1.8
3539,VALLEY GENERAL HOSPITAL (500084),2014,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,5.7,,7.6,,,0.0
3540,VALLEY MEDICAL CENTER (500088),2014,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,1.6,50.0,7.8,3.8,1.7,0.3
3541,ST JOSEPH MEDICAL CENTER (500108),2014,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,4.9,29.3,,5.9,2.3,0.2
3542,VALLEY HOSPITAL (500119),2014,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,0.0,,,5.1,5.9,0.0
3543,EVERGREEN HOSPITAL MEDICAL CENTER (500124),2014,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,1.7,,13.5,4.3,2.4,0.6
3544,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2014,Acute Care,Voluntary non-profit - Private,371.0,,,WA,7.3,43.4,7.9,2.2,2.7,1.4
3545,CAPITAL MEDICAL CENTER (500139),2014,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,6.9,34.4,5.9,,,0.0
