,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
5646,KANE COMMUNITY HOSPITAL (390104),2018,Acute Care,Voluntary non-profit - Private,31.0,41.673401,-78.731025,PA,24.8,,63.1,2.1,,14.0
5647,KANE COMMUNITY HOSPITAL (390104),2018,Acute Care,Voluntary non-profit - Private,31.0,41.673401,-78.731025,PA,24.8,,63.1,2.1,,14.0
5648,UPMC PASSAVANT (390107),2018,Acute Care,Voluntary non-profit - Private,385.0,40.568235,-80.016518,PA,7.8,37.3,,7.3,0.8,0.5
5649,UPMC PASSAVANT (390107),2018,Acute Care,Voluntary non-profit - Private,385.0,40.568235,-80.016518,PA,7.8,37.3,,7.3,0.8,0.5
5650,CONEMAUGH MEMORIAL MEDICAL CENTER (390110),2018,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,4.0,44.8,6.7,4.6,0.4,0.5
5651,CONEMAUGH MEMORIAL MEDICAL CENTER (390110),2018,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,4.0,44.8,6.7,4.6,0.4,0.5
5652,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2018,Acute Care,Voluntary non-profit - Private,808.0,,,PA,5.9,38.6,6.7,5.4,1.5,0.1
5653,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2018,Acute Care,Voluntary non-profit - Private,808.0,,,PA,5.9,38.6,6.7,5.4,1.5,0.1
5654,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER (390112),2018,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,1.6,,6.0,,,0.0
5655,WINDBER HOSPITAL (390112),2018,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,1.6,,6.0,,,0.0
5656,MEADVILLE MEDICAL CENTER (390113),2018,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,4.4,29.5,8.8,5.2,0.9,0.3
5657,MEADVILLE MEDICAL CENTER (390113),2018,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,4.4,29.5,8.8,5.2,0.9,0.3
5658,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2018,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,4.7,,9.2,,0.0,0.9
5659,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2018,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,4.7,,9.2,,0.0,0.9
5660,ARIA HEALTH (390115),2018,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,5.3,39.8,8.6,5.7,1.5,0.3
5661,ARIA HEALTH (390115),2018,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,5.3,39.8,8.6,5.7,1.5,0.3
5662,SUBURBAN COMMUNITY HOSPITAL (390116),2018,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,12.3,,5.1,,0.9,4.5
5663,SUBURBAN COMMUNITY HOSPITAL (390116),2018,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,12.3,,5.1,,0.9,4.5
5664,UPMC BEDFORD MEMORIAL (390117),2018,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,0.5,,8.6,4.1,0.7,0.0
5665,UPMC BEDFORD MEMORIAL (390117),2018,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,0.5,,8.6,4.1,0.7,0.0
5666,BRADFORD REGIONAL MEDICAL CENTER (390118),2018,Acute Care,Voluntary non-profit - Private,185.0,,,PA,9.2,45.9,12.1,5.7,,8.5
5667,BRADFORD REGIONAL MEDICAL CENTER (390118),2018,Acute Care,Voluntary non-profit - Private,185.0,,,PA,9.2,45.9,12.1,5.7,,8.5
5668,MOSES TAYLOR HOSPITAL (390119),2018,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,19.2,40.2,12.2,,1.5,4.6
5669,MOSES TAYLOR HOSPITAL (390119),2018,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,19.2,40.2,12.2,,1.5,4.6
5670,POTTSTOWN HOSPITAL (390123),2018,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,15.0,35.5,7.1,9.0,0.4,0.0
5671,POTTSTOWN HOSPITAL (390123),2018,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,15.0,35.5,7.1,9.0,0.4,0.0
5672,WAYNE MEMORIAL HOSPITAL (390125),2018,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,6.8,36.2,5.5,4.6,0.9,4.3
5673,WAYNE MEMORIAL HOSPITAL (390125),2018,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,6.8,36.2,5.5,4.6,0.9,4.3
5674,PHOENIXVILLE HOSPITAL (390127),2018,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,10.0,37.1,4.3,6.9,,1.2
5675,PHOENIXVILLE HOSPITAL (390127),2018,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,10.0,37.1,4.3,6.9,,1.2
5676,CONEMAUGH MINERS MEDICAL CENTER (390130),2018,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,6.9,,7.4,,,0.0
5677,CONEMAUGH MINERS MEDICAL CENTER (390130),2018,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,6.9,,7.4,,,0.0
5678,LEHIGH VALLEY HOSPITAL (390133),2018,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,10.0,39.4,5.2,3.6,1.5,2.9
5679,LEHIGH VALLEY HOSPITAL (390133),2018,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,10.0,39.4,5.2,3.6,1.5,2.9
5680,WILKES-BARRE GENERAL HOSPITAL (390137),2018,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,27.6,35.3,9.8,5.7,2.2,0.0
5681,WILKES-BARRE GENERAL HOSPITAL (390137),2018,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,27.6,35.3,9.8,5.7,2.2,0.0
5682,WAYNESBORO HOSPITAL (390138),2018,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,5.3,,9.7,3.7,,0.0
5683,WAYNESBORO HOSPITAL (390138),2018,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,5.3,,9.7,3.7,,0.0
5684,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2018,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,10.3,,8.6,3.5,0.7,2.8
5685,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2018,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,10.3,,8.6,3.5,0.7,2.8
5686,ALBERT EINSTEIN MEDICAL CENTER (390142),2018,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,6.8,40.3,7.2,3.3,0.9,4.9
5687,ALBERT EINSTEIN MEDICAL CENTER (390142),2018,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,6.8,40.3,7.2,3.3,0.9,4.9
5688,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2018,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,14.1,50.0,8.7,7.1,0.2,6.9
5689,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2018,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,14.1,50.0,8.7,7.1,0.2,6.9
5690,WARREN GENERAL HOSPITAL (390146),2018,Acute Care,Voluntary non-profit - Private,90.0,,,PA,11.7,32.3,10.8,6.5,1.2,0.0
5691,WARREN GENERAL HOSPITAL (390146),2018,Acute Care,Voluntary non-profit - Private,90.0,,,PA,11.7,32.3,10.8,6.5,1.2,0.0
5692,MONONGAHELA VALLEY HOSPITAL (390147),2018,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,19.0,,2.1,4.2,,0.0
5693,MONONGAHELA VALLEY HOSPITAL (390147),2018,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,19.0,,2.1,4.2,,0.0
5694,WASHINGTON HEALTH SYSTEM GREENE (390150),2018,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,5.2,,17.6,2.6,,0.0
5695,WASHINGTON HEALTH SYSTEM GREENE (390150),2018,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,5.2,,17.6,2.6,,0.0
5696,CHAMBERSBURG HOSPITAL (390151),2018,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,6.1,30.5,6.8,4.8,1.4,0.2
5697,CHAMBERSBURG HOSPITAL (390151),2018,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,6.1,30.5,6.8,4.8,1.4,0.2
5698,MAIN LINE HOSPITAL PAOLI (390153),2018,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,7.5,,9.5,6.9,2.1,1.6
5699,MAIN LINE HOSPITAL PAOLI (390153),2018,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,7.5,,9.5,6.9,2.1,1.6
5700,MERCY FITZGERALD HOSPITAL (390156),2018,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,7.1,,7.2,2.2,0.8,0.7
5701,MERCY FITZGERALD HOSPITAL (390156),2018,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,7.1,,7.2,2.2,0.8,0.7
5702,OHIO VALLEY GENERAL HOSPITAL (390157),2018,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,9.5,,11.6,,,0.0
5703,OHIO VALLEY GENERAL HOSPITAL (390157),2018,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,9.5,,11.6,,,0.0
5704,CANONSBURG GENERAL HOSPITAL (390160),2018,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,10.2,,9.6,6.1,,0.0
5705,CANONSBURG GENERAL HOSPITAL (390160),2018,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,10.2,,9.6,6.1,,0.0
5706,EASTON HOSPITAL (390162),2018,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,6.2,,12.5,5.0,1.1,3.2
5707,EASTON HOSPITAL (390162),2018,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,6.2,,12.5,5.0,1.1,3.2
5708,ACMH HOSPITAL (390163),2018,Acute Care,Voluntary non-profit - Private,166.0,,,PA,7.0,,15.4,1.1,,0.3
5709,ACMH HOSPITAL (390163),2018,Acute Care,Voluntary non-profit - Private,166.0,,,PA,7.0,,15.4,1.1,,0.3
5710,UPMC PRESBYTERIAN SHADYSIDE (390164),2018,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,8.4,42.5,,5.2,1.0,0.6
5711,UPMC PRESBYTERIAN SHADYSIDE (390164),2018,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,8.4,42.5,,5.2,1.0,0.6
5712,BUTLER MEMORIAL HOSPITAL (390168),2018,Acute Care,Voluntary non-profit - Private,299.0,,,PA,11.9,36.4,9.5,3.8,0.2,2.1
5713,BUTLER MEMORIAL HOSPITAL (390168),2018,Acute Care,Voluntary non-profit - Private,299.0,,,PA,11.9,36.4,9.5,3.8,0.2,2.1
5714,INDIANA REGIONAL MEDICAL CENTER (390173),2018,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,16.9,,4.6,6.4,0.7,0.3
5715,INDIANA REGIONAL MEDICAL CENTER (390173),2018,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,16.9,,4.6,6.4,0.7,0.3
5716,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2018,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,14.0,45.0,8.3,7.4,2.5,1.3
5717,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2018,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,14.0,45.0,8.3,7.4,2.5,1.3
5718,UPMC HORIZON (390178),2018,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,9.7,42.9,10.1,5.6,0.8,0.2
5719,UPMC HORIZON (390178),2018,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,9.7,42.9,10.1,5.6,0.8,0.2
5720,CHESTER COUNTY HOSPITAL (390179),2018,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,7.1,37.6,8.4,6.1,1.3,0.3
5721,CHESTER COUNTY HOSPITAL (390179),2018,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,7.1,37.6,8.4,6.1,1.3,0.3
5722,CROZER CHESTER MEDICAL CENTER (390180),2018,Acute Care,Voluntary non-profit - Other,490.0,,,PA,7.9,38.6,10.0,4.3,1.4,0.1
5723,CROZER CHESTER MEDICAL CENTER (390180),2018,Acute Care,Voluntary non-profit - Other,490.0,,,PA,7.9,38.6,10.0,4.3,1.4,0.1
5724,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2018,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,3.8,,10.6,3.4,1.4,0.7
5725,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2018,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,3.8,,10.6,3.4,1.4,0.7
5726,HIGHLANDS HOSPITAL (390184),2018,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,17.4,,8.3,2.1,,5.7
5727,HIGHLANDS HOSPITAL (390184),2018,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,17.4,,8.3,2.1,,5.7
5728,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2018,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,2.0,31.7,5.7,0.0,3.6,3.5
5729,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2018,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,2.0,31.7,5.7,0.0,3.6,3.5
5730,TYLER MEMORIAL HOSPITAL (390192),2018,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,5.8,,14.9,,1.1,0.0
5731,TYLER MEMORIAL HOSPITAL (390192),2018,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,5.8,,14.9,,1.1,0.0
5732,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS (390194),2018,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,11.5,43.1,6.8,3.1,1.1,7.6
5733,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS (390194),2018,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,11.5,43.1,6.8,3.1,1.1,7.6
5734,MAIN LINE HOSPITAL LANKENAU (390195),2018,Acute Care,Voluntary non-profit - Private,362.0,,,PA,8.0,38.6,13.9,3.6,1.4,0.9
5735,MAIN LINE HOSPITAL LANKENAU (390195),2018,Acute Care,Voluntary non-profit - Private,362.0,,,PA,8.0,38.6,13.9,3.6,1.4,0.9
5736,SACRED HEART HOSPITAL (390197),2018,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,5.9,44.4,8.0,0.0,,1.0
5737,SACRED HEART HOSPITAL (390197),2018,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,5.9,44.4,8.0,0.0,,1.0
5738,MILLCREEK COMMUNITY HOSPITAL (390198),2018,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,6.2,,17.7,,0.0,3.9
5739,MILLCREEK COMMUNITY HOSPITAL (390198),2018,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,6.2,,17.7,,0.0,3.9
5740,PUNXSUTAWNEY AREA HOSPITAL (390199),2018,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,5.9,,14.4,,,3.1
5741,PUNXSUTAWNEY AREA HOSPITAL (390199),2018,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,5.9,,14.4,,,3.1
5742,LEHIGH VALLEY HOSPITAL - POCONO (390201),2018,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,9.0,44.3,10.1,7.6,1.4,3.5
5743,LEHIGH VALLEY HOSPITAL - POCONO (390201),2018,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,9.0,44.3,10.1,7.6,1.4,3.5
5744,DOYLESTOWN HOSPITAL (390203),2018,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,16.1,41.1,7.7,4.7,1.2,0.5
5745,DOYLESTOWN HOSPITAL (390203),2018,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,16.1,41.1,7.7,4.7,1.2,0.5
5746,NAZARETH HOSPITAL (390204),2018,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,2.8,42.1,9.1,5.4,0.6,0.3
5747,NAZARETH HOSPITAL (390204),2018,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,2.8,42.1,9.1,5.4,0.6,0.3
5748,SHARON REGIONAL HEALTH SYSTEM (390211),2018,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,4.0,42.6,10.5,3.0,0.3,0.6
5749,SHARON REGIONAL HEALTH SYSTEM (390211),2018,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,4.0,42.6,10.5,3.0,0.3,0.6
5750,EXCELA HEALTH FRICK HOSPITAL (390217),2018,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,9.4,,5.6,9.3,0.4,3.1
5751,EXCELA HEALTH FRICK HOSPITAL (390217),2018,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,9.4,,5.6,9.3,0.4,3.1
5752,EXCELA HEALTH LATROBE HOSPITAL (390219),2018,Acute Care,Voluntary non-profit - Other,121.0,,,PA,7.1,,10.0,2.7,0.7,1.8
5753,EXCELA HEALTH LATROBE HOSPITAL (390219),2018,Acute Care,Voluntary non-profit - Other,121.0,,,PA,7.1,,10.0,2.7,0.7,1.8
5754,JENNERSVILLE HOSPITAL (390220),2018,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,8.9,,6.8,3.7,0.4,0.0
5755,JENNERSVILLE HOSPITAL (390220),2018,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,8.9,,6.8,3.7,0.4,0.0
5756,RIDDLE MEMORIAL HOSPITAL (390222),2018,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,6.3,40.0,8.9,8.1,0.9,0.4
5757,RIDDLE MEMORIAL HOSPITAL (390222),2018,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,6.3,40.0,8.9,8.1,0.9,0.4
5758,PENN PRESBYTERIAN MEDICAL CENTER (390223),2018,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,3.7,,7.9,5.6,1.5,0.0
5759,PENN PRESBYTERIAN MEDICAL CENTER (390223),2018,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,3.7,,7.9,5.6,1.5,0.0
5760,WELLSPAN EPHRATA COMMUNITY HOSPITAL (390225),2018,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,17.5,33.3,9.1,2.5,1.9,0.2
5761,WELLSPAN EPHRATA COMMUNITY HOSPITAL (390225),2018,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,17.5,33.3,9.1,2.5,1.9,0.2
5762,PENNSYLVANIA HOSPITAL (390226),2018,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,4.6,,5.5,5.2,0.0,0.0
5763,PENNSYLVANIA HOSPITAL (390226),2018,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,4.6,,5.5,5.2,0.0,0.0
5764,ST CLAIR HOSPITAL (390228),2018,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,7.7,36.8,9.9,4.0,1.3,0.1
5765,ST CLAIR HOSPITAL (390228),2018,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,7.7,36.8,9.9,4.0,1.3,0.1
5766,ABINGTON MEMORIAL HOSPITAL (390231),2018,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,7.0,43.4,8.4,5.6,1.5,1.6
5767,ABINGTON MEMORIAL HOSPITAL (390231),2018,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,7.0,43.4,8.4,5.6,1.5,1.6
5768,HANOVER HOSPITAL (390233),2018,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,10.2,36.1,11.9,9.4,1.9,0.5
5769,HANOVER HOSPITAL (390233),2018,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,10.2,36.1,11.9,9.4,1.9,0.5
5770,GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),2018,Acute Care,Voluntary non-profit - Private,92.0,41.783796,-76.448602,PA,5.5,,14.0,1.5,,0.0
5771,GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),2018,Acute Care,Voluntary non-profit - Private,92.0,41.783796,-76.448602,PA,5.5,,14.0,1.5,,0.0
5772,REGIONAL HOSPITAL OF SCRANTON (390237),2018,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,6.3,,10.0,3.7,2.5,6.2
5773,REGIONAL HOSPITAL OF SCRANTON (390237),2018,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,6.3,,10.0,3.7,2.5,6.2
5774,MILTON S HERSHEY MEDICAL CENTER (390256),2018,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,12.1,35.2,7.5,5.0,0.7,0.0
5775,MILTON S HERSHEY MEDICAL CENTER (390256),2018,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,12.1,35.2,7.5,5.0,0.7,0.0
5776,ST MARY MEDICAL CENTER (390258),2018,Acute Care,Voluntary non-profit - Church,330.0,,,PA,7.7,35.7,4.1,5.8,0.7,1.3
5777,ST MARY MEDICAL CENTER (390258),2018,Acute Care,Voluntary non-profit - Church,330.0,,,PA,7.7,35.7,4.1,5.8,0.7,1.3
5778,LEHIGH VALLEY HOSPITAL - MUHLENBERG (390263),2018,Acute Care,Voluntary non-profit - Other,202.0,,,PA,9.3,35.1,6.3,5.4,1.6,3.5
5779,LEHIGH VALLEY HOSPITAL - MUHLENBERG (390263),2018,Acute Care,Voluntary non-profit - Other,202.0,,,PA,9.3,35.1,6.3,5.4,1.6,3.5
5780,JEFFERSON HOSPITAL (390265),2018,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,11.7,41.7,9.4,4.8,,0.4
5781,JEFFERSON HOSPITAL (390265),2018,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,11.7,41.7,9.4,4.8,,0.4
5782,GROVE CITY MEDICAL CENTER (390266),2018,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,12.6,,8.0,3.7,0.4,0.0
5783,GROVE CITY MEDICAL CENTER (390266),2018,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,12.6,,8.0,3.7,0.4,0.0
5784,FORBES HOSPITAL (390267),2018,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,5.4,,8.1,6.2,0.9,0.3
5785,FORBES HOSPITAL (390267),2018,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,5.4,,8.1,6.2,0.9,0.3
5786,MOUNT NITTANY MEDICAL CENTER (390268),2018,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,5.2,30.0,7.8,8.7,1.1,0.0
5787,MOUNT NITTANY MEDICAL CENTER (390268),2018,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,5.2,30.0,7.8,8.7,1.1,0.0
5788,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2018,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,4.4,36.3,5.3,3.5,1.0,0.1
5789,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2018,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,4.4,36.3,5.3,3.5,1.0,0.1
5790,HAHNEMANN UNIVERSITY HOSPITAL (390290),2018,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,4.1,,10.2,2.0,1.7,1.3
5791,HAHNEMANN UNIVERSITY HOSPITAL (390290),2018,Acute Care,Proprietary,431.0,39.957334,-75.162597,PA,4.1,,10.2,2.0,1.7,1.3
5792,ROXBOROUGH MEMORIAL HOSPITAL (390304),2018,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,8.7,,10.1,,,0.0
5793,ROXBOROUGH MEMORIAL HOSPITAL (390304),2018,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,8.7,,10.1,,,0.0
5794,CANCER TREATMENT CENTERS OF AMERICA (390312),2018,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,74.1,,,,,0.0
5795,CANCER TREATMENT CENTERS OF AMERICA (390312),2018,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,74.1,,,,,0.0
5796,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2018,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,30.9,17.5,4.6,,2.2
5797,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2018,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,30.9,17.5,4.6,,2.2
5798,OSS ORTHOPAEDIC HOSPITAL (390325),2018,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,31.2,,,,
5799,OSS ORTHOPAEDIC HOSPITAL (390325),2018,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,31.2,,,,
5800,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2018,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,3.9,32.7,8.3,6.7,0.8,0.4
5801,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2018,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,3.9,32.7,8.3,6.7,0.8,0.4
5802,UPMC EAST (390328),2018,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,2.8,,,,1.0,0.0
5803,UPMC EAST (390328),2018,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,2.8,,,,1.0,0.0
5804,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2018,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,5.5,31.1,7.6,,0.8,1.9
5805,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2018,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,5.5,31.1,7.6,,0.8,1.9
5806,ST LUKE'S HOSPITAL - MONROE CAMPUS (390330),2018,Acute Care,Voluntary non-profit - Private,88.0,40.997966,-75.261786,PA,3.8,,,,,0.4
