,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
3496,GROUP HEALTH CENTRAL HOSPITAL (500052),2015,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,12.0,,,
3497,KENNEWICK GENERAL HOSPITAL (500053),2015,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,3.5,38.1,3.4,6.9,2.5,1.8
3498,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2015,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.8,,,4.1,4.6,2.3
3499,KADLEC REGIONAL MEDICAL CENTER (500058),2015,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,5.4,40.0,6.9,4.7,1.3,0.6
3500,CASCADE VALLEY HOSPITAL (500060),2015,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,5.0,,5.4,3.8,,0.9
3501,HARBORVIEW MEDICAL CENTER (500064),2015,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,6.8,45.3,,2.9,0.0,0.3
3502,OLYMPIC MEDICAL CENTER (500072),2015,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,4.9,52.8,9.5,4.8,2.0,0.5
3503,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2015,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,0.3,,,1.7,5.5,0.0
3504,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2015,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,1.1,,,5.4,2.1,1.1
3505,VALLEY GENERAL HOSPITAL (500084),2015,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,1.5,,11.5,,,0.0
3506,VALLEY MEDICAL CENTER (500088),2015,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,3.4,42.9,6.6,3.5,2.1,0.0
3507,ST JOSEPH MEDICAL CENTER (500108),2015,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,3.9,42.4,,4.6,2.6,0.0
3508,VALLEY HOSPITAL (500119),2015,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,0.5,,,6.7,5.3,0.0
3509,EVERGREEN HOSPITAL MEDICAL CENTER (500124),2015,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,1.8,,11.0,4.3,4.9,0.3
3510,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2015,Acute Care,Voluntary non-profit - Private,371.0,,,WA,4.9,43.1,9.0,4.4,3.6,1.2
3511,CAPITAL MEDICAL CENTER (500139),2015,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,7.0,,6.7,,,0.0
3512,ST FRANCIS COMMUNITY HOSPITAL (500141),2015,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,4.4,48.3,11.1,6.0,1.1,0.9
3513,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2015,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,56.3,,,6.4,1.1,3.8
3514,LEGACY SALMON CREEK MEDICAL CENTER (500150),2015,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,5.9,51.4,8.2,2.3,1.8,2.2
3515,ST ANTHONY HOSPITAL (500151),2015,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,4.4,40.2,10.9,2.3,,0.7
3516,SWEDISH ISSAQUAH (500152),2015,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,8.7,46.8,15.9,5.0,1.7,0.9
3517,DAYTON GENERAL HOSPITAL (501302),2015,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,,,0.0,
3518,WILLAPA HARBOR HOSPITAL (501303),2015,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,3.0,,10.8,,0.6,0.0
3519,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2015,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,3.7,,6.8,,,1.9
3520,LINCOLN HOSPITAL (501305),2015,Critical Access,Government - Hospital District or Authority,30.0,,,WA,2.3,,8.1,,,0.0
3521,COULEE COMMUNITY HOSPITAL (501308),2015,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,1.3,,6.7,,,0.0
3522,PROVIDENCE ST JOSEPH HOSPITAL (501309),2015,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,3.0,,8.7,,,0.0
3523,NEWPORT COMMUNITY HOSPITAL (501310),2015,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,2.7,,8.7,,,0.0
3524,SKYLINE HOSPITAL (501315),2015,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,8.5,,10.6,,0.0,
3525,KLICKITAT VALLEY HOSPITAL (501316),2015,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,5.7,,17.3,,,4.3
3526,COLUMBIA BASIN HOSPITAL (501317),2015,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,7.5,,,
3527,OTHELLO COMMUNITY HOSPITAL (501318),2015,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,1.8,,5.1,,0.0,
3528,MORTON GENERAL HOSPITAL (501319),2015,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,14.1,,6.5,,0.0,5.3
3529,NORTH VALLEY HOSPITAL (501321),2015,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,16.9,,3.0,,,13.8
3530,FERRY COUNTY MEMORIAL HOSPITAL (501322),2015,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,4.4,,,,0.0,
3531,JEFFERSON HEALTHCARE (501323),2015,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,16.3,,11.4,,1.9,4.4
3532,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2015,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,4.0,54.3,15.3,,,0.0
3533,MID VALLEY HOSPITAL (501328),2015,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,11.8,65.3,15.0,4.5,,0.0
3534,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2015,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,6.1,,11.1,1.8,1.1,0.0
3535,SUNNYSIDE COMMUNITY HOSPITAL (501330),2015,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,7.6,,3.5,,,22.3
3536,TRI-STATE MEMORIAL HOSPITAL (501332),2015,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,5.8,,13.8,,0.6,0.4
3537,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2015,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,3.6,56.1,7.9,4.4,0.7,0.5
3538,LAKE CHELAN COMMUNITY HOSPITAL (501334),2015,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,18.1,,5.2,,,
3539,ST ELIZABETH HOSPITAL (501335),2015,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,3.8,,13.9,,,0.8
3540,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2015,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,6.9,,,,,
3541,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2015,Acute Care,Voluntary non-profit - Private,595.0,,,WV,9.4,,11.8,2.8,1.6,2.8
3542,GREENBRIER VALLEY MEDICAL CENTER (510002),2015,Acute Care,Proprietary,97.0,,,WV,9.7,36.8,13.8,3.8,2.6,0.3
3543,UNITED HOSPITAL CENTER (510006),2015,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,27.7,38.6,6.1,3.0,2.1,0.1
3544,ST MARY'S MEDICAL CENTER (510007),2015,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,3.9,40.8,9.9,4.4,3.6,0.0
3545,BERKELEY MEDICAL CENTER (510008),2015,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,7.3,48.9,7.1,4.5,,7.5
3546,PLEASANT VALLEY HOSPITAL (510012),2015,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,4.0,36.4,3.8,3.8,,3.5
3547,REYNOLDS MEMORIAL HOSPITAL (510013),2015,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,7.6,38.5,13.6,,,1.0
3548,CHARLESTON AREA MEDICAL CENTER (510022),2015,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,8.1,42.2,6.6,4.9,1.1,0.6
3549,WEIRTON MEDICAL CENTER (510023),2015,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,7.0,58.5,13.6,7.6,,0.7
3550,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2015,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,27.1,45.3,10.6,4.3,4.4,0.5
3551,THOMAS MEMORIAL HOSPITAL (510029),2015,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,12.4,46.1,10.2,4.3,1.8,6.5
3552,DAVIS MEDICAL CENTER (510030),2015,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,16.3,46.3,9.9,5.4,2.4,2.0
3553,ST FRANCIS HOSPITAL (510031),2015,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,8.6,,8.4,,,5.1
3554,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2015,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,20.1,,6.6,2.9,,0.0
3555,OHIO VALLEY MEDICAL CENTER (510039),2015,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,59.9,,18.8,,,1.1
3556,PRINCETON COMMUNITY HOSPITAL (510046),2015,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,51.8,57.7,6.8,4.5,1.8,0.2
3557,FAIRMONT REGIONAL MEDICAL CENTER (510047),2015,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,31.1,45.3,6.2,3.6,,1.3
3558,LOGAN REGIONAL MEDICAL CENTER (510048),2015,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,0.9,,13.0,4.8,5.9,0.3
3559,WHEELING HOSPITAL (510050),2015,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,4.3,36.8,9.2,4.3,3.1,0.3
3560,CABELL HUNTINGTON HOSPITAL INC (510055),2015,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,5.4,35.1,9.3,3.5,3.0,0.2
3561,CAMDEN CLARK MEDICAL CENTER (510058),2015,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,12.0,36.7,5.8,4.4,2.4,7.7
3562,BECKLEY ARH HOSPITAL (510062),2015,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,21.5,,11.1,3.6,4.5,19.0
3563,RALEIGH GENERAL HOSPITAL (510070),2015,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,10.7,46.1,5.9,4.6,2.0,5.7
3564,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2015,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,6.2,,2.7,4.3,,9.3
3565,WETZEL COUNTY HOSPITAL (510072),2015,Acute Care,Government - Local,44.0,,,WV,6.7,,12.9,,0.8,0.8
3566,WILLIAMSON MEMORIAL HOSPITAL (510077),2015,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,4.7,,18.2,,8.4,4.3
3567,SUMMERSVILLE REGIONAL MEDICAL CENTER (510082),2015,Acute Care,Government - Local,101.0,,,WV,12.0,67.9,8.8,11.6,,22.3
3568,WELCH COMMUNITY HOSPITAL (510086),2015,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,0.7,,9.6,,4.4,0.0
3569,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2015,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,35.0,,12.7,,,7.7
3570,MINNIE HAMILTON HEALTH CARE CENTER (511303),2015,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,1.7,,10.3,,,1.4
3571,ROANE GENERAL HOSPITAL (511306),2015,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,30.0,,7.4,,1.2,0.0
3572,WAR MEMORIAL HOSPITAL INC (511309),2015,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,10.6,,15.5,,1.1,10.8
3573,PRESTON MEMORIAL HOSPITAL (511312),2015,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,6.0,,13.6,,5.2,9.6
3574,BOONE MEMORIAL HOSPITAL (511313),2015,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,1.5,,8.4,,5.0,2.2
3575,GRANT MEMORIAL HOSPITAL (511316),2015,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,5.2,,22.0,,1.0,3.6
3576,PLATEAU MEDICAL CENTER (511317),2015,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,0.9,,10.3,,1.2,0.0
3577,JEFFERSON MEDICAL CENTER (511319),2015,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,1.5,,1.8,,1.9,3.7
3578,JACKSON GENERAL HOSPITAL (511320),2015,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,7.9,45.5,8.1,6.9,,10.6
3579,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT (520002),2015,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,3.9,,9.4,7.2,0.3,1.1
3580,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR (520004),2015,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,5.2,41.7,6.4,6.1,,0.0
3581,WAUKESHA MEMORIAL HOSPITAL (520008),2015,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,6.8,42.3,7.8,4.1,2.6,1.5
3582,ST ELIZABETH HOSPITAL (520009),2015,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,5.3,,6.9,5.7,,0.0
3583,LAKEVIEW MEDICAL CENTER (520011),2015,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,2.9,39.5,7.7,5.1,0.6,0.3
3584,SACRED HEART HOSPITAL (520013),2015,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,4.1,50.0,14.4,5.8,,0.0
3585,ST JOSEPHS HOSPITAL (520017),2015,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,1.9,,5.4,,,0.0
3586,MINISTRY SAINT MARYS HOSPITAL (520019),2015,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,4.5,57.6,7.1,5.8,1.6,0.0
3587,UNITED HOSPITAL SYSTEM (520021),2015,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,5.0,47.4,5.1,7.4,2.2,0.4
3588,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2015,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,5.8,,11.7,3.6,1.4,1.7
3589,THE MONROE CLINIC (520028),2015,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,1.3,41.2,8.6,3.5,1.2,0.0
3590,ASPIRUS WAUSAU HOSPITAL (520030),2015,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,5.5,,8.8,7.0,1.3,0.5
3591,RIVERVIEW HOSPITAL ASSOC (520033),2015,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,0.3,,10.2,4.1,,0.0
3592,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2015,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,7.1,,,3.9,,1.6
3593,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2015,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,2.3,,,,,0.0
3594,MINISTRY SAINT JOSEPHS HOSPITAL (520037),2015,Acute Care,Voluntary non-profit - Church,323.0,,,WI,0.0,,,8.5,,1.5
3595,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2015,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,8.4,,,6.0,,0.4
3596,DIVINE SAVIOR HEALTHCARE (520041),2015,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,4.6,,12.2,3.9,1.2,1.7
3597,ST NICHOLAS HOSPITAL (520044),2015,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,3.6,,11.3,,,0.0
3598,THEDA CLARK MEDICAL CENTER (520045),2015,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,4.3,,7.0,4.7,,0.0
3599,MERCY MEDICAL CENTER OF OSHKOSH (520048),2015,Acute Care,Voluntary non-profit - Private,124.0,,,WI,3.3,,7.2,9.8,,0.0
3600,BELLIN MEMORIAL HOSPITAL (520049),2015,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,7.2,49.2,3.9,6.9,2.5,0.0
3601,COLUMBIA ST MARYS HOSPITAL MILWAUKEE (520051),2015,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,6.2,45.1,11.2,5.8,2.5,2.7
3602,ST CLARE HOSPITAL (520057),2015,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,6.3,,8.9,3.2,,1.8
3603,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2015,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,4.2,37.7,6.0,6.4,1.7,0.5
3604,OCONOMOWOC MEMORIAL HOSPITAL (520062),2015,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,5.2,46.0,3.7,1.4,,1.6
3605,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2015,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,5.3,44.3,10.0,6.5,,5.2
3606,MERCY HEALTH SYSTEM CORP (520066),2015,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,3.6,30.9,5.4,4.5,1.2,2.5
3607,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2015,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,8.4,46.8,,4.2,2.1,0.0
3608,FORT MEMORIAL HOSPITAL (520071),2015,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,3.6,,9.1,5.3,1.4,0.0
3609,ST VINCENT HOSPITAL (520075),2015,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,6.2,41.1,2.9,6.0,2.6,0.0
3610,BEAVER DAM COMMUNITY HOSPITAL (520076),2015,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,3.0,,12.1,5.2,0.6,4.1
3611,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS (520078),2015,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,9.8,37.3,10.5,4.7,2.1,1.6
3612,ST MARYS HOSPITAL (520083),2015,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,1.3,,,3.5,1.0,
3613,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2015,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,5.3,34.6,6.6,4.9,1.7,0.1
3614,ST AGNES HOSPITAL (520088),2015,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,6.5,33.3,8.1,5.5,1.3,2.4
3615,MERITER HOSPITAL (520089),2015,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,5.7,,,4.9,1.8,0.4
3616,HOWARD YOUNG MEDICAL CTR (520091),2015,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,3.8,,18.6,,1.2,3.8
3617,SAUK PRAIRIE HOSPITAL (520095),2015,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,8.2,35.6,10.0,,1.1,1.1
3618,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS (520096),2015,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,5.4,51.1,8.7,5.2,1.4,0.2
3619,ST MARYS HOSPITAL MEDICAL CTR (520097),2015,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,3.2,,4.4,4.0,,0.0
3620,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2015,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,3.1,40.7,10.8,6.1,2.4,0.3
3621,BELOIT MEMORIAL HOSPITAL (520100),2015,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,51.7,38.5,4.5,4.0,,1.3
3622,AURORA LAKELAND MEDICAL CENTER (520102),2015,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,2.9,38.8,9.7,6.9,1.3,0.2
3623,COMMUNITY MEMORIAL HOSPITAL (520103),2015,Acute Care,Voluntary non-profit - Private,202.0,,,WI,1.0,58.1,9.4,5.4,1.9,3.0
3624,HOLY FAMILY MEMORIAL (520107),2015,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,9.0,54.5,10.1,8.1,,4.9
3625,MILE BLUFF MEDICAL CENTER (520109),2015,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,5.4,,7.9,1.0,,0.8
3626,BAY AREA MEDICAL CENTER (520113),2015,Acute Care,Voluntary non-profit - Private,81.0,,,WI,7.4,60.3,5.2,9.2,1.0,1.0
3627,UW HEALTH PARTNERS  WATERTOWN REGIONAL MED CTR (520116),2015,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,3.6,,7.5,6.3,1.6,1.2
3628,WHEATON FRANCISCAN ST JOSEPH (520136),2015,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,7.7,40.5,10.0,4.4,4.0,2.7
3629,AURORA ST LUKES MEDICAL CENTER (520138),2015,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,7.8,37.6,11.5,4.5,2.8,0.5
3630,AURORA WEST ALLIS MEDICAL CENTER (520139),2015,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,4.3,48.8,5.5,4.9,3.1,0.8
3631,APPLETON MEDICAL CENTER (520160),2015,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,3.1,,,6.5,0.6,0.0
3632,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2015,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,3.9,46.5,6.8,4.5,2.7,0.0
3633,AURORA MEDICAL CTR KENOSHA (520189),2015,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,8.4,46.5,4.2,9.7,1.2,0.3
3634,AURORA BAYCARE MEDICAL CTR (520193),2015,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,9.9,35.5,4.3,8.4,,0.9
3635,AURORA MEDICAL CTR OSHKOSH (520198),2015,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,5.5,37.7,8.3,4.2,,0.0
3636,ST CLARES HOSPITAL OF WESTON (520202),2015,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,1.1,,,,,0.0
3637,WHEATON FRANCISCAN HEALTHCARE FRANKLIN (520204),2015,Acute Care,Voluntary non-profit - Private,35.0,,,WI,7.7,46.4,10.4,3.3,,0.0
3638,AURORA MEDICAL CENTER (520206),2015,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,18.2,40.4,6.5,2.9,1.0,0.4
3639,AURORA MEDICAL CENTER (520207),2015,Acute Care,Voluntary non-profit - Private,116.0,,,WI,10.6,45.9,8.7,6.5,,0.4
3640,ST MARYS JANESVILLE HOSPITAL (520208),2015,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,0.8,,,,,
3641,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2015,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,7.3,,8.4,,0.6,0.0
3642,ST JOSEPHS HEALTH SERVICES (521304),2015,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,7.0,,0.0,
3643,AMERY HOSPITAL & CLINIC (521308),2015,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,8.8,,9.4,,,1.6
3644,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS (521309),2015,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,,,9.6,,,
3645,HSHS ST CLARE MEMORIAL HOSPITAL (521310),2015,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,7.6,,10.9,,,0.0
3646,OUR LADY OF VICTORY HOSPITAL (521311),2015,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,11.8,,0.0,
3647,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY (521312),2015,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,6.5,,8.7,,0.0,
3648,MINISTRY SACRED HEART HOSPITAL (521313),2015,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,4.0,,6.9,,,0.0
3649,CALUMET MEDICAL CENTER (521317),2015,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,0.0,,4.2,,,
3650,LADD MEMORIAL HOSPITAL (521318),2015,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,8.6,,6.0,,10.4,
3651,TOMAH MEMORIAL HOSPITAL (521320),2015,Critical Access,Voluntary non-profit - Private,25.0,,,WI,1.6,,,,,0.0
3652,GRANT REGIONAL HEALTH CENTER (521322),2015,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,0.0,,17.9,,0.0,
3653,MEMORIAL MEDICAL CENTER (521323),2015,Critical Access,Voluntary non-profit - Church,24.0,44.557046,-90.606909,WI,4.3,,8.7,,,
3654,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC (521324)",2015,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,5.1,,10.6,,,0.0
3655,FLAMBEAU HOSPITAL (521325),2015,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,4.5,,6.4,,1.2,0.0
3656,THEDACARE MEDICAL CENTER NEW LONDON (521326),2015,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,6.7,,5.7,,,1.2
3657,RUSK COUNTY MEMORIAL HOSPITAL (521328),2015,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,5.4,,5.6,,,0.0
