,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2524,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2019,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,1.0688,14.9198,269.0,47.0,15.9458,,,0.0,,,1.1358,20.0494,668.0,162.0,22.7715,1.0191,21.3916,632.0,139.0,21.8008,0.9092,4.0774,673.0,23.0,3.7074,0.9895,15.8398,1012.0,158.0,15.6741
2525,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2019,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,,,,,,,,,,,0.9715,16.6166,112.0,16.0,16.1436,1.0291,20.3463,125.0,28.0,20.9391,,,,,,1.0717,15.6431,244.0,45.0,16.7646
2526,CLAIBORNE MEDICAL CENTER (440057),2019,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,,,,,,,,,1.1221,20.5984,87.0,29.0,23.1138,1.0554,21.6242,68.0,19.0,22.823,,,,,,1.0045,17.8059,155.0,28.0,17.8866
2527,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2019,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,0.9973,17.3299,82.0,14.0,17.2831,,,,,,0.995,18.4057,215.0,39.0,18.3136,1.0484,21.165,153.0,37.0,22.1894,1.045,5.2184,,,5.4535,1.0003,16.1865,494.0,80.0,16.191
2528,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2019,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,0.9452,15.3945,615.0,86.0,14.5507,0.9566,13.8054,198.0,25.0,13.2066,1.0186,21.2393,793.0,173.0,21.6353,1.0123,22.6802,750.0,173.0,22.9597,0.7741,4.4046,595.0,15.0,3.4095,1.0334,18.0851,1236.0,233.0,18.6885
2529,MILAN GENERAL HOSPITAL (440060),2019,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,,,,,,,,,1.0418,18.0103,69.0,16.0,18.764,0.9792,19.1329,,,18.7346,,,,,,1.0288,14.0965,168.0,26.0,14.5029
2530,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL (440061),2019,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,0.9868,18.5174,,,18.2735,,,,,,0.9857,18.1123,118.0,20.0,17.8536,1.0216,21.359,122.0,28.0,21.8209,,,,,,0.9781,17.039,212.0,34.0,16.6657
2531,JOHNSON CITY MEDICAL CENTER (440063),2019,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,1.0634,16.6742,666.0,122.0,17.732,0.8751,13.5313,181.0,18.0,11.8417,0.9849,22.7903,491.0,109.0,22.4453,1.0656,23.2603,701.0,178.0,24.7872,1.2538,4.3059,598.0,37.0,5.3985,1.0355,18.8272,789.0,156.0,19.4962
2532,NORTHCREST MEDICAL CENTER (440065),2019,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,0.952,13.8037,,,13.1412,,,,,,1.0918,19.8883,167.0,43.0,21.7133,0.9952,21.2545,96.0,20.0,21.1531,1.0521,4.3192,,,4.5443,1.0393,17.0364,241.0,45.0,17.7059
2533,LAKEWAY REGIONAL HOSPITAL (440067),2019,Acute Care,Proprietary,135.0,,,TN,,,,,,,,,,,0.9491,20.2759,166.0,28.0,19.244,1.0204,23.4458,,,23.9241,1.0089,5.5573,,,5.6068,1.0778,18.1278,125.0,29.0,19.5376
2534,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2019,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,,,,,,,,,,,0.9556,17.7542,114.0,16.0,16.966,0.9727,18.841,113.0,19.0,18.3274,,,,,,0.9055,15.3665,372.0,46.0,13.9145
2535,DECATUR COUNTY GENERAL HOSPITAL (440070),2019,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,,,,,,,,,0.9692,21.5885,,,20.9233,0.9787,21.3557,64.0,12.0,20.9013,,,,,,1.1137,17.4652,146.0,35.0,19.4512
2536,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL (440072),2019,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,1.0584,17.3948,89.0,20.0,18.4114,,,,,,1.1108,19.0137,303.0,72.0,21.1203,1.0867,21.7374,324.0,82.0,23.6228,,,,,,1.15,16.8703,430.0,92.0,19.4008
2537,MAURY REGIONAL HOSPITAL (440073),2019,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,1.052,14.3498,218.0,36.0,15.096,,,,,,1.0244,18.8208,333.0,66.0,19.2799,0.9885,20.7347,633.0,129.0,20.4954,0.972,3.8339,767.0,28.0,3.7266,1.0842,16.9219,1167.0,219.0,18.347
2538,LECONTE MEDICAL CENTER (440081),2019,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,0.9917,16.2477,,,16.1131,,,,,,0.947,19.0088,206.0,33.0,18.0012,0.9857,20.8701,160.0,32.0,20.5721,1.0263,4.7887,,,4.9149,1.0311,15.7032,310.0,52.0,16.1911
2539,SAINT THOMAS WEST HOSPITAL (440082),2019,Acute Care,Voluntary non-profit - Church,478.0,,,TN,0.9366,15.9366,1166.0,170.0,14.926,0.8766,12.9884,372.0,39.0,11.3858,0.9787,20.4455,463.0,91.0,20.0106,0.9465,22.5998,1176.0,248.0,21.3909,0.9051,4.4885,789.0,30.0,4.0627,0.9982,17.1575,783.0,134.0,17.1273
2540,JAMESTOWN REGIONAL MEDICAL CENTER (440083),2019,Acute Care,Proprietary,76.0,,,TN,,,,,,,,,,,0.9847,18.386,299.0,53.0,18.1055,0.9889,20.417,162.0,32.0,20.1896,,,,,,0.9574,17.1245,211.0,32.0,16.395
2541,SWEETWATER HOSPITAL ASSOCIATION (440084),2019,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,,,,,,,,,,,0.9936,17.3427,142.0,24.0,17.2313,0.9675,20.0742,,,19.4208,,,,,,1.0963,15.1761,280.0,52.0,16.6369
2542,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2019,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,0.9792,14.2006,865.0,119.0,13.9049,0.8224,12.0405,342.0,29.0,9.9024,0.952,19.4137,1010.0,183.0,18.4828,0.8691,21.0632,1512.0,268.0,18.3062,0.935,4.3823,1718.0,69.0,4.0974,0.8356,16.3926,1610.0,210.0,13.6973
2543,LINCOLN MEDICAL CENTER (440102),2019,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,,,,,,,,,0.9683,18.921,95.0,15.0,18.3214,0.9026,19.6626,109.0,13.0,17.7477,0.9508,3.058,,,2.9076,0.9514,15.1195,201.0,26.0,14.3849
2544,ERLANGER MEDICAL CENTER (440104),2019,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,0.936,13.8449,432.0,52.0,12.9587,1.0355,12.9032,113.0,16.0,13.3613,0.9798,17.9586,395.0,68.0,17.5956,0.9304,20.9767,459.0,85.0,19.5177,1.0945,3.9671,510.0,24.0,4.3419,0.9385,16.2567,726.0,107.0,15.2567
2545,HARDIN MEDICAL CENTER (440109),2019,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,,,,,,,,,1.0268,18.3017,80.0,17.0,18.7917,0.9591,19.6589,,,18.8548,,,,,,1.1015,16.2433,314.0,62.0,17.8921
2546,FORT LOUDON MEDICAL CENTER (440110),2019,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,,,,,,,,,1.0212,17.9828,95.0,19.0,18.3648,0.9708,21.4123,139.0,27.0,20.7879,,,0.0,,,0.9428,15.2447,156.0,19.0,14.3728
2547,METRO NASHVILLE GENERAL HOSPITAL (440111),2019,Acute Care,Government - Hospital District or Authority,115.0,36.166135,-86.806327,TN,,,,,,,,,,,1.0098,20.7816,,,20.9853,,,,,,,,0.0,,,,,,,
2548,TENNOVA HEALTHCARE (440120),2019,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,0.9918,14.868,512.0,75.0,14.7463,1.1291,12.3256,186.0,29.0,13.9172,1.0544,19.2704,497.0,105.0,20.3184,1.0119,21.3001,711.0,154.0,21.553,0.9625,3.9237,1133.0,42.0,3.7765,0.9582,16.3285,1026.0,158.0,15.6465
2549,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2019,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,0.9472,14.5213,242.0,30.0,13.7548,1.0937,10.9863,73.0,11.0,12.0162,1.0307,21.3529,371.0,84.0,22.0084,1.0465,22.472,336.0,82.0,23.517,0.8404,4.116,421.0,11.0,3.4589,1.0476,16.8687,516.0,94.0,17.6723
2550,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2019,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,,,,,,,,,,,1.0246,18.3516,134.0,27.0,18.8029,1.1323,22.3011,201.0,59.0,25.2522,1.0395,4.4998,,,4.6777,0.9792,15.3879,194.0,28.0,15.0686
2551,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2019,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,,,,,,,,,0.9133,16.1428,,,14.7437,0.9864,19.7549,66.0,12.0,19.4865,,,,,,0.9966,13.8275,,,13.7802
2552,HENRY COUNTY MEDICAL CENTER (440132),2019,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,0.9649,18.114,,,17.4788,,,,,,1.0249,17.5422,218.0,41.0,17.9796,1.0248,20.5797,187.0,41.0,21.0909,1.3035,4.1757,358.0,25.0,5.4432,0.8476,15.1744,315.0,31.0,12.8622
2553,SAINT THOMAS MIDTOWN HOSPITAL (440133),2019,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,0.8513,15.392,219.0,19.0,13.1039,0.8428,13.0594,,,11.0068,0.937,18.7823,357.0,58.0,17.5988,0.948,21.5482,609.0,121.0,20.4279,0.9499,3.8762,1115.0,40.0,3.6818,0.994,15.9792,487.0,77.0,15.884
2554,TENNOVA HEALTHCARE-SHELBYVILLE (440137),2019,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,,,,,,,,,0.9884,19.704,97.0,18.0,19.4752,1.0666,21.9418,76.0,22.0,23.4037,,,,,,1.0686,15.7072,167.0,32.0,16.7852
2555,TENNOVA HEALTHCARE-HARTON (440144),2019,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,1.0247,15.4647,123.0,21.0,15.8463,,,,,,0.9982,20.5328,269.0,55.0,20.4967,1.0611,20.9687,221.0,53.0,22.2496,0.9881,4.7276,,,4.6713,0.9715,16.6766,307.0,48.0,16.2015
2556,SAINT THOMAS DEKALB HOSPITAL (440148),2019,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,,,,,,,,,1.0591,20.3615,63.0,18.0,21.565,1.0035,21.0889,84.0,18.0,21.1628,,,,,,0.9252,16.2733,117.0,13.0,15.0561
2557,TRISTAR SUMMIT MEDICAL CENTER (440150),2019,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,0.993,13.389,131.0,17.0,13.2958,,,,,,1.0392,20.4056,382.0,84.0,21.2052,1.0416,21.0064,381.0,86.0,21.8812,1.1187,4.3085,242.0,14.0,4.82,1.1931,15.6394,586.0,120.0,18.6594
2558,SAINT THOMAS RIVER PARK HOSPITAL (440151),2019,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,,,,,,,,,,,0.9852,21.1138,145.0,29.0,20.8005,1.0299,21.3275,178.0,41.0,21.9661,1.0455,3.9342,,,4.1131,0.9895,16.7024,379.0,62.0,16.5267
2559,REGIONAL ONE HEALTH (440152),2019,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,,,,,,,,,,,,,,,,1.015,21.6226,,,21.9475,1.3349,3.9703,114.0,12.0,5.2998,,,,,
2560,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER (440153),2019,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,0.968,21.087,,,20.4131,,,,,,0.9886,19.9961,136.0,26.0,19.7675,0.9613,22.0528,,,21.1998,,,,,,1.0575,16.2042,144.0,28.0,17.1353
2561,PARKRIDGE MEDICAL CENTER (440156),2019,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,1.0661,15.5858,289.0,52.0,16.6159,1.0243,14.0081,142.0,21.0,14.348,0.8963,19.4537,523.0,83.0,17.4359,0.9227,21.2856,474.0,88.0,19.6407,0.977,4.1298,458.0,18.0,4.0348,0.9941,16.0356,479.0,76.0,15.9404
2562,DELTA MEDICAL CENTER (440159),2019,Acute Care,Proprietary,228.0,35.067788,-89.932213,TN,,,0.0,,,,,,,,,,,,,1.0224,21.7685,,,22.2556,,,,,,,,,,
2563,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2019,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,1.1465,15.175,566.0,107.0,17.3976,0.9861,13.7956,407.0,55.0,13.6035,1.0591,20.2181,339.0,77.0,21.4125,1.0416,21.8765,673.0,156.0,22.7857,0.9215,4.0178,1693.0,61.0,3.7025,1.0682,16.7129,521.0,97.0,17.8532
2564,PARKWEST MEDICAL CENTER (440173),2019,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,1.0253,14.6574,409.0,63.0,15.0285,0.9275,12.4018,234.0,25.0,11.5022,0.9963,20.3438,406.0,82.0,20.2677,0.9821,21.4368,661.0,138.0,21.0529,1.0222,3.8234,1498.0,59.0,3.9084,1.0299,15.8983,655.0,109.0,16.3737
2565,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2019,Acute Care,Proprietary,96.0,,,TN,,,,,,,,,,,0.9615,18.607,117.0,18.0,17.8908,1.0499,20.9965,140.0,34.0,22.0451,1.0771,5.1025,,,5.4961,0.8504,15.4152,308.0,31.0,13.1086
2566,INDIAN PATH COMMUNITY HOSPITAL (440176),2019,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,1.0392,21.0267,98.0,24.0,21.8514,,,,,,0.9862,22.0377,143.0,30.0,21.7346,1.0143,23.0647,137.0,33.0,23.3938,1.215,3.7423,154.0,11.0,4.5467,1.008,18.0242,278.0,51.0,18.1691
2567,JELLICO COMMUNITY HOSPITAL (440180),2019,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,,,,,,,,,1.0287,18.2425,138.0,28.0,18.766,1.0658,21.6802,73.0,21.0,23.1065,,,,,,1.075,16.4643,111.0,24.0,17.6989
2568,MCKENZIE REGIONAL HOSPITAL (440182),2019,Acute Care,Proprietary,30.0,,,TN,,,,,,,,,,,1.018,17.7583,,,18.0775,0.9245,20.3301,,,18.7953,,,,,,1.0086,14.7066,118.0,18.0,14.8327
2569,ST FRANCIS HOSPITAL (440183),2019,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,0.9989,15.8145,222.0,35.0,15.7969,1.144,15.5369,92.0,20.0,17.7735,1.0183,20.2812,245.0,52.0,20.6533,1.0728,21.0754,462.0,109.0,22.609,1.2239,4.2893,815.0,47.0,5.2495,1.0951,16.8379,328.0,66.0,18.4389
2570,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2019,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,,,,,,,,,,,0.9436,19.2641,211.0,34.0,18.1783,1.0389,20.5612,101.0,24.0,21.3601,,,,,,0.9836,15.9065,230.0,35.0,15.6454
2571,TENNOVA HEALTHCARE-CLEVELAND (440185),2019,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,1.0379,17.2426,65.0,14.0,17.8956,,,,,,1.0098,20.8424,367.0,78.0,21.0474,1.0659,21.8481,360.0,88.0,23.288,1.0369,4.0828,,,4.2334,1.0291,16.826,556.0,98.0,17.3162
2572,LIVINGSTON REGIONAL HOSPITAL (440187),2019,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,,,,,,,,,1.0643,16.2583,182.0,36.0,17.3032,1.0271,18.6244,122.0,25.0,19.1292,,,,,,0.9606,15.3468,389.0,55.0,14.7423
2573,TENNOVA HEALTHCARE-REGIONAL JACKSON (440189),2019,Acute Care,Proprietary,115.0,,,TN,0.9754,18.2404,335.0,58.0,17.7911,,,,,,1.0197,20.2268,497.0,104.0,20.6248,1.0781,23.0276,298.0,79.0,24.8265,1.2121,4.5474,272.0,19.0,5.5122,1.0573,18.5074,243.0,51.0,19.5677
2574,SAINT THOMAS HIGHLANDS HOSPITAL (440192),2019,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,,,,,,,,,0.9858,21.8077,75.0,15.0,21.4979,0.9703,20.4859,65.0,11.0,19.8779,,,,,,0.9965,16.0871,151.0,24.0,16.0311
2575,TENNOVA HEALTHCARE-LEBANON (440193),2019,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,0.9799,18.0152,,,17.6538,,,,,,0.964,18.5517,239.0,40.0,17.883,1.0033,20.4844,179.0,37.0,20.5527,0.9226,4.2155,,,3.8893,1.0037,16.6788,381.0,64.0,16.7401
2576,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2019,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,1.0273,13.8267,80.0,13.0,14.2042,,,,,,1.0205,18.3401,227.0,44.0,18.7158,1.0046,21.3282,204.0,44.0,21.4255,1.0409,4.5864,,,4.774,0.985,16.8849,258.0,42.0,16.6318
2577,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2019,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,1.0159,16.163,61.0,11.0,16.4204,,,,,,1.0364,19.3461,126.0,28.0,20.0513,1.0519,20.0863,193.0,44.0,21.1292,0.8716,4.3632,,,3.8028,1.0706,14.9055,119.0,23.0,15.9574
2578,SAINT THOMAS STONES RIVER HOSPITAL (440200),2019,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,,,,,,,,,0.9759,20.1832,,,19.6969,0.9532,21.7615,,,20.743,,,,,,0.9934,16.0474,84.0,13.0,15.9417
2579,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY (440218),2019,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,,,,,,,,,,,,,,,,,,,0.9263,2.971,,,2.7519,,,,,
2580,TRISTAR STONECREST MEDICAL CENTER (440227),2019,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,1.0162,14.559,88.0,14.0,14.7952,,,,,,1.0272,18.7294,213.0,43.0,19.2392,1.069,20.1768,175.0,42.0,21.5699,1.074,3.4859,,,3.7437,1.0988,15.7879,221.0,44.0,17.3477
2581,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2019,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,1.0637,15.2779,118.0,23.0,16.2515,,,,,,0.9813,17.4644,294.0,49.0,17.137,1.05,19.5847,306.0,66.0,20.5641,1.0211,4.0212,,,4.1063,0.9586,15.3572,438.0,62.0,14.7212
2582,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS (450002),2019,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,1.0093,15.2139,107.0,17.0,15.3556,,,,,,1.0092,17.7946,180.0,33.0,17.9579,0.9139,20.9977,238.0,40.0,19.19,1.0983,3.9423,,,4.3297,1.1684,15.5242,351.0,73.0,18.138
2583,PETERSON REGIONAL MEDICAL CENTER (450007),2019,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,0.9513,14.0119,,,13.3292,,,,,,1.0123,18.3537,275.0,52.0,18.5786,0.9026,19.388,276.0,42.0,17.4999,0.8282,4.2443,480.0,13.0,3.5153,0.8854,15.9972,495.0,63.0,14.1646
2584,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2019,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,0.912,14.9849,414.0,51.0,13.6665,1.0882,13.6809,126.0,21.0,14.887,0.9342,18.9543,531.0,89.0,17.7081,0.897,21.3761,865.0,159.0,19.1752,1.1014,4.7922,227.0,14.0,5.2783,0.9175,16.7755,1404.0,211.0,15.3924
2585,ST JOSEPH REGIONAL HEALTH CENTER (450011),2019,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,0.9829,15.6257,313.0,47.0,15.3581,0.9977,11.9552,143.0,17.0,11.9281,0.9885,19.4955,456.0,87.0,19.2711,0.8769,22.0167,784.0,143.0,19.3056,1.4016,4.273,450.0,34.0,5.989,0.9531,16.578,708.0,109.0,15.7998
2586,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2019,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,0.993,18.1394,,,18.0132,,,,,,0.9519,19.8164,115.0,18.0,18.8623,0.9987,23.7714,350.0,83.0,23.7396,1.096,3.7228,,,4.0804,0.9423,18.6166,186.0,29.0,17.5432
2587,UNIVERSITY OF TEXAS MEDICAL BRANCH (450018),2019,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,1.1028,16.06,304.0,60.0,17.7107,0.9938,13.4526,,,13.3696,0.9975,19.6553,307.0,60.0,19.606,1.1215,20.9751,691.0,170.0,23.5245,1.3753,4.1948,249.0,21.0,5.7693,1.104,15.9165,450.0,85.0,17.5717
2588,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2019,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,0.966,18.4398,136.0,22.0,17.8125,0.7989,15.3859,235.0,23.0,12.2917,0.9632,19.79,508.0,94.0,19.061,0.9414,21.6053,963.0,192.0,20.3386,1.1289,5.1566,849.0,52.0,5.8215,0.9183,16.3719,998.0,145.0,15.0345
2589,CITIZENS MEDICAL CENTER (450023),2019,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,0.9556,15.0329,242.0,32.0,14.3649,1.14,13.3937,,,15.2686,0.987,19.6677,309.0,59.0,19.4129,0.965,21.2279,387.0,77.0,20.4845,0.8229,4.4171,,,3.6347,0.9086,16.6042,409.0,56.0,15.0864
2590,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2019,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,1.0145,14.0622,,,14.2658,,,,,,0.9877,20.5735,,,20.32,1.0558,20.1978,101.0,25.0,21.3249,,,,,,1.0036,14.5689,108.0,16.0,14.6212
2591,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2019,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,1.0975,17.1955,244.0,52.0,18.872,1.1331,15.6589,71.0,16.0,17.7433,0.9527,18.2627,216.0,34.0,17.3986,1.0538,23.0221,303.0,77.0,24.2619,0.9874,4.4019,,,4.3466,1.1048,17.1423,332.0,69.0,18.9395
2592,LAREDO MEDICAL CENTER (450029),2019,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,0.8911,17.3195,131.0,13.0,15.4331,,,,,,0.8624,19.416,352.0,48.0,16.7438,0.9714,21.8456,433.0,90.0,21.22,1.0926,3.9423,306.0,15.0,4.3076,0.8662,18.2044,613.0,88.0,15.7693
2593,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2019,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,,,,,,,,,,,1.1351,19.5012,150.0,43.0,22.1359,1.0819,21.5417,244.0,62.0,23.3062,0.9811,4.5429,,,4.4571,1.0949,16.7596,406.0,80.0,18.3497
2594,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2019,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,0.9948,16.7522,170.0,28.0,16.6646,0.9826,13.6594,,,13.4212,1.027,18.9627,267.0,54.0,19.4739,1.0066,21.7987,390.0,86.0,21.9424,0.7841,4.5766,920.0,28.0,3.5883,0.9827,17.5027,605.0,103.0,17.1997
2595,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2019,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,1.0853,13.7839,234.0,40.0,14.9593,1.1723,12.2034,125.0,22.0,14.3057,1.0011,19.2,447.0,86.0,19.221,0.9585,21.3351,688.0,138.0,20.4507,1.0964,4.8687,376.0,22.0,5.3382,0.8624,16.9899,606.0,80.0,14.6527
2596,ST JOSEPH MEDICAL CENTER (450035),2019,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,0.9681,18.4634,,,17.8746,0.9594,15.9062,,,15.2599,0.9249,18.5348,,,17.1427,1.0048,22.6671,205.0,47.0,22.7748,1.0666,4.5699,,,4.8742,0.9318,18.3078,166.0,24.0,17.0602
2597,JPS HEALTH NETWORK (450039),2019,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,1.058,17.3858,62.0,15.0,18.3949,,,,,,1.0043,21.6924,127.0,28.0,21.7851,0.8952,23.9173,160.0,27.0,21.4105,0.9545,5.0317,,,4.8029,0.9016,18.3372,147.0,18.0,16.5334
2598,COVENANT MEDICAL CENTER (450040),2019,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,0.9644,15.7205,813.0,121.0,15.1602,0.9493,13.7993,186.0,23.0,13.0991,0.8656,20.2726,489.0,75.0,17.5481,0.9593,22.354,754.0,159.0,21.4447,1.1644,4.629,609.0,36.0,5.3902,0.9037,17.7158,1000.0,154.0,16.0092
2599,PROVIDENCE HEALTH CENTER (450042),2019,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,1.0443,13.7534,309.0,47.0,14.3623,0.938,13.007,120.0,13.0,12.2004,1.0243,19.8443,601.0,124.0,20.3268,0.8771,20.5409,767.0,130.0,18.0172,1.1497,4.0373,498.0,26.0,4.6419,0.9551,15.7978,959.0,142.0,15.0887
2600,UT SOUTHWESTERN UNIVERSITY HOSPITAL (450044),2019,Acute Care,Government - State,459.0,,,TX,1.0696,17.2094,145.0,31.0,18.4063,1.1546,15.1402,52.0,13.0,17.4803,0.9807,20.9041,217.0,43.0,20.5015,0.9457,23.9719,647.0,143.0,22.6697,0.9672,4.8315,,,4.6732,0.9258,18.5567,429.0,69.0,17.1791
