,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2367,ROXBOROUGH MEMORIAL HOSPITAL (390304),2020,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,1.0776,21.4885,27.0,11.0,23.1554,,,,,,0.9853,21.8632,89.0,18.0,21.5419,1.18,24.6298,155.0,56.0,29.0637,,,,,,1.0652,19.5304,171.0,40.0,20.8045
2368,EDGEWOOD SURGICAL HOSPITAL (390307),2020,Acute Care,Physician,10.0,41.330051,-80.417855,PA,,,,,,,,,,,,,,,,,,,,,1.0195,4.0046,,,4.0828,,,,,
2369,COORDINATED HEALTH ORTHOPEDIC HOSPITAL (390314),2020,Acute Care,Physician,20.0,40.673762,-75.365401,PA,,,,,,,,,,,,,,,,,,,,,1.0198,4.3128,901.0,40.0,4.3983,,,,,
2370,SURGICAL INSTITUTE OF READING (390316),2020,Acute Care,Proprietary,15.0,40.357951,-75.987577,PA,,,,,,,,,,,,,,,,,,,,,1.0054,3.6402,571.0,21.0,3.66,,,,,
2371,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH (390321),2020,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,,,,,,,,,,,,,,,,,,,,1.2464,3.9488,708.0,39.0,4.9219,,,,,
2372,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC (390322),2020,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,,,,,,,,,,,,,,,,,,,0.8657,2.9849,1109.0,26.0,2.5839,,,,,
2373,ADVANCED SURGICAL HOSPITAL (390323),2020,Acute Care,Proprietary,14.0,40.156723,-80.280536,PA,,,,,,,,,,,,,,,,,,,,,0.9145,3.5002,,,3.2009,,,,,
2374,PHYSICIAN'S CARE SURGICAL HOSPITAL (390324),2020,Acute Care,Physician,12.0,40.216786,-75.553707,PA,,,,,,,,,,,,,,,,,,,,,0.8389,2.8325,767.0,15.0,2.3762,,,,,
2375,OSS ORTHOPAEDIC HOSPITAL (390325),2020,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,,,,,,,,,,,,,,,,,,,,0.7955,3.8448,859.0,22.0,3.0583,,,,,
2376,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2020,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,0.9886,12.4288,111.0,13.0,12.2871,,,,,,1.0405,19.3565,248.0,53.0,20.1395,1.013,20.8647,512.0,109.0,21.1359,0.9152,4.8076,,,4.4,1.0049,16.0043,539.0,87.0,16.082
2377,WELLSPAN SURGERY AND REHABILITATION HOSPITAL (390327),2020,Acute Care,Voluntary non-profit - Private,73.0,39.923277,-76.716898,PA,,,,,,,,,,,,,,,,,,,,,1.1175,3.9846,245.0,13.0,4.4527,,,,,
2378,UPMC EAST (390328),2020,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,1.0638,16.3324,111.0,23.0,17.3737,,,,,,1.1143,20.1903,162.0,45.0,22.4985,1.041,22.2158,227.0,55.0,23.1266,0.855,3.8987,,,3.3334,0.9121,16.569,232.0,29.0,15.1121
2379,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2020,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,0.9918,15.3931,252.0,38.0,15.2676,0.9921,13.061,,,12.9578,0.9995,18.541,243.0,45.0,18.5326,1.0344,20.9845,594.0,131.0,21.7063,1.4167,4.6113,310.0,27.0,6.5329,0.9289,15.0975,362.0,46.0,14.0234
2380,ST LUKE'S HOSPITAL - MONROE CAMPUS (390330),2020,Acute Care,Voluntary non-profit - Private,88.0,40.997966,-75.261786,PA,1.0087,13.1421,,,13.257,,,,,,1.0382,18.7194,119.0,26.0,19.4353,1.052,22.0115,280.0,68.0,23.157,,,,,,0.925,16.2068,214.0,27.0,14.9913
2381,ROGER WILLIAMS MEDICAL CENTER (410004),2020,Acute Care,Voluntary non-profit - Private,163.0,41.834015,-71.43458,RI,1.042,18.5,65.0,15.0,19.2768,,,,,,1.0347,18.9724,160.0,34.0,19.63,1.0978,21.486,179.0,48.0,23.5864,0.9599,4.3683,,,4.1934,0.9839,15.6666,195.0,29.0,15.4149
2382,OUR LADY OF FATIMA HOSPITAL (410005),2020,Acute Care,Voluntary non-profit - Private,286.0,41.855796,-71.458498,RI,1.0292,16.6326,60.0,12.0,17.1183,,,,,,1.083,18.7214,152.0,37.0,20.2748,1.0809,20.93,200.0,50.0,22.6224,1.1502,4.9415,,,5.6839,0.942,15.0387,126.0,14.0,14.1671
2383,NEWPORT HOSPITAL (410006),2020,Acute Care,Voluntary non-profit - Private,123.0,41.497809,-71.306193,RI,1.0479,16.195,,,16.9714,,,,,,0.9657,20.3587,207.0,38.0,19.6611,0.9601,21.2313,277.0,54.0,20.3852,1.0139,4.668,,,4.7327,0.9057,14.9398,335.0,39.0,13.5316
2384,RHODE ISLAND HOSPITAL (410007),2020,Acute Care,Voluntary non-profit - Private,701.0,41.811956,-71.407049,RI,1.0819,14.7268,605.0,101.0,15.9335,0.9268,13.5871,182.0,21.0,12.5928,0.9911,19.3658,436.0,83.0,19.1936,1.0629,21.8791,1020.0,241.0,23.2555,1.0729,4.29,210.0,11.0,4.6029,0.9817,16.5143,649.0,104.0,16.2128
2385,SOUTH COUNTY HOSPITAL INC (410008),2020,Acute Care,Voluntary non-profit - Private,86.0,41.431883,-71.495882,RI,0.9408,16.6397,,,15.6545,,,,,,0.8837,17.6639,180.0,19.0,15.6095,0.9043,20.6644,305.0,51.0,18.6876,0.7585,3.9467,1108.0,28.0,2.9936,0.903,15.1195,319.0,37.0,13.6533
2386,KENT COUNTY MEMORIAL HOSPITAL (410009),2020,Acute Care,Proprietary,334.0,41.704478,-71.477902,RI,1.0429,15.5732,188.0,33.0,16.2412,,,,,,1.0658,19.1769,426.0,92.0,20.4381,1.0606,21.7113,666.0,157.0,23.0274,1.0523,4.102,,,4.3165,0.941,16.7611,723.0,110.0,15.772
2387,LANDMARK MEDICAL CENTER (410011),2020,Acute Care,Voluntary non-profit - Private,141.0,42.00532,-71.49621,RI,1.0383,18.4407,270.0,54.0,19.1472,,,,,,0.9845,19.5113,204.0,38.0,19.2097,1.0709,23.3122,287.0,76.0,24.9641,,,,,,1.0897,17.479,337.0,70.0,19.0464
2388,THE MIRIAM HOSPITAL (410012),2020,Acute Care,Voluntary non-profit - Private,247.0,41.851653,-71.397562,RI,1.0203,15.7417,441.0,72.0,16.0605,,,,,,1.0808,20.0174,582.0,132.0,21.6351,1.0127,21.3346,1098.0,238.0,21.6055,0.8977,3.9075,913.0,30.0,3.5078,0.8712,15.9459,784.0,100.0,13.8928
2389,WESTERLY HOSPITAL (410013),2020,Acute Care,Voluntary non-profit - Private,82.0,41.362798,-71.825814,RI,1.052,18.3434,41.0,11.0,19.2973,,,,,,0.9568,17.8023,166.0,25.0,17.0337,0.959,21.1858,293.0,57.0,20.3166,0.9284,4.5551,,,4.2291,0.9347,16.0963,222.0,29.0,15.045
2390,PIEDMONT MEDICAL CENTER (420002),2020,Acute Care,Proprietary,289.0,34.955198,-81.05125,SC,0.9774,14.2001,384.0,52.0,13.8794,0.9181,12.652,,,11.6159,1.0493,18.8918,622.0,127.0,19.8228,1.0095,20.8542,686.0,145.0,21.053,1.0736,3.8642,257.0,12.0,4.1486,0.9954,15.4449,724.0,111.0,15.3733
2391,MUSC MEDICAL CENTER (420004),2020,Acute Care,Government - State,783.0,32.7854,-79.946559,SC,1.0067,15.3992,320.0,50.0,15.5023,0.8314,12.3001,152.0,11.0,10.2266,0.9578,20.6508,199.0,36.0,19.7791,1.0273,22.3906,697.0,162.0,23.0027,0.9338,4.279,558.0,21.0,3.996,0.9933,17.3978,425.0,73.0,17.2819
2392,MCLEOD MEDICAL CENTER - DILLON (420005),2020,Acute Care,Voluntary non-profit - Private,66.0,34.421266,-79.366107,SC,,,,,,,,,,,0.9911,18.3738,141.0,25.0,18.2103,1.0724,19.1764,77.0,20.0,20.5646,,,,,,0.995,14.5688,154.0,22.0,14.4957
2393,SPARTANBURG MEDICAL CENTER (420007),2020,Acute Care,Government - Hospital District or Authority,557.0,34.967852,-81.939927,SC,0.9398,14.2118,648.0,83.0,13.356,0.7649,12.961,248.0,18.0,9.9143,0.9472,20.1333,819.0,152.0,19.0693,0.994,20.9263,896.0,186.0,20.7999,1.2528,4.355,599.0,37.0,5.4558,1.0233,16.3794,1041.0,176.0,16.7604
2394,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL (420009),2020,Acute Care,Government - Hospital District or Authority,261.0,34.69712,-82.984385,SC,1.0143,15.8571,,,16.0845,,,,,,1.0458,18.6343,352.0,72.0,19.4872,1.0261,19.9023,296.0,62.0,20.422,1.0014,3.6806,352.0,13.0,3.6858,1.0337,15.5026,648.0,106.0,16.0244
2395,CAROLINA PINES REGIONAL MEDICAL CENTER (420010),2020,Acute Care,Proprietary,116.0,34.348675,-80.105767,SC,0.9842,17.6607,,,17.3818,,,,,,1.0117,18.2706,190.0,36.0,18.4844,1.0616,21.8544,208.0,52.0,23.2013,1.0092,4.655,,,4.6977,0.9994,17.242,331.0,57.0,17.2321
2396,CANNON MEMORIAL HOSPITAL (420011),2020,Acute Care,Voluntary non-profit - Private,42.0,34.874944,-82.704631,SC,,,,,,,,,,,1.012,16.0191,,,16.2116,1.0018,17.3148,,,17.3456,,,,,,0.8955,13.3149,,,11.9238
2397,PRISMA HEALTH BAPTIST EASLEY HOSPITAL (420015),2020,Acute Care,Voluntary non-profit - Private,80.0,34.839651,-82.607064,SC,1.0052,15.5576,,,15.639,,,,,,1.0123,20.6904,153.0,33.0,20.9455,1.0687,20.3633,156.0,38.0,21.7627,1.1037,4.4597,,,4.922,1.1301,16.4104,301.0,64.0,18.5461
2398,PRISMA HEALTH RICHLAND HOSPITAL (420018),2020,Acute Care,Voluntary non-profit - Private,671.0,34.026699,-81.035032,SC,1.0193,14.4578,610.0,91.0,14.7368,1.0082,11.7766,192.0,23.0,11.8735,1.0124,21.2024,275.0,60.0,21.4645,0.9104,21.6462,922.0,176.0,19.7059,0.9773,4.328,294.0,12.0,4.2298,1.0604,17.3513,560.0,107.0,18.3998
2399,MUSC HEALTH CHESTER MEDICAL CENTER (420019),2020,Acute Care,Proprietary,124.0,34.683429,-81.184551,SC,,,,,,,,,,,1.0011,17.2076,75.0,13.0,17.2263,0.9717,18.9483,,,18.4127,,,,,,0.9766,13.6691,101.0,12.0,13.3498
2400,TIDELANDS HEALTH (420020),2020,Acute Care,Voluntary non-profit - Private,121.0,33.379078,-79.285344,SC,0.9883,13.0909,152.0,19.0,12.9377,,,,,,1.0021,18.9222,131.0,25.0,18.962,0.9202,20.7921,188.0,31.0,19.1338,1.024,3.5332,,,3.6179,1.0386,15.7308,248.0,43.0,16.338
2401,ST FRANCIS-DOWNTOWN (420023),2020,Acute Care,Voluntary non-profit - Private,435.0,,,SC,1.0404,13.2321,405.0,58.0,13.7673,1.0089,11.3894,207.0,24.0,11.4903,0.9662,17.4354,478.0,78.0,16.8464,0.865,20.307,766.0,126.0,17.5646,0.708,4.2095,1928.0,51.0,2.9801,0.9167,15.1919,873.0,116.0,13.9269
2402,PROVIDENCE HEALTH (420026),2020,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,1.0646,14.9012,601.0,99.0,15.8631,1.1056,11.906,285.0,40.0,13.1631,0.9495,18.9777,277.0,46.0,18.0193,0.9202,20.3514,774.0,140.0,18.7282,0.9364,3.6568,620.0,20.0,3.4242,0.9926,15.6865,472.0,73.0,15.5696
2403,ANMED HEALTH (420027),2020,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,0.8827,12.932,218.0,18.0,11.4156,1.0171,12.3782,92.0,12.0,12.5899,1.0225,19.7993,935.0,191.0,20.2444,1.0353,20.6016,1045.0,225.0,21.3295,0.8663,3.9811,455.0,13.0,3.4486,1.0845,16.1613,1504.0,269.0,17.5277
2404,COLLETON MEDICAL CENTER (420030),2020,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,,,,,,,,,,,1.0249,18.4067,165.0,33.0,18.8658,0.9893,22.5457,272.0,60.0,22.3048,0.9614,4.1122,,,3.9534,1.0104,15.4536,207.0,33.0,15.6148
2405,PRISMA HEALTH GREER MEMORIAL HOSPITAL (420033),2020,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,,,,,,,,,,,0.9845,16.6297,,,16.3727,0.9263,20.6339,118.0,18.0,19.1137,0.8061,3.4867,,,2.8107,1.0035,14.9563,245.0,37.0,15.0093
2406,MUSC HEALTH LANCASTER MEDICAL CENTER (420036),2020,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,1.0495,19.1237,70.0,17.0,20.0704,,,,,,1.0818,19.1185,309.0,70.0,20.6829,1.003,20.838,291.0,61.0,20.9002,1.0501,4.0916,,,4.2967,1.0154,15.9745,339.0,56.0,16.221
2407,PRISMA HEALTH HILLCREST HOSPITAL (420037),2020,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,,,0.0,,,,,,,,0.985,17.3621,,,17.1024,0.9633,18.7296,,,18.0417,1.0233,3.2707,,,3.3469,0.9881,13.8216,152.0,20.0,13.6567
2408,PRISMA HEALTH LAURENS COUNTY HOSPITAL (420038),2020,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,,,,,,,,,,,0.9668,17.8256,,,17.2331,0.9633,19.3381,146.0,25.0,18.6288,0.9267,4.0341,,,3.7386,1.0124,15.2186,209.0,33.0,15.4074
2409,CHEROKEE MEDICAL CENTER (420043),2020,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,,,,,,,,,,,0.9896,16.7754,95.0,15.0,16.6006,1.0131,19.3688,98.0,20.0,19.6219,0.9912,4.2018,,,4.1647,0.9872,14.6957,116.0,16.0,14.5072
2410,KERSHAWHEALTH (420048),2020,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,0.9725,17.0974,,,16.6268,,,,,,0.8468,19.2049,212.0,22.0,16.2628,1.0256,21.3252,313.0,70.0,21.8719,1.0486,4.4629,,,4.6799,0.9654,16.2599,346.0,52.0,15.6981
2411,CONWAY MEDICAL CENTER (420049),2020,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,1.0061,16.8578,,,16.961,,,,,,1.0583,18.9092,398.0,84.0,20.0115,1.0299,20.4428,324.0,70.0,21.054,0.8733,3.4876,904.0,25.0,3.0456,0.9705,16.0856,525.0,80.0,15.6115
2412,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2020,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,0.9484,16.3175,802.0,121.0,15.4762,0.9231,13.8419,274.0,33.0,12.7775,0.9226,20.3367,726.0,130.0,18.7629,0.9184,23.2336,1304.0,273.0,21.3389,1.1415,3.8881,800.0,38.0,4.4384,1.0602,17.6133,1248.0,237.0,18.6729
2413,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2020,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,,,,,,,,,,,0.9382,17.5455,,,16.4621,0.9569,18.6205,93.0,14.0,17.818,1.226,3.9727,269.0,17.0,4.8704,0.9758,14.6329,158.0,21.0,14.2794
2414,MUSC HEALTH MARION MEDICAL CENTER (420055),2020,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,,,,,,,,,,,1.0728,17.6417,83.0,21.0,18.9259,1.1177,19.6424,147.0,39.0,21.954,,,,,,1.0781,15.319,194.0,37.0,16.5151
2415,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2020,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,,,,,,,,,,,0.9003,19.4421,251.0,36.0,17.5033,1.0587,20.5546,292.0,67.0,21.7602,,,0.0,,,0.9474,16.1017,469.0,68.0,15.2541
2416,LAKE CITY COMMUNITY HOSPITAL (420066),2020,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,,,,,,,,,,0.9647,17.5296,,,16.9115,1.086,19.8711,51.0,16.0,21.5798,,,,,,1.0244,14.1973,65.0,11.0,14.5436
2417,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2020,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,1.1096,13.7523,98.0,21.0,15.2592,,,,,,0.9854,18.6663,354.0,64.0,18.3937,1.0404,21.5778,292.0,68.0,22.4496,0.7935,3.5574,542.0,11.0,2.8229,0.9519,16.488,301.0,44.0,15.6945
2418,TRMC OF ORANGEBURG & CALHOUN (420068),2020,Acute Care,Government - Local,285.0,,,SC,0.9934,18.6386,,,18.5155,,,,,,1.0676,18.8742,253.0,56.0,20.1502,1.0368,21.1452,186.0,43.0,21.9239,0.9108,4.5039,,,4.102,1.133,16.7488,372.0,79.0,18.9763
2419,PRISMA HEATH TUOMEY HOSPITAL (420070),2020,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,1.0572,21.1984,60.0,17.0,22.4114,,,,,,1.0496,19.6115,385.0,83.0,20.5833,1.0768,22.6581,694.0,174.0,24.399,0.965,4.5645,265.0,11.0,4.4046,1.0897,16.8651,469.0,92.0,18.3785
2420,SELF REGIONAL HEALTHCARE (420071),2020,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,0.9229,14.272,331.0,39.0,13.1709,0.96,13.0464,,,12.5241,1.0368,20.0176,343.0,74.0,20.7552,0.9048,20.6818,454.0,79.0,18.713,0.7613,4.2977,,,3.2718,1.0502,15.5069,490.0,83.0,16.285
2421,HAMPTON REGIONAL MEDICAL CENTER (420072),2020,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,,,,,,,,,,,,,,,0.9917,17.5453,66.0,11.0,17.3991,,,,,,1.0507,15.3217,73.0,15.0,16.0992
2422,LEXINGTON MEDICAL CENTER (420073),2020,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,0.9035,12.9526,544.0,58.0,11.7023,0.8184,10.9126,244.0,17.0,8.9308,0.9997,18.2826,591.0,108.0,18.2776,1.0383,20.3576,978.0,209.0,21.1377,0.7791,3.7893,564.0,12.0,2.9522,1.0246,15.9248,1265.0,208.0,16.3164
2423,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL (420078),2020,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,0.9429,13.7491,612.0,76.0,12.9641,1.0292,12.0584,244.0,31.0,12.411,0.9553,19.8309,277.0,49.0,18.9453,0.8488,21.0681,910.0,153.0,17.8836,,,,,,1.0227,16.7789,947.0,164.0,17.1599
2424,TRIDENT MEDICAL CENTER (420079),2020,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,1.079,14.9842,461.0,79.0,16.1674,1.0026,13.2552,150.0,20.0,13.2897,1.0535,17.2499,727.0,136.0,18.1723,1.0902,20.694,1027.0,237.0,22.561,1.1677,3.8985,748.0,37.0,4.5523,1.1093,15.3867,827.0,148.0,17.069
2425,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2020,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,1.1287,11.0027,204.0,32.0,12.419,1.047,10.0641,,,10.5369,1.0759,16.5036,268.0,53.0,17.757,1.1086,19.0963,377.0,86.0,21.1696,1.1314,3.5523,589.0,26.0,4.0193,1.0447,14.4275,512.0,80.0,15.0726
2426,AIKEN REGIONAL MEDICAL CENTER (420082),2020,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,1.0496,13.5839,177.0,28.0,14.2572,1.0717,12.3283,,,13.2117,0.995,18.8074,328.0,61.0,18.7136,1.018,20.3284,478.0,100.0,20.6952,1.4416,4.487,230.0,22.0,6.4682,0.8332,15.8307,438.0,46.0,13.1906
2427,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2020,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,1.0195,13.3745,872.0,120.0,13.6357,0.9016,11.7348,279.0,27.0,10.5802,1.0198,18.5813,636.0,122.0,18.9487,1.0511,20.764,1269.0,280.0,21.8251,1.4512,3.8311,880.0,56.0,5.5595,1.1493,15.805,951.0,182.0,18.1649
2428,PRISMA HEALTH BAPTIST (420086),2020,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,,,,,,,,,,,0.9815,18.5622,134.0,23.0,18.2179,0.9385,21.7289,176.0,32.0,20.3917,1.0303,3.755,1252.0,49.0,3.8689,1.0098,16.4623,333.0,56.0,16.6233
2429,ROPER HOSPITAL (420087),2020,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,1.0264,12.9845,334.0,46.0,13.3278,1.0266,11.9498,280.0,35.0,12.2677,0.9389,18.077,275.0,42.0,16.973,0.913,21.0367,924.0,172.0,19.2061,0.9008,3.7796,1585.0,52.0,3.4046,1.0569,15.9959,564.0,99.0,16.9059
2430,EAST COOPER MEDICAL CENTER (420089),2020,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,,,,,,,,,,,0.9874,17.976,73.0,12.0,17.7488,0.9213,19.1909,95.0,12.0,17.6803,1.1864,3.7765,575.0,29.0,4.4803,1.0035,14.064,211.0,30.0,14.113
2431,MUSC HEALTH FLORENCE MEDICAL CENTER (420091),2020,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,1.1015,16.6178,203.0,43.0,18.3038,1.1062,13.3898,57.0,11.0,14.8121,1.0579,19.2825,410.0,88.0,20.3995,1.1077,22.4296,457.0,120.0,24.8462,1.1381,4.0266,,,4.5825,1.095,17.1211,490.0,98.0,18.7475
2432,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2020,Acute Care,Voluntary non-profit - Private,148.0,,,SC,0.9987,13.4767,,,13.4591,,,,,,0.97,17.7296,426.0,71.0,17.1982,0.9355,19.9699,428.0,76.0,18.6823,0.9538,3.6055,869.0,29.0,3.4389,0.9325,15.9948,520.0,73.0,14.9149
2433,COASTAL CAROLINA HOSPITAL (420101),2020,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,,,,,,,,,,,1.0453,17.6858,155.0,32.0,18.4878,1.0774,18.943,135.0,32.0,20.4093,1.0567,3.3978,,,3.5906,0.9458,14.2354,212.0,25.0,13.4635
2434,PRISMA HEALTH  PATEWOOD HOSPITAL (420102),2020,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,,,,,,,,,,,,,,,,,,,,,0.7258,3.574,1193.0,25.0,2.5941,,,,,
2435,PELHAM MEDICAL CENTER (420103),2020,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,,,,,,,,,,,1.0173,17.6785,143.0,27.0,17.9848,0.9418,19.3722,118.0,18.0,18.2442,0.9214,3.7847,,,3.4873,0.9728,14.7093,229.0,31.0,14.3096
2436,MOUNT PLEASANT HOSPITAL (420104),2020,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,,,,,,,,,,0.9812,17.1172,,,16.7959,1.0582,19.8595,117.0,28.0,21.0149,0.7505,3.5334,,,2.6517,0.9608,14.6637,153.0,19.0,14.0891
2437,MCLEOD LORIS  HOSPITAL (420105),2020,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,1.0639,17.4248,50.0,13.0,18.5388,,,,,,0.9277,18.2493,293.0,44.0,16.9293,1.0293,21.7645,376.0,86.0,22.4011,0.9774,3.9766,397.0,15.0,3.8867,0.9146,15.9914,484.0,65.0,14.6264
2438,PRISMA HEALTH BAPTIST PARKRIDGE (420106),2020,Acute Care,Voluntary non-profit - Private,76.0,,,SC,,,,,,,,,,,0.9937,18.7132,94.0,17.0,18.5949,0.9381,20.0825,174.0,29.0,18.8391,0.9591,3.5041,,,3.3607,0.8946,15.18,303.0,34.0,13.5795
2439,MCLEOD HEALTH CHERAW (420107),2020,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,,,,,,,,,,,0.9795,17.0449,87.0,13.0,16.6957,1.0717,20.6097,76.0,21.0,22.0871,,,,,,1.0242,15.7913,182.0,31.0,16.1727
2440,UNION MEDICAL CENTER (420108),2020,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,,,,,,,,,,0.9936,15.7516,86.0,13.0,15.6512,1.0241,18.403,,,18.847,,,,,,0.9975,13.7059,,,13.6713
2441,MCLEOD HEALTH CLARENDON (420109),2020,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,,,,,,,,,,1.0289,16.936,74.0,15.0,17.4256,0.9587,20.7665,,,19.9082,,,,,,1.0197,15.8931,97.0,17.0,16.2064
2442,PRAIRIE LAKES HOSPITAL (430005),2020,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,1.112,14.336,49.0,14.0,15.9413,,,,,,0.9412,18.3372,113.0,15.0,17.2599,0.9779,18.5364,101.0,17.0,18.1273,1.0246,4.3499,,,4.4569,0.9045,15.1782,149.0,14.0,13.7291
2443,BROOKINGS HEALTH SYSTEM (430008),2020,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,,,,,,,,,,0.9705,17.2633,,,16.7539,0.9816,20.2663,81.0,15.0,19.8935,,,,,,0.9166,14.3538,133.0,12.0,13.1563
2444,AVERA SACRED HEART HOSPITAL (430012),2020,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,0.9834,14.8014,,,14.5564,,,,,,0.9401,16.122,135.0,16.0,15.1558,0.8709,18.9011,158.0,18.0,16.4608,0.9931,3.7696,324.0,12.0,3.7437,0.9212,14.0448,241.0,26.0,12.9375
2445,AVERA QUEEN OF PEACE (430013),2020,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,,,,,,,,,,,0.9079,17.5298,126.0,13.0,15.9146,0.9533,18.4197,124.0,19.0,17.5593,0.7598,3.8349,,,2.9136,0.87,14.3992,206.0,17.0,12.528
2446,AVERA ST LUKES (430014),2020,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,1.0387,15.7978,96.0,18.0,16.4089,,,,,,0.9163,19.5986,104.0,12.0,17.9578,0.8464,21.5499,252.0,36.0,18.2406,0.8579,4.5837,532.0,18.0,3.9323,0.914,16.6076,243.0,31.0,15.1792
2447,AVERA ST MARY'S HOSPITAL (430015),2020,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,,,,,,,,,,1.0139,16.9355,64.0,12.0,17.1707,0.9742,18.6278,,,18.1478,0.9327,3.6609,,,3.4145,0.864,15.6609,173.0,14.0,13.5313
