,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2286,CARLISLE REGIONAL MEDICAL CENTER (390058),2017,Acute Care,Proprietary,137.0,40.184767,-77.223007,PA,1.009,18.8632,55.0,11.0,19.0322,,,,,,0.9419,17.8709,201.0,30.0,16.8323,1.1182,20.2545,186.0,49.0,22.6482,0.9493,4.5858,322.0,13.0,4.3532,1.0689,15.8703,251.0,46.0,16.9645
2287,LANCASTER REGIONAL MEDICAL CENTER (390061),2017,Acute Care,Proprietary,186.0,,,PA,0.9836,15.3215,,,15.0703,0.9934,14.703,,,14.606,0.982,19.6943,120.0,22.0,19.3396,0.9693,19.5322,163.0,29.0,18.9321,1.1401,4.5322,260.0,16.0,5.1673,0.8979,15.9915,163.0,18.0,14.3594
2288,NASON HOSPITAL (390062),2017,Acute Care,Voluntary non-profit - Private,45.0,40.338067,-78.388945,PA,,,,,,,,,,,,,,,,1.0235,18.8431,81.0,17.0,19.2855,0.9586,4.7482,,,4.5515,0.9144,14.0058,120.0,11.0,12.8064
2289,UPMC HAMOT (390063),2017,Acute Care,Voluntary non-profit - Private,412.0,42.133331,-80.087825,PA,0.8927,15.6515,526.0,67.0,13.9721,0.8958,14.1723,164.0,17.0,12.6958,0.9444,20.2677,370.0,67.0,19.1417,1.0275,21.1754,622.0,137.0,21.7577,0.8647,4.9497,347.0,12.0,4.2799,0.9414,17.5161,595.0,95.0,16.4904
2290,GETTYSBURG HOSPITAL (390065),2017,Acute Care,Voluntary non-profit - Other,75.0,39.823317,-77.234044,PA,0.9992,18.5545,,,18.5403,,,,,,1.0314,19.7519,142.0,31.0,20.3724,0.9894,21.9386,261.0,56.0,21.7071,0.984,5.0692,267.0,13.0,4.9879,0.8999,16.2659,419.0,56.0,14.638
2291,GOOD SAMARITAN HOSPITAL (390066),2017,Acute Care,Voluntary non-profit - Other,155.0,40.146353,-77.128598,PA,0.9637,15.2808,252.0,35.0,14.7266,0.9526,12.8994,103.0,11.0,12.2883,0.9188,16.6345,277.0,37.0,15.2835,0.8592,19.5729,380.0,55.0,16.8166,1.0202,4.6319,288.0,14.0,4.7256,0.9901,15.2894,578.0,87.0,15.1384
2292,PINNACLE HEALTH HOSPITALS (390067),2017,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA,0.9987,15.144,503.0,76.0,15.1242,0.9295,13.9418,174.0,20.0,12.9584,1.0749,17.9486,530.0,107.0,19.2937,0.9934,20.937,978.0,203.0,20.7982,1.103,4.6882,1181.0,63.0,5.1712,0.9115,16.7052,977.0,144.0,15.2271
2293,HEART OF LANCASTER REGIONAL MEDICAL CENTER (390068),2017,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA,,,,,,,,,,,0.9628,16.8714,,,16.2438,0.9623,18.1483,93.0,14.0,17.4638,,,,,,0.9129,13.958,129.0,12.0,12.7424
2294,LOWER BUCKS HOSPITAL (390070),2017,Acute Care,Proprietary,157.0,40.104065,-74.864626,PA,1.0589,17.3861,52.0,13.0,18.4107,,,,,,1.0075,19.1149,148.0,29.0,19.259,1.04,21.9867,186.0,45.0,22.8663,,,,,,1.0958,17.2205,86.0,21.0,18.8698
2295,LOCK HAVEN HOSPITAL (390071),2017,Acute Care,Proprietary,127.0,41.132812,-77.470183,PA,,,,,,,,,,,0.9808,16.5537,,,16.2355,1.0124,20.6923,111.0,24.0,20.9486,,,,,,1.0057,14.5413,128.0,19.0,14.6237
2296,BERWICK HOSPITAL CENTER (390072),2017,Acute Care,Proprietary,283.0,41.070159,-76.230804,PA,1.0663,19.5215,34.0,11.0,20.8154,,,,,,1.0408,16.547,142.0,27.0,17.2217,1.1198,21.0852,110.0,33.0,23.6121,1.0831,4.4953,,,4.869,0.9945,15.2586,160.0,24.0,15.1743
2297,UPMC ALTOONA (390073),2017,Acute Care,Voluntary non-profit - Private,368.0,40.521142,-78.398184,PA,1.025,18.1991,512.0,97.0,18.6533,1.0427,12.7425,,,13.2869,0.8925,20.2646,307.0,48.0,18.0854,0.9188,22.5676,575.0,114.0,20.734,1.0346,5.4072,256.0,15.0,5.5945,0.9502,17.3896,718.0,116.0,16.5231
2298,BRANDYWINE HOSPITAL (390076),2017,Acute Care,Proprietary,173.0,40.009586,-75.790263,PA,0.9864,17.2466,140.0,23.0,17.0123,0.9647,13.3578,,,12.8865,1.0881,20.0167,240.0,58.0,21.7793,1.0376,21.92,346.0,81.0,22.7448,1.0541,5.0156,,,5.2871,1.0047,16.9566,339.0,58.0,17.0369
2299,ROBERT PACKER HOSPITAL (390079),2017,Acute Care,Voluntary non-profit - Other,261.0,,,PA,1.1509,16.1578,638.0,127.0,18.5968,1.0133,13.2877,108.0,15.0,13.4647,1.1017,18.9525,424.0,95.0,20.8806,1.1146,21.4641,653.0,163.0,23.9242,0.9008,4.802,602.0,24.0,4.3259,1.0351,16.4239,519.0,90.0,17.0
2300,JEANES HOSPITAL (390080),2017,Acute Care,Voluntary non-profit - Private,159.0,40.069071,-75.086551,PA,1.0581,16.0189,128.0,25.0,16.95,1.0152,14.6323,,,14.8546,1.0446,19.3164,149.0,33.0,20.1783,1.1245,20.9479,436.0,110.0,23.5558,1.004,5.4106,,,5.4323,1.0233,16.3253,376.0,64.0,16.7057
2301,DELAWARE COUNTY MEMORIAL HOSPITAL (390081),2017,Acute Care,Voluntary non-profit - Private,170.0,39.953877,-75.283921,PA,1.0076,20.7615,,,20.9193,,,,,,1.027,20.0462,205.0,44.0,20.5877,0.9967,22.8922,277.0,63.0,22.8176,1.1914,5.0963,174.0,14.0,6.0716,0.9728,18.1718,291.0,50.0,17.6782
2302,SUNBURY COMMUNITY HOSPITAL (390084),2017,Acute Care,Proprietary,82.0,40.862243,-76.778268,PA,,,,,,,,,,,0.9395,19.0019,118.0,17.0,17.853,0.9578,20.8734,68.0,11.0,19.9931,,,,,,0.9668,16.5212,186.0,28.0,15.9723
2303,PENN HIGHLANDS DUBOIS (390086),2017,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA,0.9681,15.4807,326.0,47.0,14.9875,1.0631,14.761,56.0,11.0,15.6929,0.9651,19.5708,256.0,46.0,18.888,0.9198,22.6866,456.0,90.0,20.8678,0.916,5.2375,,,4.7973,1.0497,17.8119,334.0,65.0,18.6964
2304,WESTERN PENNSYLVANIA HOSPITAL (390090),2017,Acute Care,Voluntary non-profit - Private,299.0,40.462419,-79.946435,PA,0.9817,16.7825,,,16.4749,1.0493,16.5741,,,17.3909,0.9253,17.1842,,,15.9001,0.9079,20.0762,,,18.2265,1.0477,4.9669,,,5.2039,1.0274,18.5173,66.0,14.0,19.0247
2305,UPMC NORTHWEST (390091),2017,Acute Care,Voluntary non-profit - Other,174.0,41.360026,-79.707926,PA,0.9794,20.6047,,,20.1795,,,,,,0.9988,18.7458,385.0,72.0,18.7225,0.9696,22.9303,274.0,59.0,22.2344,1.0585,4.8092,,,5.0904,1.12,18.1518,477.0,103.0,20.3302
2306,CLARION HOSPITAL (390093),2017,Acute Care,Voluntary non-profit - Other,69.0,,,PA,,,,,,,,,,,0.985,18.3554,105.0,18.0,18.0801,1.0447,22.2333,83.0,22.0,23.2277,0.9021,4.9427,,,4.4589,0.9903,16.2453,202.0,32.0,16.0876
2307,ST JOSEPH MEDICAL CENTER (390096),2017,Acute Care,Voluntary non-profit - Church,178.0,40.376717,-75.977661,PA,0.9383,17.7392,179.0,26.0,16.6441,1.0044,15.7158,,,15.7853,0.9532,20.1558,355.0,65.0,19.2126,0.9739,23.5045,514.0,116.0,22.8917,0.8921,6.7651,,,6.035,0.9088,17.0403,335.0,47.0,15.4867
2308,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER (390097),2017,Acute Care,Voluntary non-profit - Church,253.0,40.108944,-75.081101,PA,1.0081,18.3639,154.0,29.0,18.513,,,,,,0.9866,19.8918,239.0,46.0,19.6251,1.0344,21.4482,563.0,127.0,22.1867,1.0235,5.0176,400.0,21.0,5.1354,1.1138,16.702,545.0,107.0,18.6034
2309,LANCASTER GENERAL HOSPITAL (390100),2017,Acute Care,Voluntary non-profit - Other,612.0,40.046975,-76.305328,PA,0.9697,15.8765,869.0,132.0,15.3949,0.9718,13.63,234.0,30.0,13.2459,0.9649,18.64,669.0,118.0,17.986,0.741,20.9527,1730.0,251.0,15.5254,1.0472,4.7183,1439.0,72.0,4.9408,0.8415,15.4041,1308.0,161.0,12.963
2310,MEMORIAL HOSPITAL (390101),2017,Acute Care,Voluntary non-profit - Private,91.0,,,PA,0.9431,15.905,116.0,14.0,15.0003,,,,,,1.0383,17.2911,187.0,36.0,17.9538,0.933,21.2072,188.0,33.0,19.7862,1.1572,5.0264,,,5.8166,1.0484,15.6812,253.0,44.0,16.4395
2311,UPMC ST MARGARET (390102),2017,Acute Care,Voluntary non-profit - Private,245.0,40.487472,-79.896038,PA,1.0513,18.9895,80.0,19.0,19.9645,,,,,,0.9877,22.2729,213.0,46.0,21.9999,0.8889,22.1053,459.0,83.0,19.6488,0.9293,4.7054,353.0,14.0,4.3728,0.942,17.9767,361.0,58.0,16.9343
2312,KANE COMMUNITY HOSPITAL (390104),2017,Acute Care,Voluntary non-profit - Private,31.0,41.673401,-78.731025,PA,,,,,,,,,,,0.9255,18.6089,93.0,11.0,17.2234,0.9562,20.211,107.0,18.0,19.3263,,,,,,0.9736,16.9063,142.0,22.0,16.4593
2313,UPMC PASSAVANT (390107),2017,Acute Care,Voluntary non-profit - Private,385.0,40.568235,-80.016518,PA,0.9397,16.4646,256.0,36.0,15.4724,0.9807,13.999,,,13.7289,1.0254,19.7501,288.0,60.0,20.2526,0.9224,20.8923,539.0,99.0,19.2715,1.0255,4.6362,242.0,12.0,4.7543,1.0754,17.0008,559.0,106.0,18.2828
2314,MEMORIAL MEDICAL CENTER (390110),2017,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,1.125,17.9069,282.0,64.0,20.1456,0.9125,14.2121,,,12.968,1.0417,20.4543,278.0,62.0,21.3082,1.0686,22.1442,629.0,153.0,23.6634,1.1405,4.9541,237.0,16.0,5.6503,1.1239,17.4294,479.0,100.0,19.5895
2315,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2017,Acute Care,Voluntary non-profit - Private,808.0,,,PA,0.9844,17.7326,160.0,27.0,17.4562,0.8788,14.7079,151.0,15.0,12.9251,0.9436,20.6907,138.0,23.0,19.5237,1.0264,23.5721,547.0,134.0,24.1948,,,0.0,,,0.9684,20.4273,307.0,59.0,19.7821
2316,WINDBER HOSPITAL (390112),2017,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,,,,,,,,,,,0.9822,19.844,,,19.4907,0.9602,18.7845,,,18.0373,,,,,,0.8942,15.8002,,,14.1279
2317,MEADVILLE MEDICAL CENTER (390113),2017,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,0.9822,14.7904,,,14.5275,,,,,,0.9773,16.7256,272.0,43.0,16.3458,1.1026,19.3695,258.0,61.0,21.3562,0.7581,5.2682,536.0,16.0,3.9939,0.947,15.5874,398.0,56.0,14.7619
2318,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2017,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,,,,,,,,,,,0.9944,23.2171,,,23.0871,1.062,23.8188,52.0,17.0,25.2951,1.025,4.4585,449.0,21.0,4.5701,1.005,18.6433,84.0,16.0,18.7362
2319,ARIA HEALTH (390115),2017,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,1.0874,18.3585,320.0,69.0,19.9624,1.0643,13.7698,67.0,12.0,14.6552,0.9821,19.9496,588.0,114.0,19.5934,1.0541,22.2316,690.0,165.0,23.4343,1.2132,4.9047,440.0,30.0,5.9502,1.0286,18.2515,743.0,141.0,18.7743
2320,SUBURBAN COMMUNITY HOSPITAL (390116),2017,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,,,,,,,,,,,1.0132,20.6483,120.0,26.0,20.9198,1.0315,20.8964,135.0,31.0,21.555,0.9087,5.1313,,,4.6629,0.8732,18.8717,201.0,26.0,16.4792
2321,UPMC BEDFORD MEMORIAL (390117),2017,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,,,,,,,,,,,1.0557,17.9224,87.0,20.0,18.9211,0.9859,20.8938,77.0,15.0,20.5997,,,,,,0.9602,16.6158,176.0,26.0,15.954
2322,BRADFORD REGIONAL MEDICAL CENTER (390118),2017,Acute Care,Voluntary non-profit - Private,185.0,,,PA,0.9583,19.927,,,19.0962,,,,,,0.9774,19.0633,212.0,38.0,18.633,0.9298,20.9048,105.0,16.0,19.4365,0.918,5.9373,,,5.4506,0.9208,16.2758,268.0,36.0,14.9864
2323,MOSES TAYLOR HOSPITAL (390119),2017,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,1.0032,20.471,,,20.5368,,,,,,0.906,18.9198,230.0,33.0,17.1414,0.9372,20.1593,264.0,46.0,18.8925,0.933,4.8284,,,4.5048,1.037,16.9319,462.0,83.0,17.5583
2324,POTTSTOWN MEMORIAL MEDICAL CENTER (390123),2017,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,1.0646,18.5252,67.0,17.0,19.7217,,,,,,1.3087,20.1112,434.0,133.0,26.3204,1.0921,21.0148,364.0,89.0,22.9496,0.8599,4.9964,,,4.2962,1.1374,16.5202,571.0,114.0,18.7902
2325,WAYNE MEMORIAL HOSPITAL (390125),2017,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,1.0043,18.3559,,,18.435,,,,,,1.1402,18.819,248.0,62.0,21.4582,1.1124,20.3118,241.0,61.0,22.5952,0.9979,5.2195,,,5.2084,1.1107,15.6402,349.0,66.0,17.372
2326,PHOENIXVILLE HOSPITAL (390127),2017,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,0.9478,16.9659,231.0,34.0,16.081,0.994,13.6882,,,13.6055,0.9502,18.9305,202.0,33.0,17.9876,1.0122,21.2418,350.0,76.0,21.5014,0.9817,5.5402,,,5.439,0.9927,17.4001,419.0,72.0,17.2739
2327,CONEMAUGH MINERS MEDICAL CENTER (390130),2017,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,,,,,,,,,,,0.9262,17.3146,,,16.037,1.0349,20.2863,52.0,13.0,20.9947,,,,,,0.9219,18.6325,,,17.1781
2328,LEHIGH VALLEY HOSPITAL (390133),2017,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,1.038,16.3782,1040.0,179.0,17.0005,1.0452,14.4725,340.0,53.0,15.1262,1.0451,21.3085,880.0,199.0,22.269,1.1381,21.9953,1717.0,438.0,25.0331,1.06,5.1266,1451.0,80.0,5.4342,0.9773,17.2996,1255.0,211.0,16.9073
2329,WILKES-BARRE GENERAL HOSPITAL (390137),2017,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,0.9897,17.4615,478.0,82.0,17.2822,0.9868,12.5629,165.0,20.0,12.3968,1.1494,19.7412,1029.0,243.0,22.6908,0.9493,20.897,1014.0,198.0,19.8367,0.991,4.7407,472.0,22.0,4.6982,0.9555,16.6908,974.0,153.0,15.9475
2330,WAYNESBORO HOSPITAL (390138),2017,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,1.0499,19.4986,49.0,13.0,20.4714,,,,,,0.9673,20.0539,166.0,30.0,19.3979,1.003,21.796,205.0,45.0,21.8613,,,,,,0.9929,16.5752,385.0,63.0,16.4579
2331,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2017,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,0.934,17.2224,255.0,37.0,16.0853,1.0396,11.8263,,,12.2952,0.9581,21.0,422.0,82.0,20.1195,0.9906,21.6869,687.0,147.0,21.4823,0.9274,4.2653,1301.0,50.0,3.9555,0.9306,17.3325,705.0,110.0,16.1301
2332,ALBERT EINSTEIN MEDICAL CENTER (390142),2017,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,1.0699,18.6243,185.0,41.0,19.9262,1.0939,15.5382,57.0,13.0,16.9971,1.0156,19.0347,243.0,48.0,19.3313,0.9873,21.8267,528.0,113.0,21.5503,1.2507,4.5836,,,5.7327,1.0532,18.0512,338.0,67.0,19.0116
2333,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2017,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,1.0286,16.2736,241.0,42.0,16.7393,,,,,,1.0323,18.5531,271.0,54.0,19.153,1.018,20.6948,441.0,94.0,21.0682,0.9421,4.4359,,,4.1789,1.0273,16.1215,523.0,88.0,16.5622
2334,WARREN GENERAL HOSPITAL (390146),2017,Acute Care,Voluntary non-profit - Private,90.0,,,PA,0.9592,19.3899,,,18.5984,,,,,,0.9648,17.793,159.0,25.0,17.1666,0.9686,20.2244,214.0,40.0,19.5888,0.9346,4.7898,,,4.4768,0.8375,15.7214,257.0,25.0,13.1671
2335,MONONGAHELA VALLEY HOSPITAL (390147),2017,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,1.0165,18.1568,103.0,20.0,18.4567,,,,,,0.9781,19.1802,221.0,40.0,18.7597,1.0261,21.6028,259.0,59.0,22.1658,0.9403,5.1415,,,4.8345,1.0617,16.1514,227.0,42.0,17.1475
2336,WASHINGTON HEALTH SYSTEM GREENE (390150),2017,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,,,,,,,,,,,0.9643,18.0378,,,17.3932,1.0067,21.8978,107.0,24.0,22.0444,,,,,,0.9889,17.4279,102.0,17.0,17.2348
2337,CHAMBERSBURG HOSPITAL (390151),2017,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,1.0454,17.4053,568.0,106.0,18.195,,,,,,1.009,20.3561,406.0,84.0,20.5401,1.0124,22.7671,808.0,187.0,23.0483,1.1265,4.9841,546.0,33.0,5.6145,0.9479,16.901,916.0,144.0,16.0197
2338,MAIN LINE HOSPITAL PAOLI (390153),2017,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,0.9767,16.6508,193.0,30.0,16.2626,0.9502,11.5169,,,10.9439,0.9091,20.5292,329.0,55.0,18.6627,0.9472,22.162,578.0,118.0,20.992,0.9326,4.8022,477.0,20.0,4.4785,0.9646,17.0464,583.0,94.0,16.4422
2339,MERCY FITZGERALD HOSPITAL (390156),2017,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,1.0217,17.0961,90.0,17.0,17.4667,,,,,,1.207,20.5819,382.0,108.0,24.8421,1.1441,22.5745,408.0,114.0,25.8264,,,,,,0.979,18.223,309.0,54.0,17.8395
2340,OHIO VALLEY GENERAL HOSPITAL (390157),2017,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,,,,,,,,,,,0.9811,18.5069,106.0,18.0,18.1566,1.0115,19.8985,91.0,19.0,20.1266,0.9268,4.5337,,,4.2017,1.0019,15.4807,109.0,17.0,15.5096
2341,CANONSBURG GENERAL HOSPITAL (390160),2017,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,,,,,,,,,,,1.1079,19.1371,142.0,37.0,21.2021,1.0522,21.8559,108.0,28.0,22.9972,1.0003,4.0665,,,4.0679,1.0984,17.5731,166.0,37.0,19.302
2342,EASTON HOSPITAL (390162),2017,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,0.9372,16.8432,214.0,30.0,15.785,1.0761,15.7095,73.0,15.0,16.9055,1.0208,20.8078,403.0,87.0,21.2408,0.9851,22.5652,697.0,154.0,22.2286,1.3559,5.222,225.0,22.0,7.0805,1.0513,17.97,653.0,126.0,18.892
2343,ACMH HOSPITAL (390163),2017,Acute Care,Voluntary non-profit - Private,166.0,,,PA,0.9962,16.8396,,,16.776,,,,,,0.9455,20.0269,83.0,12.0,18.9354,0.928,21.6697,127.0,21.0,20.11,0.9914,4.5004,,,4.4617,0.8918,17.6033,184.0,23.0,15.6983
2344,UPMC PRESBYTERIAN SHADYSIDE (390164),2017,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,1.062,17.1109,492.0,93.0,18.1726,0.9467,15.7792,174.0,24.0,14.939,0.8788,21.0616,333.0,53.0,18.5086,0.9647,23.1532,892.0,197.0,22.337,1.2132,5.0059,661.0,44.0,6.073,1.1275,19.6456,819.0,188.0,22.1508
2345,BUTLER MEMORIAL HOSPITAL (390168),2017,Acute Care,Voluntary non-profit - Private,299.0,,,PA,1.0234,16.1126,192.0,33.0,16.4889,0.9617,14.0916,106.0,13.0,13.5523,0.9719,19.1639,241.0,43.0,18.6244,0.9137,20.9575,279.0,48.0,19.149,0.8335,4.7479,,,3.9572,0.9362,17.8259,362.0,57.0,16.6883
2346,INDIANA REGIONAL MEDICAL CENTER (390173),2017,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,1.1201,21.7348,77.0,26.0,24.3461,,,,,,1.0591,18.6552,168.0,37.0,19.7585,0.9208,22.0592,207.0,37.0,20.3111,1.0551,5.0579,,,5.3366,1.0914,17.1972,338.0,68.0,18.7684
2347,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2017,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,1.057,18.7495,225.0,48.0,19.8176,1.0712,15.0207,90.0,17.0,16.0901,1.146,20.8764,487.0,126.0,23.925,1.0863,21.8676,959.0,233.0,23.7553,1.4077,4.5362,1351.0,93.0,6.3854,1.1794,18.59,739.0,171.0,21.9259
2348,UPMC HORIZON (390178),2017,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,1.1015,19.4749,47.0,16.0,21.4519,,,,,,0.9866,18.5832,163.0,29.0,18.3344,0.9474,22.4566,293.0,59.0,21.2762,1.0389,5.0833,194.0,11.0,5.2808,0.9639,17.0125,286.0,45.0,16.3976
2349,CHESTER COUNTY HOSPITAL (390179),2017,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,0.8695,17.4199,305.0,38.0,15.1463,1.0027,12.6884,,,12.7229,0.9812,20.5927,333.0,66.0,20.2047,1.0144,22.5057,640.0,147.0,22.8293,1.1173,4.8403,348.0,21.0,5.4081,0.9455,17.0569,793.0,125.0,16.1274
2350,CROZER CHESTER MEDICAL CENTER (390180),2017,Acute Care,Voluntary non-profit - Other,490.0,,,PA,1.0176,16.4293,287.0,49.0,16.7178,0.9645,14.0514,,,13.5527,1.0063,19.8699,508.0,102.0,19.9955,1.0997,22.6512,594.0,154.0,24.9103,1.036,4.6057,216.0,11.0,4.7717,1.0233,17.0504,658.0,116.0,17.4472
2351,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2017,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,,,,,,,,,,,0.9796,19.8254,141.0,26.0,19.4201,0.8885,22.4021,182.0,29.0,19.9044,1.2104,5.3366,,,6.4595,0.9611,17.6266,201.0,32.0,16.9414
2352,HIGHLANDS HOSPITAL (390184),2017,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,,,,,,,,,,,0.9969,18.0089,,,17.9523,1.0362,19.4182,49.0,12.0,20.1219,,,,,,0.957,14.694,,,14.0614
2353,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2017,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,0.9775,21.3148,170.0,34.0,20.8347,,,,,,1.0521,19.7462,383.0,83.0,20.7758,1.1237,23.3566,459.0,128.0,26.2462,1.1043,5.9026,,,6.5185,1.1385,18.2774,726.0,158.0,20.808
2354,TYLER MEMORIAL HOSPITAL (390192),2017,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,,,,,,,,,,,0.9969,18.8229,113.0,21.0,18.7642,1.043,20.4435,63.0,16.0,21.3233,,,,,,1.0085,15.8259,179.0,29.0,15.9609
2355,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS (390194),2017,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,1.0396,20.9887,53.0,14.0,21.8197,,,,,,1.0306,18.368,185.0,37.0,18.93,1.0721,22.4652,181.0,48.0,24.0845,0.9702,5.2933,,,5.1356,1.0375,16.5036,205.0,37.0,17.1224
2356,MAIN LINE HOSPITAL LANKENAU (390195),2017,Acute Care,Voluntary non-profit - Private,362.0,,,PA,1.0438,16.681,330.0,60.0,17.4109,1.0513,14.5542,315.0,50.0,15.3008,0.9325,19.7533,302.0,51.0,18.4198,0.9555,22.4608,945.0,200.0,21.4618,0.8051,4.8244,598.0,19.0,3.884,0.9143,17.8124,526.0,81.0,16.2852
2357,SACRED HEART HOSPITAL (390197),2017,Acute Care,Voluntary non-profit - Private,198.0,40.607987,-75.468045,PA,0.9556,18.0569,,,17.2545,,,,,,1.0443,20.0931,110.0,26.0,20.9832,0.9617,20.8783,196.0,37.0,20.0792,0.9493,5.9908,,,5.6871,0.9564,16.5945,134.0,19.0,15.8715
2358,MILLCREEK COMMUNITY HOSPITAL (390198),2017,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,,,,,,,,,,,0.9815,18.6873,83.0,14.0,18.3408,1.0998,20.6875,106.0,30.0,22.753,,,,,,1.0133,18.397,125.0,24.0,18.6416
2359,PUNXSUTAWNEY AREA HOSPITAL (390199),2017,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,0.9976,22.8471,,,22.7922,,,,,,1.0021,20.3108,73.0,15.0,20.3535,0.9449,22.4531,106.0,19.0,21.2168,1.0721,5.9413,,,6.3694,0.8168,17.2546,179.0,15.0,14.094
2360,POCONO MEDICAL CENTER (390201),2017,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,1.0034,17.7209,370.0,66.0,17.7819,0.9625,13.6086,117.0,14.0,13.0981,0.9429,19.6007,665.0,119.0,18.4807,1.0067,22.5924,772.0,176.0,22.7438,0.9692,5.0359,,,4.8808,1.1217,17.157,878.0,175.0,19.2453
2361,DOYLESTOWN HOSPITAL (390203),2017,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,1.0317,16.1551,319.0,55.0,16.6678,1.0019,12.4098,96.0,12.0,12.433,1.0842,20.2849,366.0,86.0,21.993,0.9533,21.1035,755.0,149.0,20.1184,0.8982,4.7301,567.0,22.0,4.2484,1.0156,17.3064,991.0,175.0,17.5771
