,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2748,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY (450891),2021,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX,,,,,,,,,,,,,,,,,,,,,0.9907,3.6511,,,3.6171,,,,,
2749,THE HEART HOSPITAL BAYLOR DENTON (450893),2021,Acute Care,Physician,20.0,33.17697,-97.088199,TX,0.9759,13.8671,,,13.5328,0.992,12.1741,192.0,23.0,12.0765,,,,,,0.9534,21.06,,,20.0792,,,,,,,,,,
2750,UTAH VALLEY HOSPITAL (460001),2021,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,0.8644,12.2881,460.0,41.0,10.6218,0.7839,11.0817,,,8.6867,0.961,19.8064,,,19.0333,0.8366,20.1542,268.0,34.0,16.8617,0.9416,3.8482,555.0,19.0,3.6236,0.8801,14.9838,505.0,58.0,13.1876
2751,SALT LAKE REGIONAL MEDICAL CENTER (460003),2021,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,0.9787,11.9003,,,11.6474,1.0446,12.3014,,,12.8503,,,,,,0.9864,18.9887,,,18.7303,1.0269,3.3217,,,3.4111,1.0055,13.747,,,13.8227
2752,MCKAY DEE HOSPITAL (460004),2021,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,0.8717,13.0266,233.0,19.0,11.3548,0.8389,10.5749,,,8.8716,0.8923,18.3295,138.0,13.0,16.3552,0.8886,19.5215,302.0,45.0,17.3467,0.8725,3.853,699.0,21.0,3.3618,0.9108,15.0694,432.0,53.0,13.7253
2753,OGDEN REGIONAL MEDICAL CENTER (460005),2021,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,0.9829,14.5054,84.0,11.0,14.2566,1.0091,12.5222,,,12.6363,0.9419,16.3529,,,15.4024,0.9401,19.4088,120.0,18.0,18.2467,1.0416,3.7634,,,3.9199,0.9172,15.5245,217.0,25.0,14.2388
2754,LDS HOSPITAL (460006),2021,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,,,0.0,,,,,,,,0.9602,19.4955,,,18.7188,1.0072,18.0623,58.0,11.0,18.1925,1.0051,3.7173,506.0,19.0,3.7364,0.869,13.944,,,12.1176
2755,CEDAR CITY HOSPITAL (460007),2021,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,,,,,,,,,,,1.03,16.2939,,,16.7826,0.9219,19.1555,,,17.6601,0.7909,3.7026,,,2.9285,0.9115,15.1542,183.0,19.0,13.8126
2756,UNIVERSITY OF UTAH HOSPITALS AND CLINICS (460009),2021,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,0.9819,14.3928,262.0,36.0,14.132,0.9046,13.949,,,12.6183,0.9061,21.0648,,,19.0872,0.7881,21.9806,555.0,81.0,17.3228,0.9266,4.4171,621.0,24.0,4.093,0.8473,17.9397,280.0,31.0,15.1999
2757,INTERMOUNTAIN MEDICAL CENTER (460010),2021,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,0.9076,13.4519,527.0,59.0,12.2085,0.9461,11.5411,149.0,15.0,10.919,0.9262,18.8237,158.0,21.0,17.4343,0.7548,20.245,801.0,105.0,15.2818,1.0085,4.1887,,,4.2244,0.8893,15.4353,575.0,71.0,13.7258
2758,CASTLEVIEW HOSPITAL (460011),2021,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,,,,,,,,,,,0.9667,16.5981,,,16.0447,0.9559,18.6887,,,17.8638,0.9087,3.173,,,2.8832,0.964,14.4308,183.0,23.0,13.9112
2759,MOUNTAIN VIEW HOSPITAL (460013),2021,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,0.9811,15.142,,,14.8555,,,,,,,,,,,1.0718,19.8205,59.0,17.0,21.2438,1.155,3.5446,326.0,16.0,4.094,0.9924,15.3661,128.0,19.0,15.2491
2760,MOUNTAIN WEST MEDICAL CENTER (460014),2021,Acute Care,Proprietary,36.0,,,UT,,,,,,,,,,,0.9619,18.1862,,,17.493,0.9465,19.4455,,,18.4051,1.2152,4.1409,,,5.032,0.8955,14.3166,190.0,17.0,12.821
2761,LOGAN REGIONAL HOSPITAL (460015),2021,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,0.9783,12.4844,,,12.214,,,,,,0.9922,19.0831,,,18.9342,0.8687,19.5699,128.0,13.0,17.0005,0.9719,3.778,,,3.6717,0.9507,14.3307,157.0,18.0,13.6245
2762,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2021,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,,,,,,,,,,,,,,,0.9421,17.7869,,,16.757,0.9489,3.7497,,,3.558,0.9586,13.6667,,,13.1009
2763,UINTAH BASIN MEDICAL CENTER (460019),2021,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,,,,,,,,,,0.9927,16.6359,,,16.5146,0.956,19.4159,,,18.5621,0.9036,3.176,,,2.8698,0.9856,14.1761,100.0,13.0,13.9723
2764,DIXIE REGIONAL MEDICAL CENTER (460021),2021,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,0.8321,13.3642,621.0,59.0,11.1206,0.6504,11.7693,,,7.6544,0.9395,18.2959,281.0,43.0,17.1895,0.9052,19.6775,518.0,86.0,17.8119,0.8151,3.8051,1539.0,44.0,3.1017,0.8861,14.8962,925.0,114.0,13.1991
2765,AMERICAN FORK HOSPITAL (460023),2021,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,,,,,,,,,,,,,,,,0.9699,17.0336,84.0,12.0,16.5205,1.1654,3.8279,,,4.4612,0.9495,13.7382,149.0,16.0,13.045
2766,SEVIER VALLEY HOSPITAL (460026),2021,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,,,,,,,,,,,,,,,0.9543,19.1818,,,18.306,0.8147,3.2786,,,2.671,0.9112,13.3639,,,12.1772
2767,ASHLEY REGIONAL MEDICAL CENTER (460030),2021,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,,,,,,,,,,0.9644,15.1364,,,14.598,0.9632,16.8748,,,16.2534,0.9455,3.2758,,,3.0972,0.9869,12.5564,128.0,15.0,12.3923
2768,BEAR RIVER VALLEY HOSPITAL (460039),2021,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,,,,,,,,,,,,,,,,,,,0.995,3.3213,,,3.3048,0.9711,15.145,,,14.7077
2769,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2021,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,0.9941,11.7951,,,11.7251,,,,,,0.9129,15.938,,,14.5499,1.058,18.1057,159.0,34.0,19.1562,1.0791,4.104,,,4.4286,0.8792,14.0655,263.0,24.0,12.3669
2770,LAKEVIEW HOSPITAL (460042),2021,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,0.99,12.241,,,12.1185,,,,,,0.9933,17.8951,,,17.7761,0.9607,17.615,115.0,17.0,16.9236,1.0268,3.6065,554.0,21.0,3.7032,0.9444,13.4621,148.0,15.0,12.7132
2771,ALTA VIEW HOSPITAL (460044),2021,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,,,0.0,,,,,,,,0.9657,17.5931,,,16.9904,0.8931,17.9488,,,16.0308,1.0016,3.2674,,,3.2727,0.9865,13.6828,,,13.4979
2772,ST MARK'S HOSPITAL (460047),2021,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,1.0527,12.5506,168.0,25.0,13.2116,1.027,12.4818,81.0,11.0,12.8188,0.9784,19.0736,112.0,19.0,18.6615,0.9097,19.0169,323.0,50.0,17.3001,1.0589,3.8221,814.0,34.0,4.0471,0.8562,14.1189,449.0,44.0,12.0891
2773,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2021,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,,,,,,,,,,,,,,,,,,,,0.8199,3.3121,648.0,14.0,2.7156,,,,,
2774,JORDAN VALLEY MEDICAL CENTER (460051),2021,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,0.9308,13.2507,121.0,11.0,12.3334,,,,,,0.9652,18.1729,97.0,14.0,17.5404,0.9494,19.1007,211.0,35.0,18.1351,1.2875,3.6461,327.0,20.0,4.6944,0.9337,14.9536,334.0,42.0,13.9628
2775,TIMPANOGOS REGIONAL HOSPITAL (460052),2021,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,0.9967,12.9176,,,12.875,,,,,,,,,,,1.0049,18.996,56.0,11.0,19.0891,1.0255,3.4107,,,3.4978,1.0011,14.1862,84.0,12.0,14.2013
2776,CACHE VALLEY HOSPITAL (460054),2021,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,,,,,,,,,,,,,,,,,,,,1.026,3.4594,,,3.5493,,,,,
2777,PARK CITY HOSPITAL (460057),2021,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,,,,,,,,,,,,,,,,,,,,0.9351,2.9045,,,2.716,1.0579,11.7933,67.0,12.0,12.4762
2778,RIVERTON HOSPITAL (460058),2021,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,,,0.0,,,,,,,,,,,,,0.9725,17.2177,,,16.7434,0.9999,3.741,,,3.7406,0.9482,12.9308,,,12.2604
2779,LONE PEAK HOSPITAL (460060),2021,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,,,,,,,,,,,,,,,,0.9699,19.557,,,18.9685,1.3051,3.4804,,,4.5423,1.0225,12.8769,,,13.1665
2780,CENTRAL VERMONT MEDICAL CENTER (470001),2021,Acute Care,Voluntary non-profit - Private,79.0,,,VT,1.0114,16.9792,66.0,12.0,17.1731,,,,,,0.9914,19.488,242.0,46.0,19.3197,0.9777,19.5454,379.0,71.0,19.1096,1.0112,4.078,,,4.1238,0.9551,15.2321,420.0,58.0,14.5486
2781,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE (470003),2021,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,0.9226,14.2165,1018.0,129.0,13.1162,1.0498,10.8136,281.0,33.0,11.3517,0.9045,19.6154,342.0,52.0,17.742,0.8501,21.0929,894.0,150.0,17.9318,0.771,3.8683,662.0,15.0,2.9824,0.7981,15.2992,492.0,45.0,12.2105
2782,RUTLAND REGIONAL MEDICAL CENTER (470005),2021,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,0.9847,18.6806,,,18.3951,,,,,,0.9285,18.1638,316.0,47.0,16.8645,0.9342,20.959,390.0,72.0,19.579,0.8314,3.966,770.0,22.0,3.2972,0.9572,15.9871,477.0,70.0,15.3028
2783,BRATTLEBORO MEMORIAL HOSPITAL (470011),2021,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,,,,,,,,,,1.0035,17.4039,130.0,23.0,17.465,0.9378,20.1222,117.0,18.0,18.8708,1.0066,3.8356,,,3.8607,0.9608,14.6217,190.0,24.0,14.0483
2784,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2021,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,1.0091,16.9729,,,17.127,,,,,,0.9752,20.5976,255.0,49.0,20.087,1.1179,20.1624,314.0,78.0,22.5389,1.2225,3.6381,,,4.4477,0.9626,15.9666,557.0,83.0,15.3688
2785,NORTHWESTERN MEDICAL CENTER INC (470024),2021,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,0.9766,17.7741,,,17.3586,,,,,,1.0451,19.3145,184.0,41.0,20.1858,1.0932,21.7412,215.0,57.0,23.7666,0.9256,4.1607,,,3.8511,0.9792,15.4127,301.0,44.0,15.092
2786,NORTON COMMUNITY HOSPITAL (490001),2021,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,,,,,,,,,,,0.998,21.3104,109.0,23.0,21.2674,1.1457,25.523,145.0,52.0,29.2411,,,,,,1.0173,19.6382,194.0,40.0,19.9785
2787,RUSSELL COUNTY HOSPITAL (490002),2021,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,,,,,,,,,,0.9943,21.448,129.0,27.0,21.3265,1.0386,23.6968,75.0,21.0,24.6115,,,,,,1.0345,17.7838,101.0,21.0,18.3972
2788,SENTARA RMH MEDICAL CENTER (490004),2021,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,0.9658,14.4697,379.0,51.0,13.9741,1.1953,12.1858,136.0,24.0,14.5654,1.0784,19.911,481.0,110.0,21.4721,0.9501,21.132,1670.0,332.0,20.0779,1.1171,4.2275,486.0,25.0,4.7224,0.9718,16.5084,1097.0,174.0,16.0428
2789,WINCHESTER MEDICAL CENTER (490005),2021,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,0.8729,15.1303,762.0,93.0,13.2065,0.8247,12.8477,174.0,14.0,10.5954,1.075,18.7538,1179.0,244.0,20.1608,0.9972,21.3658,1789.0,381.0,21.3069,0.9968,4.0587,1089.0,44.0,4.0458,1.0026,16.2332,1240.0,202.0,16.2757
2790,SENTARA NORFOLK GENERAL HOSPITAL (490007),2021,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,0.9438,16.6872,726.0,111.0,15.7486,0.933,12.9216,511.0,60.0,12.0564,0.96,20.3823,197.0,35.0,19.5678,0.9913,23.3328,1105.0,255.0,23.1296,,,,,,1.0293,17.9869,367.0,70.0,18.5135
2791,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2021,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,1.0518,15.1579,446.0,74.0,15.9428,0.8453,13.1508,314.0,31.0,11.1162,0.9876,20.5437,311.0,62.0,20.29,0.9927,22.673,944.0,212.0,22.5086,0.8408,3.9655,905.0,27.0,3.3342,0.9649,16.8333,594.0,94.0,16.2426
2792,BON SECOURS DEPAUL MEDICAL CENTER (490011),2021,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,1.0873,15.0242,75.0,17.0,16.336,,,,,,1.0189,18.6341,218.0,43.0,18.9862,1.0413,20.5042,250.0,56.0,21.3503,0.9823,3.9496,,,3.8795,1.023,15.2055,215.0,35.0,15.5549
2793,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2021,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,0.9457,15.5376,,,14.6933,,,,,,0.9542,18.4585,386.0,64.0,17.6128,0.9852,20.3455,344.0,68.0,20.0441,1.1166,4.0746,241.0,13.0,4.5495,0.9517,15.7172,330.0,46.0,14.9581
2794,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2021,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,0.9513,18.1034,232.0,37.0,17.2224,0.8979,12.9002,,,11.5837,1.0465,20.283,226.0,52.0,21.2263,0.9475,21.7645,531.0,106.0,20.621,0.9379,4.1755,311.0,11.0,3.9164,1.0249,16.8733,389.0,69.0,17.2939
2795,AUGUSTA HEALTH (490018),2021,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,0.9656,14.5889,376.0,51.0,14.0873,,,,,,0.955,18.1292,398.0,65.0,17.3129,0.8052,20.6885,916.0,139.0,16.6585,1.0438,3.9916,893.0,38.0,4.1666,0.9443,15.3993,735.0,103.0,14.5421
2796,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2021,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,1.0399,14.5885,,,15.1712,,,,,,0.9834,17.199,168.0,27.0,16.9134,1.0156,20.0386,285.0,59.0,20.3518,1.2362,3.9882,285.0,18.0,4.9302,1.0101,14.785,357.0,54.0,14.9348
2797,JOHN RANDOLPH MEDICAL CENTER (490020),2021,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,1.034,17.212,,,17.7978,,,,,,0.9767,18.628,231.0,40.0,18.1949,1.0833,20.9834,254.0,63.0,22.7317,0.9816,3.7009,,,3.6326,1.0734,15.7239,196.0,38.0,16.878
2798,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2021,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,0.9535,15.6564,869.0,127.0,14.928,1.0014,13.0096,207.0,27.0,13.0277,0.9176,19.6118,686.0,116.0,17.9962,0.8616,21.6907,1517.0,274.0,18.6898,0.7146,3.7225,1320.0,29.0,2.6603,0.9413,16.2693,1418.0,213.0,15.3149
2799,MARY WASHINGTON HOSPITAL (490022),2021,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,1.0698,14.7477,470.0,78.0,15.7768,0.8247,11.8103,179.0,13.0,9.7397,1.0077,19.8585,976.0,196.0,20.0124,1.0458,21.951,1233.0,286.0,22.9557,1.0002,3.7843,1268.0,48.0,3.7852,1.0939,15.9277,1353.0,242.0,17.4233
2800,FAUQUIER HOSPITAL (490023),2021,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,,,,,,,,,,,0.9734,17.5925,212.0,34.0,17.1238,1.0739,19.8231,293.0,67.0,21.2886,1.2993,3.6921,358.0,22.0,4.7971,1.0343,14.5246,504.0,78.0,15.0225
2801,CARILION MEDICAL CENTER (490024),2021,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,0.9711,15.097,905.0,131.0,14.6603,0.8623,12.1797,299.0,28.0,10.5026,0.9943,20.9548,660.0,137.0,20.8353,0.9753,22.229,1705.0,368.0,21.68,0.7592,4.0193,1607.0,44.0,3.0514,1.0805,16.9571,1078.0,203.0,18.3227
2802,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2021,Acute Care,Government - Hospital District or Authority,754.0,,,VA,0.8459,18.1625,318.0,39.0,15.3634,0.9365,13.4959,123.0,14.0,12.639,0.9748,21.817,180.0,36.0,21.268,1.0296,24.6998,810.0,208.0,25.432,0.8225,4.2418,,,3.4889,1.0354,19.5157,418.0,87.0,20.2071
2803,WARREN MEMORIAL HOSPITAL (490033),2021,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,,,,,,,,,,,1.0385,18.0878,217.0,44.0,18.7836,0.9367,20.8877,190.0,33.0,19.5661,,,,,,0.9871,15.0797,194.0,28.0,14.8855
2804,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2021,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,1.0293,17.7349,,,18.2543,,,,,,0.9073,18.3133,170.0,20.0,16.6153,0.9897,21.4248,239.0,50.0,21.2032,,,,,,0.9535,15.9445,232.0,32.0,15.2033
2805,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2021,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,,,,,,,,,,1.0013,20.304,147.0,30.0,20.3304,1.0569,21.8591,101.0,27.0,23.1019,0.9305,4.0148,,,3.7359,1.0291,17.111,176.0,33.0,17.6088
2806,INOVA ALEXANDRIA HOSPITAL (490040),2021,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,0.8831,15.6408,276.0,31.0,13.812,0.939,13.2159,,,12.4099,0.9975,19.5543,319.0,62.0,19.505,0.9407,21.1537,643.0,124.0,19.8987,1.0243,4.0424,593.0,25.0,4.1408,0.8989,16.1019,693.0,93.0,14.4744
2807,BON SECOURS MARY IMMACULATE HOSPITAL (490041),2021,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,1.1061,15.2684,84.0,20.0,16.8891,,,,,,1.0798,19.0002,172.0,42.0,20.5162,1.1215,20.5056,263.0,68.0,22.9967,0.8019,3.9896,1877.0,56.0,3.1991,0.919,15.6483,235.0,28.0,14.3808
2808,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2021,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,1.0047,16.8259,93.0,16.0,16.9053,,,,,,1.0114,19.9353,243.0,50.0,20.1625,0.9517,22.4539,558.0,116.0,21.37,1.1003,3.6866,,,4.0564,0.9722,17.0898,361.0,58.0,16.6143
2809,INOVA LOUDOUN HOSPITAL (490043),2021,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,0.917,15.33,213.0,25.0,14.0571,,,,,,0.9508,19.6959,328.0,57.0,18.726,0.8361,22.0978,717.0,121.0,18.4768,1.2684,3.5874,321.0,19.0,4.5504,0.9568,16.2462,946.0,144.0,15.5445
2810,SENTARA OBICI HOSPITAL (490044),2021,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,0.9989,17.2887,93.0,16.0,17.2704,,,,,,0.9589,19.5196,388.0,69.0,18.7181,1.0293,21.6651,848.0,191.0,22.3,1.0272,4.3524,369.0,17.0,4.471,0.9508,16.5113,500.0,75.0,15.6986
2811,NOVANT PRINCE WILLIAM MEDICAL CENTER (490045),2021,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,0.8733,12.8401,164.0,11.0,11.2132,,,,,,0.926,17.5069,145.0,17.0,16.2111,0.9776,19.8997,321.0,61.0,19.4534,1.068,3.6698,250.0,11.0,3.9192,0.91,15.061,382.0,46.0,13.705
2812,SENTARA LEIGH HOSPITAL (490046),2021,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,0.9689,16.8991,225.0,35.0,16.3741,,,,,,1.0125,19.9955,533.0,109.0,20.2453,0.9608,22.4248,1154.0,246.0,21.5448,0.9455,3.9937,2808.0,105.0,3.776,1.0111,17.4444,863.0,153.0,17.6384
2813,LEWISGALE MEDICAL CENTER (490048),2021,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,1.0473,15.8284,599.0,102.0,16.5777,1.0772,12.4524,84.0,13.0,13.4135,0.976,19.5147,384.0,71.0,19.0454,1.0046,21.0029,809.0,171.0,21.1001,0.9936,3.7632,752.0,28.0,3.7391,0.9866,16.01,753.0,118.0,15.7947
2814,VIRGINIA HOSPITAL CENTER (490050),2021,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,0.9467,15.0685,183.0,23.0,14.2654,1.0645,12.0833,113.0,16.0,12.8628,1.0465,18.5802,242.0,51.0,19.4438,0.9746,20.1258,508.0,98.0,19.615,0.7873,3.5754,1008.0,24.0,2.8149,1.0488,15.341,539.0,90.0,16.0889
2815,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2021,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,0.9316,15.3757,461.0,62.0,14.3245,1.0388,11.6489,125.0,16.0,12.1014,0.977,19.5229,451.0,84.0,19.0742,1.0291,21.5815,910.0,204.0,22.2103,1.2078,4.3606,,,5.2666,1.006,16.343,697.0,115.0,16.4403
2816,JOHNSTON MEMORIAL HOSPITAL (490053),2021,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,0.9993,16.6974,204.0,34.0,16.6861,,,,,,1.0079,20.6937,361.0,76.0,20.8576,1.2754,22.2829,293.0,100.0,28.4203,0.9315,4.7769,,,4.4495,1.104,18.182,622.0,132.0,20.0727
2817,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2021,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,1.1334,14.9017,336.0,64.0,16.8896,1.0936,12.2559,,,13.4035,1.0646,19.4943,542.0,118.0,20.7544,0.9997,21.1582,1130.0,239.0,21.1521,1.0509,3.965,530.0,23.0,4.1667,1.0113,16.9485,818.0,141.0,17.1404
2818,BON SECOURS ST MARYS HOSPITAL (490059),2021,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,0.9851,15.3935,309.0,46.0,15.1637,0.9051,14.0988,144.0,16.0,12.7606,1.0031,19.536,366.0,72.0,19.5973,0.9159,21.4887,796.0,151.0,19.682,0.9667,3.9492,1326.0,50.0,3.8177,0.9646,15.8378,684.0,102.0,15.2766
2819,CLINCH VALLEY MEDICAL CENTER (490060),2021,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,0.9586,14.7774,,,14.165,,,,,,0.9677,20.8976,311.0,60.0,20.2235,1.0228,22.501,176.0,42.0,23.0143,,,,,,1.0181,18.1453,215.0,41.0,18.4734
2820,INOVA FAIRFAX HOSPITAL (490063),2021,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,0.919,15.1022,791.0,105.0,13.8787,0.9746,11.7859,336.0,38.0,11.4862,0.9862,19.3187,421.0,79.0,19.0525,0.8976,21.4152,1451.0,272.0,19.2231,0.8928,3.7691,478.0,14.0,3.365,0.8871,16.4654,1453.0,204.0,14.6063
2821,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2021,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,1.0583,13.9077,155.0,26.0,14.7191,,,,,,0.9522,19.6125,360.0,63.0,18.6759,0.9352,21.0174,612.0,116.0,19.6553,0.8769,3.9754,815.0,26.0,3.4862,0.905,15.0757,599.0,75.0,13.644
2822,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2021,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,1.0326,17.586,364.0,68.0,18.1586,,,,,,1.0059,20.3885,485.0,100.0,20.5098,1.0036,23.3825,864.0,203.0,23.4673,1.2766,4.4531,183.0,15.0,5.6848,1.1148,18.1703,647.0,139.0,20.2571
2823,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2021,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,0.9896,15.8924,468.0,73.0,15.7273,1.0025,11.6133,94.0,11.0,11.6421,1.0525,19.6398,520.0,112.0,20.6716,0.8102,21.9494,919.0,150.0,17.7829,1.0091,4.0638,630.0,26.0,4.1006,1.0028,15.7838,738.0,117.0,15.8277
2824,SOVAH HEALTH DANVILLE (490075),2021,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,0.9517,15.0543,236.0,31.0,14.3269,,,,,,0.9746,19.6923,564.0,106.0,19.1929,1.1226,22.3432,870.0,226.0,25.0827,1.1079,3.8722,,,4.2901,1.065,16.9846,1236.0,228.0,18.0879
