,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
3663,ENNIS REGIONAL MEDICAL CENTER (450833),2023,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,,,90.0,14.6,30.0,16.4,,,,,,,,,,,,,,,,,,,30.0,-21.6,28.0,6.0,,133.0,14.7,55.0,0.9
3664,"PHYSICIANS CENTRE,THE (450834)",2023,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX,,,172.0,13.7,,,,,277.0,3.3,,,,,,,,,,,,,,,,,,,,,,197.0,1.1
3665,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2023,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,165.0,22.0,631.0,14.9,132.0,17.2,28.0,19.0,28.0,4.3,42.0,13.3,,,,,,,,,165.0,-2.6,131.0,42.0,132.0,-3.4,124.0,30.0,,266.0,13.7,153.0,0.9
3666,HOUSTON METHODIST WILLOWBROOK HOSPITAL (450844),2023,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,584.0,21.0,3080.0,15.6,422.0,20.4,101.0,19.6,62.0,4.0,175.0,14.7,33.0,11.2,112.0,4.7,175.0,19.1,167.0,50.0,584.0,8.1,481.0,163.0,422.0,36.5,388.0,134.0,12.5,1098.0,13.5,557.0,0.8
3667,MEMORIAL HERMANN KATY HOSPITAL (450847),2023,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,317.0,20.8,1517.0,14.0,352.0,15.5,55.0,18.7,,,58.0,13.0,,,,,58.0,-6.7,58.0,9.0,317.0,14.0,276.0,93.0,352.0,-8.6,324.0,83.0,,316.0,14.8,146.0,1.1
3668,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2023,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,209.0,20.6,1051.0,14.1,198.0,18.2,39.0,20.0,,,56.0,14.4,,,,,56.0,-14.5,56.0,17.0,209.0,39.5,185.0,73.0,198.0,6.7,184.0,60.0,,366.0,14.8,176.0,0.8
3669,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS (450851),2023,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,126.0,19.7,699.0,14.3,,,,,,,178.0,13.9,,,,,178.0,-6.2,175.0,46.0,126.0,-1.5,120.0,37.0,,,,,,,,417.0,1.1
3670,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO (450853),2023,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,,,189.0,14.0,,,,,141.0,4.4,,,,,,,,,,,,,,,,,,,,465.0,16.9,460.0,1.2
3671,HARLINGEN MEDICAL CENTER (450855),2023,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,124.0,19.7,689.0,14.0,139.0,16.8,29.0,19.2,74.0,4.1,54.0,13.1,29.0,11.2,,,54.0,-34.6,53.0,11.0,124.0,4.2,106.0,29.0,139.0,3.7,128.0,28.0,,86.0,14.6,130.0,1.0
3672,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL (450856),2023,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX,,,458.0,13.0,,,,,385.0,3.8,,,,,,,,,,,,,,,,,,,,,,123.0,1.5
3673,SUGAR LAND SURGICAL HOSPITAL LLP (450860),2023,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX,,,29.0,14.5,,,,,65.0,4.1,,,,,,,,,,,,,,,,,,,,437.0,14.2,143.0,0.8
3674,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2023,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,301.0,20.0,1704.0,14.1,253.0,17.5,69.0,19.8,,,79.0,13.0,62.0,12.0,35.0,4.9,79.0,41.0,76.0,13.0,301.0,16.5,261.0,76.0,253.0,3.0,239.0,67.0,10.6,351.0,12.6,97.0,1.0
3675,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL (450864),2023,Acute Care,Physician,19.0,32.329248,-95.299467,TX,,,925.0,11.7,,,,,1087.0,3.3,,,,,,,,,,,,,,,,,,,,,,1089.0,1.8
3676,ASCENSION SETON  SOUTHWEST (450865),2023,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,,,81.0,14.3,,,,,26.0,4.0,,,,,,,,,,,,,,,,,,,,71.0,15.2,50.0,1.0
3677,ASCENSION SETON NORTHWEST (450867),2023,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,51.0,19.8,548.0,14.5,95.0,17.3,33.0,19.5,72.0,4.0,,,,,,,,,,,51.0,-20.7,48.0,20.0,95.0,5.6,89.0,29.0,,161.0,13.3,280.0,0.9
3678,DOCTORS HOSPITAL AT RENAISSANCE (450869),2023,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,211.0,22.0,1160.0,14.8,154.0,17.2,32.0,19.4,34.0,4.0,88.0,15.2,65.0,11.1,122.0,4.5,88.0,45.0,88.0,29.0,211.0,27.9,179.0,69.0,154.0,0.4,149.0,39.0,12.3,1380.0,12.4,681.0,1.0
3679,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM) (45086F),2023,Acute Care (VA),Government - Federal,,,,,430.0,20.8,2006.0,16.4,246.0,17.1,225.0,18.1,108.0,3.8,90.0,13.8,,,,,90.0,-21.8,87.0,21.0,430.0,-4.9,338.0,118.0,246.0,5.6,224.0,68.0,,,,,
3680,ARISE AUSTIN MEDICAL CENTER (450871),2023,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,107.0,13.7,,,,,134.0,3.7,,,,,,,,,,,,,,,,,,,,,,207.0,1.3
3681,U S M D HOSPITAL AT ARLINGTON L P (450872),2023,Acute Care,Physician,35.0,32.679151,-97.115971,TX,,,83.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,14.9,262.0,0.9
3682,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS (450874),2023,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,149.0,14.3,,,,,60.0,4.3,,,,,,,,,,,,,,,,,,,,,,211.0,1.1
3683,QUAIL CREEK SURGICAL HOSPITAL (450875),2023,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,,,264.0,13.5,,,,,512.0,3.3,,,,,,,,,,,,,,,,,,,,,,588.0,0.9
3684,LUBBOCK HEART HOSPITAL LP (450876),2023,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,130.0,19.6,502.0,14.4,31.0,16.4,,,266.0,4.2,115.0,13.5,105.0,12.4,,,115.0,30.7,113.0,31.0,130.0,12.6,128.0,40.0,31.0,32.7,28.0,4.0,,317.0,14.5,687.0,1.0
3685,LEGENT HOSPITAL OF EL PASO (450877),2023,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,,,120.0,15.6,,,,,84.0,4.5,,,,,,,,,,,,,,,,,,,,209.0,15.4,65.0,1.1
3686,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH (450880),2023,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,,,357.0,15.2,,,,,68.0,4.7,,,,,,,,,,,,,,,,,,,,,,531.0,1.3
3687,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2023,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,,83.0,13.9,,,,,138.0,4.0,,,,,,,,,,,,,,,,,,,,,,291.0,1.1
3688,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL (450885),2023,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,94.0,20.3,664.0,13.5,134.0,17.7,25.0,19.9,,,39.0,14.1,,,,,,,,,94.0,15.6,81.0,24.0,134.0,19.8,125.0,35.0,,343.0,12.5,88.0,0.8
3689,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2023,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,,73.0,14.7,,,,,219.0,3.8,,,,,,,,,,,,,,,,,,,,,,312.0,0.8
3690,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT (450889),2023,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX,,,187.0,14.4,,,,,301.0,3.7,,,,,,,,,,,,,,,,,,,,,,489.0,0.8
3691,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO (450890),2023,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,195.0,20.8,2271.0,15.3,288.0,17.1,86.0,19.8,60.0,4.0,34.0,13.6,,,,,,,,,195.0,-10.4,183.0,63.0,288.0,12.3,270.0,67.0,,176.0,14.0,393.0,1.1
3692,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY (450891),2023,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX,,,34.0,14.4,,,,,45.0,4.1,,,,,,,,,,,,,,,,,,,,104.0,15.2,339.0,1.0
3693,THE HEART HOSPITAL BAYLOR DENTON (450893),2023,Acute Care,Physician,20.0,33.17697,-97.088199,TX,80.0,21.1,351.0,14.2,,,,,,,94.0,14.5,218.0,10.2,,,94.0,25.4,93.0,23.0,80.0,39.7,70.0,26.0,,,,,,,,86.0,1.0
3694,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM) (45090F),2023,Acute Care (VA),Government - Federal,,,,,566.0,21.2,3127.0,15.4,282.0,16.4,200.0,19.4,188.0,4.7,163.0,14.4,,,,,163.0,24.3,159.0,48.0,566.0,1.9,450.0,166.0,282.0,-2.4,267.0,63.0,,,,,
3695,PARMER COUNTY COMMUNITY HOSPITAL (451300),2023,Critical Access,Voluntary non-profit - Private,25.0,34.643634,-102.721088,TX,,,42.0,14.8,25.0,16.9,,,,,,,,,,,,,,,,,,,25.0,2.6,22.0,5.0,,,,,
3696,LIMESTONE MEDICAL CENTER (451303),2023,Critical Access,Government - Hospital District or Authority,16.0,31.531923,-96.529621,TX,,,51.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,14.0,,
3697,KIMBLE HOSPITAL (451306),2023,Critical Access,Government - Hospital District or Authority,15.0,30.499194,-99.780254,TX,,,33.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,BALLINGER MEMORIAL HOSPITAL (451310),2023,Critical Access,Government - Hospital District or Authority,16.0,31.749822,-99.962302,TX,,,29.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,SWEENY COMMUNITY HOSPITAL (451311),2023,Critical Access,Government - Hospital District or Authority,14.0,29.048514,-95.691392,TX,,,39.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,NORTH RUNNELS HOSPITAL (451315),2023,Critical Access,Government - Hospital District or Authority,14.0,31.949862,-99.959824,TX,,,72.0,14.8,27.0,16.3,,,,,,,,,,,,,,,,,,,27.0,-15.8,24.0,4.0,,,,,
3701,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE (451319),2023,Critical Access,Voluntary non-profit - Private,22.0,31.937954,-95.249429,TX,,,168.0,14.0,65.0,16.5,,,,,,,,,,,,,,,,,,,65.0,-12.4,62.0,19.0,,661.0,14.2,74.0,1.1
3702,ADVENTHEALTH ROLLINS BROOK (451323),2023,Critical Access,Voluntary non-profit - Church,25.0,31.07233,-98.185644,TX,36.0,20.6,87.0,14.3,,,,,,,,,,,,,,,,,36.0,6.9,28.0,12.0,,,,,,79.0,14.1,,
3703,MEDINA REGIONAL HOSPITAL (451330),2023,Critical Access,Government - Hospital District or Authority,25.0,29.335247,-99.133416,TX,,,49.0,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,13.7,,
3704,MARTIN COUNTY HOSPITAL DISTRICT (451333),2023,Critical Access,Government - Hospital District or Authority,20.0,,,TX,,,39.0,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,W J MANGOLD MEMORIAL HOSPITAL (451337),2023,Critical Access,Government - Hospital District or Authority,25.0,34.126621,-101.441788,TX,,,38.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,13.9,,
3706,HASKELL MEMORIAL HOSPITAL (451341),2023,Critical Access,Government - Hospital District or Authority,25.0,,,TX,,,38.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,MITCHELL COUNTY HOSPITAL DISTRICT (451342),2023,Critical Access,Government - Hospital District or Authority,25.0,32.388145,-100.855736,TX,,,30.0,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,ELECTRA MEMORIAL HOSPITAL (451343),2023,Critical Access,Government - Hospital District or Authority,19.0,34.018455,-98.923874,TX,,,69.0,15.4,27.0,16.8,27.0,18.9,,,,,,,,,,,,,,,,,27.0,-15.1,26.0,6.0,,,,,
3709,HANSFORD COUNTY HOSPITAL (451344),2023,Critical Access,Government - Hospital District or Authority,21.0,36.190475,-101.200127,TX,,,32.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,YOAKUM COMMUNITY HOSPITAL (451346),2023,Critical Access,Voluntary non-profit - Private,24.0,29.30662,-97.130306,TX,,,171.0,13.8,58.0,16.6,,,,,,,,,,,,,,,,,,,58.0,-5.2,55.0,11.0,,111.0,16.0,,
3711,COLEMAN COUNTY MEDICAL CENTER COMPANY (451347),2023,Critical Access,Government - Hospital District or Authority,25.0,31.828626,-99.425238,TX,25.0,20.8,152.0,15.6,58.0,17.3,,,,,,,,,,,,,,,25.0,-23.3,18.0,8.0,58.0,2.9,52.0,18.0,,,,,
3712,PLAINS MEMORIAL HOSPITAL (451350),2023,Critical Access,Government - Hospital District or Authority,17.0,34.555591,-102.315764,TX,,,26.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,LYNN COUNTY HOSPITAL DISTRICT (451351),2023,Critical Access,Government - Hospital District or Authority,24.0,33.166539,-101.815507,TX,,,33.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,HAMILTON HOSPITAL (451354),2023,Critical Access,Government - Hospital District or Authority,24.0,33.369669,-98.76463,TX,,,93.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,COLLINGSWORTH GENERAL HOSPITAL (451355),2023,Critical Access,Proprietary,14.0,34.84911,-100.212015,TX,,,37.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,MEMORIAL MEDICAL CENTER (451356),2023,Critical Access,Government - Local,25.0,28.619885,-96.63063,TX,,,138.0,15.1,40.0,17.2,,,,,,,,,,,,,,,,,,,40.0,-2.2,37.0,11.0,,150.0,14.7,,
3717,OCHILTREE GENERAL HOSPITAL (451359),2023,Critical Access,Voluntary non-profit - Church,25.0,36.369691,-100.799798,TX,,,71.0,14.1,32.0,16.7,,,,,,,,,,,,,,,,,,,32.0,-23.5,30.0,6.0,,,,,
3718,SABINE COUNTY HOSPITAL (451361),2023,Critical Access,Proprietary,25.0,,,TX,,,73.0,14.8,42.0,17.4,,,,,,,,,,,,,,,,,,,42.0,-19.5,38.0,14.0,,,,,
3719,CLAY COUNTY MEMORIAL HOSPITAL (451362),2023,Critical Access,Government - Local,25.0,33.813922,-98.197995,TX,,,55.0,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,JACKSON HEALTHCARE CENTER (451363),2023,Critical Access,Government - Hospital District or Authority,25.0,28.969388,-96.634839,TX,,,31.0,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,14.4,,
3721,OTTO KAISER MEMORIAL HOSPITAL (451364),2023,Critical Access,Government - Hospital District or Authority,25.0,28.80425,-97.856642,TX,,,45.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,14.1,,
3722,ASCENSION SETON HIGHLAND LAKES (451365),2023,Critical Access,Voluntary non-profit - Private,25.0,,,TX,,,134.0,14.5,45.0,16.1,,,80.0,4.2,,,,,,,,,,,,,,,45.0,-4.0,42.0,7.0,,348.0,15.2,84.0,1.0
3723,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL (451367),2023,Critical Access,Voluntary non-profit - Other,25.0,33.02843,-94.962966,TX,32.0,19.6,149.0,14.4,50.0,17.6,29.0,18.6,,,,,,,,,,,,,32.0,-25.6,31.0,8.0,50.0,-25.2,47.0,16.0,,107.0,15.1,,
3724,GOLDEN PLAINS COMMUNITY HOSPITAL (451369),2023,Critical Access,Proprietary,25.0,35.653834,-101.409041,TX,,,40.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,TMC- BONHAM HOSPITAL (451370),2023,Critical Access,Government - Hospital District or Authority,24.0,33.57813,-96.167479,TX,,,69.0,14.9,39.0,16.8,,,,,,,,,,,,,,,,,,,39.0,12.8,36.0,9.0,,30.0,14.0,,
3726,ASCENSION SETON EDGAR B DAVIS (451371),2023,Critical Access,Government - Federal,24.0,29.67253,-97.654254,TX,,,89.0,14.4,27.0,16.1,,,,,,,,,,,,,,,,,,,27.0,-31.7,27.0,6.0,,54.0,14.3,,
3727,MULESHOE AREA MEDICAL CENTER (451372),2023,Critical Access,Proprietary,25.0,34.221029,-102.728458,TX,,,29.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,WARD MEMORIAL HOSPITAL (451373),2023,Critical Access,Government - Local,24.0,31.59397,-102.884583,TX,,,58.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR (451374),2023,Critical Access,Voluntary non-profit - Private,25.0,30.591931,-97.415265,TX,,,53.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,13.9,,
3730,LIBERTY DAYTON REGIONAL MEDICAL CENTER (451375),2023,Critical Access,Proprietary,25.0,30.068515,-94.797888,TX,,,35.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,LAVACA MEDICAL CENTER (451376),2023,Critical Access,Government - Hospital District or Authority,25.0,29.457145,-96.939877,TX,,,169.0,15.6,53.0,16.6,,,,,,,,,,,,,,,,,,,53.0,-21.1,49.0,10.0,,,,,
3732,REEVES COUNTY HOSPITAL DISTRICT (451377),2023,Critical Access,Government - Local,25.0,31.401575,-103.512831,TX,,,63.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,BIG BEND REGIONAL MEDICAL CENTER (451378),2023,Critical Access,Proprietary,25.0,30.383811,-103.67214,TX,,,83.0,14.8,31.0,17.4,,,,,,,,,,,,,,,,,,,31.0,0.0,30.0,11.0,,46.0,13.9,,
3734,CORYELL MEMORIAL HOSPITAL (451379),2023,Critical Access,Government - Hospital District or Authority,25.0,31.433152,-97.778822,TX,,,149.0,14.7,38.0,17.0,,,60.0,4.2,,,,,,,,,,,,,,,38.0,14.6,37.0,9.0,,,,,
3735,UT HEALTH EAST TEXAS QUITMAN HOSPITAL (451380),2023,Critical Access,Voluntary non-profit - Private,25.0,32.796155,-95.445296,TX,37.0,19.5,216.0,14.1,94.0,16.6,40.0,17.7,,,,,,,,,,,,,37.0,-34.6,36.0,8.0,94.0,-31.0,83.0,28.0,,192.0,15.4,,
3736,COMANCHE COUNTY MEDICAL CENTER (451382),2023,Critical Access,Voluntary non-profit - Private,25.0,31.984614,-98.563264,TX,33.0,20.6,168.0,15.4,45.0,17.0,,,,,,,,,,,,,,,33.0,34.5,27.0,11.0,45.0,11.0,40.0,8.0,,85.0,14.6,,
3737,COGDELL MEMORIAL HOSPITAL (451384),2023,Critical Access,Government - Hospital District or Authority,25.0,32.688519,-100.916021,TX,,,123.0,14.6,45.0,16.5,,,26.0,3.9,,,,,,,,,,,,,,,45.0,-19.8,44.0,11.0,,,,37.0,1.0
3738,GOODALL WITCHER HOSPITAL (451385),2023,Critical Access,Government - Hospital District or Authority,25.0,31.777153,-97.588431,TX,,,52.0,13.9,46.0,16.2,,,,,,,,,,,,,,,,,,,46.0,-28.3,43.0,9.0,,,,,
3739,MEMORIAL HOSPITAL (451386),2023,Critical Access,Government - Hospital District or Authority,20.0,35.864264,-101.971006,TX,32.0,20.3,125.0,13.9,28.0,17.4,,,,,,,,,,,,,,,32.0,8.8,28.0,14.0,28.0,74.6,27.0,8.0,,70.0,15.3,39.0,0.9
3740,UVALDE MEMORIAL HOSPITAL (451387),2023,Critical Access,Government - Hospital District or Authority,21.0,29.215126,-99.768668,TX,54.0,20.0,238.0,15.0,58.0,16.4,25.0,19.1,30.0,4.2,,,,,37.0,6.7,,,,,54.0,-7.1,42.0,22.0,58.0,-15.7,56.0,17.0,10.0,93.0,14.1,,
3741,FRIO REGIONAL HOSPITAL (451391),2023,Critical Access,Voluntary non-profit - Private,23.0,28.897048,-99.116013,TX,,,47.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,15.0,,
3742,HAMILTON GENERAL HOSPITAL (451392),2023,Critical Access,Government - Hospital District or Authority,25.0,31.703852,-98.113462,TX,,,122.0,14.3,54.0,16.9,,,,,,,,,,,,,,,,,,,54.0,-15.8,51.0,12.0,,123.0,14.9,,
3743,HILL REGIONAL HOSPITAL (451395),2023,Critical Access,Voluntary non-profit - Private,25.0,32.011912,-97.099153,TX,39.0,20.2,187.0,14.7,53.0,16.4,,,,,,,,,,,,,,,39.0,-4.8,37.0,9.0,53.0,-27.8,51.0,13.0,,70.0,14.7,,
3744,UTAH VALLEY HOSPITAL (460001),2023,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,231.0,18.5,2435.0,13.1,237.0,15.8,,,119.0,3.8,347.0,11.9,86.0,9.6,,,347.0,-17.7,335.0,82.0,231.0,0.8,218.0,59.0,237.0,-14.6,218.0,56.0,,525.0,13.0,558.0,1.0
3745,SALT LAKE REGIONAL MEDICAL CENTER (460003),2023,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,28.0,20.9,340.0,15.1,32.0,17.3,,,141.0,4.3,36.0,13.8,,,,,,,,,28.0,3.8,26.0,11.0,32.0,-31.2,31.0,11.0,,133.0,14.4,235.0,0.8
3746,MCKAY DEE HOSPITAL (460004),2023,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,265.0,16.4,2023.0,12.0,209.0,14.4,34.0,18.7,112.0,3.4,167.0,11.5,61.0,9.9,120.0,5.9,167.0,-21.5,167.0,47.0,265.0,-42.0,231.0,57.0,209.0,-42.6,198.0,38.0,9.6,1252.0,14.8,547.0,1.0
3747,OGDEN REGIONAL MEDICAL CENTER (460005),2023,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,76.0,19.8,827.0,14.1,94.0,16.9,,,44.0,4.6,56.0,14.6,26.0,11.0,,,56.0,-5.8,56.0,19.0,76.0,-2.5,75.0,20.0,94.0,-21.9,93.0,27.0,,,,326.0,1.1
3748,LDS HOSPITAL (460006),2023,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,40.0,21.6,496.0,14.4,74.0,16.0,,,53.0,4.0,,,,,,,,,,,40.0,1.8,39.0,15.0,74.0,-43.0,72.0,16.0,,1187.0,13.3,243.0,0.9
3749,CEDAR CITY HOSPITAL (460007),2023,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,54.0,19.8,312.0,13.3,72.0,15.4,,,,,,,,,95.0,6.4,,,,,54.0,18.5,52.0,13.0,72.0,-53.3,69.0,15.0,9.9,788.0,15.2,335.0,0.9
3750,UNIVERSITY OF UTAH HOSPITALS AND CLINICS (460009),2023,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,383.0,18.1,3919.0,13.7,193.0,15.0,58.0,18.1,101.0,4.2,200.0,12.6,84.0,10.4,1064.0,5.0,200.0,-0.5,199.0,41.0,383.0,-30.3,343.0,100.0,193.0,-10.7,182.0,34.0,8.5,2815.0,11.4,1860.0,0.8
3751,INTERMOUNTAIN MEDICAL CENTER (460010),2023,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,504.0,17.2,3480.0,12.8,265.0,14.5,65.0,18.3,46.0,3.9,317.0,11.8,59.0,10.4,130.0,5.6,317.0,-24.7,306.0,56.0,504.0,-32.4,432.0,130.0,265.0,-23.9,254.0,38.0,7.6,1174.0,14.7,667.0,0.9
3752,CASTLEVIEW HOSPITAL (460011),2023,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,33.0,19.1,348.0,13.9,91.0,16.7,,,105.0,4.4,,,,,,,,,,,33.0,-24.0,30.0,5.0,91.0,-28.6,82.0,21.0,,410.0,14.4,144.0,1.2
3753,MOUNTAIN VIEW HOSPITAL (460013),2023,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,44.0,19.4,433.0,14.9,84.0,18.0,,,246.0,4.7,,,,,,,,,,,44.0,-35.8,41.0,10.0,84.0,-20.9,76.0,20.0,,384.0,13.6,124.0,1.2
3754,MOUNTAIN WEST MEDICAL CENTER (460014),2023,Acute Care,Proprietary,36.0,,,UT,26.0,20.7,217.0,14.4,44.0,16.6,,,33.0,4.4,,,,,,,,,,,26.0,-5.1,25.0,6.0,44.0,-29.7,42.0,9.0,,69.0,14.2,82.0,1.2
3755,LOGAN REGIONAL HOSPITAL (460015),2023,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,114.0,17.8,640.0,12.4,95.0,15.4,,,,,38.0,13.2,,,95.0,4.3,,,,,114.0,-54.3,108.0,22.0,95.0,-42.5,81.0,13.0,9.5,1035.0,17.1,285.0,0.8
3756,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2023,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,,123.0,13.6,40.0,16.2,,,,,,,,,,,,,,,,,,,40.0,-16.8,37.0,4.0,,229.0,13.0,54.0,1.0
